unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58974023,2023-09-30T07:34:21.000,2023-09-30T12:06:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11379,61-31 69 LANE,69 LANE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T12:06:40.000,05 QUEENS,4029260070,QUEENS,1015220,201556,ONLINE,Unspecified,QUEENS,40.719847174483576,-73.8882748899886,"{'latitude': '40.719847174483576', 'longitude': '-73.8882748899886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELIOT AVENUE,62 AVENUE,69 LANE,,,,,,,
58973559,2023-09-30T07:34:04.000,2023-09-30T07:58:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11416,84-34 102 AVENUE,102 AVENUE,84 STREET,86 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T07:58:46.000,09 QUEENS,4090850014,QUEENS,1024544,187416,MOBILE,Unspecified,QUEENS,40.680998679938114,-73.85472296216346,"{'latitude': '40.680998679938114', 'longitude': '-73.85472296216346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,84 STREET,86 STREET,102 AVENUE,,,,,,,
58977433,2023-09-30T07:34:04.000,2023-10-01T09:04:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10039,2816 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,10 MANHATTAN,1020350001,MANHATTAN,1000961,240128,ONLINE,Unspecified,MANHATTAN,40.82575561305048,-73.93961867709716,"{'latitude': '40.82575561305048', 'longitude': '-73.93961867709716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58969780,2023-09-30T07:34:00.000,2023-10-12T07:46:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,11231,255 PRESIDENT STREET,PRESIDENT STREET,CLINTON ST,COURT ST,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-12T07:46:00.000,06 BROOKLYN,3003450040,BROOKLYN,984751,187852,UNKNOWN,Unspecified,BROOKLYN,40.682287098066205,-73.9981936474702,"{'latitude': '40.682287098066205', 'longitude': '-73.9981936474702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,PRESIDENT STREET,CLINTON STREET,,,,,,,,
58976175,2023-09-30T07:33:17.000,2023-09-30T08:57:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T08:58:02.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,72 STREET,73 STREET,41 AVENUE,,,,,,,
58975064,2023-09-30T07:33:12.000,2023-10-01T18:11:12.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11422,255-08 148 AVENUE,148 AVENUE,,,ADDRESS,ROSEDALE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,13 QUEENS,4136660066,QUEENS,1058087,178064,ONLINE,Unspecified,QUEENS,40.65511339680077,-73.73388916209132,"{'latitude': '40.65511339680077', 'longitude': '-73.73388916209132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59440148,2023-09-30T07:32:47.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11422,255-08 148 AVENUE,148 AVENUE,WELLER LANE,257 STREET,ADDRESS,ROSEDALE,Closed,,2023-10-01T00:00:00.000,13 QUEENS,4136660066,QUEENS,1058087,178064,ONLINE,Unspecified,QUEENS,40.65511339680077,-73.73388916209132,"{'latitude': '40.65511339680077', 'longitude': '-73.73388916209132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,WELLER LANE,257 STREET,148 AVENUE,,,,,,,
58968292,2023-09-30T07:31:56.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,11103,31-37 46 STREET,46 STREET,,,ADDRESS,ASTORIA,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-16T00:00:00.000,01 QUEENS,4007250013,QUEENS,1008356,215523,UNKNOWN,Unspecified,QUEENS,40.75820447180115,-73.9129868861322,"{'latitude': '40.75820447180115', 'longitude': '-73.9129868861322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976989,2023-09-30T07:31:51.000,2023-09-30T08:59:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10310,95 RECTOR STREET,RECTOR STREET,RICHMOND TERRACE,CASTLETON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:59:32.000,01 STATEN ISLAND,5002050106,STATEN ISLAND,948666,170358,ONLINE,Unspecified,STATEN ISLAND,40.634198452877655,-74.12820549489562,"{'latitude': '40.634198452877655', 'longitude': '-74.12820549489562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RICHMOND TERRACE,CASTLETON AVENUE,RECTOR STREET,,,,,,,
58968693,2023-09-30T07:31:50.000,2023-09-30T07:42:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10037,2155 MADISON AVENUE,MADISON AVENUE,EAST  132 STREET,EAST  135 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T07:42:30.000,11 MANHATTAN,1017570020,MANHATTAN,1001931,235089,ONLINE,Unspecified,MANHATTAN,40.81192309131884,-73.93612708437672,"{'latitude': '40.81192309131884', 'longitude': '-73.93612708437672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  132 STREET,EAST  135 STREET,MADISON AVENUE,,,,,,,
58971524,2023-09-30T07:30:57.000,2023-10-03T20:37:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11372,89-07 34 AVENUE,34 AVENUE,,,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58971659,2023-09-30T07:30:48.000,2023-09-30T07:30:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10002,227 CHERRY STREET,CHERRY STREET,PIKE SLIP,RUTGERS SLIP,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-30T07:30:48.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,MOBILE,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,PIKE SLIP,RUTGERS SLIP,CHERRY STREET,,,,,,,
59450414,2023-09-30T07:30:41.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,10039,2816 8 AVENUE,8 AVENUE,WEST  149 STREET,MACOMBS PLACE,ADDRESS,NEW YORK,Closed,,2023-10-01T00:00:00.000,10 MANHATTAN,1020350001,MANHATTAN,1000961,240128,ONLINE,Unspecified,MANHATTAN,40.82575561305048,-73.93961867709716,"{'latitude': '40.82575561305048', 'longitude': '-73.93961867709716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,WEST  149 STREET,MACOMBS PLACE,8 AVENUE,,,,,,,
58975051,2023-09-30T07:30:30.000,2023-10-02T18:35:12.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11230,1198 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995950,170032,ONLINE,Unspecified,BROOKLYN,40.6333673994245,-73.9578466408213,"{'latitude': '40.6333673994245', 'longitude': '-73.9578466408213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58970811,2023-09-30T07:30:22.000,2023-09-30T12:10:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11379,84-27 60 AVENUE,60 AVENUE,84 PLACE,85 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T12:10:27.000,05 QUEENS,4028970032,QUEENS,1018691,204915,MOBILE,Unspecified,QUEENS,40.72905397341772,-73.87573598991679,"{'latitude': '40.72905397341772', 'longitude': '-73.87573598991679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,84 PLACE,85 STREET,60 AVENUE,,,,,,,
58969441,2023-09-30T07:30:09.000,2023-10-05T08:15:42.000,DSNY,Department of Sanitation,Missed Collection,Compost,11412,183-09 BABYLON AVENUE,BABYLON AVENUE,DUNKIRK STREET,LIBERTY AVENUE,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation collected the requested items.,2023-10-03T04:11:20.000,12 QUEENS,4103450053,QUEENS,1047042,195696,ONLINE,Unspecified,QUEENS,40.70359428718698,-73.77353120330636,"{'latitude': '40.70359428718698', 'longitude': '-73.77353120330636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DUNKIRK STREET,LIBERTY AVENUE,BABYLON AVENUE,,,,,,,
59447005,2023-09-30T07:29:29.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11230,1198 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995950,170032,ONLINE,Unspecified,BROOKLYN,40.6333673994245,-73.9578466408213,"{'latitude': '40.6333673994245', 'longitude': '-73.9578466408213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,FARRAGUT ROAD,GLENWOOD ROAD,OCEAN AVENUE,,,,,,,
58968321,2023-09-30T07:29:25.000,2023-09-30T07:53:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11217,700 PACIFIC STREET,PACIFIC STREET,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T07:53:57.000,08 BROOKLYN,3011287501,BROOKLYN,991906,187725,MOBILE,Unspecified,BROOKLYN,40.68193521518996,-73.97239648259087,"{'latitude': '40.68193521518996', 'longitude': '-73.97239648259087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,6 AVENUE,CARLTON AVENUE,PACIFIC STREET,,,,,,,
58968877,2023-09-30T07:29:18.000,2023-09-30T07:57:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10032,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  169 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T07:57:26.000,12 MANHATTAN,,MANHATTAN,1001830,245494,ONLINE,Unspecified,MANHATTAN,40.84048204721895,-73.93646468528583,"{'latitude': '40.84048204721895', 'longitude': '-73.93646468528583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AMSTERDAM AVENUE,WEST  169 STREET,,,,,,,,
58970774,2023-09-30T07:29:00.000,2023-09-30T12:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),10465,3013 RANDALL AVENUE,RANDALL AVENUE,LOGAN AVE,HOLLYWOOD AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T12:30:00.000,10 BRONX,2054330060,BRONX,1034179,240708,ONLINE,Unspecified,BRONX,40.827222234619,-73.81958904829521,"{'latitude': '40.827222234619', 'longitude': '-73.81958904829521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976717,2023-09-30T07:28:40.000,2023-10-03T12:35:00.000,DSNY,Department of Sanitation,Dead Animal,Cat,11210,GLENWOOD ROAD,GLENWOOD ROAD,GLENWOOD ROAD,NEW YORK AVENUE,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-10-02T05:47:52.000,17 BROOKLYN,,BROOKLYN,999549,170329,PHONE,Unspecified,BROOKLYN,40.634177116402896,-73.94487930900152,"{'latitude': '40.634177116402896', 'longitude': '-73.94487930900152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,GLENWOOD ROAD,NEW YORK AVENUE,,,,,,,,
58973400,2023-09-30T07:28:33.000,2023-09-30T08:27:42.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11372,35-09 95 STREET,95 STREET,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:27:46.000,03 QUEENS,4014690071,QUEENS,1019562,213575,PHONE,Unspecified,QUEENS,40.752820059357234,-73.87254794249726,"{'latitude': '40.752820059357234', 'longitude': '-73.87254794249726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,35 AVENUE,37 AVENUE,95 STREET,,,,,,,
59455852,2023-09-30T07:28:20.000,2023-09-30T12:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,10465,3013 RANDALL AVENUE,RANDALL AVENUE,LOGAN AVENUE,HOLLYWOOD AVENUE,ADDRESS,BRONX,Closed,,2023-09-30T12:30:00.000,10 BRONX,2054330060,BRONX,1034179,240708,ONLINE,Unspecified,BRONX,40.827222234619,-73.81958904829521,"{'latitude': '40.827222234619', 'longitude': '-73.81958904829521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,LOGAN AVENUE,HOLLYWOOD AVENUE,RANDALL AVENUE,,,,,,,
59442462,2023-09-30T07:27:59.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,Closed,,2023-10-03T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,89 STREET,90 STREET,34 AVENUE,,,,,,,
58974708,2023-09-30T07:27:13.000,2023-09-30T08:10:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11104,45-32 40 STREET,40 STREET,QUEENS BOULEVARD,47 AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T08:11:01.000,02 QUEENS,4001940047,QUEENS,1005187,209961,ONLINE,Unspecified,QUEENS,40.74294626437699,-73.92444303216006,"{'latitude': '40.74294626437699', 'longitude': '-73.92444303216006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,QUEENS BOULEVARD,47 AVENUE,40 STREET,,,,,,,
58974435,2023-09-30T07:26:42.000,2023-09-30T15:31:58.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11219,1466 44 STREET,44 STREET,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-30T15:32:03.000,12 BROOKLYN,3056120032,BROOKLYN,988237,170865,UNKNOWN,Unspecified,BROOKLYN,40.6356606371075,-73.98563493907588,"{'latitude': '40.6356606371075', 'longitude': '-73.98563493907588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,14 AVENUE,15 AVENUE,44 STREET,,,,,,,
58976909,2023-09-30T07:26:36.000,2023-09-30T08:11:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11104,39-34 43 STREET,43 STREET,BARNETT AVENUE,SKILLMAN AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T08:11:25.000,02 QUEENS,4001830250,QUEENS,1006297,212085,MOBILE,Unspecified,QUEENS,40.74877341192314,-73.92043032903362,"{'latitude': '40.74877341192314', 'longitude': '-73.92043032903362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BARNETT AVENUE,SKILLMAN AVENUE,43 STREET,,,,,,,
58970950,2023-09-30T07:26:24.000,2023-09-30T08:26:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11691,1016 GRASSMERE TERRACE,GRASSMERE TERRACE,CORNAGA AVENUE,LORETTA ROAD,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T08:26:17.000,14 QUEENS,4157060062,QUEENS,1051556,158854,PHONE,Unspecified,QUEENS,40.60243824768937,-73.75761853094164,"{'latitude': '40.60243824768937', 'longitude': '-73.75761853094164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CORNAGA AVENUE,LORETTA ROAD,GRASSMERE TERRACE,,,,,,,
