unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58823955,2023-09-15T22:06:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10457,523 EAST  171 STREET,EAST  171 STREET,WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  171 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:49:16.000,03 BRONX,2029120149,BRONX,1011304,244333,PHONE,Unspecified,BRONX,40.837271499007066,-73.90222971212667,"{'latitude': '40.837271499007066', 'longitude': '-73.90222971212667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:49:11.000,,,,,,,
58823469,2023-09-15T22:06:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11207,2150 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,05 BROOKLYN,3043550001,BROOKLYN,1016545,180334,PHONE,Unspecified,BROOKLYN,40.66159299107546,-73.88359665735734,"{'latitude': '40.66159299107546', 'longitude': '-73.88359665735734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T05:03:16.000,,,,,,,
58822484,2023-09-15T22:06:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,936 OGDEN AVENUE,OGDEN AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:21:01.000,04 BRONX,2025110027,BRONX,1003544,242157,ONLINE,Unspecified,BRONX,40.831319371764394,-73.93027977419098,"{'latitude': '40.831319371764394', 'longitude': '-73.93027977419098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:20:55.000,,,,,,,
58819838,2023-09-15T22:06:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,33-02 34 AVENUE,34 AVENUE,33 STREET,34 STREET,33 STREET,34 STREET,ADDRESS,ASTORIA,34 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:10:51.000,01 QUEENS,4006100025,QUEENS,1004882,215756,ONLINE,Unspecified,QUEENS,40.75885278615065,-73.92552592881476,"{'latitude': '40.75885278615065', 'longitude': '-73.92552592881476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:10:44.000,,,,,,,
58823139,2023-09-15T22:06:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1644 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,WILLIAMSBRIDGE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:32:26.000,11 BRONX,2041110058,BRONX,1025846,248249,PHONE,Unspecified,BRONX,40.8479632364849,-73.84965226113596,"{'latitude': '40.8479632364849', 'longitude': '-73.84965226113596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:32:21.000,,,,,,,
58825933,2023-09-15T22:06:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:19:01.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:55.000,,,,,,,
58821563,2023-09-15T22:06:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,50 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T23:07:03.000,05 BROOKLYN,3036697501,BROOKLYN,1012785,185857,ONLINE,Unspecified,BROOKLYN,40.67676529859904,-73.89712572137644,"{'latitude': '40.67676529859904', 'longitude': '-73.89712572137644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:07:00.000,,,,,,,
58820810,2023-09-15T22:06:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11365,65-32 PARSONS BOULEVARD,PARSONS BOULEVARD,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:48:21.000,08 QUEENS,4067920030,QUEENS,1036743,207295,ONLINE,Unspecified,QUEENS,40.73549776499998,-73.81058551152489,"{'latitude': '40.73549776499998', 'longitude': '-73.81058551152489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:48:19.000,,,,,,,
58824799,2023-09-15T22:06:04.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,151 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:11:06.000,12 MANHATTAN,1021730029,MANHATTAN,1004710,253015,MOBILE,Unspecified,MANHATTAN,40.86111875356414,-73.92603322228999,"{'latitude': '40.86111875356414', 'longitude': '-73.92603322228999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:11:01.000,,,,,,,
58824142,2023-09-15T22:05:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11223,284 KINGS HIGHWAY,KINGS HIGHWAY,WEST    7 STREET,WEST    6 STREET,WEST    7 STREET,WEST    6 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:18:36.000,11 BROOKLYN,3066500072,BROOKLYN,989799,159751,MOBILE,Unspecified,BROOKLYN,40.605154182315985,-73.98001622766468,"{'latitude': '40.605154182315985', 'longitude': '-73.98001622766468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:32.000,,,,,,,
58825427,2023-09-15T22:05:57.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10019,415 WEST   59 STREET,WEST   59 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   59 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:11:07.000,07 MANHATTAN,1011310016,MANHATTAN,988228,219663,MOBILE,Unspecified,MANHATTAN,40.769599670912015,-73.98563854070757,"{'latitude': '40.769599670912015', 'longitude': '-73.98563854070757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:11:02.000,,,,,,,
58825708,2023-09-15T22:05:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1394 WEST    7 STREET,WEST    7 STREET,BAY PARKWAY,AVENUE O,BAY PARKWAY,AVENUE O,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:31:45.000,11 BROOKLYN,3065770044,BROOKLYN,989391,162278,PHONE,Unspecified,BROOKLYN,40.61209052527787,-73.98148364600198,"{'latitude': '40.61209052527787', 'longitude': '-73.98148364600198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:31:40.000,,,,,,,
58825397,2023-09-15T22:05:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-43 55 STREET,55 STREET,ANDREWS AVENUE,METROPOLITAN AVENUE,ANDREWS AVENUE,METROPOLITAN AVENUE,ADDRESS,MASPETH,55 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T02:31:01.000,05 QUEENS,4026450023,QUEENS,1009633,199308,ONLINE,Unspecified,QUEENS,40.71369475133386,-73.90843860354595,"{'latitude': '40.71369475133386', 'longitude': '-73.90843860354595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T02:30:55.000,,,,,,,
58825877,2023-09-15T22:05:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,156 ERASMUS STREET,ERASMUS STREET,LLOYD STREET,NOSTRAND AVENUE,LLOYD STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,ERASMUS STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:08:51.000,17 BROOKLYN,3051080031,BROOKLYN,997964,175995,ONLINE,Unspecified,BROOKLYN,40.64973166349698,-73.9505783789279,"{'latitude': '40.64973166349698', 'longitude': '-73.9505783789279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:08:44.000,,,,,,,
58820690,2023-09-15T22:05:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:36:46.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,MOBILE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:36:40.000,,,,,,,
58825726,2023-09-15T22:05:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,8818 21 AVENUE,21 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,21 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:18:57.000,11 BROOKLYN,3064440001,BROOKLYN,984117,157514,ONLINE,Unspecified,BROOKLYN,40.599015808177725,-74.00047893266388,"{'latitude': '40.599015808177725', 'longitude': '-74.00047893266388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:53.000,,,,,,,
58821682,2023-09-15T22:05:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2600 DECATUR AVENUE,DECATUR AVENUE,EAST  193 STREET,EAST  194 STREET,EAST  193 STREET,EAST  194 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:40:18.000,07 BRONX,2032760004,BRONX,1014518,253721,ONLINE,Unspecified,BRONX,40.863028329547674,-73.89057228592851,"{'latitude': '40.863028329547674', 'longitude': '-73.89057228592851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:40:13.000,,,,,,,
58821350,2023-09-15T22:05:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,415 WEST   59 STREET,WEST   59 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   59 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:15:32.000,07 MANHATTAN,1011310016,MANHATTAN,988228,219663,MOBILE,Unspecified,MANHATTAN,40.769599670912015,-73.98563854070757,"{'latitude': '40.769599670912015', 'longitude': '-73.98563854070757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:15:30.000,,,,,,,
58825056,2023-09-15T22:05:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,1939 GRAND CONCOURSE,GRAND CONCOURSE,ECHO PLACE,EAST  178 STREET,ECHO PLACE,EAST  178 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T22:21:31.000,05 BRONX,2028080012,BRONX,1010458,249106,ONLINE,Unspecified,BRONX,40.85037452927115,-73.90526841005268,"{'latitude': '40.85037452927115', 'longitude': '-73.90526841005268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:21:27.000,,,,,,,
58824026,2023-09-15T22:05:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,564 EAST    4 STREET,EAST    4 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:34:22.000,12 BROOKLYN,3053720044,BROOKLYN,991027,171972,PHONE,Unspecified,BROOKLYN,40.63869742075767,-73.97558152769358,"{'latitude': '40.63869742075767', 'longitude': '-73.97558152769358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:34:18.000,,,,,,,
58820599,2023-09-15T22:05:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,738 OCEANVIEW AVENUE,OCEANVIEW AVENUE,BRIGHTON    8 PLACE,CONEY ISLAND AVENUE,BRIGHTON    8 PLACE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,OCEAN VIEW AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:11:12.000,13 BROOKLYN,3086780056,BROOKLYN,995294,150581,MOBILE,Unspecified,BROOKLYN,40.57997923053122,-73.96024191792384,"{'latitude': '40.57997923053122', 'longitude': '-73.96024191792384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:11:08.000,,,,,,,
58823300,2023-09-15T22:04:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:07:50.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:07:46.000,,,,,,,
58821632,2023-09-15T22:04:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11101,35-30 38 STREET,38 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,LONG ISLAND CITY,38 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:12:41.000,01 QUEENS,4006410051,QUEENS,1005480,214333,ONLINE,Unspecified,QUEENS,40.75494559990766,-73.92337185910866,"{'latitude': '40.75494559990766', 'longitude': '-73.92337185910866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:12:38.000,,,,,,,
58822874,2023-09-15T22:04:52.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11372,34-32 86 STREET,86 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,86 STREET,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T12:12:22.000,03 QUEENS,4014460022,QUEENS,1017168,213767,ONLINE,Unspecified,QUEENS,40.7533562866578,-73.8811876866905,"{'latitude': '40.7533562866578', 'longitude': '-73.8811876866905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T12:12:17.000,,,,,,,
58822230,2023-09-15T22:04:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,56-10 64 STREET,64 STREET,56 AVENUE,CLINTON AVENUE,56 AVENUE,CLINTON AVENUE,ADDRESS,MASPETH,64 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T00:13:38.000,05 QUEENS,4027090070,QUEENS,1011464,203301,MOBILE,Unspecified,QUEENS,40.72464912626304,-73.90181769330388,"{'latitude': '40.72464912626304', 'longitude': '-73.90181769330388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:13:34.000,,,,,,,
58822853,2023-09-15T22:04:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,101-54 123 STREET,123 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,123 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T05:05:24.000,09 QUEENS,4094890031,QUEENS,1033419,190883,ONLINE,Unspecified,QUEENS,40.69046993330766,-73.82269958482927,"{'latitude': '40.69046993330766', 'longitude': '-73.82269958482927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T05:05:19.000,,,,,,,
58820671,2023-09-15T22:04:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,141 LINCOLN AVENUE,LINCOLN AVENUE,EAST  134 STREET,EAST  135 STREET,EAST  134 STREET,EAST  135 STREET,ADDRESS,BRONX,LINCOLN AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T22:19:27.000,01 BRONX,2023170043,BRONX,1003906,233833,ONLINE,Unspecified,BRONX,40.80847154759812,-73.92899604381546,"{'latitude': '40.80847154759812', 'longitude': '-73.92899604381546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:19:24.000,,,,,,,
