unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58790897,2023-09-12T15:15:06.000,2023-09-13T09:00:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,164-05 43 AVENUE,43 AVENUE,164 STREET,165 STREET,164 STREET,165 STREET,ADDRESS,FLUSHING,43 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T09:00:52.000,07 QUEENS,4053950003,QUEENS,1039056,215715,PHONE,Unspecified,QUEENS,40.758594460920506,-73.80217074962765,"{'latitude': '40.758594460920506', 'longitude': '-73.80217074962765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790697,2023-09-12T15:15:02.000,2023-09-22T10:05:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793655,2023-09-12T15:15:02.000,2023-09-22T10:05:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792123,2023-09-12T15:15:02.000,2023-09-22T10:05:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799276,2023-09-12T15:15:02.000,2023-09-22T10:05:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792141,2023-09-12T15:15:02.000,2023-09-22T10:05:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790634,2023-09-12T15:15:02.000,2023-09-22T10:05:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-22T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,PHONE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798182,2023-09-12T15:15:01.000,2023-09-13T14:15:38.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10465,3183 PARSIFAL PLACE,PARSIFAL PLACE,ELLIS PLACE,LOHENGRIN PLACE,ELLIS PLACE,LOHENGRIN PLACE,ADDRESS,BRONX,PARSIFAL PLACE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T14:15:43.000,10 BRONX,2054080274,BRONX,1033551,245181,ONLINE,Unspecified,BRONX,40.83950283343485,-73.82182535093557,"{'latitude': '40.83950283343485', 'longitude': '-73.82182535093557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791010,2023-09-12T15:14:59.000,2023-09-12T15:14:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10465,1011 CALHOUN AVENUE,CALHOUN AVENUE,BARKLEY AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,CALHOUN AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T15:14:59.000,10 BRONX,2055330036,BRONX,1031706,241932,MOBILE,Unspecified,BRONX,40.83059539147783,-73.8285161812781,"{'latitude': '40.83059539147783', 'longitude': '-73.8285161812781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792349,2023-09-12T15:14:57.000,2023-09-13T05:45:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10471,6040 DELAFIELD AVENUE,DELAFIELD AVENUE,WEST  260 STREET,WEST  261 STREET,WEST  260 STREET,WEST  261 STREET,ADDRESS,BRONX,DELAFIELD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T05:45:38.000,08 BRONX,2058790745,BRONX,1011193,270470,PHONE,Unspecified,BRONX,40.90900982649824,-73.90252574730184,"{'latitude': '40.90900982649824', 'longitude': '-73.90252574730184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794497,2023-09-12T15:14:50.000,2023-09-12T16:05:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10468,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T16:05:09.000,07 BRONX,,BRONX,1009562,254560,PHONE,Unspecified,BRONX,40.865346730839754,-73.90848649906775,"{'latitude': '40.865346730839754', 'longitude': '-73.90848649906775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795262,2023-09-12T15:14:50.000,2023-09-13T15:45:54.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10305,478 HYLAN BOULEVARD,HYLAN BOULEVARD,COLTON STREET,DONLEY AVENUE,COLTON STREET,DONLEY AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T15:45:57.000,01 STATEN ISLAND,5030300096,STATEN ISLAND,963068,160845,ONLINE,Unspecified,STATEN ISLAND,40.60813340937619,-74.07628675533432,"{'latitude': '40.60813340937619', 'longitude': '-74.07628675533432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796218,2023-09-12T15:14:46.000,2023-09-12T15:17:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-36 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T15:17:28.000,12 QUEENS,4101250033,QUEENS,1041226,192921,ONLINE,Unspecified,QUEENS,40.696016941290104,-73.79453087750983,"{'latitude': '40.696016941290104', 'longitude': '-73.79453087750983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798390,2023-09-12T15:14:30.000,2023-11-14T11:03:24.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,5 WEST   71 STREET,WEST   71 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   71 STREET,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-14T11:03:28.000,07 MANHATTAN,1011240027,MANHATTAN,990699,221868,ONLINE,Unspecified,MANHATTAN,40.77565036191977,-73.9767155688507,"{'latitude': '40.77565036191977', 'longitude': '-73.9767155688507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"5 WEST   71 STREET, MANHATTAN (NEW YORK), NY, 10023",,,,,,,
58790566,2023-09-12T15:14:19.000,2023-09-15T13:15:26.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11369,94-20 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,ADDRESS,EAST ELMHURST,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,03 QUEENS,4013740007,QUEENS,1018879,217263,PHONE,Unspecified,QUEENS,40.76294536814788,-73.87499410413712,"{'latitude': '40.76294536814788', 'longitude': '-73.87499410413712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789419,2023-09-12T15:14:19.000,2023-09-15T13:15:26.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11369,94-20 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,ADDRESS,EAST ELMHURST,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,03 QUEENS,4013740007,QUEENS,1018879,217263,PHONE,Unspecified,QUEENS,40.76294536814788,-73.87499410413712,"{'latitude': '40.76294536814788', 'longitude': '-73.87499410413712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797899,2023-09-12T15:14:19.000,2023-10-20T09:57:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11369,94-20 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,03 QUEENS,4013740007,QUEENS,1018879,217263,PHONE,Unspecified,QUEENS,40.76294536814788,-73.87499410413712,"{'latitude': '40.76294536814788', 'longitude': '-73.87499410413712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797167,2023-09-12T15:14:15.000,2023-10-13T00:01:11.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Furniture Store,Business,10475,2146 BARTOW AVENUE,BARTOW AVENUE,CO-OP CITY BOULEVARD,HUTCHINSON RIVER PARKWAY EAST,CO-OP CITY BOULEVARD,HUTCHINSON RIVER PARKWAY EAST,ADDRESS,BRONX,BARTOW AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-13T00:01:19.000,10 BRONX,2051410810,BRONX,1032537,256063,PHONE,Unspecified,BRONX,40.869376223665135,-73.825411571032,"{'latitude': '40.869376223665135', 'longitude': '-73.825411571032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793943,2023-09-12T15:14:15.000,2023-09-14T14:18:31.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-14T14:18:34.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,BQE/Gowanus Expwy,East/Bronx Bound,Roadway,Kosciuszko Br (from Brooklyn) - Long Island Expwy (I-495) (Exit 35 E-W)
58798691,2023-09-12T15:14:00.000,2023-09-12T17:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10471,5731 POST ROAD,POST ROAD,MOSHOLU AVE,W 259 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-12T17:15:00.000,08 BRONX,2058570353,BRONX,1012584,269375,PHONE,Unspecified,BRONX,40.90600005111754,-73.89749803436733,"{'latitude': '40.90600005111754', 'longitude': '-73.89749803436733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798992,2023-09-12T15:14:00.000,2023-09-12T17:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11427,,,,,HILLSIDE AVENUE,HOLLIS COURT BOULEVARD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T17:20:00.000,08 QUEENS,,QUEENS,1052168,203202,UNKNOWN,Unspecified,QUEENS,40.72415852576334,-73.75496787989286,"{'latitude': '40.72415852576334', 'longitude': '-73.75496787989286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58795799,2023-09-12T15:14:00.000,2023-09-13T12:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10309,50 CHURCHILL AVENUE,CHURCHILL AVENUE,AMBASSADOR LN,AMBASSADOR LN,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-13T12:40:00.000,03 STATEN ISLAND,5073560020,STATEN ISLAND,923504,132193,PHONE,Unspecified,STATEN ISLAND,40.52930660041303,-74.21851828081111,"{'latitude': '40.52930660041303', 'longitude': '-74.21851828081111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794369,2023-09-12T15:14:00.000,2023-09-18T08:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10003,65 EAST    8 STREET,EAST    8 STREET,MERCER ST,BROADWAY,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T08:45:00.000,02 MANHATTAN,1005607503,MANHATTAN,986166,205559,PHONE,Unspecified,MANHATTAN,40.73088843925537,-73.99308683492974,"{'latitude': '40.73088843925537', 'longitude': '-73.99308683492974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58795424,2023-09-12T15:14:00.000,2023-09-14T12:14:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10308,182 MAYBURY AVENUE,MAYBURY AVENUE,KEEGANS LANE,FIELDWAY AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-14T12:14:00.000,03 STATEN ISLAND,5051170032,STATEN ISLAND,945479,139681,PHONE,Unspecified,STATEN ISLAND,40.54998297757414,-74.1395118803121,"{'latitude': '40.54998297757414', 'longitude': '-74.1395118803121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
