unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58836082,2023-09-16T22:38:29.000,2023-09-16T23:01:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,21 KOSSUTH PLACE,KOSSUTH PLACE,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,KOSSUTH PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:01:53.000,04 BROOKLYN,3032520047,BROOKLYN,1004438,191906,ONLINE,Unspecified,BROOKLYN,40.693391386512765,-73.92720015488545,"{'latitude': '40.693391386512765', 'longitude': '-73.92720015488545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828389,2023-09-16T22:38:29.000,2023-09-16T22:57:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11219,6293 15 AVENUE,15 AVENUE,62 STREET,63 STREET,62 STREET,63 STREET,ADDRESS,BROOKLYN,15 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:57:05.000,11 BROOKLYN,,BROOKLYN,985419,166835,ONLINE,Unspecified,BROOKLYN,40.6245999580485,-73.995788820347,"{'latitude': '40.6245999580485', 'longitude': '-73.995788820347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828283,2023-09-16T22:38:24.000,2023-09-16T23:05:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11358,43-47 UTOPIA PARKWAY,UTOPIA PARKWAY,NORTHERN BOULEVARD,45 AVENUE,NORTHERN BOULEVARD,45 AVENUE,ADDRESS,FLUSHING,UTOPIA PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:05:56.000,11 QUEENS,4055120013,QUEENS,1041637,215001,ONLINE,Unspecified,QUEENS,40.75661834310888,-73.79286042915768,"{'latitude': '40.75661834310888', 'longitude': '-73.79286042915768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830851,2023-09-16T22:38:20.000,2023-09-16T23:46:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,265 EUCLID AVENUE,EUCLID AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,EUCLID AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:46:07.000,05 BROOKLYN,3041450019,BROOKLYN,1019245,187789,ONLINE,Unspecified,BROOKLYN,40.68204501462856,-73.87382614938845,"{'latitude': '40.68204501462856', 'longitude': '-73.87382614938845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827057,2023-09-16T22:38:20.000,2023-09-16T22:49:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,NOSTRAND AVENUE,NOSTRAND AVENUE,NOSTRAND AVENUE,STERLING STREET,NOSTRAND AVENUE,STERLING STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:49:55.000,09 BROOKLYN,,BROOKLYN,997874,180875,ONLINE,Unspecified,BROOKLYN,40.663126330972496,-73.95089285614004,"{'latitude': '40.663126330972496', 'longitude': '-73.95089285614004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829716,2023-09-16T22:38:15.000,2023-09-16T22:40:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,99-10 67 AVENUE,67 AVENUE,BOOTH STREET,SAUNDERS STREET,BOOTH STREET,SAUNDERS STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:40:33.000,06 QUEENS,4031700115,QUEENS,1024603,203813,ONLINE,Unspecified,QUEENS,40.726004261083496,-73.85441198715095,"{'latitude': '40.726004261083496', 'longitude': '-73.85441198715095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830728,2023-09-16T22:38:10.000,2023-09-16T22:38:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:38:28.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829952,2023-09-16T22:38:08.000,2023-09-17T09:27:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,104-28 117 STREET,117 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,117 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:27:59.000,10 QUEENS,4095700016,QUEENS,1032565,189111,ONLINE,Unspecified,QUEENS,40.68561091285362,-73.82579175604369,"{'latitude': '40.68561091285362', 'longitude': '-73.82579175604369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834851,2023-09-16T22:38:05.000,2023-09-17T00:07:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10309,729 MARCY AVENUE,MARCY AVENUE,RENSSELAER AVENUE,RATHBUN AVENUE,RENSSELAER AVENUE,RATHBUN AVENUE,ADDRESS,STATEN ISLAND,MARCY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:07:50.000,03 STATEN ISLAND,5068410008,STATEN ISLAND,928478,135714,ONLINE,Unspecified,STATEN ISLAND,40.53900372595628,-74.20065465970748,"{'latitude': '40.53900372595628', 'longitude': '-74.20065465970748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827901,2023-09-16T22:38:01.000,2023-09-17T00:09:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,87-20 ELMHURST AVENUE,ELMHURST AVENUE,ITHACA STREET,HAMPTON STREET,ITHACA STREET,HAMPTON STREET,ADDRESS,ELMHURST,ELMHURST AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T00:09:57.000,04 QUEENS,4015570010,QUEENS,1017929,210641,ONLINE,Unspecified,QUEENS,40.744773346706374,-73.87845663623075,"{'latitude': '40.744773346706374', 'longitude': '-73.87845663623075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830913,2023-09-16T22:37:53.000,2023-09-16T22:43:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,41-47 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,DENMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:43:18.000,04 QUEENS,4015650051,QUEENS,1019289,211119,ONLINE,Unspecified,QUEENS,40.746080051576556,-73.87354608014522,"{'latitude': '40.746080051576556', 'longitude': '-73.87354608014522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834013,2023-09-16T22:37:47.000,2023-09-17T17:26:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,60-84 FRESH POND ROAD,FRESH POND ROAD,60 DRIVE,ELIOT AVENUE,60 DRIVE,ELIOT AVENUE,ADDRESS,MASPETH,FRESH POND ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T17:26:34.000,05 QUEENS,4027460054,QUEENS,1011623,199767,MOBILE,Unspecified,QUEENS,40.71494866286762,-73.90125842769542,"{'latitude': '40.71494866286762', 'longitude': '-73.90125842769542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828140,2023-09-16T22:37:35.000,2023-09-16T22:47:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,1039 RUTLAND ROAD,RUTLAND ROAD,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:47:15.000,17 BROOKLYN,3045980055,BROOKLYN,1004997,180994,ONLINE,Unspecified,BROOKLYN,40.66343913397999,-73.92521794174155,"{'latitude': '40.66343913397999', 'longitude': '-73.92521794174155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829467,2023-09-16T22:37:30.000,2023-09-16T23:12:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11426,246-47 86 AVENUE,86 AVENUE,COMMONWEALTH BOULEVARD,247 STREET,COMMONWEALTH BOULEVARD,247 STREET,ADDRESS,BELLEROSE,86 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:12:24.000,13 QUEENS,4086130034,QUEENS,1061841,205908,MOBILE,Unspecified,QUEENS,40.73150624233759,-73.72003899962493,"{'latitude': '40.73150624233759', 'longitude': '-73.72003899962493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829236,2023-09-16T22:37:23.000,2023-09-16T22:55:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10023,106 WEST   73 STREET,WEST   73 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   73 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:55:10.000,07 MANHATTAN,1011440035,MANHATTAN,990109,222840,ONLINE,Unspecified,MANHATTAN,40.77831865672644,-73.97884494518698,"{'latitude': '40.77831865672644', 'longitude': '-73.97884494518698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835206,2023-09-16T22:37:14.000,2023-09-17T16:23:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,104-23 90 AVENUE,90 AVENUE,104 STREET,107 STREET,104 STREET,107 STREET,ADDRESS,RICHMOND HILL,90 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T16:23:49.000,09 QUEENS,4092950051,QUEENS,1028186,191853,PHONE,Unspecified,QUEENS,40.693159880062524,-73.84156309367951,"{'latitude': '40.693159880062524', 'longitude': '-73.84156309367951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836033,2023-09-16T22:37:11.000,2023-09-16T23:09:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,143 WEST  111 STREET,WEST  111 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  111 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:09:11.000,10 MANHATTAN,1018210009,MANHATTAN,997150,230535,ONLINE,Unspecified,MANHATTAN,40.79943189274589,-73.95340727543528,"{'latitude': '40.79943189274589', 'longitude': '-73.95340727543528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835070,2023-09-16T22:37:03.000,2023-09-17T00:49:47.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10466,4354 RICHARDSON AVENUE,RICHARDSON AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,RICHARDSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T00:49:51.000,12 BRONX,2050390067,BRONX,1023942,266232,ONLINE,Unspecified,BRONX,40.897329748959194,-73.85642767680216,"{'latitude': '40.897329748959194', 'longitude': '-73.85642767680216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834725,2023-09-16T22:36:57.000,2023-09-16T22:58:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,1608 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:58:23.000,09 MANHATTAN,1020710030,MANHATTAN,998020,238627,MOBILE,Unspecified,MANHATTAN,40.82164086901104,-73.95024837632745,"{'latitude': '40.82164086901104', 'longitude': '-73.95024837632745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828344,2023-09-16T22:36:52.000,2023-09-16T22:59:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2837 DECATUR AVENUE,DECATUR AVENUE,OLIVER PLACE,EAST  199 STREET,OLIVER PLACE,EAST  199 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:59:56.000,07 BRONX,2032840034,BRONX,1015963,255294,MOBILE,Unspecified,BRONX,40.867340661130484,-73.88534074842126,"{'latitude': '40.867340661130484', 'longitude': '-73.88534074842126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828005,2023-09-16T22:36:52.000,2023-09-16T23:27:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,37-01 30 AVENUE,30 AVENUE,37 STREET,38 STREET,37 STREET,38 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:27:31.000,01 QUEENS,4006610047,QUEENS,1007391,217850,MOBILE,Unspecified,QUEENS,40.764594064525035,-73.91646214153033,"{'latitude': '40.764594064525035', 'longitude': '-73.91646214153033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832098,2023-09-16T22:36:46.000,2023-09-16T22:38:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:38:25.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832202,2023-09-16T22:36:42.000,2023-09-16T22:57:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,1608 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:57:36.000,09 MANHATTAN,1020710030,MANHATTAN,998020,238627,MOBILE,Unspecified,MANHATTAN,40.82164086901104,-73.95024837632745,"{'latitude': '40.82164086901104', 'longitude': '-73.95024837632745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828301,2023-09-16T22:36:38.000,2023-09-16T22:49:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2 STODDARD PLACE,STODDARD PLACE,MONTGOMERY STREET,SULLIVAN PLACE,MONTGOMERY STREET,SULLIVAN PLACE,ADDRESS,BROOKLYN,STODDARD PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:49:20.000,09 BROOKLYN,3013040024,BROOKLYN,996474,181731,ONLINE,Unspecified,BROOKLYN,40.66547790449218,-73.95593754526789,"{'latitude': '40.66547790449218', 'longitude': '-73.95593754526789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831987,2023-09-16T22:36:32.000,2023-09-16T22:43:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11375,103-19 METROPOLITAN AVENUE,METROPOLITAN AVENUE,71 ROAD,71 DRIVE,71 ROAD,71 DRIVE,ADDRESS,FOREST HILLS,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:43:28.000,06 QUEENS,4032400045,QUEENS,1026042,198063,ONLINE,Unspecified,QUEENS,40.710215234049755,-73.84925598521474,"{'latitude': '40.710215234049755', 'longitude': '-73.84925598521474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828147,2023-09-16T22:36:24.000,2023-09-16T23:18:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,42 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:18:26.000,01 STATEN ISLAND,5000230053,STATEN ISLAND,961967,171751,ONLINE,Unspecified,STATEN ISLAND,40.63806538628994,-74.08028799379348,"{'latitude': '40.63806538628994', 'longitude': '-74.08028799379348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836395,2023-09-16T22:36:22.000,2023-10-09T10:39:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11203,676 MIDWOOD STREET,MIDWOOD STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,09 BROOKLYN,3048050026,BROOKLYN,1001341,180053,ONLINE,Unspecified,BROOKLYN,40.660864109546274,-73.93839828550259,"{'latitude': '40.660864109546274', 'longitude': '-73.93839828550259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
