unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58894899,2023-09-22T03:25:29.000,2023-09-22T03:39:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,206 WEST  148 STREET,WEST  148 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  148 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T03:39:43.000,10 MANHATTAN,1020330038,MANHATTAN,1001331,239421,ONLINE,Unspecified,MANHATTAN,40.823814391623685,-73.93828356816849,"{'latitude': '40.823814391623685', 'longitude': '-73.93828356816849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899844,2023-09-22T03:24:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T10:24:09.000,Unspecified QUEENS,,QUEENS,1016943,209794,MOBILE,Unspecified,QUEENS,40.742452245537685,-73.88201910140538,"{'latitude': '40.742452245537685', 'longitude': '-73.88201910140538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,E,,Mezzanine,,
58897620,2023-09-22T03:24:45.000,2023-09-22T03:43:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,300 WEST   55 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,WEST   55 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T03:43:48.000,04 MANHATTAN,1010450029,MANHATTAN,988612,218039,ONLINE,Unspecified,MANHATTAN,40.76514203092833,-73.98425326980676,"{'latitude': '40.76514203092833', 'longitude': '-73.98425326980676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900722,2023-09-22T03:24:45.000,2023-09-25T10:00:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10019,824 9 AVENUE,9 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,04 MANHATTAN,1010450001,MANHATTAN,987848,218397,ONLINE,Unspecified,MANHATTAN,40.76612499229379,-73.98701110239976,"{'latitude': '40.76612499229379', 'longitude': '-73.98701110239976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898884,2023-09-22T03:24:36.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11226,358 PARKSIDE AVENUE,PARKSIDE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,09 BROOKLYN,3050550039,BROOKLYN,995826,178181,UNKNOWN,Unspecified,BROOKLYN,40.655734809146345,-73.95827941097164,"{'latitude': '40.655734809146345', 'longitude': '-73.95827941097164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900669,2023-09-22T03:22:16.000,2023-09-22T03:30:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,300 WEST  151 STREET,WEST  151 STREET,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,ADDRESS,NEW YORK,WEST  151 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:30:17.000,10 MANHATTAN,1020460015,MANHATTAN,1001048,240465,ONLINE,Unspecified,MANHATTAN,40.82668041683622,-73.93930347914457,"{'latitude': '40.82668041683622', 'longitude': '-73.93930347914457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895734,2023-09-22T03:21:20.000,2023-09-22T06:23:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 AVENUE,85 STREET,87 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T06:23:35.000,09 QUEENS,,QUEENS,1023399,191374,ONLINE,Unspecified,QUEENS,40.69186760765792,-73.85882816977646,"{'latitude': '40.69186760765792', 'longitude': '-73.85882816977646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900053,2023-09-22T03:20:50.000,2023-10-25T00:01:20.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Hotel or Motel,Business,10036,234 WEST   48 STREET,WEST   48 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   48 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-25T00:01:29.000,05 MANHATTAN,1010190055,MANHATTAN,988224,216331,ONLINE,Unspecified,MANHATTAN,40.760454193606655,-73.98565495151978,"{'latitude': '40.760454193606655', 'longitude': '-73.98565495151978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894917,2023-09-22T03:20:16.000,2023-09-22T03:31:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2554 CRESTON AVENUE,CRESTON AVENUE,EAST  191 STREET,EAST  192 STREET,EAST  191 STREET,EAST  192 STREET,ADDRESS,BRONX,CRESTON AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T03:31:06.000,07 BRONX,2031670040,BRONX,1012712,254164,ONLINE,Unspecified,BRONX,40.86425023724,-73.89709961904595,"{'latitude': '40.86425023724', 'longitude': '-73.89709961904595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892463,2023-09-22T03:19:33.000,2023-09-25T20:42:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899925,2023-09-22T03:19:26.000,2023-09-22T06:23:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 ROAD,85 STREET,87 ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T06:23:15.000,09 QUEENS,,QUEENS,1023465,191134,ONLINE,Unspecified,QUEENS,40.6912085716942,-73.85859157037166,"{'latitude': '40.6912085716942', 'longitude': '-73.85859157037166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897788,2023-09-22T03:19:00.000,2023-09-22T04:09:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,40-51 72 STREET,72 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,72 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:09:49.000,04 QUEENS,4013040001,QUEENS,1013787,211007,ONLINE,Unspecified,QUEENS,40.745792728710896,-73.89340298105401,"{'latitude': '40.745792728710896', 'longitude': '-73.89340298105401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901633,2023-09-22T03:16:56.000,2023-09-22T04:15:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,2824 AVENUE X,AVENUE X,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,AVENUE X,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T04:15:44.000,15 BROOKLYN,3074220910,BROOKLYN,1000286,155551,ONLINE,Unspecified,BROOKLYN,40.59361326325262,-73.94225907235946,"{'latitude': '40.59361326325262', 'longitude': '-73.94225907235946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894611,2023-09-22T03:16:53.000,2023-09-22T06:30:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,80-83 88 AVENUE,88 AVENUE,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,WOODHAVEN,88 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T06:30:41.000,09 QUEENS,4089170036,QUEENS,1022762,190735,ONLINE,Unspecified,QUEENS,40.69011649700106,-73.86112884961953,"{'latitude': '40.69011649700106', 'longitude': '-73.86112884961953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901097,2023-09-22T03:16:18.000,2023-09-26T12:32:00.000,TLC,Taxi and Limousine Commission,Lost Property,Clothing/Glasses,Taxi,10019,6 AVENUE,6 AVENUE,6 AVENUE,WEST   52 STREET,6 AVENUE,WEST   52 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-26T12:32:07.000,05 MANHATTAN,,MANHATTAN,989925,216584,PHONE,Unspecified,MANHATTAN,40.76114768546093,-73.97951459534153,"{'latitude': '40.76114768546093', 'longitude': '-73.97951459534153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,"6 AVENUE AND WEST   52 STREET, MANHATTAN, NY, 10019"
58896491,2023-09-22T03:15:42.000,2023-09-22T03:36:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10032,526 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:36:28.000,12 MANHATTAN,1021190023,MANHATTAN,1000538,243765,MOBILE,Unspecified,MANHATTAN,40.83573892271098,-73.94113825851203,"{'latitude': '40.83573892271098', 'longitude': '-73.94113825851203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901820,2023-09-22T03:15:40.000,2023-09-22T03:52:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,86-09 NORTHERN BOULEVARD,NORTHERN BOULEVARD,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:52:32.000,03 QUEENS,4014160043,QUEENS,1017092,214722,ONLINE,Unspecified,QUEENS,40.75597779913615,-73.88145733172078,"{'latitude': '40.75597779913615', 'longitude': '-73.88145733172078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891843,2023-09-22T03:15:17.000,2023-09-22T03:50:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11435,145-20 105 AVENUE,105 AVENUE,INWOOD STREET,PRINCETON STREET,INWOOD STREET,PRINCETON STREET,ADDRESS,JAMAICA,105 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T03:50:22.000,12 QUEENS,4100470009,QUEENS,1037856,191852,PHONE,Unspecified,QUEENS,40.693103846131834,-73.80669237242394,"{'latitude': '40.693103846131834', 'longitude': '-73.80669237242394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897763,2023-09-22T03:14:51.000,2023-09-22T05:57:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434,119 AVENUE,119 AVENUE,119 AVENUE,MERRILL STREET,119 AVENUE,MERRILL STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T05:57:30.000,12 QUEENS,,QUEENS,1046979,189013,ONLINE,Unspecified,QUEENS,40.68525150885086,-73.77382065662292,"{'latitude': '40.68525150885086', 'longitude': '-73.77382065662292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898743,2023-09-22T03:14:31.000,2023-09-22T06:42:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,88-11 85 STREET,85 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T06:42:45.000,09 QUEENS,4089200042,QUEENS,1023560,190805,ONLINE,Unspecified,QUEENS,40.69030512225126,-73.85825092282,"{'latitude': '40.69030512225126', 'longitude': '-73.85825092282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899272,2023-09-22T03:14:09.000,2023-09-22T03:19:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10030,2269 7 AVENUE,7 AVENUE,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:19:37.000,10 MANHATTAN,1019180063,MANHATTAN,999638,235960,ONLINE,Unspecified,MANHATTAN,40.81431803450424,-73.94440858694863,"{'latitude': '40.81431803450424', 'longitude': '-73.94440858694863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892259,2023-09-22T03:13:48.000,2023-09-22T03:19:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,2273 7 AVENUE,7 AVENUE,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:19:57.000,10 MANHATTAN,1019180061,MANHATTAN,999660,236000,ONLINE,Unspecified,MANHATTAN,40.81442778495756,-73.94432901689623,"{'latitude': '40.81442778495756', 'longitude': '-73.94432901689623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901551,2023-09-22T03:13:47.000,2023-09-22T05:10:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,4602 12 AVENUE,12 AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T05:10:48.000,12 BROOKLYN,3056210041,BROOKLYN,986283,171698,MOBILE,Unspecified,BROOKLYN,40.63794770860565,-73.99267490100645,"{'latitude': '40.63794770860565', 'longitude': '-73.99267490100645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892393,2023-09-22T03:13:32.000,2023-09-29T10:11:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897099,2023-09-22T03:13:04.000,2023-09-22T05:11:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11219,4602 12 AVENUE,12 AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T05:11:40.000,12 BROOKLYN,3056210041,BROOKLYN,986283,171698,MOBILE,Unspecified,BROOKLYN,40.63794770860565,-73.99267490100645,"{'latitude': '40.63794770860565', 'longitude': '-73.99267490100645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894572,2023-09-22T03:12:26.000,2023-09-22T05:11:10.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11219,4602 12 AVENUE,12 AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T05:11:14.000,12 BROOKLYN,3056210041,BROOKLYN,986283,171698,MOBILE,Unspecified,BROOKLYN,40.63794770860565,-73.99267490100645,"{'latitude': '40.63794770860565', 'longitude': '-73.99267490100645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898669,2023-09-22T03:11:00.000,2023-09-25T12:42:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10009,510 EAST   14 STREET,EAST   14 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include your full name and address. DEP needs this information to respond to the complaint.  If the excessive barking continues, please file a new Service Request with your full name and address.",2023-09-25T12:42:00.000,03 MANHATTAN,1004077503,MANHATTAN,989900,205279,ONLINE,Unspecified,MANHATTAN,40.730118310818845,-73.9796143363522,"{'latitude': '40.730118310818845', 'longitude': '-73.9796143363522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
