unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58828194,2023-09-16T21:03:53.000,2023-09-16T21:39:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,388 SOUTH    2 STREET,SOUTH    2 STREET,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,ADDRESS,BROOKLYN,SOUTH    2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:39:02.000,01 BROOKLYN,3024250013,BROOKLYN,997580,197786,MOBILE,Unspecified,BROOKLYN,40.70954359366212,-73.95191910941062,"{'latitude': '40.70954359366212', 'longitude': '-73.95191910941062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829342,2023-09-16T21:03:46.000,2023-09-16T21:16:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2555 GRAND CONCOURSE,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T21:16:41.000,07 BRONX,2031670062,BRONX,1012944,253934,ONLINE,Unspecified,BRONX,40.86361820622092,-73.89626184102237,"{'latitude': '40.86361820622092', 'longitude': '-73.89626184102237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829286,2023-09-16T21:03:37.000,2023-09-16T21:20:50.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11378,60-50 60 STREET,60 STREET,60 DRIVE,LIRR MONTAUK LINE,60 DRIVE,LIRR MONTAUK LINE,ADDRESS,MASPETH,60 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:20:53.000,05 QUEENS,4026500070,QUEENS,1010345,199789,ONLINE,Unspecified,QUEENS,40.71501290934482,-73.90586841912936,"{'latitude': '40.71501290934482', 'longitude': '-73.90586841912936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836199,2023-09-16T21:03:33.000,2023-09-16T21:23:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1348 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:23:32.000,12 MANHATTAN,1021330063,MANHATTAN,1002122,247874,ONLINE,Unspecified,MANHATTAN,40.84701386218844,-73.93540303481808,"{'latitude': '40.84701386218844', 'longitude': '-73.93540303481808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827417,2023-09-16T21:03:24.000,2023-09-18T11:34:25.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10468,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-18T11:34:32.000,07 BRONX,,BRONX,1009562,254560,PHONE,Unspecified,BRONX,40.865346730839754,-73.90848649906775,"{'latitude': '40.865346730839754', 'longitude': '-73.90848649906775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826826,2023-09-16T21:03:19.000,2023-09-16T21:32:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,3065 GRAND CONCOURSE,GRAND CONCOURSE,EAST  203 STREET,EAST  204 STREET,EAST  203 STREET,EAST  204 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:32:47.000,07 BRONX,2033100040,BRONX,1015593,257848,ONLINE,Unspecified,BRONX,40.87435192523909,-73.88666654538494,"{'latitude': '40.87435192523909', 'longitude': '-73.88666654538494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826958,2023-09-16T21:02:58.000,2023-09-16T21:39:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,34 HILLSIDE AVENUE,HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,BOGARDUS PLACE,ELLWOOD STREET,ADDRESS,NEW YORK,HILLSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:39:17.000,12 MANHATTAN,1021710052,MANHATTAN,1003813,252041,MOBILE,Unspecified,MANHATTAN,40.85844745053305,-73.92927888866892,"{'latitude': '40.85844745053305', 'longitude': '-73.92927888866892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829480,2023-09-16T21:02:57.000,2023-09-16T22:19:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1935 HUNT AVENUE,HUNT AVENUE,SAGAMORE STREET,HOLLAND AVENUE,SAGAMORE STREET,HOLLAND AVENUE,ADDRESS,BRONX,HUNT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:19:18.000,11 BRONX,,BRONX,1021309,248547,ONLINE,Unspecified,BRONX,40.84880136522723,-73.86604946400983,"{'latitude': '40.84880136522723', 'longitude': '-73.86604946400983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832007,2023-09-16T21:02:55.000,2023-09-16T21:22:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10460,1569 HOE AVENUE,HOE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,HOE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:22:42.000,03 BRONX,2029820027,BRONX,1015209,243474,PHONE,Unspecified,BRONX,40.834900968256505,-73.88812143532677,"{'latitude': '40.834900968256505', 'longitude': '-73.88812143532677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832111,2023-09-16T21:02:53.000,2023-09-16T21:31:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:31:12.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829646,2023-09-16T21:02:52.000,2023-09-16T22:39:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,751 EAST  147 STREET,EAST  147 STREET,CONCORD AVENUE,WALES AVENUE,CONCORD AVENUE,WALES AVENUE,ADDRESS,BRONX,EAST  147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:39:43.000,01 BRONX,2025800042,BRONX,1009723,234924,ONLINE,Unspecified,BRONX,40.81145118163981,-73.90797899449959,"{'latitude': '40.81145118163981', 'longitude': '-73.90797899449959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827467,2023-09-16T21:02:45.000,2023-09-16T21:45:30.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10031,WEST  147 STREET,WEST  147 STREET,BROADWAY,WEST  147 STREET,BROADWAY,WEST  147 STREET,INTERSECTION,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T21:45:32.000,09 MANHATTAN,,MANHATTAN,998224,240845,MOBILE,Unspecified,MANHATTAN,40.827728327584346,-73.94950669607618,"{'latitude': '40.827728327584346', 'longitude': '-73.94950669607618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835248,2023-09-16T21:02:39.000,2023-09-19T12:12:28.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1054 PARK PLACE,PARK PLACE,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T21:02:39.000,08 BROOKLYN,3012430027,BROOKLYN,1000116,184478,PHONE,Unspecified,BROOKLYN,40.673012027234606,-73.94280318230824,"{'latitude': '40.673012027234606', 'longitude': '-73.94280318230824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827811,2023-09-16T21:02:36.000,2023-09-16T21:58:33.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11209,8107 SHORE ROAD,SHORE ROAD,SHR PKWY GREENWAY-80 ST PED OVAL,82 STREET,SHR PKWY GREENWAY-80 ST PED OVAL,82 STREET,ADDRESS,BROOKLYN,SHORE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:58:37.000,10 BROOKLYN,3059750188,BROOKLYN,973114,168673,MOBILE,Unspecified,BROOKLYN,40.629637959252655,-74.04011910891651,"{'latitude': '40.629637959252655', 'longitude': '-74.04011910891651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834942,2023-09-16T21:02:06.000,2023-09-16T21:23:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11422,CANEY LANE,CANEY LANE,CANEY LANE,MEMPHIS AVENUE,CANEY LANE,MEMPHIS AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:23:12.000,13 QUEENS,,QUEENS,1058154,180087,ONLINE,Unspecified,QUEENS,40.66066550299172,-73.73362552250029,"{'latitude': '40.66066550299172', 'longitude': '-73.73362552250029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835642,2023-09-16T21:02:00.000,2023-09-16T22:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11217,468 DEGRAW STREET,DEGRAW STREET,HOYT ST,BOND ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-16T22:40:00.000,06 BROOKLYN,3004230029,BROOKLYN,987206,187549,PHONE,Unspecified,BROOKLYN,40.68145495257803,-73.98934229249298,"{'latitude': '40.68145495257803', 'longitude': '-73.98934229249298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833516,2023-09-16T21:01:54.000,2023-09-16T21:18:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1136 CROES AVENUE,CROES AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,CROES AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:18:06.000,09 BRONX,2037490108,BRONX,1020143,240981,ONLINE,Unspecified,BRONX,40.82803973214817,-73.87030447964145,"{'latitude': '40.82803973214817', 'longitude': '-73.87030447964145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832656,2023-09-16T21:01:42.000,2023-09-17T08:37:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1953 65 STREET,65 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,65 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:37:38.000,11 BROOKLYN,3055480056,BROOKLYN,987884,164127,MOBILE,Unspecified,BROOKLYN,40.61716639433538,-73.98691041686477,"{'latitude': '40.61716639433538', 'longitude': '-73.98691041686477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829493,2023-09-16T21:01:35.000,2023-09-16T21:14:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,55 EAST   95 STREET,EAST   95 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,ADDRESS,BROOKLYN,EAST   95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:14:31.000,17 BROOKLYN,3045980068,BROOKLYN,1004707,181222,ONLINE,Unspecified,BROOKLYN,40.664065618052966,-73.92626254741948,"{'latitude': '40.664065618052966', 'longitude': '-73.92626254741948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833589,2023-09-16T21:01:33.000,2023-09-16T21:18:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2121 GRAND CONCOURSE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:18:48.000,05 BRONX,2031610018,BRONX,1011233,250637,ONLINE,Unspecified,BRONX,40.85457433246671,-73.90246093077066,"{'latitude': '40.85457433246671', 'longitude': '-73.90246093077066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832132,2023-09-16T21:01:29.000,2023-09-16T21:30:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:31:02.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836270,2023-09-16T21:01:26.000,2023-09-16T21:51:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,262 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,BROOKLYN,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:51:57.000,04 BROOKLYN,3033200027,BROOKLYN,1008428,195152,ONLINE,Unspecified,BROOKLYN,40.70229089500875,-73.91280019242879,"{'latitude': '40.70229089500875', 'longitude': '-73.91280019242879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830924,2023-09-16T21:01:03.000,2023-09-16T22:14:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,121 ELLIOT PLACE,ELLIOT PLACE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,ELLIOT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:14:38.000,04 BRONX,2028420080,BRONX,1007577,244841,MOBILE,Unspecified,BRONX,40.83867644202718,-73.91569691920934,"{'latitude': '40.83867644202718', 'longitude': '-73.91569691920934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835902,2023-09-16T21:01:00.000,2023-09-16T23:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10029,,,,,5 AVENUE,EAST 108 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T23:40:00.000,11 MANHATTAN,,MANHATTAN,998050,229135,UNKNOWN,Unspecified,MANHATTAN,40.795587914373385,-73.95015949796851,"{'latitude': '40.795587914373385', 'longitude': '-73.95015949796851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58826409,2023-09-16T21:00:59.000,2023-09-16T22:34:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,4349 FURMAN AVENUE,FURMAN AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,FURMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:34:05.000,12 BRONX,2050430049,BRONX,1024457,265966,MOBILE,Unspecified,BRONX,40.89659733309558,-73.85456644012864,"{'latitude': '40.89659733309558', 'longitude': '-73.85456644012864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827002,2023-09-16T21:00:48.000,2023-09-16T21:10:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1384 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:10:56.000,04 BRONX,2028310044,BRONX,1008018,244693,ONLINE,Unspecified,BRONX,40.838269049296365,-73.91410368388398,"{'latitude': '40.838269049296365', 'longitude': '-73.91410368388398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828332,2023-09-16T21:00:46.000,2023-09-16T21:36:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,40-08 12 STREET,12 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:36:53.000,01 QUEENS,4004700200,QUEENS,1000041,214661,ONLINE,Unspecified,QUEENS,40.755857262674326,-73.94300275719418,"{'latitude': '40.755857262674326', 'longitude': '-73.94300275719418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
