unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58938459,2023-09-27T23:13:17.000,2023-09-28T01:24:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11106,32-79 33 STREET,33 STREET,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T01:24:37.000,01 QUEENS,,QUEENS,1005262,216452,PHONE,Unspecified,QUEENS,40.76076223218972,-73.92415209135142,"{'latitude': '40.76076223218972', 'longitude': '-73.92415209135142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,34 AVENUE,33 STREET,,,,,
58942236,2023-09-27T23:13:07.000,2023-09-27T23:49:17.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11203,756 WINTHROP STREET,WINTHROP STREET,EAST   45 STREET,EAST   46 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:49:22.000,09 BROOKLYN,,BROOKLYN,1002228,179023,MOBILE,Unspecified,BROOKLYN,40.658035230454374,-73.93520398632249,"{'latitude': '40.658035230454374', 'longitude': '-73.93520398632249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST   45 STREET,EAST   46 STREET,WINTHROP STREET,,,,,
58944992,2023-09-27T23:12:59.000,2023-09-28T00:04:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373,40-42 WARREN STREET,WARREN STREET,40 ROAD,41 AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:04:29.000,04 QUEENS,4015950023,QUEENS,1020296,211918,ONLINE,Unspecified,QUEENS,40.74826905609677,-73.86990759262633,"{'latitude': '40.74826905609677', 'longitude': '-73.86990759262633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,40 ROAD,41 AVENUE,WARREN STREET,,,,,
58939751,2023-09-27T23:12:46.000,2023-09-27T23:19:04.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,10038,PEARL STREET,PEARL STREET,PEARL STREET,WATER STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:19:08.000,01 MANHATTAN,,MANHATTAN,983125,197015,PHONE,Unspecified,MANHATTAN,40.707437350869206,-74.00405771118673,"{'latitude': '40.707437350869206', 'longitude': '-74.00405771118673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PEARL STREET,WATER STREET,,,,,,
58938589,2023-09-27T23:12:41.000,2023-09-27T23:16:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:16:23.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,SANDS STREET,,,,,
58947461,2023-09-27T23:12:27.000,2023-09-28T20:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,10025,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   95 STREET,WEST   96 STREET,BLOCKFACE,MANHATTAN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T20:10:00.000,07 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,
58940669,2023-09-27T23:12:03.000,2023-09-28T00:21:26.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,11203,934 NEW YORK AVENUE,NEW YORK AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T00:21:30.000,17 BROOKLYN,,BROOKLYN,999060,176241,ONLINE,Unspecified,BROOKLYN,40.65040511489029,-73.94662814622228,"{'latitude': '40.65040511489029', 'longitude': '-73.94662814622228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CHURCH AVENUE,SNYDER AVENUE,NEW YORK AVENUE,,,,,
58936079,2023-09-27T23:11:40.000,2023-09-27T23:50:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11421,94-13 85 ROAD,85 ROAD,94 STREET,96 STREET,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:50:49.000,09 QUEENS,4088880041,QUEENS,1025542,193020,PHONE,Unspecified,QUEENS,40.696375750939914,-73.85109040697232,"{'latitude': '40.696375750939914', 'longitude': '-73.85109040697232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,94 STREET,96 STREET,85 ROAD,,,,,
58942980,2023-09-27T23:11:32.000,2023-09-28T05:57:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11385,74-07 MYRTLE AVENUE,MYRTLE AVENUE,74 STREET,75 STREET,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T05:57:12.000,05 QUEENS,,QUEENS,1019108,195234,ONLINE,Unspecified,QUEENS,40.70248033946864,-73.87428157533576,"{'latitude': '40.70248033946864', 'longitude': '-73.87428157533576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,74 STREET,75 STREET,MYRTLE AVENUE,,,,,
58941263,2023-09-27T23:11:27.000,2023-09-28T00:05:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10034,108 PARK TERRACE EAST,PARK TERRACE EAST,WEST  217 STREET,WEST  218 STREET,ADDRESS,NEW YORK,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T00:05:09.000,12 MANHATTAN,1022430278,MANHATTAN,1007671,256758,MOBILE,Unspecified,MANHATTAN,40.871384787826834,-73.91531557065643,"{'latitude': '40.871384787826834', 'longitude': '-73.91531557065643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  217 STREET,WEST  218 STREET,PARK TERRACE EAST,,,,,
58937383,2023-09-27T23:11:25.000,2023-09-27T23:16:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11228,11 AVENUE,11 AVENUE,11 AVENUE,73 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:16:43.000,10 BROOKLYN,,BROOKLYN,981301,166662,ONLINE,Unspecified,BROOKLYN,40.62412469558277,-74.01062333652054,"{'latitude': '40.62412469558277', 'longitude': '-74.01062333652054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,11 AVENUE,73 STREET,,,,,,
58938677,2023-09-27T23:11:25.000,2023-09-27T23:38:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2600 DECATUR AVENUE,DECATUR AVENUE,EAST  193 STREET,EAST  194 STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:38:40.000,07 BRONX,,BRONX,1014518,253721,ONLINE,Unspecified,BRONX,40.863028329547674,-73.89057228592851,"{'latitude': '40.863028329547674', 'longitude': '-73.89057228592851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  193 STREET,EAST  194 STREET,DECATUR AVENUE,,,,,
58944694,2023-09-27T23:11:22.000,2023-09-27T23:14:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11433,108-32 164 STREET,164 STREET,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:14:28.000,12 QUEENS,4101710048,QUEENS,1042482,193030,PHONE,Unspecified,QUEENS,40.69630794465652,-73.7900005150667,"{'latitude': '40.69630794465652', 'longitude': '-73.7900005150667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,108 AVENUE,109 AVENUE,164 STREET,,,,,
58945400,2023-09-27T23:11:21.000,2023-09-28T00:35:52.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,11205,150 CLERMONT AVENUE,CLERMONT AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T00:35:57.000,02 BROOKLYN,3020457501,BROOKLYN,992303,191979,ONLINE,Unspecified,BROOKLYN,40.693611116260655,-73.97096002437021,"{'latitude': '40.693611116260655', 'longitude': '-73.97096002437021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,PARK AVENUE,MYRTLE AVENUE,CLERMONT AVENUE,,,,,
58939536,2023-09-27T23:11:00.000,2023-10-02T17:06:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10011,,,,,INTERSECTION,MANHATTAN,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T17:06:00.000,04 MANHATTAN,,MANHATTAN,985264,208166,PHONE,Unspecified,MANHATTAN,40.7380441615276,-73.99634096961589,"{'latitude': '40.7380441615276', 'longitude': '-73.99634096961589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,6 AVENUE,WEST 15 STREET,,,,,,
58940836,2023-09-27T23:11:00.000,2023-09-27T23:13:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),11416,97-12 81 STREET,81 STREET,97 AVE,101 AVE,ADDRESS,OZONE PARK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T23:13:00.000,09 QUEENS,4090510015,QUEENS,1023497,187803,PHONE,Unspecified,QUEENS,40.682065609722045,-73.85849558263517,"{'latitude': '40.682065609722045', 'longitude': '-73.85849558263517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58942443,2023-09-27T23:10:56.000,2023-09-27T23:22:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T23:22:58.000,12 BRONX,,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST  236 STREET,EAST  237 STREET,WHITE PLAINS ROAD,,,,,
58948723,2023-09-27T23:10:54.000,2023-09-28T19:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,10025,,,,,INTERSECTION,MANHATTAN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T19:40:00.000,07 MANHATTAN,,MANHATTAN,993241,228138,UNKNOWN,Unspecified,MANHATTAN,40.79285762085752,-73.96752916217581,"{'latitude': '40.79285762085752', 'longitude': '-73.96752916217581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,COLUMBUS AVENUE,WEST 96 STREET,,,,,,
58943143,2023-09-27T23:10:39.000,2023-10-05T10:37:45.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11436,117-02 145 STREET,145 STREET,FOCH BOULEVARD,119 AVENUE,ADDRESS,JAMAICA,,Closed,The Department of Sanitation removed the items.,2023-09-28T11:34:50.000,12 QUEENS,4120180006,QUEENS,1040743,186868,MOBILE,Unspecified,QUEENS,40.67940598632333,-73.79632343963092,"{'latitude': '40.67940598632333', 'longitude': '-73.79632343963092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,FOCH BOULEVARD,119 AVENUE,145 STREET,,,,,
58938691,2023-09-27T23:10:31.000,2023-09-27T23:13:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11225,2100 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:13:07.000,09 BROOKLYN,3050260085,BROOKLYN,995071,179734,MOBILE,Unspecified,BROOKLYN,40.659998407531084,-73.96099798320904,"{'latitude': '40.659998407531084', 'longitude': '-73.96099798320904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,,,,,
58935797,2023-09-27T23:10:25.000,2023-09-27T23:44:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10463,2667 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,HEATH AVENUE,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T23:44:59.000,07 BRONX,,BRONX,1010470,256354,MOBILE,Unspecified,BRONX,40.8702680613686,-73.90519668096042,"{'latitude': '40.8702680613686', 'longitude': '-73.90519668096042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HEATH AVENUE,WEST KINGSBRIDGE ROAD,KINGSBRIDGE TERRACE,,,,,
58944990,2023-09-27T23:10:20.000,2023-09-28T01:08:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10304,17 BOWEN STREET,BOWEN STREET,ROFF STREET,SOBEL COURT,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:08:55.000,01 STATEN ISLAND,,STATEN ISLAND,961239,163384,ONLINE,Unspecified,STATEN ISLAND,40.615097877943334,-74.08288252828183,"{'latitude': '40.615097877943334', 'longitude': '-74.08288252828183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,ROFF STREET,SOBEL COURT,BOWEN STREET,,,,,
58941183,2023-09-27T23:10:09.000,2023-09-28T00:58:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10467,807 ADEE AVENUE,ADEE AVENUE,BARNES AVENUE,MATTHEWS AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:58:39.000,12 BRONX,,BRONX,1022123,256142,PHONE,Unspecified,BRONX,40.86964387982257,-73.86306433407397,"{'latitude': '40.86964387982257', 'longitude': '-73.86306433407397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BARNES AVENUE,MATTHEWS AVENUE,ADEE AVENUE,,,,,
58937496,2023-09-27T23:10:08.000,2023-10-01T09:47:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10040,34 HILLSIDE AVENUE,HILLSIDE AVENUE,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-10-01T00:00:00.000,12 MANHATTAN,1021710052,MANHATTAN,1003813,252041,PHONE,Unspecified,MANHATTAN,40.85844745053305,-73.92927888866892,"{'latitude': '40.85844745053305', 'longitude': '-73.92927888866892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58942085,2023-09-27T23:09:57.000,2023-09-27T23:19:31.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,10025,172 WEST  107 STREET,WEST  107 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:19:37.000,07 MANHATTAN,,MANHATTAN,994143,230997,ONLINE,Unspecified,MANHATTAN,40.800703834781764,-73.96426739357919,"{'latitude': '40.800703834781764', 'longitude': '-73.96426739357919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST  107 STREET,,,,,
58941990,2023-09-27T23:09:54.000,2023-09-28T01:02:47.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,11368,106-04 NORTHERN BOULEVARD,NORTHERN BOULEVARD,106 STREET,107 STREET,ADDRESS,CORONA,,Closed,N/A,2023-09-28T01:02:50.000,03 QUEENS,4017217501,QUEENS,1022303,215378,ONLINE,Unspecified,QUEENS,40.75775745842208,-73.86264462732892,"{'latitude': '40.75775745842208', 'longitude': '-73.86264462732892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,106 STREET,107 STREET,NORTHERN BOULEVARD,,,,,
58937045,2023-09-27T23:09:36.000,2023-09-28T00:09:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11228,985 76 STREET,76 STREET,FORT HAMILTON PARKWAY,10 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T00:09:09.000,10 BROOKLYN,,BROOKLYN,980024,166632,ONLINE,Unspecified,BROOKLYN,40.62404183474842,-74.01522352136895,"{'latitude': '40.62404183474842', 'longitude': '-74.01522352136895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FORT HAMILTON PARKWAY,10 AVENUE,76 STREET,,,,,
58943791,2023-09-27T23:09:33.000,2023-09-27T23:30:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11210,1543 EAST   23 STREET,EAST   23 STREET,AVENUE O,KINGS HIGHWAY,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:30:13.000,14 BROOKLYN,3067700081,BROOKLYN,997853,162571,PHONE,Unspecified,BROOKLYN,40.61288579958518,-73.95100545120121,"{'latitude': '40.61288579958518', 'longitude': '-73.95100545120121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE O,KINGS HIGHWAY,EAST   23 STREET,,,,,
