unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
58954242,2023-09-29T02:02:07.000,2023-09-29T02:09:33.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11223,2487 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:09:35.000,15 BROOKLYN,BROOKLYN,995069,156594,ONLINE,Unspecified,BROOKLYN,40.59648399158953,-73.96104228428698,"{'latitude': '40.59648399158953', 'longitude': '-73.96104228428698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,CONEY ISLAND AVENUE,,,,,,
58955839,2023-09-29T02:02:00.000,2023-09-29T14:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10022,245 EAST   56 STREET,EAST   56 STREET,3 AVE,2 AVE,,,ADDRESS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-29T14:45:00.000,06 MANHATTAN,MANHATTAN,993394,215858,PHONE,Unspecified,MANHATTAN,40.75915209446411,-73.96699331615558,"{'latitude': '40.75915209446411', 'longitude': '-73.96699331615558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,N/A,,1013307502,,,,,,,
58965208,2023-09-29T02:02:00.000,2023-09-29T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11226,22 FAIRVIEW PLACE,FAIRVIEW PLACE,MARTENSE ST,CHURCH AVE,,,ADDRESS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and is attributed to a defective sewer.,2023-09-29T09:10:00.000,17 BROOKLYN,BROOKLYN,998506,176491,PHONE,Unspecified,BROOKLYN,40.65109221959643,-73.94862410668247,"{'latitude': '40.65109221959643', 'longitude': '-73.94862410668247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3048690024,,,,,,,
58967786,2023-09-29T02:01:47.000,2023-10-03T08:54:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,1341 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-03T00:00:00.000,12 MANHATTAN,MANHATTAN,1002078,247805,ONLINE,Unspecified,MANHATTAN,40.846824566501674,-73.93556225282458,"{'latitude': '40.846824566501674', 'longitude': '-73.93556225282458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1021440045,,,,,,,
58952959,2023-09-29T02:01:10.000,2023-09-29T02:16:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,20 WEST  129 STREET,WEST  129 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:16:50.000,10 MANHATTAN,MANHATTAN,1000389,234204,ONLINE,Unspecified,MANHATTAN,40.809496964201664,-73.94169971190213,"{'latitude': '40.809496964201664', 'longitude': '-73.94169971190213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,WEST  129 STREET,,,,,,
58960977,2023-09-29T02:00:00.000,2023-09-29T04:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,ROSEDALE AVE,BRUCKNER EXPY E S/R,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T04:50:00.000,Unspecified BRONX,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,,,,
59452507,2023-09-29T01:59:44.000,2023-09-29T09:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11226,22 FAIRVIEW PLACE,FAIRVIEW PLACE,MARTENSE STREET,CHURCH AVENUE,MARTENSE STREET,CHURCH AVENUE,ADDRESS,Closed,,2023-09-29T09:10:00.000,17 BROOKLYN,BROOKLYN,998506,176491,PHONE,Unspecified,BROOKLYN,40.65109221959643,-73.94862410668247,"{'latitude': '40.65109221959643', 'longitude': '-73.94862410668247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,FAIRVIEW PLACE,,,,,,
59460063,2023-09-29T01:59:43.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10033,601 WEST  177 STREET,WEST  177 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,In Progress,,,12 MANHATTAN,MANHATTAN,1002012,247800,ONLINE,Unspecified,MANHATTAN,40.84681097598738,-73.935800817213,"{'latitude': '40.84681097598738', 'longitude': '-73.935800817213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1021440045,WEST  177 STREET,,,,,,
58951674,2023-09-29T01:59:32.000,2023-09-29T04:11:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,74 STOCKHOLM STREET,STOCKHOLM STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T04:11:12.000,04 BROOKLYN,BROOKLYN,1004918,193131,PHONE,Unspecified,BROOKLYN,40.69675261821271,-73.92546547140626,"{'latitude': '40.69675261821271', 'longitude': '-73.92546547140626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3032540128,STOCKHOLM STREET,,,,,,
58953081,2023-09-29T01:59:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11235,EMMONS AVENUE,EMMONS AVENUE,EMMONS AVENUE,PLUMB    1 STREET,EMMONS AVENUE,PLUMB 1 STREET,INTERSECTION,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T03:28:16.000,15 BROOKLYN,BROOKLYN,1003667,152234,PHONE,Unspecified,BROOKLYN,40.58450200165724,-73.93009462010623,"{'latitude': '40.58450200165724', 'longitude': '-73.93009462010623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,,,
58949271,2023-09-29T01:59:08.000,2023-09-29T01:59:08.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11104,45-09 40 STREET,40 STREET,40 STREET,QUEENS BOULEVARD,40 STREET,QUEENS BOULEVARD,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-29T01:59:08.000,02 QUEENS,QUEENS,1005211,210075,PHONE,Unspecified,QUEENS,40.74325910895104,-73.92435606628892,"{'latitude': '40.74325910895104', 'longitude': '-73.92435606628892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUNNYSIDE,,,4001930025,,,,,,,
58946829,2023-09-29T01:58:30.000,2023-09-29T05:02:17.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,405 AVENUE O,AVENUE O,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T05:02:26.000,12 BROOKLYN,BROOKLYN,992500,162146,ONLINE,Unspecified,BROOKLYN,40.61172586321594,-73.97028611402142,"{'latitude': '40.61172586321594', 'longitude': '-73.97028611402142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,AVENUE O,,,,,,
58952960,2023-09-29T01:58:02.000,2023-09-29T02:16:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,20 WEST  129 STREET,WEST  129 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:16:40.000,10 MANHATTAN,MANHATTAN,1000389,234204,ONLINE,Unspecified,MANHATTAN,40.809496964201664,-73.94169971190213,"{'latitude': '40.809496964201664', 'longitude': '-73.94169971190213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,WEST  129 STREET,,,,,,
58949378,2023-09-29T01:57:40.000,2023-09-29T05:43:50.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11385,1626 MADISON STREET,MADISON STREET,WYCKOFF AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T05:43:54.000,05 QUEENS,QUEENS,1009486,194025,MOBILE,Unspecified,QUEENS,40.69919459128607,-73.90898866016744,"{'latitude': '40.69919459128607', 'longitude': '-73.90898866016744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,,,4035450014,MADISON STREET,,,,,,
58954791,2023-09-29T01:57:36.000,2023-09-29T02:06:43.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10022,448 EAST   53 STREET,EAST   53 STREET,1 AVENUE,SUTTON PLACE SOUTH,1 AVENUE,SUTTON PLACE SOUTH,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T02:06:48.000,06 MANHATTAN,MANHATTAN,994310,214449,ONLINE,Unspecified,MANHATTAN,40.75528375455514,-73.96368898094754,"{'latitude': '40.75528375455514', 'longitude': '-73.96368898094754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1013640022,EAST   53 STREET,,,,,,
58952963,2023-09-29T01:57:05.000,2023-09-29T11:02:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10470,69 EAST  233 STREET,EAST  233 STREET,NAPIER AVENUE,ONEIDA AVENUE,NAPIER AVENUE,ONEIDA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T11:02:57.000,12 BRONX,BRONX,1019146,265724,PHONE,Unspecified,BRONX,40.895955724045756,-73.87377819926193,"{'latitude': '40.895955724045756', 'longitude': '-73.87377819926193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,EAST  233 STREET,,,,,,
58949333,2023-09-29T01:56:37.000,2023-09-29T04:26:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10461,1841 HOBART AVENUE,HOBART AVENUE,,ST THERESA AVENUE,,ST THERESA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T04:26:45.000,10 BRONX,BRONX,1030890,248436,ONLINE,Unspecified,BRONX,40.84845129300471,-73.83141958658106,"{'latitude': '40.84845129300471', 'longitude': '-73.83141958658106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2041940039,HOBART AVENUE,,,,,,
58952947,2023-09-29T01:56:06.000,2023-09-29T02:50:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10305,18 ST MARYS AVENUE,ST MARYS AVENUE,BAY STREET,ORMOND PLACE,BAY STREET,ORMOND PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:50:08.000,01 STATEN ISLAND,STATEN ISLAND,965290,163710,MOBILE,Unspecified,STATEN ISLAND,40.61600227485112,-74.06829229289569,"{'latitude': '40.61600227485112', 'longitude': '-74.06829229289569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,,ST MARYS AVENUE,,,,,,
58949339,2023-09-29T01:56:03.000,2023-09-29T03:08:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,219 TROUTMAN STREET,TROUTMAN STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T03:08:51.000,04 BROOKLYN,BROOKLYN,1004444,195116,ONLINE,Unspecified,BROOKLYN,40.70220207216894,-73.9271688940374,"{'latitude': '40.70220207216894', 'longitude': '-73.9271688940374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,TROUTMAN STREET,,,,,,
58947925,2023-09-29T01:55:50.000,2023-09-29T07:57:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11416,97-18 92 STREET,92 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T07:57:10.000,09 QUEENS,QUEENS,1026059,188864,PHONE,Unspecified,QUEENS,40.684966078104104,-73.8492517679162,"{'latitude': '40.684966078104104', 'longitude': '-73.8492517679162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,,,,92 STREET,,,,,,
58949275,2023-09-29T01:55:25.000,2023-09-29T01:55:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),11370,19-22 80 STREET,80 STREET,19 AVENUE,19 DRIVE,19 AVENUE,19 DRIVE,ADDRESS,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-29T01:55:25.000,01 QUEENS,QUEENS,1014583,220762,MOBILE,Unspecified,QUEENS,40.77256499103687,-73.8904862609816,"{'latitude': '40.77256499103687', 'longitude': '-73.8904862609816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST ELMHURST,,,4009477501,80 STREET,,,,,,
58950476,2023-09-29T01:54:33.000,2023-09-29T02:12:50.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10011,421 WEST   24 STREET,WEST   24 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T02:12:54.000,04 MANHATTAN,MANHATTAN,983786,211614,ONLINE,Unspecified,MANHATTAN,40.74750810720586,-74.00167458706528,"{'latitude': '40.74750810720586', 'longitude': '-74.00167458706528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1007220024,WEST   24 STREET,,,,,,
58954253,2023-09-29T01:54:15.000,2023-09-29T02:43:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11416,74-08 97 AVENUE,97 AVENUE,DREW STREET,75 STREET,DREW STREET,75 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:43:23.000,09 QUEENS,QUEENS,1022069,187465,ONLINE,Unspecified,QUEENS,40.68114409410599,-73.86364610178876,"{'latitude': '40.68114409410599', 'longitude': '-73.86364610178876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,,,,97 AVENUE,,,,,,
58955459,2023-09-29T01:51:56.000,2023-09-29T05:35:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,2100 BARNES AVENUE,BARNES AVENUE,ANTIN PLACE,LYDIG AVENUE,ANTIN PLACE,LYDIG AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T05:35:27.000,11 BRONX,BRONX,1021905,250264,MOBILE,Unspecified,BRONX,40.853511493984556,-73.86388556940165,"{'latitude': '40.853511493984556', 'longitude': '-73.86388556940165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,BARNES AVENUE,,,,,,
58954103,2023-09-29T01:51:09.000,2023-09-29T07:56:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11416,97-18 92 STREET,92 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T07:56:57.000,09 QUEENS,QUEENS,1026059,188864,PHONE,Unspecified,QUEENS,40.684966078104104,-73.8492517679162,"{'latitude': '40.684966078104104', 'longitude': '-73.8492517679162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,,,,92 STREET,,,,,,
58947923,2023-09-29T01:50:53.000,2023-09-29T02:50:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,107-21 37 DRIVE,37 DRIVE,107 STREET,108 STREET,107 STREET,108 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T02:50:59.000,03 QUEENS,QUEENS,1022831,213609,MOBILE,Unspecified,QUEENS,40.7528997214481,-73.8607489225483,"{'latitude': '40.7528997214481', 'longitude': '-73.8607489225483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,,,4017730020,37 DRIVE,,,,,,
58948876,2023-09-29T01:50:50.000,2023-09-29T02:01:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10023,111 WEST   68 STREET,WEST   68 STREET,COLUMBUS AVENUE,BROADWAY,COLUMBUS AVENUE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T02:01:47.000,07 MANHATTAN,MANHATTAN,989480,221651,ONLINE,Unspecified,MANHATTAN,40.77505555922182,-73.98111699694579,"{'latitude': '40.77505555922182', 'longitude': '-73.98111699694579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,WEST   68 STREET,,,,,,
58950538,2023-09-29T01:50:11.000,2023-09-29T02:34:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,1941 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:35:02.000,15 BROOKLYN,BROOKLYN,994704,161479,ONLINE,Unspecified,BROOKLYN,40.60989275933835,-73.96234903779992,"{'latitude': '40.60989275933835', 'longitude': '-73.96234903779992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3067740001,CONEY ISLAND AVENUE,,,,,,
