unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
59435797,2023-09-30T13:03:04.000,2023-10-15T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11215,904 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,,2023-10-15T00:00:00.000,06 BROOKLYN,3010680013,BROOKLYN,991841,184306,ONLINE,Unspecified,BROOKLYN,40.672550888903,-73.97263468944037,"{'latitude': '40.672550888903', 'longitude': '-73.97263468944037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,PRESIDENT STREET,,,,,,
58976475,2023-09-30T13:03:03.000,2023-10-04T12:43:53.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11204,1516 WEST    4 STREET,WEST    4 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-04T08:41:53.000,11 BROOKLYN,3066020012,BROOKLYN,990318,161580,PHONE,Unspecified,BROOKLYN,40.61017407256171,-73.97814549486313,"{'latitude': '40.61017407256171', 'longitude': '-73.97814549486313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST    4 STREET,,,,,,
58977739,2023-09-30T13:03:00.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,30 WASHINGTON STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-10-02T10:14:24.000,02 BROOKLYN,3000270040,BROOKLYN,987142,195592,MOBILE,Unspecified,BROOKLYN,40.70353115007899,-73.9895695882966,"{'latitude': '40.70353115007899', 'longitude': '-73.9895695882966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,WASHINGTON STREET,,,,,,
58974068,2023-09-30T13:02:46.000,2023-10-02T09:04:05.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11370,22-12 75 STREET,75 STREET,ADDRESS,EAST ELMHURST,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T09:04:11.000,01 QUEENS,4010060011,QUEENS,1013534,219116,ONLINE,Unspecified,QUEENS,40.76805069045687,-73.89428072081591,"{'latitude': '40.76805069045687', 'longitude': '-73.89428072081591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,75 STREET,,,,,,
58969677,2023-09-30T13:02:44.000,2023-09-30T14:33:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:33:12.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,
58977430,2023-09-30T13:02:43.000,2023-10-04T11:56:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,99 MADISON STREET,MADISON STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BROOKLYN,3019880047,BROOKLYN,996720,188557,PHONE,Unspecified,BROOKLYN,40.6842133925037,-73.95503818818105,"{'latitude': '40.6842133925037', 'longitude': '-73.95503818818105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971438,2023-09-30T13:02:41.000,2023-10-01T09:04:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,2541 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001396,239133,PHONE,Unspecified,MANHATTAN,40.82302378752941,-73.93804944859909,"{'latitude': '40.82302378752941', 'longitude': '-73.93804944859909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975188,2023-09-30T13:02:39.000,2023-10-04T11:16:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10472,1219 WARD AVENUE,WARD AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,09 BRONX,2037740070,BRONX,1018158,241489,PHONE,Unspecified,BRONX,40.82944188911216,-73.877474487891,"{'latitude': '40.82944188911216', 'longitude': '-73.877474487891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972757,2023-09-30T13:02:38.000,2023-10-05T19:17:56.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 MANHATTAN,1021340199,MANHATTAN,998494,243200,PHONE,Unspecified,MANHATTAN,40.83419169442454,-73.94852608466239,"{'latitude': '40.83419169442454', 'longitude': '-73.94852608466239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971501,2023-09-30T13:02:38.000,2023-10-05T19:17:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 MANHATTAN,1021340199,MANHATTAN,998494,243200,PHONE,Unspecified,MANHATTAN,40.83419169442454,-73.94852608466239,"{'latitude': '40.83419169442454', 'longitude': '-73.94852608466239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971559,2023-09-30T13:02:37.000,2023-10-05T21:24:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,2820 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,07 BRONX,2033180098,BRONX,1013699,256362,PHONE,Unspecified,BRONX,40.87027983660848,-73.89352160262047,"{'latitude': '40.87027983660848', 'longitude': '-73.89352160262047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58974323,2023-09-30T13:02:21.000,2023-10-03T06:38:56.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11358,29-60 162 STREET,162 STREET,ADDRESS,FLUSHING,Closed,The Department of Sanitation cleaned the location.,2023-10-02T00:44:50.000,07 QUEENS,4048920001,QUEENS,1038937,220192,ONLINE,Unspecified,QUEENS,40.77088337550573,-73.80256387007631,"{'latitude': '40.77088337550573', 'longitude': '-73.80256387007631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,162 STREET,,,,,,
58977203,2023-09-30T13:02:20.000,2023-09-30T13:35:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,510 EAST   11 STREET,EAST   11 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T13:35:26.000,03 MANHATTAN,1004040009,MANHATTAN,989438,204588,ONLINE,Unspecified,MANHATTAN,40.728221967714056,-73.98128180296732,"{'latitude': '40.728221967714056', 'longitude': '-73.98128180296732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST   11 STREET,,,,,,
58975901,2023-09-30T13:02:18.000,2023-09-30T13:20:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11217,490 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T13:21:01.000,08 BROOKLYN,3011430014,BROOKLYN,991353,187275,MOBILE,Unspecified,BROOKLYN,40.680700528531546,-73.97439078453664,"{'latitude': '40.680700528531546', 'longitude': '-73.97439078453664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,BERGEN STREET,,,,,,
58968291,2023-09-30T13:02:18.000,2023-09-30T13:46:50.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11216,722 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:46:55.000,08 BROOKLYN,3012330047,BROOKLYN,998084,184808,MOBILE,Unspecified,BROOKLYN,40.67392121152303,-73.9501278489177,"{'latitude': '40.67392121152303', 'longitude': '-73.9501278489177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PROSPECT PLACE,PARK PLACE,PROSPECT PLACE,PARK PLACE,NOSTRAND AVENUE,,,,,,
59457284,2023-09-30T13:02:18.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11216,99 MADISON STREET,MADISON STREET,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3019880047,BROOKLYN,996720,188557,PHONE,Unspecified,BROOKLYN,40.6842133925037,-73.95503818818105,"{'latitude': '40.6842133925037', 'longitude': '-73.95503818818105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,MADISON STREET,,,,,,
58969383,2023-09-30T13:02:15.000,2023-10-02T22:52:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,16 MESEROLE STREET,MESEROLE STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T22:52:07.000,01 BROOKLYN,3030490012,BROOKLYN,998185,197026,MOBILE,Unspecified,BROOKLYN,40.70745664173951,-73.94973846681523,"{'latitude': '40.70745664173951', 'longitude': '-73.94973846681523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,SOUTH    4 STREET,LORIMER STREET,MESEROLE STREET,,,,,,
58971637,2023-09-30T13:02:13.000,2023-11-16T13:19:23.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11204,1523 WEST    4 STREET,WEST    4 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-16T13:19:28.000,11 BROOKLYN,3066030083,BROOKLYN,990330,161538,ONLINE,Unspecified,BROOKLYN,40.61005878296587,-73.97810231348616,"{'latitude': '40.61005878296587', 'longitude': '-73.97810231348616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST    4 STREET,,,,,,
58976370,2023-09-30T13:02:10.000,2023-10-04T21:48:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11235,2440 EAST   29 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,15 BROOKLYN,3074220917,BROOKLYN,1000506,155242,PHONE,Unspecified,BROOKLYN,40.59276471972267,-73.94146766063803,"{'latitude': '40.59276471972267', 'longitude': '-73.94146766063803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59440160,2023-09-30T13:02:05.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10039,2541 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,In Progress,,,10 MANHATTAN,1020160050,MANHATTAN,1001396,239133,PHONE,Unspecified,MANHATTAN,40.82302378752941,-73.93804944859909,"{'latitude': '40.82302378752941', 'longitude': '-73.93804944859909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  147 STREET,WEST  148 STREET,WEST  147 STREET,WEST  148 STREET,7 AVENUE,,,,,,
58975130,2023-09-30T13:02:00.000,2023-10-03T14:50:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10470,715 CRANFORD AVENUE,CRANFORD AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,12 BRONX,2051120014,BRONX,1025872,268434,PHONE,Unspecified,BRONX,40.9033646299992,-73.84943288035976,"{'latitude': '40.9033646299992', 'longitude': '-73.84943288035976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59449740,2023-09-30T13:02:00.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10468,2820 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,07 BRONX,2033180098,BRONX,1013699,256362,PHONE,Unspecified,BRONX,40.87027983660848,-73.89352160262047,"{'latitude': '40.87027983660848', 'longitude': '-73.89352160262047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  196 STREET,BEND,EAST  196 STREET,BEND,MORRIS AVENUE,,,,,,
58968503,2023-09-30T13:02:00.000,2023-09-30T15:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11238,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T15:15:00.000,02 BROOKLYN,,BROOKLYN,992173,189230,UNKNOWN,Unspecified,BROOKLYN,40.686065861649396,-73.97143205115357,"{'latitude': '40.686065861649396', 'longitude': '-73.97143205115357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CARLTON AVENUE,GREENE AVENUE,,N/A,,,,,
58972669,2023-09-30T13:01:54.000,2023-10-05T16:32:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10031,521 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020820120,MANHATTAN,999130,241237,PHONE,Unspecified,MANHATTAN,40.828802775516316,-73.94623210959077,"{'latitude': '40.828802775516316', 'longitude': '-73.94623210959077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58969079,2023-09-30T13:01:54.000,2023-10-05T16:32:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,521 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020820120,MANHATTAN,999130,241237,PHONE,Unspecified,MANHATTAN,40.828802775516316,-73.94623210959077,"{'latitude': '40.828802775516316', 'longitude': '-73.94623210959077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58968995,2023-09-30T13:01:54.000,2023-10-05T16:32:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,521 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020820120,MANHATTAN,999130,241237,PHONE,Unspecified,MANHATTAN,40.828802775516316,-73.94623210959077,"{'latitude': '40.828802775516316', 'longitude': '-73.94623210959077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970204,2023-09-30T13:01:54.000,2023-10-05T16:32:17.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,521 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020820120,MANHATTAN,999130,241237,PHONE,Unspecified,MANHATTAN,40.828802775516316,-73.94623210959077,"{'latitude': '40.828802775516316', 'longitude': '-73.94623210959077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
