unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58914452,2023-09-24T04:37:58.000,2023-09-24T05:06:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1523 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:06:29.000,05 BRONX,2028800058,BRONX,1005313,247604,MOBILE,Unspecified,BRONX,40.846265756644215,-73.92387026500839,"{'latitude': '40.846265756644215', 'longitude': '-73.92387026500839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911688,2023-09-24T04:37:38.000,2023-09-24T07:36:56.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,943 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T07:37:01.000,04 BRONX,2024610080,BRONX,1006348,241028,PHONE,Unspecified,BRONX,40.828214020747104,-73.92015104711714,"{'latitude': '40.828214020747104', 'longitude': '-73.92015104711714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912768,2023-09-24T04:37:06.000,2023-09-24T04:49:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T04:49:19.000,09 BROOKLYN,3050260075,BROOKLYN,994992,179735,ONLINE,Unspecified,BROOKLYN,40.66000124850346,-73.96128272045006,"{'latitude': '40.66000124850346', 'longitude': '-73.96128272045006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915296,2023-09-24T04:37:03.000,2023-09-24T05:03:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:03:51.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911776,2023-09-24T04:37:00.000,2023-09-24T06:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11220,,,,,3 AVENUE,55 STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T06:50:00.000,07 BROOKLYN,,BROOKLYN,979402,174218,UNKNOWN,Unspecified,BROOKLYN,40.64486347456397,-74.0174696315225,"{'latitude': '40.64486347456397', 'longitude': '-74.0174696315225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58911775,2023-09-24T04:37:00.000,2023-09-25T13:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PROSPECT PARK S/W,BARTEL PRITCHARD SQR,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T13:15:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,,,
58914439,2023-09-24T04:36:23.000,2023-09-24T06:18:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1425 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,WEST  171 STREET,MERRIAM AVENUE,WEST  171 STREET,MERRIAM AVENUE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:18:21.000,04 BRONX,2025370047,BRONX,1005083,246580,MOBILE,Unspecified,BRONX,40.84345572380287,-73.92470475387987,"{'latitude': '40.84345572380287', 'longitude': '-73.92470475387987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913132,2023-09-24T04:35:36.000,2023-09-27T08:00:28.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T10:31:50.000,Unspecified MANHATTAN,,MANHATTAN,987690,214615,ONLINE,Unspecified,MANHATTAN,40.75574443605485,-73.98758342283777,"{'latitude': '40.75574443605485', 'longitude': '-73.98758342283777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Entrance,,,,,
58912097,2023-09-24T04:35:32.000,2023-09-24T09:48:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11434,122-02 IRWIN PLACE,IRWIN PLACE,ROE ROAD,SUNBURY ROAD,ROE ROAD,SUNBURY ROAD,ADDRESS,JAMAICA,IRWIN PLACE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-24T09:48:38.000,12 QUEENS,4124800021,QUEENS,1048408,188555,UNKNOWN,Unspecified,QUEENS,40.68398416500682,-73.76867255551014,"{'latitude': '40.68398416500682', 'longitude': '-73.76867255551014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915275,2023-09-24T04:35:24.000,2023-09-24T05:03:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:03:56.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911132,2023-09-24T04:34:32.000,2023-09-24T05:05:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  173 STREET,AMSTERDAM AVENUE,WEST  173 STREET,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:05:19.000,12 MANHATTAN,,MANHATTAN,1002326,246396,ONLINE,Unspecified,MANHATTAN,40.842956771839226,-73.93466967699742,"{'latitude': '40.842956771839226', 'longitude': '-73.93466967699742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916134,2023-09-24T04:34:08.000,2023-09-24T06:18:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1439 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:18:10.000,04 BRONX,2025370036,BRONX,1005204,246708,MOBILE,Unspecified,BRONX,40.8438067598888,-73.92426703234717,"{'latitude': '40.8438067598888', 'longitude': '-73.92426703234717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915101,2023-09-24T04:34:00.000,2023-09-24T05:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11222,,,,,MANHATTAN AVENUE,GREEN STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T05:20:00.000,01 BROOKLYN,,BROOKLYN,996765,206601,UNKNOWN,Unspecified,BROOKLYN,40.73373982686766,-73.95484239724198,"{'latitude': '40.73373982686766', 'longitude': '-73.95484239724198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58911680,2023-09-24T04:33:35.000,2023-09-24T05:30:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,970 TINTON AVENUE,TINTON AVENUE,EAST  163 STREET,EAST  165 STREET,EAST  163 STREET,EAST  165 STREET,ADDRESS,BRONX,TINTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T05:30:44.000,03 BRONX,2026690006,BRONX,1011159,239340,MOBILE,Unspecified,BRONX,40.82356759693528,-73.90277375397044,"{'latitude': '40.82356759693528', 'longitude': '-73.90277375397044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914250,2023-09-24T04:33:26.000,2023-09-24T06:07:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,265 EAST   39 STREET,EAST   39 STREET,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,EAST   39 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T06:07:20.000,17 BROOKLYN,3048930059,BROOKLYN,1000657,176288,ONLINE,Unspecified,BROOKLYN,40.650531304893235,-73.94087281070246,"{'latitude': '40.650531304893235', 'longitude': '-73.94087281070246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912656,2023-09-24T04:33:23.000,2023-09-24T06:47:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T06:48:00.000,04 BROOKLYN,3032550016,BROOKLYN,1005411,193675,MOBILE,Unspecified,BROOKLYN,40.698244605892185,-73.92368586872078,"{'latitude': '40.698244605892185', 'longitude': '-73.92368586872078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914477,2023-09-24T04:33:22.000,2023-09-24T11:14:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,1890 ARTHUR AVENUE,ARTHUR AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T11:14:48.000,06 BRONX,,BRONX,1013665,247196,ONLINE,Unspecified,BRONX,40.84512204462136,-73.89368475901264,"{'latitude': '40.84512204462136', 'longitude': '-73.89368475901264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912828,2023-09-24T04:33:18.000,2023-09-24T05:06:15.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,2328 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:06:19.000,12 MANHATTAN,1021320058,MANHATTAN,1002658,246996,MOBILE,Unspecified,MANHATTAN,40.844602909761775,-73.93346811521417,"{'latitude': '40.844602909761775', 'longitude': '-73.93346811521417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912265,2023-09-24T04:33:12.000,2023-09-24T04:52:27.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T04:52:34.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910850,2023-09-24T04:32:41.000,2023-09-24T04:50:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11213,937 SAINT MARKS AVENUE,SAINT MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T04:51:04.000,08 BROOKLYN,3012230071,BROOKLYN,1000770,185090,MOBILE,Unspecified,BROOKLYN,40.674690633039354,-73.94044401765139,"{'latitude': '40.674690633039354', 'longitude': '-73.94044401765139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914416,2023-09-24T04:32:27.000,2023-09-24T05:19:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,33-38 98 STREET,98 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,98 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:19:19.000,03 QUEENS,,QUEENS,1020186,214872,ONLINE,Unspecified,QUEENS,40.756377476845024,-73.87028880262045,"{'latitude': '40.756377476845024', 'longitude': '-73.87028880262045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910355,2023-09-24T04:32:20.000,2023-09-24T05:05:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2320 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:05:49.000,12 MANHATTAN,1021320064,MANHATTAN,1002624,246935,MOBILE,Unspecified,MANHATTAN,40.84443555351244,-73.9335911682338,"{'latitude': '40.84443555351244', 'longitude': '-73.9335911682338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911140,2023-09-24T04:31:30.000,2023-09-24T06:17:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1435 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:17:45.000,04 BRONX,2025370038,BRONX,1005174,246677,MOBILE,Unspecified,BRONX,40.843721745138744,-73.92437555648263,"{'latitude': '40.843721745138744', 'longitude': '-73.92437555648263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910349,2023-09-24T04:31:17.000,2023-09-24T05:24:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,96 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BRADFORD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T05:25:04.000,05 BROOKLYN,3036730025,BROOKLYN,1013833,186011,PHONE,Unspecified,BROOKLYN,40.677184553288576,-73.89334680326232,"{'latitude': '40.677184553288576', 'longitude': '-73.89334680326232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910576,2023-09-24T04:30:51.000,2023-09-27T14:29:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11104,45-31 41 STREET,41 STREET,QUEENS BOULEVARD,47 AVENUE,QUEENS BOULEVARD,47 AVENUE,ADDRESS,SUNNYSIDE,41 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T04:30:51.000,02 QUEENS,4001920016,QUEENS,1005450,209931,MOBILE,Unspecified,QUEENS,40.74286329533595,-73.92349401879648,"{'latitude': '40.74286329533595', 'longitude': '-73.92349401879648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911097,2023-09-24T04:30:38.000,2023-09-24T04:59:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3060 HULL AVENUE,HULL AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,ADDRESS,BRONX,HULL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:59:29.000,07 BRONX,2033320017,BRONX,1017686,256952,ONLINE,Unspecified,BRONX,40.871885002187575,-73.87910292737469,"{'latitude': '40.871885002187575', 'longitude': '-73.87910292737469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916111,2023-09-24T04:30:36.000,2023-09-24T05:06:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,523 VAN NEST AVENUE,VAN NEST AVENUE,VAN BUREN STREET,MELVILLE STREET,VAN BUREN STREET,MELVILLE STREET,ADDRESS,BRONX,VAN NEST AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T05:06:24.000,11 BRONX,2040190035,BRONX,1020222,245794,MOBILE,Unspecified,BRONX,40.84124969193501,-73.86999321090687,"{'latitude': '40.84124969193501', 'longitude': '-73.86999321090687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916126,2023-09-24T04:30:36.000,2023-09-24T05:04:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2316 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:04:39.000,12 MANHATTAN,1021320064,MANHATTAN,1002607,246904,MOBILE,Unspecified,MANHATTAN,40.84435050298375,-73.93365269588018,"{'latitude': '40.84435050298375', 'longitude': '-73.93365269588018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
