unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp
58882482,2023-09-21T09:47:47.000,2023-09-22T09:32:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11207,173 ASHFORD STREET,ASHFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,ASHFORD STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:32:49.000,05 BROOKLYN,3039530010,BROOKLYN,1015816,186491,ONLINE,Unspecified,BROOKLYN,40.67849519461991,-73.8861954133351,"{'latitude': '40.67849519461991', 'longitude': '-73.8861954133351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887852,2023-09-21T09:47:27.000,2023-09-21T10:23:03.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11379,63-55 77 STREET,77 STREET,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,ADDRESS,MIDDLE VILLAGE,77 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T10:23:11.000,05 QUEENS,4029870052,QUEENS,1017930,201111,ONLINE,Unspecified,QUEENS,40.7186158555365,-73.87850073060957,"{'latitude': '40.7186158555365', 'longitude': '-73.87850073060957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890700,2023-09-21T09:47:24.000,2023-09-21T11:42:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,4619 MATILDA AVENUE,MATILDA AVENUE,EAST  240 STREET,EAST  241 STREET,EAST  240 STREET,EAST  241 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:42:37.000,12 BRONX,2050790062,BRONX,1024893,268385,PHONE,Unspecified,BRONX,40.90323470530758,-73.85297469269463,"{'latitude': '40.90323470530758', 'longitude': '-73.85297469269463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885377,2023-09-21T09:47:15.000,2023-09-21T11:59:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10466,905 CRANFORD AVENUE,CRANFORD AVENUE,HILL AVENUE,MONTICELLO AVENUE,HILL AVENUE,MONTICELLO AVENUE,ADDRESS,BRONX,CRANFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:59:53.000,12 BRONX,2051270017,BRONX,1027402,268533,PHONE,Unspecified,BRONX,40.90362900187405,-73.84389749576933,"{'latitude': '40.90362900187405', 'longitude': '-73.84389749576933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886996,2023-09-21T09:47:03.000,2023-09-21T10:44:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,2546 7 AVENUE,7 AVENUE,WEST  147 STREET,WEST  148 STREET,WEST  147 STREET,WEST  148 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:44:07.000,10 MANHATTAN,1020330033,MANHATTAN,1001426,239201,ONLINE,Unspecified,MANHATTAN,40.823210369930536,-73.93794088097954,"{'latitude': '40.823210369930536', 'longitude': '-73.93794088097954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881449,2023-09-21T09:47:01.000,2023-09-21T11:47:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11102,30-98 33 STREET,33 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,33 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:47:13.000,01 QUEENS,4006160072,QUEENS,1005899,217496,MOBILE,Unspecified,QUEENS,40.76362620571103,-73.92184932443959,"{'latitude': '40.76362620571103', 'longitude': '-73.92184932443959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886579,2023-09-21T09:47:00.000,2023-09-21T10:49:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10469,1339 EAST GUN HILL ROAD,EAST GUN HILL ROAD,FISH AVE,FISH AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T10:49:00.000,12 BRONX,2047590034,BRONX,1026549,256606,PHONE,Unspecified,BRONX,40.87089731610521,-73.84705855092402,"{'latitude': '40.87089731610521', 'longitude': '-73.84705855092402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891510,2023-09-21T09:46:54.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11201,408 JAY STREET,JAY STREET,WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,ADDRESS,BROOKLYN,JAY STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T14:47:09.000,02 BROOKLYN,3001500001,BROOKLYN,987763,191355,ONLINE,Unspecified,BROOKLYN,40.691901347139,-73.98733207291171,"{'latitude': '40.691901347139', 'longitude': '-73.98733207291171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891377,2023-09-21T09:46:41.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10021,931 MADISON AVENUE,MADISON AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,MADISON AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:55.000,08 MANHATTAN,1013880149,MANHATTAN,994073,220904,PHONE,Unspecified,MANHATTAN,40.77300132928783,-73.9645349864472,"{'latitude': '40.77300132928783', 'longitude': '-73.9645349864472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882317,2023-09-21T09:46:36.000,2023-09-28T11:26:57.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11209,169 84 STREET,84 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,84 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T11:27:02.000,10 BROOKLYN,3060150048,BROOKLYN,974789,167306,ONLINE,Unspecified,BROOKLYN,40.62588777945084,-74.03408275487895,"{'latitude': '40.62588777945084', 'longitude': '-74.03408275487895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883418,2023-09-21T09:46:20.000,2023-09-21T10:34:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11237,249 STANHOPE STREET,STANHOPE STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:34:46.000,04 BROOKLYN,3032580046,BROOKLYN,1006415,194714,PHONE,Unspecified,BROOKLYN,40.70109395930007,-73.92006166835272,"{'latitude': '40.70109395930007', 'longitude': '-73.92006166835272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886731,2023-09-21T09:46:19.000,2023-09-21T10:29:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10026,170 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  118 STREET,WEST  119 STREET,WEST  118 STREET,WEST  119 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:29:06.000,10 MANHATTAN,1017170069,MANHATTAN,998515,232078,MOBILE,Unspecified,MANHATTAN,40.80366490643547,-73.94847383795637,"{'latitude': '40.80366490643547', 'longitude': '-73.94847383795637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886827,2023-09-21T09:46:12.000,2023-09-21T10:29:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,3536 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,ROCHAMBEAU AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T10:29:11.000,07 BRONX,2033280081,BRONX,1017702,260796,ONLINE,Unspecified,BRONX,40.88243552313114,-73.87902588010277,"{'latitude': '40.88243552313114', 'longitude': '-73.87902588010277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886878,2023-09-21T09:46:00.000,,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,10314,,,,,SOUTH AVENUE,EDWARD CURRY AVENUE,INTERSECTION,STATEN ISLAND,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T11:20:00.000,02 STATEN ISLAND,,STATEN ISLAND,934736,161169,UNKNOWN,Unspecified,STATEN ISLAND,40.608909704232545,-74.1783263364209,"{'latitude': '40.608909704232545', 'longitude': '-74.1783263364209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883205,2023-09-21T09:45:51.000,2023-09-22T16:41:22.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889919,2023-09-21T09:45:51.000,2023-09-21T15:00:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883825,2023-09-21T09:45:44.000,2023-09-22T15:48:07.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11207,2031 LINDEN BOULEVARD,LINDEN BOULEVARD,WYONA STREET,BRADFORD STREET,WYONA STREET,BRADFORD STREET,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T05:49:44.000,05 BROOKLYN,3043260023,BROOKLYN,1015470,179731,PHONE,Unspecified,BROOKLYN,40.65994174608953,-73.88747414983762,"{'latitude': '40.65994174608953', 'longitude': '-73.88747414983762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883726,2023-09-21T09:45:39.000,2023-09-28T16:37:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10452,WEST  164 STREET,WEST  164 STREET,WOODYCREST AVENUE,NELSON AVENUE,WOODYCREST AVENUE,NELSON AVENUE,BLOCKFACE,,,Closed,The Department of Sanitation cleaned the location.,2023-09-22T04:06:12.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
58889007,2023-09-21T09:45:31.000,2023-09-25T06:09:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,2104 7 AVENUE,7 AVENUE,WEST  125 STREET,WEST  126 STREET,WEST  125 STREET,WEST  126 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-25T06:09:54.000,10 MANHATTAN,1019310027,MANHATTAN,998594,234088,MOBILE,Unspecified,MANHATTAN,40.809181673073525,-73.94818418997205,"{'latitude': '40.809181673073525', 'longitude': '-73.94818418997205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887260,2023-09-21T09:45:22.000,2023-09-28T07:36:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,3128 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2033110010,BRONX,1015365,258150,ONLINE,Unspecified,BRONX,40.87518162825678,-73.88748956928698,"{'latitude': '40.87518162825678', 'longitude': '-73.88748956928698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888516,2023-09-21T09:45:22.000,2023-09-28T10:54:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10468,3128 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 BRONX,2033110010,BRONX,1015365,258150,ONLINE,Unspecified,BRONX,40.87518162825678,-73.88748956928698,"{'latitude': '40.87518162825678', 'longitude': '-73.88748956928698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886823,2023-09-21T09:45:20.000,2023-09-21T10:43:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11249,132 KENT AVENUE,KENT AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:43:45.000,01 BROOKLYN,3023247502,BROOKLYN,994801,201643,MOBILE,Unspecified,BROOKLYN,40.72013388618273,-73.96193682840263,"{'latitude': '40.72013388618273', 'longitude': '-73.96193682840263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891018,2023-09-21T09:45:06.000,2023-10-18T09:47:33.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10460,2001 MARMION AVENUE,MARMION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,06 BRONX,2031070029,BRONX,1015768,246861,PHONE,Unspecified,BRONX,40.844195312722476,-73.8860854255994,"{'latitude': '40.844195312722476', 'longitude': '-73.8860854255994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887084,2023-09-21T09:45:06.000,2023-10-18T09:47:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,2001 MARMION AVENUE,MARMION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,06 BRONX,2031070029,BRONX,1015768,246861,PHONE,Unspecified,BRONX,40.844195312722476,-73.8860854255994,"{'latitude': '40.844195312722476', 'longitude': '-73.8860854255994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887107,2023-09-21T09:45:06.000,2023-10-18T09:47:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,2001 MARMION AVENUE,MARMION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,06 BRONX,2031070029,BRONX,1015768,246861,PHONE,Unspecified,BRONX,40.844195312722476,-73.8860854255994,"{'latitude': '40.844195312722476', 'longitude': '-73.8860854255994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891429,2023-09-21T09:44:57.000,2023-10-23T15:58:01.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10029,2060 3 AVENUE,3 AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-10-23T15:58:06.000,11 MANHATTAN,1016400021,MANHATTAN,1000483,229328,PHONE,Unspecified,MANHATTAN,40.79611351240103,-73.9413719366641,"{'latitude': '40.79611351240103', 'longitude': '-73.9413719366641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882206,2023-09-21T09:44:55.000,2023-09-21T09:44:55.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10021,25 EAST   73 STREET,EAST   73 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   73 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T09:44:55.000,08 MANHATTAN,1013880015,MANHATTAN,993820,220790,PHONE,Unspecified,MANHATTAN,40.77268870665213,-73.96544858129515,"{'latitude': '40.77268870665213', 'longitude': '-73.96544858129515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
