unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58889509,2023-09-21T12:31:13.000,2023-09-21T12:31:13.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10022,340 EAST   55 STREET,EAST   55 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,06 MANHATTAN,1013470035,MANHATTAN,993887,215280,UNKNOWN,Unspecified,MANHATTAN,40.757565108733914,-73.9652145850173,"{'latitude': '40.757565108733914', 'longitude': '-73.9652145850173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58888064,2023-09-21T12:31:05.000,2023-09-21T12:41:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10010,133 EAST   22 STREET,EAST   22 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   22 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:41:53.000,06 MANHATTAN,1008780020,MANHATTAN,988399,208428,ONLINE,Unspecified,MANHATTAN,40.73876237152912,-73.98502812546627,"{'latitude': '40.73876237152912', 'longitude': '-73.98502812546627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890301,2023-09-21T12:31:05.000,2023-09-25T07:36:48.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11216,720 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-22T10:52:35.000,08 BROOKLYN,3012270016,BROOKLYN,998339,185257,ONLINE,Unspecified,BROOKLYN,40.67515321314177,-73.949207624845,"{'latitude': '40.67515321314177', 'longitude': '-73.949207624845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58899969,2023-09-21T12:30:40.000,2023-09-22T04:38:45.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11419,101-29 112 STREET,112 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,112 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:38:49.000,09 QUEENS,4094300061,QUEENS,1030930,189963,PHONE,Unspecified,QUEENS,40.687958227211084,-73.83168111887208,"{'latitude': '40.687958227211084', 'longitude': '-73.83168111887208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58899971,2023-09-21T12:30:36.000,2023-09-21T14:01:50.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11372,76-10 37 AVENUE,37 AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,N/A,2023-09-21T14:01:55.000,03 QUEENS,4012870001,QUEENS,1014812,212241,ONLINE,Unspecified,QUEENS,40.74917626289426,-73.88969822207801,"{'latitude': '40.74917626289426', 'longitude': '-73.88969822207801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889072,2023-09-21T12:30:31.000,2023-09-21T12:50:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:50:25.000,03 BRONX,,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882087,2023-09-21T12:30:15.000,2023-09-21T14:31:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,29 FRONT STREET,FRONT STREET,DOCK STREET,YORK STREET,DOCK STREET,YORK STREET,ADDRESS,BROOKLYN,FRONT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:31:44.000,02 BROOKLYN,3000367504,BROOKLYN,986431,195253,MOBILE,Unspecified,BROOKLYN,40.70260087847331,-73.99213402128044,"{'latitude': '40.70260087847331', 'longitude': '-73.99213402128044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890721,2023-09-21T12:30:15.000,2023-09-21T15:07:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11423,90-27 185 STREET,185 STREET,90 AVENUE,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,185 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T15:07:36.000,12 QUEENS,4099070071,QUEENS,1046650,198400,PHONE,Unspecified,QUEENS,40.71101887682514,-73.77491994547307,"{'latitude': '40.71101887682514', 'longitude': '-73.77491994547307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884953,2023-09-21T12:30:11.000,2023-09-27T08:36:28.000,TLC,Taxi and Limousine Commission,Taxi Compliment,Driver Compliment,N/A,10036,696 8 AVENUE,8 AVENUE,WEST   43 STREET,WEST   44 STREET,WEST   43 STREET,WEST   44 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,See notes for more information,2023-09-27T08:36:34.000,05 MANHATTAN,1010150061,MANHATTAN,987325,215596,ONLINE,Unspecified,MANHATTAN,40.75843716521899,-73.98890043074006,"{'latitude': '40.75843716521899', 'longitude': '-73.98890043074006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"696 8 AVENUE, MANHATTAN (NEW YORK), NY, 10036",,,,,
58891099,2023-09-21T12:29:53.000,2023-09-27T16:50:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10467,2535 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BRONX,2044330049,BRONX,1021203,254013,PHONE,Unspecified,BRONX,40.86380432821047,-73.86640247063742,"{'latitude': '40.86380432821047', 'longitude': '-73.86640247063742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887667,2023-09-21T12:29:04.000,2023-09-22T12:16:51.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11411,117-40 219 STREET,219 STREET,117 ROAD,118 AVENUE,117 ROAD,118 AVENUE,ADDRESS,CAMBRIA HEIGHTS,219 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-22T12:16:51.000,13 QUEENS,4127350114,QUEENS,1055929,192391,ONLINE,Unspecified,QUEENS,40.69445534666014,-73.74151424897532,"{'latitude': '40.69445534666014', 'longitude': '-73.74151424897532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890010,2023-09-21T12:29:02.000,2023-09-22T08:47:17.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,11355,42-09 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,SANFORD AVENUE,MAPLE AVENUE,SANFORD AVENUE,MAPLE AVENUE,ADDRESS,FLUSHING,COLLEGE POINT BOULEVARD,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-22T08:47:20.000,07 QUEENS,4051010107,QUEENS,1030504,214212,MOBILE,Unspecified,QUEENS,40.754517992014954,-73.83305054309393,"{'latitude': '40.754517992014954', 'longitude': '-73.83305054309393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885285,2023-09-21T12:29:00.000,2023-09-21T20:10:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11101,47-28 11 STREET,11 STREET,47 RD,48 AVE,,,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T20:10:00.000,02 QUEENS,4000457502,QUEENS,997815,210425,PHONE,Unspecified,QUEENS,40.744234208702764,-73.95104599471007,"{'latitude': '40.744234208702764', 'longitude': '-73.95104599471007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890493,2023-09-21T12:29:00.000,2023-09-22T10:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11436,,,,,SUTPHIN BOULEVARD,116 AVENUE,INTERSECTION,QUEENS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T10:20:00.000,12 QUEENS,,QUEENS,1041757,188022,PHONE,Unspecified,QUEENS,40.68256691592211,-73.79265778881334,"{'latitude': '40.68256691592211', 'longitude': '-73.79265778881334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886723,2023-09-21T12:28:59.000,2023-09-21T12:45:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11232,132 26 STREET,26 STREET,DEAD END,3 AVENUE,DEAD END,3 AVENUE,ADDRESS,BROOKLYN,26 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:45:49.000,07 BROOKLYN,3006560070,BROOKLYN,983979,180218,MOBILE,Unspecified,BROOKLYN,40.66133348881135,-74.00097678197416,"{'latitude': '40.66133348881135', 'longitude': '-74.00097678197416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886450,2023-09-21T12:28:56.000,2023-09-28T16:37:54.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,10457,1507 TELLER AVENUE,TELLER AVENUE,COLLEGE AVENUE,MORRIS AVENUE,COLLEGE AVENUE,MORRIS AVENUE,ADDRESS,BRONX,TELLER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:01:08.000,04 BRONX,2027870053,BRONX,1009366,245528,PHONE,Unspecified,BRONX,40.840557149283704,-73.90922895839026,"{'latitude': '40.840557149283704', 'longitude': '-73.90922895839026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882568,2023-09-21T12:28:56.000,2023-09-21T14:01:38.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11372,82-10 ROOSEVELT AVENUE,ROOSEVELT AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,N/A,2023-09-21T14:01:42.000,04 QUEENS,4014930003,QUEENS,1016467,211685,PHONE,Unspecified,QUEENS,40.74764430935323,-73.88372780685168,"{'latitude': '40.74764430935323', 'longitude': '-73.88372780685168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887529,2023-09-21T12:28:40.000,2023-10-12T05:12:04.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11201,53 BRIDGE STREET,BRIDGE STREET,WATER STREET,FRONT STREET,WATER STREET,FRONT STREET,ADDRESS,BROOKLYN,BRIDGE STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-12T05:12:13.000,02 BROOKLYN,3000420001,BROOKLYN,988503,195373,MOBILE,Unspecified,BROOKLYN,40.70292949703686,-73.98466108549788,"{'latitude': '40.70292949703686', 'longitude': '-73.98466108549788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883743,2023-09-21T12:28:38.000,2023-09-23T14:22:40.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11205,548 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:09:32.000,03 BROOKLYN,3017887505,BROOKLYN,997245,190543,ONLINE,Unspecified,BROOKLYN,40.689663751436186,-73.95314141888583,"{'latitude': '40.689663751436186', 'longitude': '-73.95314141888583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882479,2023-09-21T12:28:31.000,2023-10-04T06:50:08.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11411,117-40 219 STREET,219 STREET,117 ROAD,118 AVENUE,117 ROAD,118 AVENUE,ADDRESS,CAMBRIA HEIGHTS,219 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-21T13:17:31.000,13 QUEENS,4127350114,QUEENS,1055929,192391,ONLINE,Unspecified,QUEENS,40.69445534666014,-73.74151424897532,"{'latitude': '40.69445534666014', 'longitude': '-73.74151424897532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888043,2023-09-21T12:28:28.000,2023-09-21T12:45:38.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10032,505 WEST  167 STREET,WEST  167 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  167 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:45:43.000,12 MANHATTAN,1021230101,MANHATTAN,1001497,245114,MOBILE,Unspecified,MANHATTAN,40.83943971475844,-73.93766914672635,"{'latitude': '40.83943971475844', 'longitude': '-73.93766914672635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886444,2023-09-21T12:28:28.000,2023-09-21T14:01:48.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11372,82-02 37 AVENUE,37 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,N/A,2023-09-21T14:01:52.000,03 QUEENS,4014700001,QUEENS,1016348,212453,ONLINE,Unspecified,QUEENS,40.749752706865934,-73.88415361560237,"{'latitude': '40.749752706865934', 'longitude': '-73.88415361560237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891343,2023-09-21T12:28:15.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10466,1046 EAST  226 STREET,EAST  226 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,ADDRESS,BRONX,EAST  226 STREET,In Progress,,,12 BRONX,2048720065,BRONX,1025666,261874,PHONE,Unspecified,BRONX,40.885360511077266,-73.85021865841509,"{'latitude': '40.885360511077266', 'longitude': '-73.85021865841509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887645,2023-09-21T12:28:14.000,2023-09-25T07:37:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,2451 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  131 STREET,WEST  132 STREET,WEST  131 STREET,WEST  132 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-25T07:37:13.000,10 MANHATTAN,1019580018,MANHATTAN,998575,235912,MOBILE,Unspecified,MANHATTAN,40.81418807558823,-73.9482489322992,"{'latitude': '40.81418807558823', 'longitude': '-73.9482489322992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882699,2023-09-21T12:28:08.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10456,1409 FULTON AVENUE,FULTON AVENUE,,,,,ADDRESS,BRONX,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-12T00:00:00.000,03 BRONX,2029260027,BRONX,1011443,243449,UNKNOWN,Unspecified,BRONX,40.83484474936109,-73.90173096516601,"{'latitude': '40.83484474936109', 'longitude': '-73.90173096516601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882861,2023-09-21T12:28:07.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11214,234 BAY   40 STREET,BAY   40 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-11-16T00:00:00.000,11 BROOKLYN,3068940061,BROOKLYN,986681,155279,UNKNOWN,Unspecified,BROOKLYN,40.59288085124161,-73.9912467793983,"{'latitude': '40.59288085124161', 'longitude': '-73.9912467793983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58891230,2023-09-21T12:28:07.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,125 MOUNT HOPE PLACE,MOUNT HOPE PLACE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-26T00:00:00.000,05 BRONX,2028050060,BRONX,1009802,248504,UNKNOWN,Unspecified,BRONX,40.8487241409771,-73.90764188396265,"{'latitude': '40.8487241409771', 'longitude': '-73.90764188396265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
