unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,taxi_pick_up_location,landmark,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58914917,2023-09-24T21:43:54.000,2023-09-24T22:24:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,184 BAY   26 STREET,BAY   26 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T22:24:12.000,11 BROOKLYN,3064430042,BROOKLYN,984053,157861,MOBILE,Unspecified,BROOKLYN,40.59996825172298,-74.00070940662158,"{'latitude': '40.59996825172298', 'longitude': '-74.00070940662158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,,BAY   26 STREET,,,,,,
58911110,2023-09-24T21:43:51.000,2023-09-24T22:16:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10465,2761 SAMPSON AVENUE,SAMPSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:17:03.000,10 BRONX,2055820001,BRONX,1033245,237640,ONLINE,Unspecified,BRONX,40.818806691389554,-73.82298630962603,"{'latitude': '40.818806691389554', 'longitude': '-73.82298630962603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HUNTINGTON AVENUE,BRINSMADE AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,,SAMPSON AVENUE,,,,,,
58915600,2023-09-24T21:43:19.000,2023-10-05T08:01:04.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-04T10:43:50.000,Unspecified MANHATTAN,,MANHATTAN,987606,212392,MOBILE,Unspecified,MANHATTAN,40.74964289667063,-73.98788772779935,"{'latitude': '40.74964289667063', 'longitude': '-73.98788772779935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,Q,Platform,N Q R W Downtown & Brooklyn,,
58911008,2023-09-24T21:43:00.000,2023-09-24T22:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10027,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T22:15:00.000,10 MANHATTAN,,MANHATTAN,998698,232414,UNKNOWN,Unspecified,MANHATTAN,40.804586836572064,-73.94781210645304,"{'latitude': '40.804586836572064', 'longitude': '-73.94781210645304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MALCOLM X BOULEVARD,WEST 120 STREET,,,N/A,,,,,
58915033,2023-09-24T21:42:46.000,2023-09-24T23:02:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,6627 DURYEA COURT,DURYEA COURT,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T23:02:50.000,11 BROOKLYN,3055580071,BROOKLYN,985138,165776,MOBILE,Unspecified,BROOKLYN,40.6216932570782,-73.9968012278176,"{'latitude': '40.6216932570782', 'longitude': '-73.9968012278176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",66 STREET,67 STREET,66 STREET,67 STREET,,DURYEA COURT,,,,,,
58915283,2023-09-24T21:42:29.000,2023-09-24T22:00:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,701 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T22:01:04.000,12 MANHATTAN,1021790511,MANHATTAN,1002203,251804,MOBILE,Unspecified,MANHATTAN,40.85780037758186,-73.93509974251326,"{'latitude': '40.85780037758186', 'longitude': '-73.93509974251326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  190 STREET,CABRINI BOULEVARD,WEST  190 STREET,CABRINI BOULEVARD,,FORT WASHINGTON AVENUE,,,,,,
58912606,2023-09-24T21:42:25.000,2023-09-24T21:48:49.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11377,72-10 41 AVENUE,41 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:48:54.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,73 STREET,72 STREET,73 STREET,,41 AVENUE,,,,,,
58913551,2023-09-24T21:42:15.000,2023-09-24T21:46:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,330 WEST   30 STREET,WEST   30 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T21:46:35.000,04 MANHATTAN,1007530056,MANHATTAN,985267,212563,PHONE,Unspecified,MANHATTAN,40.75011282688794,-73.99632947923503,"{'latitude': '40.75011282688794', 'longitude': '-73.99632947923503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,WEST   30 STREET,,,,,,
58910492,2023-09-24T21:42:08.000,,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10463,63 ADRIAN AVENUE,ADRIAN AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,08 BRONX,1022150276,MANHATTAN,1009001,258969,ONLINE,Unspecified,MANHATTAN,40.87744966990328,-73.9104984611231,"{'latitude': '40.87744966990328', 'longitude': '-73.9104984611231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914967,2023-09-24T21:41:32.000,2023-09-24T22:35:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10462,2036 CRUGER AVENUE,CRUGER AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T22:35:07.000,11 BRONX,2042850010,BRONX,1021106,249508,MOBILE,Unspecified,BRONX,40.851439872463665,-73.86677792790597,"{'latitude': '40.851439872463665', 'longitude': '-73.86677792790597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXDALE AVENUE,BRADY AVENUE,BRONXDALE AVENUE,BRADY AVENUE,,CRUGER AVENUE,,,,,,
58910827,2023-09-24T21:41:16.000,2023-09-24T22:35:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1343 67 STREET,67 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:35:37.000,10 BROOKLYN,3057610061,BROOKLYN,983769,166700,ONLINE,Unspecified,BROOKLYN,40.624229475391786,-74.00173273410512,"{'latitude': '40.624229475391786', 'longitude': '-74.00173273410512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,,67 STREET,,,,,,
58915038,2023-09-24T21:41:03.000,2023-09-24T22:57:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,2156 QUIMBY AVENUE,QUIMBY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T22:57:45.000,09 BRONX,2036870031,BRONX,1025465,240241,MOBILE,Unspecified,BRONX,40.82598541516857,-73.85107858178706,"{'latitude': '40.82598541516857', 'longitude': '-73.85107858178706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,,QUIMBY AVENUE,,,,,,
58913480,2023-09-24T21:41:00.000,2023-09-24T23:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11412,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T23:20:00.000,12 QUEENS,,QUEENS,1052771,194574,UNKNOWN,Unspecified,QUEENS,40.700472164016006,-73.7528802237516,"{'latitude': '40.700472164016006', 'longitude': '-73.7528802237516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MURDOCK AVENUE,202 STREET,,,N/A,,,,,
58911121,2023-09-24T21:40:17.000,2023-09-24T22:00:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,730 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:00:44.000,12 MANHATTAN,1021800628,MANHATTAN,1002304,251970,MOBILE,Unspecified,MANHATTAN,40.85825579173524,-73.93473417962548,"{'latitude': '40.85825579173524', 'longitude': '-73.93473417962548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  190 STREET,CABRINI BOULEVARD,WEST  190 STREET,CABRINI BOULEVARD,,FORT WASHINGTON AVENUE,,,,,,
58914817,2023-09-24T21:40:16.000,2023-09-25T07:17:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10470,BRONX BOULEVARD,BRONX BOULEVARD,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-25T07:17:22.000,12 BRONX,,BRONX,1024692,269012,ONLINE,Unspecified,BRONX,40.90495653910183,-73.85369801695018,"{'latitude': '40.90495653910183', 'longitude': '-73.85369801695018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX BOULEVARD,EAST  241 STREET,BRONX BOULEVARD,EAST  241 STREET,,,,,,,,
58912790,2023-09-24T21:40:06.000,2023-09-24T21:45:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,552 82 STREET,82 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:45:55.000,10 BROOKLYN,3060090024,BROOKLYN,977719,166461,ONLINE,Unspecified,BROOKLYN,40.62357107616581,-74.02352676703748,"{'latitude': '40.62357107616581', 'longitude': '-74.02352676703748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,,82 STREET,,,,,,
58911653,2023-09-24T21:39:40.000,2023-09-24T22:40:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1743 79 STREET,79 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:40:32.000,11 BROOKLYN,3062600069,BROOKLYN,984350,162208,ONLINE,Unspecified,BROOKLYN,40.61189988052152,-73.99963983075315,"{'latitude': '40.61189988052152', 'longitude': '-73.99963983075315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,,79 STREET,,,,,,
58912739,2023-09-24T21:39:36.000,2023-09-24T21:52:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,1941 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:52:35.000,15 BROOKLYN,3067740001,BROOKLYN,994704,161479,ONLINE,Unspecified,BROOKLYN,40.60989275933835,-73.96234903779992,"{'latitude': '40.60989275933835', 'longitude': '-73.96234903779992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,,CONEY ISLAND AVENUE,,,,,,
58914556,2023-09-24T21:39:31.000,2023-09-30T10:12:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11207,79 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,05 BROOKLYN,3038860119,BROOKLYN,1013817,187409,ONLINE,Unspecified,BROOKLYN,40.68102179726205,-73.89339835315747,"{'latitude': '40.68102179726205', 'longitude': '-73.89339835315747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923509,2023-09-24T21:39:29.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,11377,47-16 73 STREET,73 STREET,ADDRESS,WOODSIDE,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,02 QUEENS,4024470039,QUEENS,1014511,208450,UNKNOWN,Unspecified,QUEENS,40.738771958785144,-73.89080162072904,"{'latitude': '40.738771958785144', 'longitude': '-73.89080162072904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914584,2023-09-24T21:39:06.000,2023-10-06T08:28:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58910468,2023-09-24T21:39:06.000,2023-10-06T08:28:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58910486,2023-09-24T21:39:06.000,2023-10-06T08:28:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58915369,2023-09-24T21:39:06.000,2023-10-06T08:28:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58910437,2023-09-24T21:39:06.000,2023-10-06T08:28:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911919,2023-09-24T21:39:02.000,2023-09-24T22:23:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,104-14 37 ROAD,37 ROAD,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:23:21.000,03 QUEENS,4017720002,QUEENS,1022237,213586,ONLINE,Unspecified,QUEENS,40.75283916417466,-73.86289298353246,"{'latitude': '40.75283916417466', 'longitude': '-73.86289298353246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",104 STREET,107 STREET,104 STREET,107 STREET,,37 ROAD,,,,,,
58910168,2023-09-24T21:39:00.000,2023-09-25T02:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11427,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T02:00:00.000,13 QUEENS,,QUEENS,1058026,208590,UNKNOWN,Unspecified,QUEENS,40.738900280315264,-73.7337746452388,"{'latitude': '40.738900280315264', 'longitude': '-73.7337746452388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,UNION TURNPIKE,WINCHESTER BOULEVARD,,,N/A,,,,,
