unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58798828,2023-09-12T08:09:41.000,2023-09-12T09:22:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,112 SCHERMERHORN STREET,SCHERMERHORN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:22:31.000,02 BROOKLYN,3001690009,BROOKLYN,987264,190715,MOBILE,Unspecified,BROOKLYN,40.690144878704686,-73.98913176020059,"{'latitude': '40.690144878704686', 'longitude': '-73.98913176020059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,SCHERMERHORN STREET,,,,,,,,
58796633,2023-09-12T08:09:33.000,2023-09-12T09:30:52.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11413,122-02 GRAYSON STREET,GRAYSON STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T09:30:57.000,12 QUEENS,4127030033,QUEENS,1051341,188537,ONLINE,Unspecified,QUEENS,40.68391301378545,-73.75809759179606,"{'latitude': '40.68391301378545', 'longitude': '-73.75809759179606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",122 AVENUE,NASHVILLE BOULEVARD,122 AVENUE,NASHVILLE BOULEVARD,GRAYSON STREET,,,,,,,,
58794173,2023-09-12T08:09:29.000,2023-11-02T12:48:30.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10459,1287 CHISHOLM STREET,CHISHOLM STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-20T07:01:55.000,03 BRONX,2029700172,BRONX,1013172,241673,ONLINE,Unspecified,BRONX,40.829964650616716,-73.89549043328206,"{'latitude': '40.829964650616716', 'longitude': '-73.89549043328206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REV JAMES A POLITE AVENUE,FREEMAN STREET,REV JAMES A POLITE AVENUE,FREEMAN STREET,CHISHOLM STREET,,,,,,,,
58790275,2023-09-12T08:09:27.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,139-48 87 AVENUE,87 AVENUE,ADDRESS,JAMAICA,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-01T00:00:00.000,08 QUEENS,4097000011,QUEENS,1035736,196864,UNKNOWN,Unspecified,QUEENS,40.70687317115483,-73.8142989276229,"{'latitude': '40.70687317115483', 'longitude': '-73.8142989276229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792818,2023-09-12T08:09:19.000,2023-09-12T10:03:10.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10305,257 ST MARYS AVENUE,ST MARYS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-12T10:03:14.000,01 STATEN ISLAND,5029700005,STATEN ISLAND,963252,162481,PHONE,Unspecified,STATEN ISLAND,40.612624329491624,-74.0756291685861,"{'latitude': '40.612624329491624', 'longitude': '-74.0756291685861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMITH STREET,OAK STREET,SMITH STREET,OAK STREET,ST MARYS AVENUE,,,,,,,,
58798917,2023-09-12T08:09:18.000,2023-09-12T09:01:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10128,EAST   94 STREET,EAST   94 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:01:13.000,08 MANHATTAN,,MANHATTAN,996680,225614,PHONE,Unspecified,MANHATTAN,40.785925751328634,-73.95511394709104,"{'latitude': '40.785925751328634', 'longitude': '-73.95511394709104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   94 STREET,MADISON AVENUE,EAST   94 STREET,MADISON AVENUE,,,,,,,,,
58798756,2023-09-12T08:09:17.000,2023-09-12T09:35:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,9214 FOURTH AVENUE,FOURTH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T09:35:07.000,10 BROOKLYN,,BROOKLYN,975849,164488,MOBILE,Unspecified,BROOKLYN,40.61815402678247,-74.03026065402925,"{'latitude': '40.61815402678247', 'longitude': '-74.03026065402925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",92 STREET,93 STREET,92 STREET,93 STREET,4 AVENUE,,,,,,,,
58794179,2023-09-12T08:09:15.000,2023-09-15T10:02:53.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11436,126-30 146 STREET,146 STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation collected the requested items.,2023-09-14T03:45:05.000,12 QUEENS,4120640050,QUEENS,1042014,184614,ONLINE,Unspecified,QUEENS,40.67321107945593,-73.79176038605169,"{'latitude': '40.67321107945593', 'longitude': '-73.79176038605169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,146 STREET,,,,,,,,
58789895,2023-09-12T08:09:12.000,2023-09-12T14:35:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11415,47 KEW GARDENS ROAD,KEW GARDENS ROAD,ADDRESS,KEW GARDENS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:36:03.000,09 QUEENS,4033590001,QUEENS,1031632,198760,MOBILE,Unspecified,QUEENS,40.71210016014069,-73.82908796189393,"{'latitude': '40.71210016014069', 'longitude': '-73.82908796189393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 AVENUE,82 ROAD,82 AVENUE,82 ROAD,KEW GARDENS ROAD,,,,,,,,
58790149,2023-09-12T08:09:04.000,2023-09-12T09:15:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1880 WEST    5 STREET,WEST    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:15:53.000,11 BROOKLYN,3066750039,BROOKLYN,990490,158588,ONLINE,Unspecified,BROOKLYN,40.6019615245626,-73.97752878414474,"{'latitude': '40.6019615245626', 'longitude': '-73.97752878414474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,WEST    5 STREET,,,,,,,,
58795591,2023-09-12T08:08:57.000,2023-09-13T14:08:23.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11102,30-12 ASTORIA BOULEVARD,ASTORIA BOULEVARD,ADDRESS,ASTORIA,Closed,The Department of Sanitation collected the requested items.,2023-09-13T12:34:57.000,01 QUEENS,4005980035,QUEENS,1006745,219907,ONLINE,Unspecified,QUEENS,40.77024166103596,-73.91878728358228,"{'latitude': '40.77024166103596', 'longitude': '-73.91878728358228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 STREET,31 STREET,30 STREET,31 STREET,ASTORIA BOULEVARD,,,,,,,,
58790224,2023-09-12T08:08:52.000,2023-09-12T09:28:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,11 STREET,11 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:28:29.000,02 QUEENS,,QUEENS,997891,210714,MOBILE,Unspecified,QUEENS,40.74502732436065,-73.95077113628724,"{'latitude': '40.74502732436065', 'longitude': '-73.95077113628724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 STREET,47 AVENUE,11 STREET,47 AVENUE,,,,,,,,,
58792157,2023-09-12T08:08:52.000,2023-09-27T21:01:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,825 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031080044,BRONX,1015826,247077,PHONE,Unspecified,BRONX,40.84478796166483,-73.88587478104928,"{'latitude': '40.84478796166483', 'longitude': '-73.88587478104928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796429,2023-09-12T08:08:52.000,2023-09-27T21:01:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,825 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031080044,BRONX,1015826,247077,PHONE,Unspecified,BRONX,40.84478796166483,-73.88587478104928,"{'latitude': '40.84478796166483', 'longitude': '-73.88587478104928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796560,2023-09-12T08:08:50.000,2023-10-03T10:30:01.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10026,315 WEST  116 STREET,WEST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1019430023,MANHATTAN,996465,232434,ONLINE,Unspecified,MANHATTAN,40.80464510035221,-73.95587793003037,"{'latitude': '40.80464510035221', 'longitude': '-73.95587793003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796487,2023-09-12T08:08:50.000,2023-10-03T10:30:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,315 WEST  116 STREET,WEST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1019430023,MANHATTAN,996465,232434,ONLINE,Unspecified,MANHATTAN,40.80464510035221,-73.95587793003037,"{'latitude': '40.80464510035221', 'longitude': '-73.95587793003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797750,2023-09-12T08:08:50.000,2023-10-03T10:30:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10026,315 WEST  116 STREET,WEST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1019430023,MANHATTAN,996465,232434,ONLINE,Unspecified,MANHATTAN,40.80464510035221,-73.95587793003037,"{'latitude': '40.80464510035221', 'longitude': '-73.95587793003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792744,2023-09-12T08:08:40.000,2023-09-14T05:28:53.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10128,175 EAST   91 STREET,EAST   91 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-13T11:52:21.000,08 MANHATTAN,1015200034,MANHATTAN,997530,224250,ONLINE,Unspecified,MANHATTAN,40.78218069865814,-73.95204720358214,"{'latitude': '40.78218069865814', 'longitude': '-73.95204720358214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST   91 STREET,,,,,,,,
58789256,2023-09-12T08:08:38.000,2023-09-12T16:16:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,160 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-12T00:00:00.000,12 MANHATTAN,1021647501,MANHATTAN,1002257,248937,MOBILE,Unspecified,MANHATTAN,40.84993120836548,-73.93491223307633,"{'latitude': '40.84993120836548', 'longitude': '-73.93491223307633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58789247,2023-09-12T08:08:36.000,2023-09-16T16:50:01.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11216,1434 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-16T00:00:00.000,08 BROOKLYN,3012310047,BROOKLYN,997058,184892,PHONE,Unspecified,BROOKLYN,40.67415331647757,-73.95382646167931,"{'latitude': '40.67415331647757', 'longitude': '-73.95382646167931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58798863,2023-09-12T08:08:22.000,2023-09-12T08:09:53.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11221,MONROE STREET,MONROE STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T08:09:57.000,03 BROOKLYN,,BROOKLYN,1004464,190003,PHONE,Unspecified,BROOKLYN,40.68816803254166,-73.9271121065223,"{'latitude': '40.68816803254166', 'longitude': '-73.9271121065223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONROE STREET,PATCHEN AVENUE,MONROE STREET,PATCHEN AVENUE,,,,,,,,,
58795598,2023-09-12T08:08:21.000,2023-09-14T08:48:44.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11235,2935 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:56:04.000,13 BROOKLYN,3086610078,BROOKLYN,993193,150380,ONLINE,Unspecified,BROOKLYN,40.57942989367945,-73.96780572262102,"{'latitude': '40.57942989367945', 'longitude': '-73.96780572262102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,OCEAN VIEW AVENUE,NEPTUNE AVENUE,OCEAN VIEW AVENUE,OCEAN PARKWAY,,,,,,,,
58795909,2023-09-12T08:08:14.000,2023-09-12T14:50:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10472,1505 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:50:39.000,09 BRONX,2037130005,BRONX,1017820,239417,PHONE,Unspecified,BRONX,40.82375613611089,-73.87870620610951,"{'latitude': '40.82375613611089', 'longitude': '-73.87870620610951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHEELER AVENUE,ELDER AVENUE,WHEELER AVENUE,ELDER AVENUE,BRUCKNER BOULEVARD,,,,,,,,
58790927,2023-09-12T08:08:13.000,2023-11-03T13:34:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10029,107 EAST  100 STREET,EAST  100 STREET,ADDRESS,NEW YORK,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-03T13:34:46.000,11 MANHATTAN,1016280103,MANHATTAN,998041,226705,PHONE,Unspecified,MANHATTAN,40.78891823488909,-73.95019699234031,"{'latitude': '40.78891823488909', 'longitude': '-73.95019699234031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  100 STREET,,,,,,,,
58792569,2023-09-12T08:08:10.000,2023-09-25T10:27:20.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11432,89 AVENUE,89 AVENUE,INTERSECTION,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-25T10:27:25.000,12 QUEENS,,QUEENS,1040491,197074,PHONE,Unspecified,QUEENS,40.7074206242736,-73.79714677201945,"{'latitude': '40.7074206242736', 'longitude': '-73.79714677201945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,164 STREET,89 AVENUE,164 STREET,,,,,,,,,
58795122,2023-09-12T08:08:10.000,2023-09-12T13:35:09.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11355,140-11 ASH AVENUE,ASH AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:35:13.000,07 QUEENS,4051820074,QUEENS,1033114,214432,ONLINE,Unspecified,QUEENS,40.75510779637202,-73.82362841987063,"{'latitude': '40.75510779637202', 'longitude': '-73.82362841987063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KISSENA BOULEVARD,BOWNE STREET,KISSENA BOULEVARD,BOWNE STREET,ASH AVENUE,,,,,,,,
58795526,2023-09-12T08:08:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-13T09:39:54.000,Unspecified MANHATTAN,,MANHATTAN,990522,213248,MOBILE,Unspecified,MANHATTAN,40.75199081284663,-73.9773626789589,"{'latitude': '40.75199081284663', 'longitude': '-73.9773626789589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,7,,,Mezzanine,
58790072,2023-09-12T08:08:00.000,2023-09-12T11:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11230,1820 AVENUE N,AVENUE N,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-12T11:20:00.000,14 BROOKLYN,3067560006,BROOKLYN,996340,163688,PHONE,Unspecified,BROOKLYN,40.61595392704127,-73.95645289169468,"{'latitude': '40.61595392704127', 'longitude': '-73.95645289169468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 18 ST,E 19 ST,,,,,,,,,,,
