unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58880334,2023-09-21T01:11:14.000,2023-09-21T01:50:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,AVENUE D,AVENUE D,AVENUE D,EAST   42 STREET,AVENUE D,EAST   42 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:50:17.000,17 BROOKLYN,,BROOKLYN,1001723,173056,ONLINE,Unspecified,BROOKLYN,40.64165812584704,-73.93703955596678,"{'latitude': '40.64165812584704', 'longitude': '-73.93703955596678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874106,2023-09-21T01:11:04.000,2023-09-21T01:39:13.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11691,1 HURLEY COURT,HURLEY COURT,CAFFREY AVENUE,GATEWAY BOULEVARD,CAFFREY AVENUE,GATEWAY BOULEVARD,ADDRESS,FAR ROCKAWAY,HURLEY COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:39:17.000,14 QUEENS,4155730036,QUEENS,1054360,158855,ONLINE,Unspecified,QUEENS,40.60241925294546,-73.74752084798524,"{'latitude': '40.60241925294546', 'longitude': '-73.74752084798524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880286,2023-09-21T01:10:39.000,2023-09-21T01:35:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,754 9 AVENUE,9 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:35:42.000,04 MANHATTAN,1010410062,MANHATTAN,987391,217574,ONLINE,Unspecified,MANHATTAN,40.76386624409213,-73.98866127189542,"{'latitude': '40.76386624409213', 'longitude': '-73.98866127189542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881052,2023-09-21T01:10:21.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11435,88-11 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,SUTPHIN BOULEVARD,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T02:50:25.000,12 QUEENS,4096910001,QUEENS,1037165,196047,MOBILE,Unspecified,QUEENS,40.70462227368488,-73.80915120871363,"{'latitude': '40.70462227368488', 'longitude': '-73.80915120871363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878368,2023-09-21T01:10:16.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11435,88-11 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,SUTPHIN BOULEVARD,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T02:33:49.000,12 QUEENS,4096910001,QUEENS,1037165,196047,MOBILE,Unspecified,QUEENS,40.70462227368488,-73.80915120871363,"{'latitude': '40.70462227368488', 'longitude': '-73.80915120871363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870961,2023-09-21T01:09:25.000,2023-09-21T01:30:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1312 EAST   91 STREET,EAST   91 STREET,CHURCH LANE,AVENUE K,CHURCH LANE,AVENUE K,ADDRESS,BROOKLYN,EAST   91 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:30:53.000,18 BROOKLYN,3082170066,BROOKLYN,1011427,171700,PHONE,Unspecified,BROOKLYN,40.637911738096776,-73.90207862800446,"{'latitude': '40.637911738096776', 'longitude': '-73.90207862800446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886538,2023-09-21T01:08:00.000,2023-09-21T02:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11385,59-14 70 AVENUE,70 AVENUE,FOREST AVE,60 ST,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-21T02:00:00.000,05 QUEENS,4035080009,QUEENS,1011971,194755,PHONE,Unspecified,QUEENS,40.70119083386028,-73.90002373628738,"{'latitude': '40.70119083386028', 'longitude': '-73.90002373628738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58873817,2023-09-21T01:07:50.000,2023-09-21T01:17:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11218,1 EAST    8 STREET,EAST    8 STREET,EAST 8-SHERMAN ST PED OVERPASS,CATON PLACE,EAST 8-SHERMAN ST PED OVERPASS,CATON PLACE,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:17:58.000,07 BROOKLYN,3053220001,BROOKLYN,991536,176117,ONLINE,Unspecified,BROOKLYN,40.65007414841411,-73.97374305338666,"{'latitude': '40.65007414841411', 'longitude': '-73.97374305338666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871108,2023-09-21T01:07:38.000,2023-09-21T01:54:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2116 COLONIAL AVENUE,COLONIAL AVENUE,EAST  196 STREET,PELHAM PARKWAY SOUTH,EAST  196 STREET,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,COLONIAL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:54:09.000,10 BRONX,2042520007,BRONX,1031541,250732,ONLINE,Unspecified,BRONX,40.85474965723019,-73.82905035552574,"{'latitude': '40.85474965723019', 'longitude': '-73.82905035552574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874454,2023-09-21T01:07:15.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10035,170 EAST  121 STREET,EAST  121 STREET,SYLVAN COURT,3 AVENUE,SYLVAN COURT,3 AVENUE,ADDRESS,NEW YORK,EAST  121 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T06:20:00.000,11 MANHATTAN,1017690045,MANHATTAN,1001312,231263,MOBILE,Unspecified,MANHATTAN,40.801422996984556,-73.93837295553213,"{'latitude': '40.801422996984556', 'longitude': '-73.93837295553213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876437,2023-09-21T01:07:15.000,2023-09-21T01:38:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,201 WEST  140 STREET,WEST  140 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  140 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:38:42.000,10 MANHATTAN,1020260029,MANHATTAN,1000338,237552,MOBILE,Unspecified,MANHATTAN,40.818686380174945,-73.94187591850094,"{'latitude': '40.818686380174945', 'longitude': '-73.94187591850094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871818,2023-09-21T01:06:55.000,2023-09-27T08:00:55.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T11:48:21.000,Unspecified MANHATTAN,,MANHATTAN,989336,217208,MOBILE,Unspecified,MANHATTAN,40.76286076343741,-73.98164027353906,"{'latitude': '40.76286076343741', 'longitude': '-73.98164027353906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E,Platform,B D E Uptown & The Bronx - Queens upper level,,,,
58873468,2023-09-21T01:06:45.000,2023-09-21T01:20:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10006,90 WASHINGTON STREET,WASHINGTON STREET,JOSEPH P WARD STREET,RECTOR STREET,JOSEPH P WARD STREET,RECTOR STREET,ADDRESS,NEW YORK,WASHINGTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:20:57.000,01 MANHATTAN,1000170029,MANHATTAN,980245,197250,MOBILE,Unspecified,MANHATTAN,40.70808153542161,-74.01444559148298,"{'latitude': '40.70808153542161', 'longitude': '-74.01444559148298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874923,2023-09-21T01:06:14.000,2023-09-21T01:17:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,6801 BLISS TERRACE,BLISS TERRACE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,BLISS TERRACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:18:02.000,10 BROOKLYN,3058600160,BROOKLYN,975460,171852,PHONE,Unspecified,BROOKLYN,40.638366277451865,-74.0316714340178,"{'latitude': '40.638366277451865', 'longitude': '-74.0316714340178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881046,2023-09-21T01:06:00.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T02:46:17.000,01 MANHATTAN,1001710031,MANHATTAN,983605,200302,MOBILE,Unspecified,MANHATTAN,40.716459431762694,-74.0023267359905,"{'latitude': '40.716459431762694', 'longitude': '-74.0023267359905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880407,2023-09-21T01:05:50.000,2023-09-21T01:53:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,100-16 37 AVENUE,37 AVENUE,100 STREET,101 STREET,100 STREET,101 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T01:53:57.000,03 QUEENS,4017660007,QUEENS,1021100,213488,MOBILE,Unspecified,QUEENS,40.75257499084737,-73.86699730436922,"{'latitude': '40.75257499084737', 'longitude': '-73.86699730436922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878684,2023-09-21T01:05:16.000,2023-09-21T01:17:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,155-25 116 AVENUE,116 AVENUE,155 STREET,BARRON STREET,155 STREET,BARRON STREET,ADDRESS,JAMAICA,116 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:17:12.000,12 QUEENS,4121930086,QUEENS,1042773,188585,MOBILE,Unspecified,QUEENS,40.68410555900526,-73.78898971232968,"{'latitude': '40.68410555900526', 'longitude': '-73.78898971232968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890450,2023-09-21T01:05:00.000,2023-09-21T19:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10001,440 WEST   34 STREET,WEST   34 STREET,DYER AVE,LINCOLN TUNNEL APPR,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T19:38:00.000,04 MANHATTAN,1007310065,MANHATTAN,984848,213987,ONLINE,Unspecified,MANHATTAN,40.75402138468292,-73.99784159271596,"{'latitude': '40.75402138468292', 'longitude': '-73.99784159271596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58871064,2023-09-21T01:04:23.000,2023-09-21T01:09:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10304,25 STEUBEN STREET,STEUBEN STREET,RICHMOND ROAD,RHINE AVENUE,RICHMOND ROAD,RHINE AVENUE,ADDRESS,STATEN ISLAND,STEUBEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:09:48.000,01 STATEN ISLAND,5028820022,STATEN ISLAND,959944,162056,PHONE,Unspecified,STATEN ISLAND,40.611449335854566,-74.08754216088342,"{'latitude': '40.611449335854566', 'longitude': '-74.08754216088342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888219,2023-09-21T01:04:00.000,2023-09-21T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10310,,,,,CASTLETON AVENUE,ALASKA STREET,INTERSECTION,STATEN ISLAND,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-21T02:30:00.000,01 STATEN ISLAND,,STATEN ISLAND,950877,170392,UNKNOWN,Unspecified,STATEN ISLAND,40.63430038168763,-74.12023966761264,"{'latitude': '40.63430038168763', 'longitude': '-74.12023966761264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58874790,2023-09-21T01:03:59.000,2023-09-21T01:05:25.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11211,170 SOUTH FIRST STREET,SOUTH FIRST STREET,BEDFORD AVENUE,DRIGGS AVENUE,BEDFORD AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:05:32.000,01 BROOKLYN,3024067503,BROOKLYN,995164,199229,PHONE,Unspecified,BROOKLYN,40.713507595136356,-73.9606312048747,"{'latitude': '40.713507595136356', 'longitude': '-73.9606312048747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873192,2023-09-21T01:03:46.000,2023-09-21T01:46:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10458,190 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,LISBON PLACE,EAST  204 STREET,LISBON PLACE,EAST  204 STREET,ADDRESS,BRONX,EAST MOSHOLU PARKWAY SOUTH,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T01:46:47.000,07 BRONX,2033110138,BRONX,1016492,257741,MOBILE,Unspecified,BRONX,40.87405500520937,-73.8834163613692,"{'latitude': '40.87405500520937', 'longitude': '-73.8834163613692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873805,2023-09-21T01:02:53.000,2023-09-21T01:05:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,3121 BRIGHTON FIFTH STREET,BRIGHTON FIFTH STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,BRIGHTON    5 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T01:05:37.000,13 BROOKLYN,3086890009,BROOKLYN,994739,149413,MOBILE,Unspecified,BROOKLYN,40.57677397497446,-73.96224171413343,"{'latitude': '40.57677397497446', 'longitude': '-73.96224171413343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888111,2023-09-21T01:02:46.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,10036,300 WEST   46 STREET,WEST   46 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-20T00:00:00.000,04 MANHATTAN,1010360036,MANHATTAN,987476,216152,UNKNOWN,Unspecified,MANHATTAN,40.759963189075535,-73.98835511193052,"{'latitude': '40.759963189075535', 'longitude': '-73.98835511193052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878839,2023-09-21T01:02:25.000,2023-09-21T01:37:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1403 WEST    7 STREET,WEST    7 STREET,BAY PARKWAY,AVENUE O,BAY PARKWAY,AVENUE O,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:37:52.000,11 BROOKLYN,3065780067,BROOKLYN,989401,162247,PHONE,Unspecified,BROOKLYN,40.612005430855795,-73.98144765262236,"{'latitude': '40.612005430855795', 'longitude': '-73.98144765262236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871182,2023-09-21T01:01:53.000,2023-09-21T01:28:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,236 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:28:28.000,10 MANHATTAN,1020340053,MANHATTAN,1001289,239739,MOBILE,Unspecified,MANHATTAN,40.82468729225912,-73.93843451341596,"{'latitude': '40.82468729225912', 'longitude': '-73.93843451341596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881058,2023-09-21T01:00:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T11:00:28.000,Unspecified QUEENS,,QUEENS,1035029,195293,MOBILE,Unspecified,QUEENS,40.70256524090623,-73.81686079306591,"{'latitude': '40.70256524090623', 'longitude': '-73.81686079306591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E,Mezzanine,,,,,
