unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58858508,2023-09-15T03:10:05.000,2023-09-15T03:10:05.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10305,335 MALLORY AVENUE,MALLORY AVENUE,OLYMPIA BOULEVARD,LAVA STREET,OLYMPIA BOULEVARD,LAVA STREET,ADDRESS,STATEN ISLAND,MALLORY AVENUE,Closed,"The Department of Health and Mental Hygiene could not locate the address provided. Please go online to nyc.gov/311 or call 311 and file another request and provide the complete street address of the builiding. If your complaint was about a vacant lot, abandoned building ,street, or in a sewer, provide the nearest street address or intersection.",2023-09-15T03:10:05.000,02 STATEN ISLAND,5034170175,STATEN ISLAND,963252,154385,ONLINE,Unspecified,STATEN ISLAND,40.59040246165578,-74.07560400131119,"{'latitude': '40.59040246165578', 'longitude': '-74.07560400131119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824516,2023-09-15T03:10:00.000,2023-09-15T18:42:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10475,HUNTER AVENUE,HUNTER AVENUE,HUNTER AVENUE,STILLWELL AVENUE,HUNTER AVENUE,STILLWELL AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T18:42:22.000,10 BRONX,,BRONX,1032864,253192,PHONE,Unspecified,BRONX,40.86149442054862,-73.82425008657916,"{'latitude': '40.86149442054862', 'longitude': '-73.82425008657916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866547,2023-09-15T03:09:22.000,2023-09-15T03:21:10.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T03:21:14.000,Unspecified BROOKLYN,,BROOKLYN,1008654,194179,MOBILE,Unspecified,BROOKLYN,40.699619618658396,-73.91198863246528,"{'latitude': '40.699619618658396', 'longitude': '-73.91198863246528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L,,Mezzanine,,,,
58861836,2023-09-15T03:08:41.000,2023-09-15T03:27:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,916 KELLY STREET,KELLY STREET,INTERVALE AVENUE,EAST  163 STREET,INTERVALE AVENUE,EAST  163 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:27:38.000,02 BRONX,2027110006,BRONX,1013011,238076,ONLINE,Unspecified,BRONX,40.820092440652196,-73.89608762438482,"{'latitude': '40.820092440652196', 'longitude': '-73.89608762438482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859746,2023-09-15T03:07:27.000,2023-09-15T06:05:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,2010 GRAND AVENUE,GRAND AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,GRAND AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T06:05:21.000,05 BRONX,2028700016,BRONX,1009141,250168,ONLINE,Unspecified,BRONX,40.85329321354043,-73.91002489959818,"{'latitude': '40.85329321354043', 'longitude': '-73.91002489959818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855757,2023-09-15T03:07:22.000,2023-09-15T05:25:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,50-35 101 STREET,101 STREET,50 AVENUE,CHRISTIE AVENUE,50 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,101 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:25:11.000,04 QUEENS,4019270041,QUEENS,1022665,209702,MOBILE,Unspecified,QUEENS,40.74217672467415,-73.86137038514147,"{'latitude': '40.74217672467415', 'longitude': '-73.86137038514147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58825208,2023-09-15T03:06:52.000,2023-09-15T09:16:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857993,2023-09-15T03:06:41.000,2023-09-15T03:30:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:30:54.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858784,2023-09-15T03:06:39.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,10013,125 WORTH STREET,WORTH STREET,LAFAYETTE STREET,CENTRE STREET,LAFAYETTE STREET,CENTRE STREET,ADDRESS,NEW YORK,WORTH STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T03:22:41.000,01 MANHATTAN,1001680032,MANHATTAN,983509,199926,MOBILE,N/A,MANHATTAN,40.71542739425466,-74.00267299949302,"{'latitude': '40.71542739425466', 'longitude': '-74.00267299949302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859206,2023-09-15T03:05:08.000,2023-09-15T04:08:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,66-25 52 AVENUE,52 AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,MASPETH,52 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T04:08:54.000,05 QUEENS,4024130001,QUEENS,1012325,206575,ONLINE,Unspecified,QUEENS,40.733632759746,-73.89869773178044,"{'latitude': '40.733632759746', 'longitude': '-73.89869773178044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859151,2023-09-15T03:04:51.000,2023-09-15T13:57:01.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10021,THIRD AVENUE,THIRD AVENUE,EAST   74 STREET,EAST   75 STREET,EAST   74 STREET,EAST   75 STREET,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T13:57:05.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,
58867299,2023-09-15T03:04:33.000,2023-09-15T03:52:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2658 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T03:52:58.000,07 BRONX,2032870028,BRONX,1014230,254558,PHONE,Unspecified,BRONX,40.86532662217945,-73.89160974520443,"{'latitude': '40.86532662217945', 'longitude': '-73.89160974520443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869425,2023-09-15T03:04:00.000,2023-09-15T03:25:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,162 WEST  144 STREET,WEST  144 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:25:44.000,10 MANHATTAN,1020120058,MANHATTAN,1001116,238303,ONLINE,Unspecified,MANHATTAN,40.820746211868745,-73.93906320797221,"{'latitude': '40.820746211868745', 'longitude': '-73.93906320797221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861115,2023-09-15T03:03:28.000,2023-09-15T04:04:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,942 EAST    5 STREET,EAST    5 STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T04:04:19.000,14 BROOKLYN,3065010035,BROOKLYN,991820,168315,MOBILE,Unspecified,BROOKLYN,40.62865908984073,-73.9727283410204,"{'latitude': '40.62865908984073', 'longitude': '-73.9727283410204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861770,2023-09-15T02:59:56.000,2023-09-15T03:32:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10022,228 EAST   51 STREET,EAST   51 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   51 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:32:49.000,06 MANHATTAN,1013240137,MANHATTAN,992691,214751,MOBILE,Unspecified,MANHATTAN,40.75611436143048,-73.96953229312712,"{'latitude': '40.75611436143048', 'longitude': '-73.96953229312712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856876,2023-09-15T02:58:32.000,2023-09-15T05:51:08.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T05:51:16.000,Unspecified MANHATTAN,,MANHATTAN,990496,217613,MOBILE,Unspecified,MANHATTAN,40.76397164061828,-73.97745246469351,"{'latitude': '40.76397164061828', 'longitude': '-73.97745246469351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F,,Mezzanine,,,,
58854061,2023-09-15T02:57:53.000,2023-10-31T10:42:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,10469,3350 BOSTON ROAD,BOSTON ROAD,EAST  212 STREET,BOUCK AVENUE,EAST  212 STREET,BOUCK AVENUE,ADDRESS,BRONX,BOSTON ROAD,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-31T10:42:40.000,12 BRONX,2047330001,BRONX,1025190,257942,PHONE,Unspecified,BRONX,40.87457062867866,-73.85196414486475,"{'latitude': '40.87457062867866', 'longitude': '-73.85196414486475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861801,2023-09-15T02:57:27.000,2023-09-15T03:00:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:00:07.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,MOBILE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855918,2023-09-15T02:56:55.000,2023-09-15T03:13:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1555 EAST   19 STREET,EAST   19 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:13:13.000,14 BROOKLYN,3067660077,BROOKLYN,996733,162304,ONLINE,Unspecified,BROOKLYN,40.61215458834643,-73.95503989939718,"{'latitude': '40.61215458834643', 'longitude': '-73.95503989939718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855995,2023-09-15T02:56:14.000,2023-09-15T03:39:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11435,135-30 GRAND CENTRAL PARKWAY SR EB,GRAND CENTRAL PARKWAY SR EB,135 STREET,UNION TURNPIKE,135 STREET,UNION TURNPIKE,ADDRESS,JAMAICA,GRAND CENTRAL PARKWAY SR EB,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T03:39:28.000,08 QUEENS,4066360001,QUEENS,1033321,200227,ONLINE,Unspecified,QUEENS,40.71611751034009,-73.82298487788441,"{'latitude': '40.71611751034009', 'longitude': '-73.82298487788441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864657,2023-09-15T02:55:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T17:58:58.000,Unspecified QUEENS,,QUEENS,1044181,198986,MOBILE,Unspecified,QUEENS,40.712644370964966,-73.78382050391308,"{'latitude': '40.712644370964966', 'longitude': '-73.78382050391308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F,,Mezzanine,,,,
58856089,2023-09-15T02:54:24.000,2023-09-15T03:33:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10308,DEWEY AVENUE,DEWEY AVENUE,DEWEY AVENUE,GIFFORDS LANE,DEWEY AVENUE,GIFFORDS LANE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:33:43.000,03 STATEN ISLAND,,STATEN ISLAND,942098,141281,ONLINE,Unspecified,STATEN ISLAND,40.55435924127644,-74.1516878700828,"{'latitude': '40.55435924127644', 'longitude': '-74.1516878700828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866420,2023-09-15T02:54:05.000,2023-10-02T12:28:47.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11238,957 FULTON STREET,FULTON STREET,WASHINGTON AVENUE,ST JAMES PLACE,WASHINGTON AVENUE,ST JAMES PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-02T12:28:52.000,02 BROOKLYN,3019790060,BROOKLYN,994066,188118,MOBILE,Unspecified,BROOKLYN,40.68301177885216,-73.9646080846258,"{'latitude': '40.68301177885216', 'longitude': '-73.9646080846258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863812,2023-09-15T02:52:32.000,2023-09-15T03:00:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,234 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:00:32.000,10 MANHATTAN,1018290050,MANHATTAN,996831,231602,MOBILE,Unspecified,MANHATTAN,40.802360975539656,-73.95455745266254,"{'latitude': '40.802360975539656', 'longitude': '-73.95455745266254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856903,2023-09-15T02:51:17.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11216,513 NOSTRAND AVENUE,NOSTRAND AVENUE,FULTON STREET,HERKIMER STREET,FULTON STREET,HERKIMER STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T07:44:47.000,03 BROOKLYN,3018610071,BROOKLYN,998239,186950,MOBILE,Unspecified,BROOKLYN,40.67980027342213,-73.94956462147665,"{'latitude': '40.67980027342213', 'longitude': '-73.94956462147665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855446,2023-09-15T02:50:02.000,2023-09-15T03:06:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,59-55 60 LANE,60 LANE,59 DRIVE,60 AVENUE,59 DRIVE,60 AVENUE,ADDRESS,MASPETH,60 LANE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T03:06:07.000,05 QUEENS,4027420015,QUEENS,1010884,200723,MOBILE,Unspecified,QUEENS,40.71757490788848,-73.90392040938895,"{'latitude': '40.71757490788848', 'longitude': '-73.90392040938895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58822999,2023-09-15T02:50:00.000,2023-09-16T08:00:00.000,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,10036,484 WEST   43 STREET,WEST   43 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate to another service request.,2023-09-16T08:00:00.000,04 MANHATTAN,1010520001,MANHATTAN,985697,216240,ONLINE,Unspecified,MANHATTAN,40.760205196654375,-73.99477674698709,"{'latitude': '40.760205196654375', 'longitude': '-73.99477674698709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58856035,2023-09-15T02:49:47.000,2023-09-15T03:17:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11374,66 ROAD,66 ROAD,66 ROAD,WOODHAVEN BOULEVARD,66 ROAD,WOODHAVEN BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:17:19.000,06 QUEENS,,QUEENS,1022222,200787,ONLINE,Unspecified,QUEENS,40.71770917350486,-73.86301936173292,"{'latitude': '40.71770917350486', 'longitude': '-73.86301936173292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
