unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58897935,2023-09-22T19:33:13.000,,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10458,2309 CROTONA AVENUE,CROTONA AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,06 BRONX,2031030055,BRONX,1016219,249825,PHONE,Unspecified,BRONX,40.85232898984268,-73.88444125928724,"{'latitude': '40.85232898984268', 'longitude': '-73.88444125928724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895214,2023-09-22T19:33:10.000,2023-09-28T11:23:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896593,2023-09-22T19:33:10.000,2023-09-28T11:23:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900735,2023-09-22T19:33:10.000,2023-09-28T11:23:07.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902225,2023-09-22T19:33:10.000,2023-09-28T11:23:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900872,2023-09-22T19:33:10.000,2023-09-28T11:23:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897979,2023-09-22T19:33:10.000,2023-09-28T11:23:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895164,2023-09-22T19:33:10.000,2023-09-28T11:23:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10461,2023 COLONIAL AVENUE,COLONIAL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 BRONX,2042480048,BRONX,1031790,250154,ONLINE,Unspecified,BRONX,40.853161885139556,-73.82815436025298,"{'latitude': '40.853161885139556', 'longitude': '-73.82815436025298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899246,2023-09-22T19:33:01.000,2023-09-22T20:26:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2400 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:26:14.000,05 BRONX,2031840012,BRONX,1011599,253005,ONLINE,Unspecified,BRONX,40.8610726526304,-73.90112824093595,"{'latitude': '40.8610726526304', 'longitude': '-73.90112824093595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894149,2023-09-22T19:32:58.000,2023-09-23T10:04:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,74-51 64 LANE,64 LANE,74 AVENUE,COOPER AVENUE,74 AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,64 LANE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:04:08.000,05 QUEENS,4035990005,QUEENS,1014630,194351,MOBILE,Unspecified,QUEENS,40.70007322001372,-73.89043583899226,"{'latitude': '40.70007322001372', 'longitude': '-73.89043583899226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891820,2023-09-22T19:32:34.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11234,6920 AVENUE T,AVENUE T,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,18 BROOKLYN,3084100032,BROOKLYN,1009143,165366,UNKNOWN,Unspecified,BROOKLYN,40.6205329661945,-73.91033145759964,"{'latitude': '40.6205329661945', 'longitude': '-73.91033145759964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58902513,2023-09-22T19:32:04.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10029,1860 2 AVENUE,2 AVENUE,EAST   96 STREET,EAST   97 STREET,EAST   96 STREET,EAST   97 STREET,ADDRESS,NEW YORK,2 AVENUE,In Progress,,,11 MANHATTAN,1016680001,MANHATTAN,998937,225059,ONLINE,Unspecified,MANHATTAN,40.7843989620897,-73.94696489512653,"{'latitude': '40.7843989620897', 'longitude': '-73.94696489512653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901506,2023-09-22T19:32:00.000,2023-09-22T20:04:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10462,963 PIERCE AVENUE,PIERCE AVENUE,BOGART AVE,RADCLIFF AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T20:04:00.000,11 BRONX,2040930032,BRONX,1024426,246983,PHONE,Unspecified,BRONX,40.84449501883574,-73.85479239270703,"{'latitude': '40.84449501883574', 'longitude': '-73.85479239270703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892317,2023-09-22T19:31:55.000,2023-09-22T19:51:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,189 BEDFORD AVENUE,BEDFORD AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:51:54.000,01 BROOKLYN,3023280005,BROOKLYN,995908,200727,ONLINE,Unspecified,BROOKLYN,40.71761829719771,-73.95794486690055,"{'latitude': '40.71761829719771', 'longitude': '-73.95794486690055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901867,2023-09-22T19:31:38.000,2023-09-22T20:11:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3210 ARLINGTON AVENUE,ARLINGTON AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,ARLINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:11:34.000,08 BRONX,2057880074,BRONX,1008484,261519,ONLINE,Unspecified,BRONX,40.88445005793645,-73.9123587463983,"{'latitude': '40.88445005793645', 'longitude': '-73.9123587463983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895100,2023-09-22T19:31:38.000,2023-09-22T19:34:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-50 67 AVENUE,67 AVENUE,WETHEROLE STREET,BOOTH STREET,WETHEROLE STREET,BOOTH STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:35:01.000,06 QUEENS,4031680036,QUEENS,1024500,203597,ONLINE,Unspecified,QUEENS,40.725411863654735,-73.8547848880341,"{'latitude': '40.725411863654735', 'longitude': '-73.8547848880341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893562,2023-09-22T19:31:37.000,2023-09-22T19:47:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,1869 83 STREET,83 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,83 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:47:49.000,11 BROOKLYN,3063150039,BROOKLYN,984421,160824,ONLINE,Unspecified,BROOKLYN,40.60810108364675,-73.99938414563323,"{'latitude': '40.60810108364675', 'longitude': '-73.99938414563323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899640,2023-09-22T19:30:45.000,2023-09-22T19:30:45.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,2103 HONEYWELL AVENUE,HONEYWELL AVENUE,EAST 180 STREET,EAST 181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,HONEYWELL AVENUE,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-22T19:30:45.000,06 BRONX,2031240001,BRONX,1016813,247208,PHONE,Unspecified,BRONX,40.84514393330598,-73.882306832464,"{'latitude': '40.84514393330598', 'longitude': '-73.882306832464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894342,2023-09-22T19:30:29.000,2023-09-25T16:03:06.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11361,215-16 NORTHERN BOULEVARD,NORTHERN BOULEVARD,215 STREET,215 PLACE,215 STREET,215 PLACE,ADDRESS,BAYSIDE,NORTHERN BOULEVARD,Closed,The Department of Sanitation cleaned the location.,2023-09-25T16:03:09.000,11 QUEENS,4073340070,QUEENS,1048811,216462,PHONE,Unspecified,QUEENS,40.76057892747771,-73.76695181235999,"{'latitude': '40.76057892747771', 'longitude': '-73.76695181235999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896006,2023-09-22T19:30:26.000,2023-09-22T20:43:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11209,3 AVENUE,3 AVENUE,3 AVENUE,87 STREET,3 AVENUE,87 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:43:17.000,10 BROOKLYN,,BROOKLYN,975544,166155,ONLINE,Unspecified,BROOKLYN,40.622729299813855,-74.03136142283863,"{'latitude': '40.622729299813855', 'longitude': '-74.03136142283863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901352,2023-09-22T19:30:22.000,2023-09-26T13:07:40.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,11106,30 STREET,30 STREET,30 STREET,BROADWAY,30 STREET,BROADWAY,INTERSECTION,,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-26T05:39:16.000,01 QUEENS,,QUEENS,1004698,217030,ONLINE,Unspecified,QUEENS,40.762350015531965,-73.92618622699398,"{'latitude': '40.762350015531965', 'longitude': '-73.92618622699398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900688,2023-09-22T19:30:19.000,2023-09-22T19:59:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10037,51 EAST  131 STREET,EAST  131 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T19:59:09.000,11 MANHATTAN,1017567502,MANHATTAN,1001574,234149,PHONE,Unspecified,MANHATTAN,40.80934376031774,-73.93741917854139,"{'latitude': '40.80934376031774', 'longitude': '-73.93741917854139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902045,2023-09-22T19:30:16.000,2023-09-22T20:04:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,EAST  186 STREET,EAST  186 STREET,EAST  186 STREET,WASHINGTON AVENUE,EAST  186 STREET,WASHINGTON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:04:49.000,06 BRONX,,BRONX,1014215,251525,ONLINE,Unspecified,BRONX,40.85700200819074,-73.89167753640771,"{'latitude': '40.85700200819074', 'longitude': '-73.89167753640771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896181,2023-09-22T19:30:13.000,2023-09-22T19:35:59.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10468,2545 GRAND CONCOURSE,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T19:36:03.000,07 BRONX,2031670064,BRONX,1012909,253873,ONLINE,Unspecified,BRONX,40.86345089348126,-73.89638863815979,"{'latitude': '40.86345089348126', 'longitude': '-73.89638863815979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893690,2023-09-22T19:29:48.000,2023-09-22T19:51:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,BROADWAY,BROADWAY,BROADWAY,WEST   74 STREET,BROADWAY,WEST   74 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:51:09.000,07 MANHATTAN,,MANHATTAN,989368,223555,ONLINE,Unspecified,MANHATTAN,40.78028160288897,-73.9815199245466,"{'latitude': '40.78028160288897', 'longitude': '-73.9815199245466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893654,2023-09-22T19:29:44.000,2023-09-22T22:14:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,924 HART STREET,HART STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:14:31.000,04 BROOKLYN,3032370018,BROOKLYN,1006197,195717,PHONE,Unspecified,BROOKLYN,40.703847501285324,-73.9208446187476,"{'latitude': '40.703847501285324', 'longitude': '-73.9208446187476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899602,2023-09-22T19:29:42.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11414,158-04 99 STREET,99 STREET,158 AVENUE,159 AVENUE,158 AVENUE,159 AVENUE,ADDRESS,HOWARD BEACH,99 STREET,In Progress,,,10 QUEENS,4141680009,QUEENS,1030130,180267,UNKNOWN,Unspecified,QUEENS,40.661349119758235,-73.83463175611197,"{'latitude': '40.661349119758235', 'longitude': '-73.83463175611197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894689,2023-09-22T19:29:31.000,2023-09-22T20:07:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10034,31 PARK TERRACE WEST,PARK TERRACE WEST,WEST  214 STREET,WEST  215 STREET,WEST  214 STREET,WEST  215 STREET,ADDRESS,NEW YORK,PARK TERRACE WEST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:07:54.000,12 MANHATTAN,1022430090,MANHATTAN,1006803,256457,MOBILE,Unspecified,MANHATTAN,40.87056089580695,-73.91845505104722,"{'latitude': '40.87056089580695', 'longitude': '-73.91845505104722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891869,2023-09-22T19:29:27.000,2023-09-22T20:03:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,48-24 43 STREET,43 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,43 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:03:21.000,02 QUEENS,4001780025,QUEENS,1005767,208584,ONLINE,Unspecified,QUEENS,40.73916535134278,-73.9223543472206,"{'latitude': '40.73916535134278', 'longitude': '-73.9223543472206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
