unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58934017,2023-09-26T11:16:29.000,2023-09-29T12:16:48.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11435,141-25 84 DRIVE,84 DRIVE,85 ROAD,BURDEN CRESCENT,85 ROAD,BURDEN CRESCENT,ADDRESS,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T12:51:18.000,08 QUEENS,QUEENS,1035283,198149,PHONE,Unspecified,QUEENS,40.710402808442,-73.81592307572306,"{'latitude': '40.710402808442', 'longitude': '-73.81592307572306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,84 DRIVE,4097130153,,,,,,,
58929959,2023-09-26T11:16:13.000,2023-09-28T13:21:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,332 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,09 BROOKLYN,BROOKLYN,997085,181613,PHONE,Unspecified,BROOKLYN,40.66515315606502,-73.95373536849284,"{'latitude': '40.66515315606502', 'longitude': '-73.95373536849284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3013040129,,,,,,,
58930402,2023-09-26T11:16:13.000,2023-09-27T08:00:57.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,576 FIFTH AVENUE,FIFTH AVENUE,EAST 46 STREET,EAST 47 STREET,EAST   46 STREET,EAST   47 STREET,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T12:51:52.000,05 MANHATTAN,MANHATTAN,990155,214894,MOBILE,Unspecified,MANHATTAN,40.756508917326514,-73.97868583427248,"{'latitude': '40.756508917326514', 'longitude': '-73.97868583427248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,5 AVENUE,1012620041,,,,,,,
58935157,2023-09-26T11:16:07.000,2023-10-05T16:10:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,2129 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 MANHATTAN,MANHATTAN,1001377,244669,PHONE,Unspecified,MANHATTAN,40.83821855292657,-73.93810396431579,"{'latitude': '40.83821855292657', 'longitude': '-73.93810396431579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1021110050,,,,,,,
58926387,2023-09-26T11:15:53.000,2023-09-26T12:53:58.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10065,1147 1 AVENUE,1 AVENUE,EAST 62 STREET,EAST 63 STREET,EAST   62 STREET,EAST   63 STREET,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T11:15:53.000,08 MANHATTAN,MANHATTAN,995251,216868,ONLINE,Unspecified,MANHATTAN,40.761922169533264,-73.9602885351906,"{'latitude': '40.761922169533264', 'longitude': '-73.9602885351906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,1 AVENUE,1014370029,,,,,,,
58931691,2023-09-26T11:15:53.000,2023-11-09T12:00:38.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10012,460 WEST BROADWAY,WEST BROADWAY,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-09T12:00:44.000,02 MANHATTAN,MANHATTAN,984106,203863,ONLINE,Unspecified,MANHATTAN,40.7262335395431,-74.00051953352482,"{'latitude': '40.7262335395431', 'longitude': '-74.00051953352482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST BROADWAY,1005167501,,,,,"460 WEST BROADWAY, MANHATTAN (NEW YORK), NY, 10012",,
58934068,2023-09-26T11:15:50.000,2023-09-26T11:15:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11218,337 OCEAN PARKWAY,OCEAN PARKWAY,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T11:15:50.000,12 BROOKLYN,BROOKLYN,991549,172911,PHONE,Unspecified,BROOKLYN,40.64127435987737,-73.97369967347683,"{'latitude': '40.64127435987737', 'longitude': '-73.97369967347683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,OCEAN PARKWAY,3053580056,,,,,,,
58930060,2023-09-26T11:15:38.000,2023-09-26T11:15:38.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,10468,2647 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,07 BRONX,BRONX,1010680,256075,ONLINE,Unspecified,BRONX,40.869501665767864,-73.90443848773681,"{'latitude': '40.869501665767864', 'longitude': '-73.90443848773681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032370100,,,,,,,
58925933,2023-09-26T11:15:33.000,2023-09-26T20:17:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,780 ASTOR AVENUE,ASTOR AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:17:45.000,11 BRONX,BRONX,1021708,252482,ONLINE,Unspecified,BRONX,40.859600071465124,-73.86458528515573,"{'latitude': '40.859600071465124', 'longitude': '-73.86458528515573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ASTOR AVENUE,2043490001,,,,,,,
58930173,2023-09-26T11:15:31.000,2023-09-27T10:27:03.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11228,8671 14 AVENUE,14 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-27T10:27:06.000,11 BROOKLYN,BROOKLYN,980633,162048,MOBILE,Unspecified,BROOKLYN,40.611459975789664,-74.01302723586119,"{'latitude': '40.611459975789664', 'longitude': '-74.01302723586119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,14 AVENUE,3063570005,,,,,,,
58934660,2023-09-26T11:15:29.000,2023-09-26T11:49:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11224,2857 WEST    8 STREET,WEST    8 STREET,SHEEPSHEAD BAY ROAD,BRIGHTON/CULVER LINE,SHEEPSHEAD BAY ROAD,BRIGHTON/CULVER LINE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:49:21.000,13 BROOKLYN,BROOKLYN,990830,150043,PHONE,Unspecified,BROOKLYN,40.57850696398805,-73.97631271209798,"{'latitude': '40.57850696398805', 'longitude': '-73.97631271209798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WEST    8 STREET,3072790162,,,,,,,
58927098,2023-09-26T11:15:27.000,2023-09-26T17:02:15.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10469,2842 KINGSLAND AVENUE,KINGSLAND AVENUE,,ARNOW AVENUE,,ARNOW AVENUE,ADDRESS,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-26T17:02:18.000,12 BRONX,BRONX,1028625,255403,PHONE,Unspecified,BRONX,40.8675852612216,-73.83956029401939,"{'latitude': '40.8675852612216', 'longitude': '-73.83956029401939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,KINGSLAND AVENUE,2047870061,,,,,,,
58935210,2023-09-26T11:15:19.000,2023-09-26T11:50:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10012,460 WEST BROADWAY,WEST BROADWAY,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:50:11.000,02 MANHATTAN,MANHATTAN,984106,203863,ONLINE,Unspecified,MANHATTAN,40.7262335395431,-74.00051953352482,"{'latitude': '40.7262335395431', 'longitude': '-74.00051953352482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST BROADWAY,1005167501,,,,,,,
58934926,2023-09-26T11:15:15.000,2023-09-26T11:17:33.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10036,615 10 AVENUE,10 AVENUE,WEST   44 STREET,WEST   45 STREET,WEST   44 STREET,WEST   45 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:17:35.000,04 MANHATTAN,MANHATTAN,985799,216568,ONLINE,Unspecified,MANHATTAN,40.7611054552175,-73.9944084808054,"{'latitude': '40.7611054552175', 'longitude': '-73.9944084808054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,10 AVENUE,1010737505,,,,,,,
58926174,2023-09-26T11:15:15.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11229,1212 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,15 BROOKLYN,BROOKLYN,995163,160704,ONLINE,Unspecified,BROOKLYN,40.607764990050626,-73.96069716318543,"{'latitude': '40.607764990050626', 'longitude': '-73.96069716318543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3067950008,,,,,,,
58930174,2023-09-26T11:15:11.000,2023-10-05T11:21:11.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11234,3404 FILLMORE AVENUE,FILLMORE AVENUE,EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,ADDRESS,Closed,NYC Parks informed the responsible public utility who will correct the condition.,2023-10-05T11:21:14.000,18 BROOKLYN,BROOKLYN,1002440,161712,UNKNOWN,Unspecified,BROOKLYN,40.61051979275443,-73.93448656227936,"{'latitude': '40.61051979275443', 'longitude': '-73.93448656227936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FILLMORE AVENUE,3085010044,,,,,,,
58931166,2023-09-26T11:15:09.000,2023-10-16T07:51:15.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11207,514 WILLIAMS AVENUE,WILLIAMS AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,05 BROOKLYN,BROOKLYN,1012678,180940,PHONE,Unspecified,BROOKLYN,40.66326958602203,-73.8975322130808,"{'latitude': '40.66326958602203', 'longitude': '-73.8975322130808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3038180043,,,,,,,
58932566,2023-09-26T11:15:03.000,2023-10-04T18:57:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10128,312 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 MANHATTAN,MANHATTAN,998410,223754,ONLINE,Unspecified,MANHATTAN,40.78081794436154,-73.94887065472571,"{'latitude': '40.78081794436154', 'longitude': '-73.94887065472571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015530044,,,,,,,
58927447,2023-09-26T11:15:03.000,2023-10-04T18:57:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10128,312 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 MANHATTAN,MANHATTAN,998410,223754,ONLINE,Unspecified,MANHATTAN,40.78081794436154,-73.94887065472571,"{'latitude': '40.78081794436154', 'longitude': '-73.94887065472571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015530044,,,,,,,
58928702,2023-09-26T11:15:03.000,2023-10-04T18:57:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10128,312 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 MANHATTAN,MANHATTAN,998410,223754,ONLINE,Unspecified,MANHATTAN,40.78081794436154,-73.94887065472571,"{'latitude': '40.78081794436154', 'longitude': '-73.94887065472571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015530044,,,,,,,
58928620,2023-09-26T11:15:03.000,2023-10-04T18:57:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10128,312 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 MANHATTAN,MANHATTAN,998410,223754,ONLINE,Unspecified,MANHATTAN,40.78081794436154,-73.94887065472571,"{'latitude': '40.78081794436154', 'longitude': '-73.94887065472571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015530044,,,,,,,
58928727,2023-09-26T11:15:02.000,2023-10-04T18:57:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10128,312 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 MANHATTAN,MANHATTAN,998410,223754,ONLINE,Unspecified,MANHATTAN,40.78081794436154,-73.94887065472571,"{'latitude': '40.78081794436154', 'longitude': '-73.94887065472571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015530044,,,,,,,
58933902,2023-09-26T11:15:02.000,2023-10-13T13:50:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11106,36-63 34 STREET,34 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,01 QUEENS,QUEENS,1004146,214137,PHONE,Unspecified,QUEENS,40.754410732266955,-73.92818741282252,"{'latitude': '40.754410732266955', 'longitude': '-73.92818741282252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4006340007,,,,,,,
58925583,2023-09-26T11:14:00.000,2023-10-02T15:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10038,180 WATER STREET,WATER STREET,FLETCHER ST,JOHN ST,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T15:45:00.000,01 MANHATTAN,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1000700032,N/A,,,,,,
58927020,2023-09-26T11:13:40.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11418,86-04 117 STREET,117 STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-18T00:00:00.000,09 QUEENS,QUEENS,1030651,194351,UNKNOWN,Unspecified,QUEENS,40.70000371617393,-73.83265690910213,"{'latitude': '40.70000371617393', 'longitude': '-73.83265690910213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND HILL,,4092540010,N/A,,,,,,
