unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,vehicle_type,taxi_company_borough,road_ramp,due_date
58917106,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919440,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917028,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58918129,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58921602,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58921698,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58920227,2023-09-25T13:52:25.000,2023-09-25T14:16:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10465,2735 SAMPSON AVENUE,SAMPSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T14:16:10.000,10 BRONX,2055820001,BRONX,1032989,237524,PHONE,Unspecified,BRONX,40.81848972084433,-73.82391205018938,"{'latitude': '40.81848972084433', 'longitude': '-73.82391205018938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BALCOM AVENUE,HUNTINGTON AVENUE,BALCOM AVENUE,HUNTINGTON AVENUE,SAMPSON AVENUE,,,,,,,,,
58921356,2023-09-25T13:52:00.000,2023-09-25T19:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11378,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T19:00:00.000,05 QUEENS,,QUEENS,1013129,205801,UNKNOWN,Unspecified,QUEENS,40.7315057327433,-73.89580000501644,"{'latitude': '40.7315057327433', 'longitude': '-73.89580000501644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,53 AVENUE,69 STREET,,N/A,,,,,,,,
58923028,2023-09-25T13:51:46.000,2023-10-06T09:31:27.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,11420,129-26 135 STREET,135 STREET,ADDRESS,SOUTH OZONE PARK,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T09:31:32.000,10 QUEENS,4117730139,QUEENS,1038731,184169,UNKNOWN,Unspecified,QUEENS,40.67201047013842,-73.80359917939897,"{'latitude': '40.67201047013842', 'longitude': '-73.80359917939897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SUTTER AVENUE,131 AVENUE,SUTTER AVENUE,131 AVENUE,135 STREET,,,,,,,,,
58923025,2023-09-25T13:51:44.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10016,124 EAST   28 STREET,EAST   28 STREET,ADDRESS,NEW YORK,In Progress,,,05 MANHATTAN,1008830078,MANHATTAN,988985,209910,UNKNOWN,Unspecified,MANHATTAN,40.742829798510584,-73.98291247192877,"{'latitude': '40.742829798510584', 'longitude': '-73.98291247192877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   28 STREET,,,,,,,,,
58920602,2023-09-25T13:51:35.000,2023-09-25T15:00:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11366,185-15 73 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T15:00:35.000,08 QUEENS,4071150041,QUEENS,1043714,206165,MOBILE,Unspecified,QUEENS,40.73235208186702,-73.78544160341653,"{'latitude': '40.73235208186702', 'longitude': '-73.78544160341653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,185 STREET,186 STREET,185 STREET,186 STREET,73 AVENUE,,,,,,,,,
58923241,2023-09-25T13:51:34.000,2023-09-25T15:01:36.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,11220,4706 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,N/A,2023-09-25T15:01:40.000,07 BROOKLYN,3007650036,BROOKLYN,981838,174881,ONLINE,Unspecified,BROOKLYN,40.64668426492032,-74.00869181124375,"{'latitude': '40.64668426492032', 'longitude': '-74.00869181124375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,47 STREET,48 STREET,47 STREET,48 STREET,5 AVENUE,,,,,,,,,
58924583,2023-09-25T13:51:26.000,2023-09-25T14:40:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10309,SHARROTTS ROAD,SHARROTTS ROAD,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T14:40:56.000,03 STATEN ISLAND,,STATEN ISLAND,922046,135071,PHONE,Unspecified,STATEN ISLAND,40.537196044839895,-74.22378949133483,"{'latitude': '40.537196044839895', 'longitude': '-74.22378949133483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SHARROTTS ROAD,VETERANS ROAD EAST,SHARROTTS ROAD,VETERANS ROAD EAST,,,,,,,,,,
58931845,2023-09-25T13:51:10.000,2023-09-29T11:30:35.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,10018,464 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T05:43:38.000,04 MANHATTAN,1007590001,MANHATTAN,985509,214174,ONLINE,Unspecified,MANHATTAN,40.754534582771,-73.9954557596869,"{'latitude': '40.754534582771', 'longitude': '-73.9954557596869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST   35 STREET,WEST   36 STREET,WEST   35 STREET,WEST   36 STREET,9 AVENUE,,,,,,,,,
58918428,2023-09-25T13:51:01.000,2023-09-25T19:06:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11419,107-33 129 STREET,129 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T19:06:51.000,10 QUEENS,4096090034,QUEENS,1035677,189224,PHONE,Unspecified,QUEENS,40.68590353695484,-73.81457006183187,"{'latitude': '40.68590353695484', 'longitude': '-73.81457006183187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,129 STREET,,,,,,,,,
58917689,2023-09-25T13:51:00.000,,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,10302,STATEN ISL EXPY,STATEN ISL EXPY,INTERSECTION,STATEN ISLAND,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T11:43:00.000,01 STATEN ISLAND,,STATEN ISLAND,941551,162375,UNKNOWN,Unspecified,STATEN ISLAND,40.612255380955055,-74.15378956469742,"{'latitude': '40.612255380955055', 'longitude': '-74.15378956469742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,MARTIN LUTHER KING JR EXPRESSWAY,STATEN ISLAND EXPRESSWAY,,,,,,,,,,
58919157,2023-09-25T13:50:58.000,2023-09-25T14:03:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11106,33-09 31 AVENUE,31 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T14:03:21.000,01 QUEENS,4006250004,QUEENS,1005937,217451,PHONE,Unspecified,QUEENS,40.763502599224566,-73.92171229358077,"{'latitude': '40.763502599224566', 'longitude': '-73.92171229358077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,33 STREET,34 STREET,33 STREET,34 STREET,31 AVENUE,,,,,,,,,
58920735,2023-09-25T13:50:45.000,2023-10-03T09:32:58.000,DOT,Department of Transportation,Curb Condition,Broken Curb,10024,226 WEST   82 STREET,WEST   82 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T09:33:02.000,07 MANHATTAN,1012290043,MANHATTAN,990409,225438,PHONE,Unspecified,MANHATTAN,40.78544927329031,-73.9777593554021,"{'latitude': '40.78544927329031', 'longitude': '-73.9777593554021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST   82 STREET,,,,,,,,,
58923461,2023-09-25T13:50:35.000,2023-09-25T14:24:58.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11433,108-35 171 PLACE,171 PLACE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T14:25:01.000,12 QUEENS,4102550041,QUEENS,1044105,193879,PHONE,Unspecified,QUEENS,40.69862741661033,-73.78414004060062,"{'latitude': '40.69862741661033', 'longitude': '-73.78414004060062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,171 PLACE,,,,,,,,,
58923473,2023-09-25T13:50:26.000,2023-09-25T13:54:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10025,257 WEST   97 STREET,WEST   97 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T13:54:24.000,07 MANHATTAN,1018690005,MANHATTAN,992034,229132,MOBILE,Unspecified,MANHATTAN,40.79558702739229,-73.97188706895858,"{'latitude': '40.79558702739229', 'longitude': '-73.97188706895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,WEST   97 STREET,,,,,,,,,
58919100,2023-09-25T13:50:00.000,2023-10-16T14:26:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,11364,,,INTERSECTION,QUEENS,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-16T14:26:00.000,11 QUEENS,,QUEENS,1053143,209047,UNKNOWN,Unspecified,QUEENS,40.740194011991626,-73.75139048078321,"{'latitude': '40.740194011991626', 'longitude': '-73.75139048078321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,SPRINGFIELD BOULEVARD,75 AVENUE,,,,,,,,,,
58924343,2023-09-25T13:50:00.000,2023-09-27T15:40:37.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11221,795 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:54:51.000,03 BROOKLYN,3016220060,BROOKLYN,1003937,190746,ONLINE,Unspecified,BROOKLYN,40.6902085839552,-73.92901019766822,"{'latitude': '40.6902085839552', 'longitude': '-73.92901019766822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,LEXINGTON AVENUE,,,,,,,,,
58916791,2023-09-25T13:49:57.000,2023-09-25T17:10:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11373,40-18 77 STREET,77 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T17:10:11.000,04 QUEENS,4014870015,QUEENS,1015117,211331,PHONE,Unspecified,QUEENS,40.74667748439373,-73.8886016198035,"{'latitude': '40.74667748439373', 'longitude': '-73.8886016198035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,77 STREET,,,,,,,,,
58935646,2023-09-25T13:49:50.000,2023-09-27T13:53:26.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,11234,4135 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T10:11:47.000,18 BROOKLYN,3078130114,BROOKLYN,1002521,167000,PHONE,Unspecified,BROOKLYN,40.625034084527776,-73.93418052085838,"{'latitude': '40.625034084527776', 'longitude': '-73.93418052085838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HUBBARD PLACE,AVENUE K,HUBBARD PLACE,AVENUE K,KINGS HIGHWAY,,,,,,,,,
58923049,2023-09-25T13:49:38.000,2023-09-25T13:49:38.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Container - Over 5 Gallons,11385,70-30 65 STREET,65 STREET,ADDRESS,RIDGEWOOD,Closed,An inspection of the property was conducted and the owner was issued a summons. Follow-up inspections will be scheduled.,2023-09-25T13:49:38.000,05 QUEENS,4036420016,QUEENS,1014450,195465,ONLINE,Unspecified,QUEENS,40.70313150283281,-73.89108000501956,"{'latitude': '40.70313150283281', 'longitude': '-73.89108000501956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1-2 Family Dwelling,OTTO ROAD,CENTRAL AVENUE,OTTO ROAD,CENTRAL AVENUE,65 STREET,,,,,,,,,
58918250,2023-09-25T13:49:33.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10037,2333 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,11 MANHATTAN,1017640001,MANHATTAN,1002321,236854,PHONE,Unspecified,MANHATTAN,40.816766732715145,-73.93471345108132,"{'latitude': '40.816766732715145', 'longitude': '-73.93471345108132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58921693,2023-09-25T13:49:33.000,2023-09-30T15:38:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10037,2333 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,11 MANHATTAN,1017640001,MANHATTAN,1002321,236854,PHONE,Unspecified,MANHATTAN,40.816766732715145,-73.93471345108132,"{'latitude': '40.816766732715145', 'longitude': '-73.93471345108132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
