unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction
58835406,2023-09-16T16:18:35.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:40:28.000,The Police Department visited the location and no Encampment was found.,2023-09-16T16:40:32.000,,,,,,,
58829910,2023-09-16T16:18:25.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Temperature,Restaurant/Bar/Deli/Bakery,11221,1544 BROADWAY,BROADWAY,HANCOCK STREET,WEIRFIELD STREET,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,BROADWAY,In Progress,16 BROOKLYN,3014920019,BROOKLYN,1007460,189293,MOBILE,Unspecified,BROOKLYN,40.68621189663951,-73.91631154436853,"{'latitude': '40.68621189663951', 'longitude': '-73.91631154436853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-18T10:04:40.000,,,,,,,
58831331,2023-09-16T16:18:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10466,2128 PITMAN AVENUE,PITMAN AVENUE,MONTICELLO AVENUE,MUNDY LANE,MONTICELLO AVENUE,MUNDY LANE,ADDRESS,BRONX,PITMAN AVENUE,Closed,12 BRONX,2050310003,BRONX,1028410,266390,PHONE,Unspecified,BRONX,40.89774217699817,-73.84026519682405,"{'latitude': '40.89774217699817', 'longitude': '-73.84026519682405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T02:53:58.000,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T02:54:00.000,,,,,,,
58828852,2023-09-16T16:17:42.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11358,43-20 165 STREET,165 STREET,43 AVENUE,45 AVENUE,43 AVENUE,45 AVENUE,ADDRESS,FLUSHING,165 STREET,Closed,07 QUEENS,4054220052,QUEENS,1039252,215552,PHONE,Unspecified,QUEENS,40.75814585161926,-73.80146459854787,"{'latitude': '40.75814585161926', 'longitude': '-73.80146459854787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:58:10.000,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T12:58:15.000,,,,,,,
58831872,2023-09-16T16:17:35.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,11412,116-36 196 STREET,196 STREET,,,,,ADDRESS,SAINT ALBANS,,Open,12 QUEENS,4110670057,QUEENS,1051819,192230,UNKNOWN,Unspecified,QUEENS,40.69404577472855,-73.75633709179488,"{'latitude': '40.69404577472855', 'longitude': '-73.75633709179488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:17:35.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-16T00:00:00.000,,,,,,,
58826545,2023-09-16T16:17:33.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10017,845 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1013197502,MANHATTAN,992367,213216,UNKNOWN,Unspecified,MANHATTAN,40.751901479787236,-73.97070362087678,"{'latitude': '40.751901479787236', 'longitude': '-73.97070362087678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-23T00:00:00.000,N/A,,,,,,
58832501,2023-09-16T16:17:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:44:04.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,,,,,,,
58833253,2023-09-16T16:17:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11209,184 MARINE AVENUE,MARINE AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,BROOKLYN,MARINE AVENUE,Closed,10 BROOKLYN,3061290048,BROOKLYN,974502,163600,ONLINE,Unspecified,BROOKLYN,40.615715271445914,-74.03511130587016,"{'latitude': '40.615715271445914', 'longitude': '-74.03511130587016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:24:31.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:24:34.000,,,,,,,
58831671,2023-09-16T16:17:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10034,,,,,WEST 207 STREET,COOPER STREET,INTERSECTION,MANHATTAN,,Closed,12 MANHATTAN,,MANHATTAN,1005899,255704,PHONE,Unspecified,MANHATTAN,40.868496405044674,-73.921726077595,"{'latitude': '40.868496405044674', 'longitude': '-73.921726077595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:00:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T15:00:00.000,N/A,,,,,,
58832996,2023-09-16T16:17:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10023,43 WEST   74 STREET,WEST   74 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,Closed,07 MANHATTAN,1011270011,MANHATTAN,990823,222752,ONLINE,Unspecified,MANHATTAN,40.77807661782291,-73.97626699603934,"{'latitude': '40.77807661782291', 'longitude': '-73.97626699603934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:00:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T10:00:00.000,N/A,,,,,,
58830411,2023-09-16T16:16:49.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11369,23-56 102 STREET,102 STREET,DITMARS BOULEVARD,24 AVENUE,DITMARS BOULEVARD,24 AVENUE,ADDRESS,EAST ELMHURST,102 STREET,Closed,03 QUEENS,4016380030,QUEENS,1020697,218923,PHONE,Unspecified,QUEENS,40.76749432621712,-73.8684223844676,"{'latitude': '40.76749432621712', 'longitude': '-73.8684223844676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:33:17.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T16:33:22.000,,,,,,,
58830427,2023-09-16T16:16:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:19:13.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:19:17.000,,,,,,,
58831242,2023-09-16T16:16:20.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11426,244-16 85 ROAD,85 ROAD,CROSS ISLAND PARKWAY,246 STREET,CROSS ISLAND PARKWAY,246 STREET,ADDRESS,BELLEROSE,85 ROAD,Closed,13 QUEENS,4086100011,QUEENS,1061200,206206,PHONE,Unspecified,QUEENS,40.73232977489131,-73.72234840867185,"{'latitude': '40.73232977489131', 'longitude': '-73.72234840867185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T14:18:33.000,NYC Parks performed the work necessary to correct the condition.,2023-11-14T14:18:37.000,,,,,,,
58835870,2023-09-16T16:15:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,610 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,05 BROOKLYN,3045860951,BROOKLYN,1020259,178329,ONLINE,Unspecified,BROOKLYN,40.65607538763192,-73.8702207279929,"{'latitude': '40.65607538763192', 'longitude': '-73.8702207279929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:38:55.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T19:38:58.000,,,,,,,
58829898,2023-09-16T16:15:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1966 1 AVENUE,1 AVENUE,EAST 101 STREET,EAST 102 STREET,EAST  101 STREET,EAST  102 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,11 MANHATTAN,1016940005,MANHATTAN,1000227,225831,PHONE,Unspecified,MANHATTAN,40.786515657816174,-73.94230483976352,"{'latitude': '40.786515657816174', 'longitude': '-73.94230483976352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T13:26:30.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T16:15:29.000,,,,,,,
58832630,2023-09-16T16:15:28.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11426,84-11 253 STREET,253 STREET,HILLSIDE AVENUE,84 DRIVE,HILLSIDE AVENUE,84 DRIVE,ADDRESS,BELLEROSE,253 STREET,Closed,13 QUEENS,4086070176,QUEENS,1063352,207381,ONLINE,Unspecified,QUEENS,40.73553585970451,-73.71456978509423,"{'latitude': '40.73553585970451', 'longitude': '-73.71456978509423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:15:28.000,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-16T16:15:28.000,,,,,,,
58829888,2023-09-16T16:15:24.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10034,560 WEST  218 STREET,WEST  218 STREET,PARK TERRACE WEST,SEAMAN AVENUE,PARK TERRACE WEST,SEAMAN AVENUE,ADDRESS,NEW YORK,WEST  218 STREET,In Progress,12 MANHATTAN,1022430378,MANHATTAN,1007210,257130,UNKNOWN,Unspecified,MANHATTAN,40.872407024531554,-73.91698115462991,"{'latitude': '40.872407024531554', 'longitude': '-73.91698115462991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58830340,2023-09-16T16:15:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,1619 BROADWAY,BROADWAY,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,05 MANHATTAN,1010210019,MANHATTAN,988591,216551,MOBILE,Unspecified,MANHATTAN,40.76105786456666,-73.98433004028819,"{'latitude': '40.76105786456666', 'longitude': '-73.98433004028819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:19:09.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:19:13.000,,,,,,,
58835991,2023-09-16T16:15:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,225 PARKSIDE AVENUE,PARKSIDE AVENUE,PARKSIDE COURT,FLATBUSH AVENUE,PARKSIDE COURT,FLATBUSH AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,Closed,09 BROOKLYN,3050260264,BROOKLYN,995264,178090,ONLINE,Unspecified,BROOKLYN,40.65548575094419,-73.96030504056489,"{'latitude': '40.65548575094419', 'longitude': '-73.96030504056489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:48:50.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:48:55.000,,,,,,,
58827997,2023-09-16T16:14:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10457,168 EAST  174 STREET,EAST  174 STREET,MORRIS AVENUE,EASTBURN AVENUE,MORRIS AVENUE,EASTBURN AVENUE,ADDRESS,BRONX,EAST  174 STREET,Closed,04 BRONX,2027940042,BRONX,1009399,247078,MOBILE,Unspecified,BRONX,40.8448113498454,-73.90910388131479,"{'latitude': '40.8448113498454', 'longitude': '-73.90910388131479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:26:21.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T19:26:26.000,,,,,,,
58828817,2023-09-16T16:14:41.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226,1517 CORTELYOU ROAD,CORTELYOU ROAD,BRIGHTON LINE,EAST   16 STREET,BRIGHTON LINE,EAST   16 STREET,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,14 BROOKLYN,3051460068,BROOKLYN,994296,172997,ONLINE,Unspecified,BROOKLYN,40.6415077216208,-73.96380134157711,"{'latitude': '40.6415077216208', 'longitude': '-73.96380134157711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:55:25.000,The Department of Sanitation cleaned the location.,2023-09-20T04:55:30.000,,,,,,,
58828727,2023-09-16T16:14:25.000,DOT,Department of Transportation,Street Condition,Guard Rail - Street,Street,11101,40 AVENUE,40 AVENUE,40 AVENUE,VERNON BOULEVARD,40 AVENUE,VERNON BOULEVARD,INTERSECTION,,,Closed,01 QUEENS,,QUEENS,999257,215372,PHONE,Unspecified,QUEENS,40.75781014138824,-73.94583099900979,"{'latitude': '40.75781014138824', 'longitude': '-73.94583099900979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T06:26:43.000,The Department of Transportation has completed the request or corrected the condition.,2023-09-22T06:26:46.000,,,,,,,
58830452,2023-09-16T16:14:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,36 PROSPECT STREET,PROSPECT STREET,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,ADDRESS,BROOKLYN,PROSPECT STREET,Closed,02 BROOKLYN,,BROOKLYN,987184,194567,MOBILE,Unspecified,BROOKLYN,40.70071775155549,-73.98941855585176,"{'latitude': '40.70071775155549', 'longitude': '-73.98941855585176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:43:38.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:43:42.000,,,,,,,
58834335,2023-09-16T16:14:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10034,,,,,WEST 207 STREET,COOPER STREET,INTERSECTION,MANHATTAN,,Closed,12 MANHATTAN,,MANHATTAN,1005899,255704,PHONE,Unspecified,MANHATTAN,40.868496405044674,-73.921726077595,"{'latitude': '40.868496405044674', 'longitude': '-73.921726077595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:45:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T13:45:00.000,N/A,,,,,,
58836414,2023-09-16T16:13:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11412,104-36 196 STREET,196 STREET,,,,,ADDRESS,SAINT ALBANS,,Closed,12 QUEENS,4108910021,QUEENS,1050173,197214,PHONE,Unspecified,QUEENS,40.7077380521146,-73.76222397366303,"{'latitude': '40.7077380521146', 'longitude': '-73.76222397366303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T19:43:44.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,,,,,,,
58827198,2023-09-16T16:13:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11412,104-36 196 STREET,196 STREET,,,,,ADDRESS,SAINT ALBANS,,Closed,12 QUEENS,4108910021,QUEENS,1050173,197214,PHONE,Unspecified,QUEENS,40.7077380521146,-73.76222397366303,"{'latitude': '40.7077380521146', 'longitude': '-73.76222397366303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T19:43:45.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,,,,,,,
58836422,2023-09-16T16:13:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11412,104-36 196 STREET,196 STREET,,,,,ADDRESS,SAINT ALBANS,,Closed,12 QUEENS,4108910021,QUEENS,1050173,197214,PHONE,Unspecified,QUEENS,40.7077380521146,-73.76222397366303,"{'latitude': '40.7077380521146', 'longitude': '-73.76222397366303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T19:43:45.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,,,,,,,
