unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58914895,2023-09-24T18:32:43.000,2023-09-24T21:54:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1937 76 STREET,76 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T21:54:45.000,11 BROOKLYN,3062280059,BROOKLYN,986001,161893,MOBILE,Unspecified,BROOKLYN,40.6110350978941,-73.99369351817812,"{'latitude': '40.6110350978941', 'longitude': '-73.99369351817812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913723,2023-09-24T18:32:18.000,2023-09-30T10:54:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10453,1978 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,05 BRONX,2028680127,BRONX,1008682,250583,PHONE,Unspecified,BRONX,40.854433546491066,-73.91168256285728,"{'latitude': '40.854433546491066', 'longitude': '-73.91168256285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914859,2023-09-24T18:32:00.000,2023-09-25T12:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,601 EAST   18 STREET,EAST   18 STREET,NEWKIRK AVE,FOSTER AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:27:00.000,14 BROOKLYN,3052180039,BROOKLYN,995198,171063,ONLINE,Unspecified,BROOKLYN,40.63619823642374,-73.96055431186893,"{'latitude': '40.63619823642374', 'longitude': '-73.96055431186893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58912402,2023-09-24T18:32:00.000,2023-09-24T18:59:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11226,1053 ROGERS AVENUE,ROGERS AVENUE,BEVERLEY RD,CORTELYOU RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-24T18:59:00.000,17 BROOKLYN,3051710080,BROOKLYN,997630,174053,PHONE,Unspecified,BROOKLYN,40.64440180509439,-73.951785878151,"{'latitude': '40.64440180509439', 'longitude': '-73.951785878151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913802,2023-09-24T18:31:51.000,2023-10-10T08:44:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11217,213 BUTLER STREET,BUTLER STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,06 BROOKLYN,3004050058,BROOKLYN,987793,187842,PHONE,Unspecified,BROOKLYN,40.68225895544402,-73.98722573985148,"{'latitude': '40.68225895544402', 'longitude': '-73.98722573985148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913440,2023-09-24T18:31:45.000,2023-09-25T01:39:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,116-15 107 AVENUE,107 AVENUE,116 STREET,117 STREET,116 STREET,117 STREET,ADDRESS,SOUTH RICHMOND HILL,107 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T01:39:42.000,10 QUEENS,4095700036,QUEENS,1032627,188427,PHONE,Unspecified,QUEENS,40.683733154129584,-73.82557311565951,"{'latitude': '40.683733154129584', 'longitude': '-73.82557311565951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914812,2023-09-24T18:31:33.000,2023-09-24T18:31:33.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10032,500 WEST  170 STREET,WEST  170 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-24T00:00:00.000,12 MANHATTAN,1021260042,MANHATTAN,1001885,245739,UNKNOWN,Unspecified,MANHATTAN,40.84115439095309,-73.93626526737751,"{'latitude': '40.84115439095309', 'longitude': '-73.93626526737751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912787,2023-09-24T18:31:07.000,2023-09-24T19:00:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2500 WEBB AVENUE,WEBB AVENUE,WEST  190 STREET,WEST KINGSBRIDGE ROAD,WEST  190 STREET,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:00:53.000,07 BRONX,2032200001,BRONX,1010751,254860,ONLINE,Unspecified,BRONX,40.866166649878096,-73.90418658215627,"{'latitude': '40.866166649878096', 'longitude': '-73.90418658215627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911470,2023-09-24T18:30:39.000,2023-09-27T12:21:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,265 WEST  123 STREET,WEST  123 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-27T12:21:29.000,10 MANHATTAN,1019290001,MANHATTAN,997807,233807,MOBILE,Unspecified,MANHATTAN,40.80841164870328,-73.95102769065737,"{'latitude': '40.80841164870328', 'longitude': '-73.95102769065737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911620,2023-09-24T18:30:20.000,2023-09-24T19:44:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,45-20 161 STREET,161 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,FLUSHING,161 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:44:11.000,07 QUEENS,4054390060,QUEENS,1038115,214659,MOBILE,Unspecified,QUEENS,40.75570180042257,-73.80557585824155,"{'latitude': '40.75570180042257', 'longitude': '-73.80557585824155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910896,2023-09-24T18:29:51.000,2023-09-24T18:45:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11435,106-50 WALTHAM STREET,WALTHAM STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,WALTHAM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T18:45:33.000,12 QUEENS,4100850022,QUEENS,1038954,192053,PHONE,Unspecified,QUEENS,40.693648824433595,-73.80273127542925,"{'latitude': '40.693648824433595', 'longitude': '-73.80273127542925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915349,2023-09-24T18:29:18.000,2023-09-27T19:01:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11433,174-07 POLHEMAS AVENUE,POLHEMAS AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-27T00:00:00.000,12 QUEENS,4102430093,QUEENS,1044522,194742,ONLINE,Unspecified,QUEENS,40.70099331241355,-73.78262846256477,"{'latitude': '40.70099331241355', 'longitude': '-73.78262846256477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911994,2023-09-24T18:29:18.000,2023-09-27T19:01:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11433,174-07 POLHEMAS AVENUE,POLHEMAS AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 QUEENS,4102430093,QUEENS,1044522,194742,ONLINE,Unspecified,QUEENS,40.70099331241355,-73.78262846256477,"{'latitude': '40.70099331241355', 'longitude': '-73.78262846256477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912881,2023-09-24T18:29:17.000,2023-09-26T18:28:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10474,720 HUNTS POINT AVENUE,HUNTS POINT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,02 BRONX,2027630252,BRONX,1015695,236260,PHONE,Unspecified,BRONX,40.815098888194186,-73.88639895591905,"{'latitude': '40.815098888194186', 'longitude': '-73.88639895591905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910784,2023-09-24T18:29:00.000,2023-09-24T21:02:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,11421,91-61 85 STREET,85 STREET,91 AVE,ATLANTIC AVE,,,ADDRESS,WOODHAVEN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-24T21:02:00.000,09 QUEENS,4089790039,QUEENS,1023934,189515,ONLINE,Unspecified,QUEENS,40.68676270422832,-73.85690990614626,"{'latitude': '40.68676270422832', 'longitude': '-73.85690990614626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910475,2023-09-24T18:28:52.000,2023-09-25T20:05:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,528 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,05 BROOKLYN,3039780020,BROOKLYN,1014662,185327,PHONE,Unspecified,BROOKLYN,40.67530431979887,-73.89036116617098,"{'latitude': '40.67530431979887', 'longitude': '-73.89036116617098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916220,2023-09-24T18:28:47.000,2023-09-25T20:05:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11207,528 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,05 BROOKLYN,3039780020,BROOKLYN,1014662,185327,PHONE,Unspecified,BROOKLYN,40.67530431979887,-73.89036116617098,"{'latitude': '40.67530431979887', 'longitude': '-73.89036116617098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915368,2023-09-24T18:28:46.000,2023-10-05T08:22:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916252,2023-09-24T18:28:46.000,2023-10-05T08:22:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910400,2023-09-24T18:28:46.000,2023-10-05T08:22:18.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911239,2023-09-24T18:28:45.000,2023-10-05T08:22:17.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914533,2023-09-24T18:28:45.000,2023-10-05T08:22:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913732,2023-09-24T18:28:45.000,2023-10-05T08:22:17.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913758,2023-09-24T18:28:45.000,2023-10-05T08:22:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10454,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,01 BRONX,2022780005,BRONX,1005069,232977,ONLINE,Unspecified,BRONX,40.806119400949875,-73.92479756078947,"{'latitude': '40.806119400949875', 'longitude': '-73.92479756078947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912186,2023-09-24T18:28:44.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11103,25-43 36 STREET,36 STREET,ASTORIA BOULEVARD SOUTH,28 AVENUE,ASTORIA BOULEVARD SOUTH,28 AVENUE,ADDRESS,ASTORIA,36 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T10:05:02.000,01 QUEENS,4006520121,QUEENS,1008004,219410,ONLINE,Unspecified,QUEENS,40.76887423258219,-73.91424373026224,"{'latitude': '40.76887423258219', 'longitude': '-73.91424373026224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
