unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58800958,2023-09-13T10:56:59.000,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,10032,469 WEST  166 STREET,WEST  166 STREET,EDGECOMBE AVENUE,AMSTERDAM AVENUE,EDGECOMBE AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  166 STREET,Closed,12 MANHATTAN,1021110079,MANHATTAN,1001584,244686,ONLINE,Unspecified,MANHATTAN,40.83826480909599,-73.93735583402228,"{'latitude': '40.83826480909599', 'longitude': '-73.93735583402228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T14:09:43.000,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-06T14:09:48.000,,,
58809083,2023-09-13T10:56:47.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,11420,117-21 134 STREET,134 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,SOUTH OZONE PARK,134 STREET,Closed,10 QUEENS,4116980055,QUEENS,1038250,185904,PHONE,Unspecified,QUEENS,40.676775590146896,-73.80531925007529,"{'latitude': '40.676775590146896', 'longitude': '-73.80531925007529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:23:39.000,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-13T06:40:42.000,,,
58801010,2023-09-13T10:56:46.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804186,2023-09-13T10:56:35.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11222,55 MILTON STREET,MILTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,3025620039,BROOKLYN,995762,204904,UNKNOWN,Unspecified,BROOKLYN,40.729083340735855,-73.95846440323112,"{'latitude': '40.729083340735855', 'longitude': '-73.95846440323112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,The City has removed the graffiti from this property.,2023-09-21T07:15:27.000,N/A,,2023-10-13T10:56:35.000
58809289,2023-09-13T10:56:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:00:36.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:00:42.000,,,
58809224,2023-09-13T10:56:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11217,50 FT GREENE PLACE,FT GREENE PLACE,DEKALB AVENUE,FULTON STREET,DEKALB AVENUE,FULTON STREET,ADDRESS,BROOKLYN,FORT GREENE PLACE,Closed,02 BROOKLYN,3020970063,BROOKLYN,990674,190070,MOBILE,Unspecified,BROOKLYN,40.68837268390026,-73.97683619193552,"{'latitude': '40.68837268390026', 'longitude': '-73.97683619193552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:31:25.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:31:29.000,,,
58807629,2023-09-13T10:56:20.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11433,109-30 MERRICK BOULEVARD,MERRICK BOULEVARD,109 AVENUE,109 ROAD,109 AVENUE,109 ROAD,ADDRESS,JAMAICA,MERRICK BOULEVARD,Closed,12 QUEENS,4101880014,QUEENS,1044229,193187,ONLINE,Unspecified,QUEENS,40.69672720396508,-73.78369901345211,"{'latitude': '40.69672720396508', 'longitude': '-73.78369901345211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:20:06.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T22:26:28.000,,,
58804739,2023-09-13T10:56:02.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11436,147-02 120 AVENUE,120 AVENUE,147 STREET,SUTPHIN BOULEVARD,147 STREET,SUTPHIN BOULEVARD,ADDRESS,JAMAICA,120 AVENUE,Closed,12 QUEENS,4120450186,QUEENS,1041899,186145,ONLINE,Unspecified,QUEENS,40.67741406742275,-73.79216186498235,"{'latitude': '40.67741406742275', 'longitude': '-73.79216186498235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:35:36.000,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T11:35:43.000,,,
58806527,2023-09-13T10:56:00.000,DEP,Department of Environmental Protection,Industrial Waste,Odor In Sewer/Catch Basin (ICB),,11236,8707 SEAVIEW AVENUE,SEAVIEW AVENUE,E 87 ST,E 88 ST,,,ADDRESS,BROOKLYN,,Closed,18 BROOKLYN,3080840051,BROOKLYN,1012820,168475,PHONE,Unspecified,BROOKLYN,40.62905541955441,-73.8970731716348,"{'latitude': '40.62905541955441', 'longitude': '-73.8970731716348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:30:00.000,The Department of Environmental Protection investigated this complaint and resolved the issue during a field inspection.,2023-09-13T12:30:00.000,N/A,,
58805280,2023-09-13T10:56:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10467,,,,,BARKER AVENUE,MAGENTA STREET,INTERSECTION,BRONX,,Closed,12 BRONX,,BRONX,1020419,258211,PHONE,Unspecified,BRONX,40.8753297904217,-73.86921423013466,"{'latitude': '40.8753297904217', 'longitude': '-73.86921423013466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:12:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-13T11:12:00.000,,,
58801210,2023-09-13T10:55:58.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash Not Separated from Recycling,Sidewalk,11368,50-15 97 STREET,97 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,CORONA,97 STREET,Closed,04 QUEENS,4018890025,QUEENS,1021426,209485,PHONE,Unspecified,QUEENS,40.74158640959691,-73.86584280195659,"{'latitude': '40.74158640959691', 'longitude': '-73.86584280195659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T12:37:16.000,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T12:37:20.000,,,
58809049,2023-09-13T10:55:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,55 CHURCH STREET,CHURCH STREET,DEY STREET,FULTON STREET,DEY STREET,FULTON STREET,ADDRESS,NEW YORK,CHURCH STREET,Closed,01 MANHATTAN,1000800004,MANHATTAN,981338,198478,ONLINE,Unspecified,MANHATTAN,40.711452531399594,-74.0105037926806,"{'latitude': '40.711452531399594', 'longitude': '-74.0105037926806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:02:08.000,N/A,2023-09-13T12:02:13.000,,,
58804716,2023-09-13T10:55:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11224,1711 NEPTUNE AVENUE,NEPTUNE AVENUE,CROPSEY AVENUE,WEST   19 STREET,CROPSEY AVENUE,WEST   19 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,13 BROOKLYN,3069940001,BROOKLYN,988303,150194,MOBILE,Unspecified,BROOKLYN,40.57892294467054,-73.98540954786047,"{'latitude': '40.57892294467054', 'longitude': '-73.98540954786047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:11:26.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T11:11:30.000,,,
58803209,2023-09-13T10:55:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11375,63-10 108 STREET,108 STREET,,,,,ADDRESS,FOREST HILLS,,Closed,06 QUEENS,4021460028,QUEENS,1025676,206981,PHONE,Unspecified,QUEENS,40.734694673156454,-73.85052125577377,"{'latitude': '40.734694673156454', 'longitude': '-73.85052125577377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T06:49:08.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,,,
58808055,2023-09-13T10:55:26.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,11367,147-18 76 AVENUE,76 AVENUE,,,,,ADDRESS,FLUSHING,,Closed,08 QUEENS,4066850010,QUEENS,1035029,202932,UNKNOWN,Unspecified,QUEENS,40.72353242929194,-73.8168031747406,"{'latitude': '40.72353242929194', 'longitude': '-73.8168031747406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,,,
58800776,2023-09-13T10:55:26.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:03:18.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:03:22.000,,,
58809071,2023-09-13T10:55:22.000,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,10452,111 EAST  167 STREET,EAST  167 STREET,WALTON AVENUE,GRANDVIEW PLACE,WALTON AVENUE,GRANDVIEW PLACE,ADDRESS,BRONX,EAST  167 STREET,In Progress,04 BRONX,2024650001,BRONX,1006666,243485,ONLINE,Unspecified,BRONX,40.83495697580305,-73.91899377588028,"{'latitude': '40.83495697580305', 'longitude': '-73.91899377588028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The lot you reported isn't vacant because it contains an occupied structure. The Department of Sanitation (DSNY) will refer your complaint to their enforcement division for further action.,2023-09-14T12:13:06.000,,,
58802913,2023-09-13T10:55:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11694,214 BEACH  134 STREET,BEACH  134 STREET,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  134 STREET,Closed,14 QUEENS,4162670053,QUEENS,1025299,148719,PHONE,Unspecified,QUEENS,40.57478025599249,-73.85223621892818,"{'latitude': '40.57478025599249', 'longitude': '-73.85223621892818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:39:24.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T11:39:28.000,,,
58802230,2023-09-13T10:55:01.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11004,80-64 265 STREET,265 STREET,80 AVENUE,81 AVENUE,80 AVENUE,81 AVENUE,ADDRESS,GLEN OAKS,265 STREET,In Progress,13 QUEENS,4087200068,QUEENS,1065683,210726,PHONE,Unspecified,QUEENS,40.744695847232975,-73.70611821551829,"{'latitude': '40.744695847232975', 'longitude': '-73.70611821551829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-14T09:44:49.000,,,
58808970,2023-09-13T10:55:00.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10308,368 BROOKFIELD AVENUE,BROOKFIELD AVENUE,GURLEY AVENUE,ARTHUR KILL ROAD,GURLEY AVENUE,ARTHUR KILL ROAD,ADDRESS,STATEN ISLAND,BROOKFIELD AVENUE,Closed,03 STATEN ISLAND,5054590023,STATEN ISLAND,939908,143562,ONLINE,Unspecified,STATEN ISLAND,40.56060945847619,-74.15958372454394,"{'latitude': '40.56060945847619', 'longitude': '-74.15958372454394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:00:15.000,The Department of Sanitation collected the requested items.,2023-09-15T12:33:35.000,,,
58800326,2023-09-13T10:54:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2027 EAST   63 STREET,EAST   63 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   63 STREET,Closed,18 BROOKLYN,3084060067,BROOKLYN,1008034,164093,PHONE,Unspecified,BROOKLYN,40.61704189396579,-73.91433073387482,"{'latitude': '40.61704189396579', 'longitude': '-73.91433073387482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:19:30.000,The Police Department issued a summons in response to the complaint.,2023-09-13T11:19:35.000,,,
58810160,2023-09-13T10:54:53.000,DOT,Department of Transportation,Street Condition,Line/Marking - After Repaving,Street,10468,MOSHOLU PARKWAY,MOSHOLU PARKWAY,MOSHOLU PARKWAY,WEST GUN HILL ROAD,MOSHOLU PARKWAY,WEST GUN HILL ROAD,INTERSECTION,,,Closed,07 BRONX,,BRONX,1015482,261490,PHONE,Unspecified,BRONX,40.88434847048456,-73.88705093044119,"{'latitude': '40.88434847048456', 'longitude': '-73.88705093044119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T15:42:56.000,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T15:43:00.000,,,
58806790,2023-09-13T10:54:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1717 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,HOLMES LANE,AVENUE L,HOLMES LANE,AVENUE L,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,Closed,18 BROOKLYN,3082430024,BROOKLYN,1013105,172283,PHONE,Unspecified,BROOKLYN,40.63950663988327,-73.89603014322886,"{'latitude': '40.63950663988327', 'longitude': '-73.89603014322886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:07:13.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T11:07:17.000,,,
58807454,2023-09-13T10:54:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11691,9-01 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH    9 STREET,HEYSON ROAD,BEACH    9 STREET,HEYSON ROAD,ADDRESS,FAR ROCKAWAY,SEAGIRT BOULEVARD,In Progress,14 QUEENS,4156490001,QUEENS,1055255,156671,PHONE,Unspecified,QUEENS,40.596417514917285,-73.7443207609956,"{'latitude': '40.596417514917285', 'longitude': '-73.7443207609956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,An inspection is currently in progress to determine whether the reported condition requires further action.,2023-10-03T12:43:00.000,,,
58810285,2023-09-13T10:54:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,351 BARBEY STREET,BARBEY STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,BARBEY STREET,Closed,05 BROOKLYN,,BROOKLYN,1015357,184896,ONLINE,Unspecified,BROOKLYN,40.67411890785429,-73.88785760139442,"{'latitude': '40.67411890785429', 'longitude': '-73.88785760139442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:59:24.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T20:55:28.000,,,
58804552,2023-09-13T10:54:27.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10027,2185 ADAM C POWELL JR BOULEVARD,ADAM C POWELL JR BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1019147503,MANHATTAN,999096,234984,PHONE,Unspecified,MANHATTAN,40.811640114559886,-73.94636879991056,"{'latitude': '40.811640114559886', 'longitude': '-73.94636879991056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T17:02:45.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,,,
