unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58870383,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,133 AVENUE,133 AVENUE,INTERSECTION,,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58866487,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11362,55-21 260 STREET,260 STREET,NASSAU BOULEVARD,HORACE HARDING EXPRESSWAY,,,ADDRESS,LITTLE NECK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,11 QUEENS,,QUEENS,1060821,218321,PHONE,Unspecified,QUEENS,40.76558552117669,-73.72357796856537,"{'latitude': '40.76558552117669', 'longitude': '-73.72357796856537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868381,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11105,19-40 42 STREET,42 STREET,19 AVENUE,20 AVENUE,,,ADDRESS,ASTORIA,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-19T12:00:00.000,01 QUEENS,4008000010,QUEENS,1012233,222181,PHONE,Unspecified,QUEENS,40.776467522909115,-73.89896474347637,"{'latitude': '40.776467522909115', 'longitude': '-73.89896474347637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58862626,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,97 STREET,97 STREET,INTERSECTION,,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58851309,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,740 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-19T12:00:00.000,09 BROOKLYN,3014260040,BROOKLYN,1001488,181117,PHONE,Unspecified,BROOKLYN,40.66378426870688,-73.93786572797629,"{'latitude': '40.66378426870688', 'longitude': '-73.93786572797629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58864581,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11225,489 EMPIRE BOULEVARD,EMPIRE BOULEVARD,NEW YORK AVENUE,BROOKLYN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,09 BROOKLYN,3013100051,BROOKLYN,999178,181266,PHONE,Unspecified,BROOKLYN,40.66419743666786,-73.94619177755136,"{'latitude': '40.66419743666786', 'longitude': '-73.94619177755136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58866480,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,139-37 87 AVENUE,87 AVENUE,139 STREET,143 STREET,,,ADDRESS,JAMAICA,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,08 QUEENS,4097080067,QUEENS,1035655,196861,PHONE,Unspecified,QUEENS,40.706865407828545,-73.81459110260387,"{'latitude': '40.706865407828545', 'longitude': '-73.81459110260387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868389,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10453,2119 JEROME AVENUE,JEROME AVENUE,EAST BURNSIDE AVENUE,EAST 181 STREET,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-19T12:00:00.000,05 BRONX,,BRONX,1010193,250818,PHONE,Unspecified,BRONX,40.85507424041616,-73.90621965486393,"{'latitude': '40.85507424041616', 'longitude': '-73.90621965486393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58864586,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,3909 DE REIMER AVENUE,DE REIMER AVENUE,EAST 233 STREET,STRANG AVENUE,,,ADDRESS,BRONX,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,12 BRONX,,BRONX,1028156,263177,PHONE,Unspecified,BRONX,40.88892479372322,-73.84120502748242,"{'latitude': '40.88892479372322', 'longitude': '-73.84120502748242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868383,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10304,87 THOMPSON STREET,THOMPSON STREET,BAY STREET,WRIGHT STREET,,,ADDRESS,STATEN ISLAND,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,01 STATEN ISLAND,5005240050,STATEN ISLAND,962921,167307,PHONE,Unspecified,STATEN ISLAND,40.62586990020801,-74.07683658798781,"{'latitude': '40.62586990020801', 'longitude': '-74.07683658798781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58860651,2023-09-19T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,113 AVENUE,113 AVENUE,INTERSECTION,,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-27T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58862621,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,2205 UTICA AVENUE,UTICA AVENUE,AVENUE N,AVENUE O,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-19T12:00:00.000,18 BROOKLYN,3078950027,BROOKLYN,1004585,164398,PHONE,Unspecified,BROOKLYN,40.61788764253367,-73.92675300518444,"{'latitude': '40.61788764253367', 'longitude': '-73.92675300518444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868403,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11209,615 85 STREET,85 STREET,FORT HAMILTON PARKWAY,DEAD END,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,10 BROOKLYN,3060280087,BROOKLYN,977741,165454,PHONE,Unspecified,BROOKLYN,40.62080708771182,-74.02344654499221,"{'latitude': '40.62080708771182', 'longitude': '-74.02344654499221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866478,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10460,1526 BEACH AVENUE,BEACH AVENUE,MANSION STREET,GUERLAIN STREET,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862637,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11366,158-50 75 AVENUE,75 AVENUE,PARSONS BOULEVARD,160 STREET,,,ADDRESS,FRESH MEADOWS,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,08 QUEENS,4068230024,QUEENS,1037001,204052,PHONE,Unspecified,QUEENS,40.7265950105624,-73.80967997789038,"{'latitude': '40.7265950105624', 'longitude': '-73.80967997789038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858702,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11369,25-76 100 STREET,100 STREET,MCINTOSH STREET,KEARNEY STREET,,,ADDRESS,EAST ELMHURST,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-19T12:00:00.000,03 QUEENS,4013730045,QUEENS,1020362,217510,PHONE,Unspecified,QUEENS,40.76361738563288,-73.86963936027401,"{'latitude': '40.76361738563288', 'longitude': '-73.86963936027401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866484,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10301,70 VAN BUREN STREET,VAN BUREN STREET,YORK AVENUE,MINERVA PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,01 STATEN ISLAND,5000610038,STATEN ISLAND,958960,174326,PHONE,Unspecified,STATEN ISLAND,40.64512512975129,-74.09113217626334,"{'latitude': '40.64512512975129', 'longitude': '-74.09113217626334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58870382,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11214,8812 19 AVENUE,19 AVENUE,BATH AVENUE,CROPSEY AVENUE,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-19T12:00:00.000,11 BROOKLYN,3064380053,BROOKLYN,982935,158540,PHONE,Unspecified,BROOKLYN,40.60183187360372,-74.00473551140367,"{'latitude': '40.60183187360372', 'longitude': '-74.00473551140367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860643,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,3909 DE REIMER AVENUE,DE REIMER AVENUE,EAST 233 STREET,STRANG AVENUE,,,ADDRESS,BRONX,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,12 BRONX,,BRONX,1028156,263177,PHONE,Unspecified,BRONX,40.88892479372322,-73.84120502748242,"{'latitude': '40.88892479372322', 'longitude': '-73.84120502748242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858717,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,382 RALPH AVENUE,RALPH AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,08 BROOKLYN,3013440129,BROOKLYN,1005903,185523,PHONE,Unspecified,BROOKLYN,40.67586805306519,-73.92193774068596,"{'latitude': '40.67586805306519', 'longitude': '-73.92193774068596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58862638,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,3909 DE REIMER AVENUE,DE REIMER AVENUE,EAST 233 STREET,STRANG AVENUE,,,ADDRESS,BRONX,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,12 BRONX,,BRONX,1028156,263177,PHONE,Unspecified,BRONX,40.88892479372322,-73.84120502748242,"{'latitude': '40.88892479372322', 'longitude': '-73.84120502748242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862643,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,2016 CONTINENTAL AVENUE,CONTINENTAL AVENUE,EAST 194 STREET,EAST 196 STREET,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,10 BRONX,2042470008,BRONX,1031322,249949,PHONE,Unspecified,BRONX,40.852601729667825,-73.8298475025549,"{'latitude': '40.852601729667825', 'longitude': '-73.8298475025549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862623,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11369,22-22 98 STREET,98 STREET,22 DRIVE,23 AVENUE,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,03 QUEENS,4010740016,QUEENS,1019508,219735,PHONE,Unspecified,QUEENS,40.76972787496712,-73.8727105373471,"{'latitude': '40.76972787496712', 'longitude': '-73.8727105373471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858721,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11230,1381 EAST    8 STREET,EAST    8 STREET,AVENUE M,RODER AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,12 BROOKLYN,3065710055,BROOKLYN,993596,163564,PHONE,Unspecified,BROOKLYN,40.61561689205831,-73.9663367069831,"{'latitude': '40.61561689205831', 'longitude': '-73.9663367069831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58862624,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,442 EAST  183 STREET,EAST  183 STREET,PARK AVENUE,WASHINGTON AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,06 BRONX,2030380016,BRONX,1013552,251024,PHONE,Unspecified,BRONX,40.85562913933367,-73.89407644666576,"{'latitude': '40.85562913933367', 'longitude': '-73.89407644666576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858713,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,73-34 52 ROAD,52 ROAD,73 STREET,74 STREET,,,ADDRESS,MASPETH,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,05 QUEENS,4024870022,QUEENS,1014853,206445,PHONE,Unspecified,QUEENS,40.73326755638747,-73.88957661787076,"{'latitude': '40.73326755638747', 'longitude': '-73.88957661787076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868402,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,1174 EAST   42 STREET,EAST   42 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,18 BROOKLYN,3077890060,BROOKLYN,1002177,167487,PHONE,Unspecified,BROOKLYN,40.62637149977482,-73.93541845312767,"{'latitude': '40.62637149977482', 'longitude': '-73.93541845312767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58851316,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11225,437 KINGSTON AVENUE,KINGSTON AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,09 BROOKLYN,3013260015,BROOKLYN,1000145,181149,PHONE,Unspecified,BROOKLYN,40.66387461445913,-73.9427064868849,"{'latitude': '40.66387461445913', 'longitude': '-73.9427064868849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
