unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58907020,2023-09-23T21:20:25.000,2023-09-23T21:41:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:41:17.000,09 MANHATTAN,MANHATTAN,999473,238485,ONLINE,Unspecified,MANHATTAN,,,40.82124873464926,-73.94499894602534,"{'latitude': '40.82124873464926', 'longitude': '-73.94499894602534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10030,139 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,1020510014,,,
58907177,2023-09-23T21:20:22.000,2023-09-24T03:17:47.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T03:17:53.000,05 QUEENS,QUEENS,1009855,194081,MOBILE,Unspecified,QUEENS,,,40.69934723814275,-73.90765768329265,"{'latitude': '40.69934723814275', 'longitude': '-73.90765768329265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11385,1652 PUTNAM AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,PUTNAM AVENUE,4035460035,,,
58906054,2023-09-23T21:20:20.000,2023-09-25T09:50:27.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T09:50:30.000,02 BROOKLYN,BROOKLYN,993085,189911,UNKNOWN,Unspecified,BROOKLYN,,,40.68793418710443,-73.96814276143328,"{'latitude': '40.68793418710443', 'longitude': '-73.96814276143328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11238,210 LAFAYETTE AVENUE,LAFAYETTE AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,3019430016,,,
58905645,2023-09-23T21:20:12.000,2023-09-23T22:16:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:16:41.000,05 QUEENS,QUEENS,1018243,205030,MOBILE,Unspecified,QUEENS,,,40.72937135302886,-73.87735180231536,"{'latitude': '40.72937135302886', 'longitude': '-73.87735180231536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11379,84-06 58 AVENUE,58 AVENUE,84 STREET,84 PLACE,84 STREET,84 PLACE,ADDRESS,MIDDLE VILLAGE,58 AVENUE,4028980048,,,
58909603,2023-09-23T21:20:10.000,2023-09-23T21:41:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:41:17.000,02 MANHATTAN,MANHATTAN,982697,206635,ONLINE,Unspecified,MANHATTAN,,,40.73384186626859,-74.00560366451603,"{'latitude': '40.73384186626859', 'longitude': '-74.00560366451603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10014,240 WEST   10 STREET,WEST   10 STREET,BLEECKER STREET,HUDSON STREET,BLEECKER STREET,HUDSON STREET,ADDRESS,NEW YORK,WEST   10 STREET,1006190015,,,
58905768,2023-09-23T21:20:09.000,2023-09-23T21:27:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:27:30.000,02 MANHATTAN,MANHATTAN,985672,204464,ONLINE,Unspecified,MANHATTAN,,,40.72788302506925,-73.99486947945023,"{'latitude': '40.72788302506925', 'longitude': '-73.99486947945023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10012,1 WEST    3 STREET,WEST    3 STREET,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,ADDRESS,NEW YORK,WEST    3 STREET,1005357501,,,
58909455,2023-09-23T21:20:01.000,2023-09-23T22:04:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:04:30.000,04 MANHATTAN,MANHATTAN,983291,213884,MOBILE,Unspecified,MANHATTAN,,,40.753738644046045,-74.00346137759195,"{'latitude': '40.753738644046045', 'longitude': '-74.00346137759195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10001,15 HUDSON YARDS,HUDSON YARDS,HIGH LINE,WEST   33 STREET,HIGH LINE,WEST   33 STREET,ADDRESS,NEW YORK,HUDSON YARDS,1007027502,,,
58908849,2023-09-23T21:20:00.000,2023-09-25T12:14:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,Closed,,2023-09-25T12:14:00.000,08 MANHATTAN,MANHATTAN,994214,217537,ONLINE,Unspecified,MANHATTAN,,,40.76375963167554,-73.96403091090507,"{'latitude': '40.76375963167554', 'longitude': '-73.96403091090507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10065,225 EAST   63 STREET,EAST   63 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,1014180011,N/A,,
58905659,2023-09-23T21:19:59.000,2023-09-24T01:39:52.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:39:57.000,13 QUEENS,QUEENS,1055404,179729,PHONE,Unspecified,QUEENS,,,40.65970540215212,-73.74354115274319,"{'latitude': '40.65970540215212', 'longitude': '-73.74354115274319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11422,BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,NEWHALL AVENUE,BROOKVILLE BOULEVARD,NEWHALL AVENUE,INTERSECTION,,,,,,
58907934,2023-09-23T21:19:23.000,2023-09-23T22:14:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:14:13.000,08 QUEENS,QUEENS,1043158,199445,MOBILE,Unspecified,QUEENS,,,40.713911083213944,-73.7875065770043,"{'latitude': '40.713911083213944', 'longitude': '-73.7875065770043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11432,175-39 DALNY ROAD,DALNY ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,ADDRESS,JAMAICA,DALNY ROAD,4098840001,,,
58908945,2023-09-23T21:19:21.000,2023-09-23T21:43:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:43:20.000,03 QUEENS,QUEENS,1023440,214937,PHONE,Unspecified,QUEENS,,,40.756542060940994,-73.8585431117212,"{'latitude': '40.756542060940994', 'longitude': '-73.8585431117212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,110-20 34 AVENUE,34 AVENUE,110 STREET,111 STREET,110 STREET,111 STREET,ADDRESS,CORONA,34 AVENUE,4017540011,,,
58907866,2023-09-23T21:19:09.000,2023-09-23T22:33:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T22:33:26.000,18 BROOKLYN,BROOKLYN,1008809,171878,ONLINE,Unspecified,BROOKLYN,,,40.638407955711024,-73.91151088177497,"{'latitude': '40.638407955711024', 'longitude': '-73.91151088177497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11236,716 EAST   84 STREET,EAST   84 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   84 STREET,3080040043,,,
58907029,2023-09-23T21:19:07.000,2023-11-27T14:49:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-11-27T00:00:00.000,01 BROOKLYN,BROOKLYN,997514,197972,ONLINE,Unspecified,BROOKLYN,,,40.710054218660744,-73.95215680286158,"{'latitude': '40.710054218660744', 'longitude': '-73.95215680286158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11211,381 HOOPER STREET,HOOPER STREET,,,,,ADDRESS,BROOKLYN,,3024120019,,,
58906534,2023-09-23T21:19:07.000,2023-10-29T02:01:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-29T00:00:00.000,01 BROOKLYN,BROOKLYN,997514,197972,ONLINE,Unspecified,BROOKLYN,,,40.710054218660744,-73.95215680286158,"{'latitude': '40.710054218660744', 'longitude': '-73.95215680286158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11211,381 HOOPER STREET,HOOPER STREET,,,,,ADDRESS,BROOKLYN,,3024120019,,,
58906581,2023-09-23T21:19:07.000,2023-11-27T14:49:59.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-11-27T00:00:00.000,01 BROOKLYN,BROOKLYN,997514,197972,ONLINE,Unspecified,BROOKLYN,,,40.710054218660744,-73.95215680286158,"{'latitude': '40.710054218660744', 'longitude': '-73.95215680286158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11211,381 HOOPER STREET,HOOPER STREET,,,,,ADDRESS,BROOKLYN,,3024120019,,,
58907632,2023-09-23T21:19:07.000,2023-11-27T09:27:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-27T00:00:00.000,08 BROOKLYN,BROOKLYN,994302,184744,PHONE,Unspecified,BROOKLYN,,,40.67375064817118,-73.9637622113752,"{'latitude': '40.67375064817118', 'longitude': '-73.9637622113752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11238,446 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,3011760042,,,
58905709,2023-09-23T21:18:52.000,2023-09-23T22:08:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:08:48.000,18 BROOKLYN,BROOKLYN,1005649,164538,MOBILE,Unspecified,BROOKLYN,,,40.618269407403005,-73.92292001838193,"{'latitude': '40.618269407403005', 'longitude': '-73.92292001838193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11234,1608 EAST   54 STREET,EAST   54 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   54 STREET,3078980059,,,
58908361,2023-09-23T21:18:43.000,2023-09-23T22:09:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:10:01.000,07 QUEENS,QUEENS,1024472,225151,MOBILE,Unspecified,QUEENS,,,40.78457215603363,-73.85475696982704,"{'latitude': '40.78457215603363', 'longitude': '-73.85475696982704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11356,112-19 14 ROAD,14 ROAD,112 STREET,113 STREET,112 STREET,113 STREET,ADDRESS,COLLEGE POINT,14 ROAD,4040470014,,,
58907898,2023-09-23T21:18:20.000,2023-09-23T21:55:48.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T21:55:52.000,05 MANHATTAN,MANHATTAN,988987,216738,MOBILE,Unspecified,MANHATTAN,,,40.76157092822629,-73.98290044436438,"{'latitude': '40.76157092822629', 'longitude': '-73.98290044436438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10019,777 7 AVENUE,7 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,7 AVENUE,1010037501,,,
58909289,2023-09-23T21:17:47.000,2023-09-24T11:16:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-24T11:16:58.000,12 BROOKLYN,BROOKLYN,994084,162002,PHONE,Unspecified,BROOKLYN,,,40.61132899649616,-73.96458125819122,"{'latitude': '40.61132899649616', 'longitude': '-73.96458125819122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11230,1535 EAST    9 STREET,EAST    9 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST    9 STREET,,,,
58909456,2023-09-23T21:17:31.000,2023-09-23T22:32:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T22:33:01.000,08 BRONX,BRONX,1008426,258732,PHONE,Unspecified,BRONX,,,40.87680077226638,-73.91257855968743,"{'latitude': '40.87680077226638', 'longitude': '-73.91257855968743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10463,104 TERRACE VIEW AVENUE,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,ADDRESS,BRONX,TERRACE VIEW AVENUE,1022150237,,,
58906266,2023-09-23T21:17:05.000,2023-09-23T21:23:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-23T21:23:27.000,04 BRONX,BRONX,1008388,243057,PHONE,Unspecified,BRONX,,,40.83377770122035,-73.91277241146825,"{'latitude': '40.83377770122035', 'longitude': '-73.91277241146825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10456,1230 COLLEGE AVENUE,COLLEGE AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,COLLEGE AVENUE,2024360004,,,
58906650,2023-09-23T21:17:02.000,2023-09-24T04:38:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T04:38:29.000,10 QUEENS,QUEENS,1035667,190793,ONLINE,Unspecified,QUEENS,,,40.690210130279596,-73.81459414451555,"{'latitude': '40.690210130279596', 'longitude': '-73.81459414451555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11419,131-23 LIBERTY AVENUE,LIBERTY AVENUE,131 STREET,132 STREET,131 STREET,132 STREET,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,4095680040,,,
58905657,2023-09-23T21:16:57.000,2023-09-23T21:40:56.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:41:00.000,12 BROOKLYN,BROOKLYN,993637,165078,MOBILE,Unspecified,BROOKLYN,,,40.61977246423339,-73.96618692438562,"{'latitude': '40.61977246423339', 'longitude': '-73.96618692438562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11230,AVENUE L,AVENUE L,AVENUE L,EAST    9 STREET,AVENUE L,EAST    9 STREET,INTERSECTION,,,,,,
58909554,2023-09-23T21:16:39.000,2023-09-23T21:38:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:38:05.000,12 QUEENS,QUEENS,1044484,191060,ONLINE,Unspecified,QUEENS,,,40.69088736737928,-73.7827984356324,"{'latitude': '40.69088736737928', 'longitude': '-73.7827984356324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11433,112-25 167 STREET,167 STREET,SAYRES AVENUE,LINDEN BOULEVARD,SAYRES AVENUE,LINDEN BOULEVARD,ADDRESS,JAMAICA,167 STREET,4123230036,,,
58906682,2023-09-23T21:16:28.000,2023-09-23T22:37:26.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,Closed,The Police Department visited the location and no Encampment was found.,2023-09-23T22:37:31.000,01 BROOKLYN,BROOKLYN,994313,201044,MOBILE,Unspecified,BROOKLYN,,,40.71849034402113,-73.96369820402633,"{'latitude': '40.71849034402113', 'longitude': '-73.96369820402633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11249,184 KENT AVENUE,KENT AVENUE,NORTH    4 PLACE,NORTH    3 STREET,NORTH    4 PLACE,NORTH    3 STREET,ADDRESS,BROOKLYN,KENT AVENUE,3023487501,,,
58907306,2023-09-23T21:16:26.000,2023-09-23T22:29:22.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T22:29:26.000,18 BROOKLYN,BROOKLYN,1001022,165262,MOBILE,Unspecified,BROOKLYN,,,40.620266603500355,-73.93958483717412,"{'latitude': '40.620266603500355', 'longitude': '-73.93958483717412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11234,3615 AVENUE M,AVENUE M,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,BROOKLYN,AVENUE M,3076540005,,,
58907293,2023-09-23T21:16:24.000,2023-09-23T21:51:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:51:52.000,01 QUEENS,QUEENS,1010310,220506,MOBILE,Unspecified,QUEENS,,,40.77187596820509,-73.90591440622042,"{'latitude': '40.77187596820509', 'longitude': '-73.90591440622042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11105,22-16 41 STREET,41 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,ASTORIA,41 STREET,4007950039,,,
