unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
59456727,2023-09-29T21:12:44.000,2023-09-30T09:45:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11377,34-06 60 STREET,60 STREET,34 AVENUE,BROADWAY,34 AVENUE,BROADWAY,ADDRESS,WOODSIDE,60 STREET,Closed,,2023-09-30T09:45:00.000,02 QUEENS,4011870003,QUEENS,1011367,213160,ONLINE,Unspecified,QUEENS,40.75170991970548,-73.90212790702302,"{'latitude': '40.75170991970548', 'longitude': '-73.90212790702302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957798,2023-09-29T21:12:43.000,2023-09-29T22:17:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11368,108-36 47 AVENUE,47 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,47 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T22:17:04.000,04 QUEENS,4020030019,QUEENS,1024296,211438,ONLINE,Unspecified,QUEENS,40.74693436875033,-73.85547421011303,"{'latitude': '40.74693436875033', 'longitude': '-73.85547421011303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962339,2023-09-29T21:12:39.000,2023-09-29T22:23:50.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11207,291 SCHENCK AVENUE,SCHENCK AVENUE,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,SCHENCK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T22:23:53.000,05 BROOKLYN,3039960006,BROOKLYN,1015123,184763,ONLINE,Unspecified,BROOKLYN,40.673754672198065,-73.88870179219886,"{'latitude': '40.673754672198065', 'longitude': '-73.88870179219886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442059,2023-09-29T21:12:38.000,2023-09-30T13:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10469,1055 EAST  221 STREET,EAST  221 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,ADDRESS,BRONX,EAST  221 STREET,Closed,,2023-09-30T13:00:00.000,12 BRONX,2047040002,BRONX,1025093,260611,ONLINE,Unspecified,BRONX,40.8818966461096,-73.85229861588529,"{'latitude': '40.8818966461096', 'longitude': '-73.85229861588529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959512,2023-09-29T21:12:20.000,2023-09-29T21:28:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,1304 NEW YORK AVENUE,NEW YORK AVENUE,AVENUE D,NEWKIRK AVENUE,AVENUE D,NEWKIRK AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:28:52.000,17 BROOKLYN,3049660009,BROOKLYN,999341,172807,ONLINE,Unspecified,BROOKLYN,40.64097905330325,-73.94562316884729,"{'latitude': '40.64097905330325', 'longitude': '-73.94562316884729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59455324,2023-09-29T21:12:15.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Public Area,10457,4196 PARK AVENUE,PARK AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,PARK AVENUE,Closed,,2023-10-01T00:00:00.000,06 BRONX,2029090012,BRONX,1012028,247941,PHONE,Unspecified,BRONX,40.84717215065373,-73.89959831026405,"{'latitude': '40.84717215065373', 'longitude': '-73.89959831026405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962897,2023-09-29T21:12:14.000,2023-10-07T17:36:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958613,2023-09-29T21:12:14.000,2023-10-07T17:36:34.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961298,2023-09-29T21:12:14.000,2023-10-07T17:36:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956704,2023-09-29T21:12:14.000,2023-10-07T17:36:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959839,2023-09-29T21:12:14.000,2023-10-07T17:36:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959668,2023-09-29T21:12:14.000,2023-10-07T17:36:34.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,93 HAMILTON PLACE,HAMILTON PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446284,2023-09-29T21:12:11.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10457,4196 PARK AVENUE,PARK AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,PARK AVENUE,Closed,,2023-10-01T00:00:00.000,06 BRONX,2029090012,BRONX,1012028,247941,PHONE,Unspecified,BRONX,40.84717215065373,-73.89959831026405,"{'latitude': '40.84717215065373', 'longitude': '-73.89959831026405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961161,2023-09-29T21:12:11.000,2023-10-12T17:35:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463,3011 HEATH AVENUE,HEATH AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,08 BRONX,2032600064,BRONX,1011090,258495,PHONE,Unspecified,BRONX,40.876142581624165,-73.90294637982645,"{'latitude': '40.876142581624165', 'longitude': '-73.90294637982645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974556,2023-09-29T21:12:08.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,10471,5441 PALISADE AVENUE,PALISADE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-16T00:00:00.000,08 BRONX,2059330012,BRONX,1008543,268820,UNKNOWN,Unspecified,BRONX,40.90448880936259,-73.91211888617086,"{'latitude': '40.90448880936259', 'longitude': '-73.91211888617086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962371,2023-09-29T21:11:58.000,2023-09-29T21:35:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10024,24 WEST   91 STREET,WEST   91 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   91 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:35:12.000,07 MANHATTAN,1012040021,MANHATTAN,993120,226685,ONLINE,Unspecified,MANHATTAN,40.788869649421564,-73.96796807036348,"{'latitude': '40.788869649421564', 'longitude': '-73.96796807036348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959802,2023-09-29T21:11:58.000,2023-10-23T09:52:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956954,2023-09-29T21:11:58.000,2023-10-23T09:52:23.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962933,2023-09-29T21:11:57.000,2023-10-06T10:46:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10452,972 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,04 BRONX,2025070007,BRONX,1004041,242400,ONLINE,Unspecified,BRONX,40.83198523702502,-73.92848311362471,"{'latitude': '40.83198523702502', 'longitude': '-73.92848311362471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956448,2023-09-29T21:11:51.000,2023-09-29T21:37:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,117 NORTH OXFORD WALK,NORTH OXFORD WALK,PARK AVENUE,UNNAMED STREET,PARK AVENUE,UNNAMED STREET,ADDRESS,BROOKLYN,NORTH OXFORD WALK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T21:37:57.000,02 BROOKLYN,3020410001,BROOKLYN,991170,192363,PHONE,Unspecified,BROOKLYN,40.69466606570996,-73.97504534830813,"{'latitude': '40.69466606570996', 'longitude': '-73.97504534830813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968133,2023-09-29T21:11:37.000,2023-10-03T12:33:49.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11213,954 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T12:17:37.000,09 BROOKLYN,3013940039,BROOKLYN,1001706,183059,MOBILE,Unspecified,BROOKLYN,40.66911419845992,-73.9370749201305,"{'latitude': '40.66911419845992', 'longitude': '-73.9370749201305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962553,2023-09-29T21:11:33.000,2023-09-29T22:23:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1265 GERARD AVENUE,GERARD AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T22:23:44.000,04 BRONX,2024890054,BRONX,1006494,244079,ONLINE,Unspecified,BRONX,40.836587768244534,-73.91961337374968,"{'latitude': '40.836587768244534', 'longitude': '-73.91961337374968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446549,2023-09-29T21:11:07.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10031,93 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59444927,2023-09-29T21:11:07.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10031,93 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452761,2023-09-29T21:11:07.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10031,93 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439806,2023-09-29T21:11:06.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10031,93 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58955852,2023-09-29T21:11:00.000,2023-10-01T17:10:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11203,,,,,RUTLAND ROAD,EAST 46 STREET,INTERSECTION,BROOKLYN,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-01T17:10:00.000,09 BROOKLYN,,BROOKLYN,1002228,179869,PHONE,Unspecified,BROOKLYN,40.66035731370145,-73.93520173078407,"{'latitude': '40.66035731370145', 'longitude': '-73.93520173078407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59441498,2023-09-29T21:11:00.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10031,93 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,,2023-10-07T00:00:00.000,09 MANHATTAN,1020730025,MANHATTAN,998004,239204,PHONE,Unspecified,MANHATTAN,40.823224595372906,-73.95030500233685,"{'latitude': '40.823224595372906', 'longitude': '-73.95030500233685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445472,2023-09-29T21:10:52.000,2023-09-30T13:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11413,146-31 232 STREET,232 STREET,146 AVENUE,147 AVENUE,146 AVENUE,147 AVENUE,ADDRESS,SPRINGFIELD GARDENS,232 STREET,Closed,,2023-09-30T13:15:00.000,13 QUEENS,4135380160,QUEENS,1053925,179046,ONLINE,Unspecified,QUEENS,40.657842486590674,-73.74887890860828,"{'latitude': '40.657842486590674', 'longitude': '-73.74887890860828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
