unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58839553,2023-09-17T23:26:14.000,2023-09-18T00:12:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11222,538 STEWART AVENUE,STEWART AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:12:54.000,01 BROOKLYN,3028070005,BROOKLYN,1002747,203667,ONLINE,Unspecified,BROOKLYN,40.72567622937842,-73.93326574879474,"{'latitude': '40.72567622937842', 'longitude': '-73.93326574879474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,STEWART AVENUE,,,,,,,
58843687,2023-09-17T23:26:13.000,2023-09-18T00:16:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,622 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:16:09.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  137 STREET,,,,,,,
58837412,2023-09-17T23:26:05.000,2023-09-17T23:54:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:28.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58837209,2023-09-17T23:25:48.000,2023-09-18T00:32:06.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11101,40-50 VERNON BOULEVARD,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:32:15.000,01 QUEENS,4004770049,QUEENS,998969,215013,ONLINE,Queensbridge Park,QUEENS,40.75682526233117,-73.94687134438423,"{'latitude': '40.75682526233117', 'longitude': '-73.94687134438423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,VERNON BOULEVARD,,,,,,,
58854397,2023-09-17T23:25:30.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11220,231 45 STREET,45 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,07 BROOKLYN,3007360070,BROOKLYN,980584,176608,UNKNOWN,Unspecified,BROOKLYN,40.65142407512093,-74.01321162679996,"{'latitude': '40.65142407512093', 'longitude': '-74.01321162679996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58844792,2023-09-17T23:25:21.000,2023-09-17T23:42:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-47 67 ROAD,67 ROAD,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T23:42:38.000,06 QUEENS,,QUEENS,1024702,203269,ONLINE,Unspecified,QUEENS,40.724510663081126,-73.85405807950359,"{'latitude': '40.724510663081126', 'longitude': '-73.85405807950359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,67 ROAD,,,,,,,
58840807,2023-09-17T23:25:18.000,2023-09-17T23:25:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10023,211 WEST   71 STREET,WEST   71 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T23:25:18.000,07 MANHATTAN,1011637501,MANHATTAN,989055,222781,MOBILE,Unspecified,MANHATTAN,40.77815735310855,-73.98265065850525,"{'latitude': '40.77815735310855', 'longitude': '-73.98265065850525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,WEST END AVENUE,AMSTERDAM AVENUE,WEST END AVENUE,WEST   71 STREET,,,,,,,
58842498,2023-09-17T23:25:13.000,2023-09-18T00:04:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10128,419 EAST   93 STREET,EAST   93 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T00:04:34.000,08 MANHATTAN,1015730001,MANHATTAN,999518,223748,ONLINE,Unspecified,MANHATTAN,40.780799631416215,-73.94486987032776,"{'latitude': '40.780799631416215', 'longitude': '-73.94486987032776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,EAST   93 STREET,,,,,,,
58841159,2023-09-17T23:25:11.000,2023-09-18T02:06:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,112-01 38 AVENUE,38 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T02:06:16.000,03 QUEENS,4017820053,QUEENS,1024398,213891,PHONE,Unspecified,QUEENS,40.75366676280477,-73.85509144843458,"{'latitude': '40.75366676280477', 'longitude': '-73.85509144843458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",112 STREET,114 STREET,112 STREET,114 STREET,38 AVENUE,,,,,,,
58837675,2023-09-17T23:25:08.000,2023-09-21T11:18:05.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.,2023-09-21T11:18:12.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,Long Island Expwy,Bklyn-Queens Expwy (I-278) Brooklyn 48 St  (Exit 17W),West/Manhattan Bound,Ramp,
58837451,2023-09-17T23:25:05.000,2023-09-17T23:53:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:03.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58840561,2023-09-17T23:24:43.000,2023-09-17T23:58:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,451 KINGSTON AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:58:23.000,09 BROOKLYN,3013260001,BROOKLYN,1000134,181014,MOBILE,Unspecified,BROOKLYN,40.663504089172804,-73.94274645441016,"{'latitude': '40.663504089172804', 'longitude': '-73.94274645441016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,KINGSTON AVENUE,,,,,,,
58840565,2023-09-17T23:24:04.000,2023-09-18T00:57:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,36-02 31 STREET,31 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:57:19.000,01 QUEENS,4005990033,QUEENS,1003650,214832,ONLINE,Unspecified,QUEENS,40.75631943198274,-73.92997566827778,"{'latitude': '40.75631943198274', 'longitude': '-73.92997566827778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,31 STREET,,,,,,,
58841631,2023-09-17T23:24:01.000,2023-09-17T23:29:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,542 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:29:58.000,09 MANHATTAN,1020720013,MANHATTAN,997857,239215,MOBILE,Unspecified,MANHATTAN,40.82325501492299,-73.95083611010988,"{'latitude': '40.82325501492299', 'longitude': '-73.95083611010988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58842743,2023-09-17T23:24:01.000,2023-09-18T00:45:15.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11201,88 DEAN STREET,DEAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:45:24.000,02 BROOKLYN,3001940013,BROOKLYN,987168,189619,ONLINE,Unspecified,BROOKLYN,40.68713664267742,-73.9894784031175,"{'latitude': '40.68713664267742', 'longitude': '-73.9894784031175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,DEAN STREET,,,,,,,
58843435,2023-09-17T23:24:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11205,241 TAAFFE PLACE,TAAFFE PLACE,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-23T18:10:00.000,03 BROOKLYN,3019250001,BROOKLYN,995501,190828,UNKNOWN,Unspecified,BROOKLYN,40.69044839957061,-73.95942961955427,"{'latitude': '40.69044839957061', 'longitude': '-73.95942961955427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DE KALB AVE,WILLOUGHBY AVE,TAAFFE PLACE,DE KALB AVENUE,,,,,,,,
58840234,2023-09-17T23:23:57.000,2023-09-17T23:28:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:28:18.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58842726,2023-09-17T23:23:26.000,2023-09-17T23:36:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10037,2110 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T23:36:18.000,11 MANHATTAN,1017570001,MANHATTAN,1001652,234593,MOBILE,Unspecified,MANHATTAN,40.81056226353246,-73.93713626219373,"{'latitude': '40.81056226353246', 'longitude': '-73.93713626219373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  132 STREET,EAST  135 STREET,EAST  132 STREET,EAST  135 STREET,MADISON AVENUE,,,,,,,
58844718,2023-09-17T23:23:21.000,2023-09-18T00:34:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1551 SHERIDAN AVENUE,SHERIDAN AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:34:19.000,04 BRONX,2028210061,BRONX,1008853,246060,ONLINE,Unspecified,BRONX,40.84201877747143,-73.91108102453146,"{'latitude': '40.84201877747143', 'longitude': '-73.91108102453146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,SHERIDAN AVENUE,,,,,,,
58842361,2023-09-17T23:23:15.000,2023-09-18T00:09:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10031,450 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T00:09:49.000,09 MANHATTAN,1020620053,MANHATTAN,999409,240483,ONLINE,Unspecified,MANHATTAN,40.82673278671968,-73.945225665547,"{'latitude': '40.82673278671968', 'longitude': '-73.945225665547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,WEST  148 STREET,,,,,,,
58843534,2023-09-17T23:23:12.000,2023-09-17T23:39:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,1132 229 DRIVE SOUTH,229 DRIVE SOUTH,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:39:43.000,12 BRONX,2049050003,BRONX,1026883,262073,ONLINE,Unspecified,BRONX,40.88590090744316,-73.84581610903075,"{'latitude': '40.88590090744316', 'longitude': '-73.84581610903075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  229 STREET,BEND,EAST  229 STREET,BEND,229 DRIVE SOUTH,,,,,,,
58839275,2023-09-17T23:22:55.000,2023-09-17T23:36:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T23:36:48.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ARTHUR AVENUE,,,,,,,
58841210,2023-09-17T23:22:37.000,2023-09-18T01:31:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1634 80 STREET,80 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T01:31:20.000,11 BROOKLYN,3062830021,BROOKLYN,983467,162568,ONLINE,Unspecified,BROOKLYN,40.612887972322596,-74.00282016694585,"{'latitude': '40.612887972322596', 'longitude': '-74.00282016694585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,80 STREET,,,,,,,
58851770,2023-09-17T23:22:10.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10023,207 COLUMBUS AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-25T00:00:00.000,07 MANHATTAN,1011220001,MANHATTAN,989783,221892,UNKNOWN,Unspecified,MANHATTAN,40.77571685645126,-73.98002281194071,"{'latitude': '40.77571685645126', 'longitude': '-73.98002281194071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58844646,2023-09-17T23:22:05.000,2023-09-17T23:56:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,7201 RIDGE BOULEVARD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T23:56:58.000,10 BROOKLYN,3059070006,BROOKLYN,976016,170279,ONLINE,Unspecified,BROOKLYN,40.63404926192071,-74.02966617941425,"{'latitude': '40.63404926192071', 'longitude': '-74.02966617941425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,73 STREET,72 STREET,73 STREET,RIDGE BOULEVARD,,,,,,,
58837166,2023-09-17T23:22:00.000,2023-09-18T01:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11232,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T01:00:00.000,07 BROOKLYN,,BROOKLYN,984244,180344,UNKNOWN,Unspecified,BROOKLYN,40.661679335143994,-74.00002162628128,"{'latitude': '40.661679335143994', 'longitude': '-74.00002162628128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,3 AVENUE,25 STREET,,N/A,,,,,,
58837174,2023-09-17T23:21:49.000,2023-09-17T23:36:44.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10037,1960 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:36:53.000,11 MANHATTAN,1017570020,MANHATTAN,1002035,234251,ONLINE,Unspecified,MANHATTAN,40.80962280597619,-73.93575360303117,"{'latitude': '40.80962280597619', 'longitude': '-73.93575360303117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARLEM RIVER DRIVE SB EN PRK AVE,HARLEM RIVER DRIVE EXIT   20 SB,HARLEM RIVER DRIVE SB EN PRK AVE,HARLEM RIVER DRIVE EXIT   20 SB,PARK AVENUE,,,,,,,
