unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58805048,2023-09-13T12:14:03.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10023,1886 BROADWAY,BROADWAY,WEST 62 STREET,WEST 63 STREET,WEST   62 STREET,WEST   63 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T14:03:58.000,07 MANHATTAN,1011157503,MANHATTAN,989198,220115,MOBILE,Unspecified,MANHATTAN,40.77083980344637,-73.98213629361037,"{'latitude': '40.77083980344637', 'longitude': '-73.98213629361037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809192,2023-09-13T12:14:00.000,2023-09-13T12:16:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11101,,,,,11 STREET,51 AVENUE,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T12:16:00.000,02 QUEENS,,QUEENS,997547,209500,PHONE,Unspecified,QUEENS,40.74169572196421,-73.9520149940541,"{'latitude': '40.74169572196421', 'longitude': '-73.9520149940541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808419,2023-09-13T12:13:45.000,2023-09-18T11:58:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10470,721 CRANFORD AVENUE,CRANFORD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,12 BRONX,2051120014,BRONX,1025908,268431,PHONE,Unspecified,BRONX,40.9033562260681,-73.84930266968904,"{'latitude': '40.9033562260681', 'longitude': '-73.84930266968904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805603,2023-09-13T12:13:00.000,2023-09-22T07:25:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11211,,,,,FROST STREET,HUMBOLDT STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T07:25:00.000,01 BROOKLYN,,BROOKLYN,999972,200951,UNKNOWN,Unspecified,BROOKLYN,40.718226834507774,-73.94328385140292,"{'latitude': '40.718226834507774', 'longitude': '-73.94328385140292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805619,2023-09-13T12:12:53.000,2023-09-13T12:30:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,845 DEAN STREET,DEAN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:30:26.000,08 BROOKLYN,3011330001,BROOKLYN,994932,186600,ONLINE,Unspecified,BROOKLYN,40.67884421127246,-73.96148809940802,"{'latitude': '40.67884421127246', 'longitude': '-73.96148809940802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804123,2023-09-13T12:12:43.000,2023-09-13T13:39:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,185 HENRY STREET,HENRY STREET,PIERREPONT STREET,MONTAGUE STREET,PIERREPONT STREET,MONTAGUE STREET,ADDRESS,BROOKLYN,HENRY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T13:40:03.000,02 BROOKLYN,3002430022,BROOKLYN,985868,192500,PHONE,Unspecified,BROOKLYN,40.69504465650727,-73.99416519433618,"{'latitude': '40.69504465650727', 'longitude': '-73.99416519433618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801179,2023-09-13T12:12:32.000,2023-10-03T11:45:33.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10003,5 EAST   16 STREET,EAST   16 STREET,5 AVENUE,UNION SQUARE WEST,5 AVENUE,UNION SQUARE WEST,ADDRESS,NEW YORK,EAST   16 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-14T12:10:28.000,05 MANHATTAN,1008447501,MANHATTAN,986382,207857,ONLINE,Unspecified,MANHATTAN,40.73719583416752,-73.99230675200724,"{'latitude': '40.73719583416752', 'longitude': '-73.99230675200724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807908,2023-09-13T12:12:29.000,2023-09-13T13:25:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3123 SEDGWICK AVENUE,SEDGWICK AVENUE,PEROT STREET,FORT INDEPENDENCE STREET,PEROT STREET,FORT INDEPENDENCE STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T13:25:23.000,08 BRONX,2032540061,BRONX,1012171,258860,MOBILE,Unspecified,BRONX,40.87714103970728,-73.89903595872288,"{'latitude': '40.87714103970728', 'longitude': '-73.89903595872288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804171,2023-09-13T12:12:26.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11428,94-09 216 STREET,216 STREET,,,,,ADDRESS,QUEENS VILLAGE,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-19T00:00:00.000,13 QUEENS,4106090020,QUEENS,1056397,201257,UNKNOWN,Unspecified,QUEENS,40.718786513664185,-73.73973158192146,"{'latitude': '40.718786513664185', 'longitude': '-73.73973158192146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806199,2023-09-13T12:12:24.000,2023-09-18T16:22:54.000,TLC,Taxi and Limousine Commission,Lost Property,Clothing/Glasses,Taxi,10023,BROADWAY,BROADWAY,BROADWAY,WEST   71 STREET,BROADWAY,WEST   71 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-18T16:22:56.000,07 MANHATTAN,,MANHATTAN,989211,222689,PHONE,Unspecified,MANHATTAN,40.7779047511921,-73.98208745958574,"{'latitude': '40.7779047511921', 'longitude': '-73.98208745958574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"BROADWAY AND WEST   71 STREET, MANHATTAN, NY, 10023",
58808016,2023-09-13T12:12:15.000,2023-09-13T15:43:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10453,2200 AQUEDUCT AVENUE,AQUEDUCT AVENUE,CLINTON PLACE,WEST  182 STREET,CLINTON PLACE,WEST  182 STREET,ADDRESS,BRONX,AQUEDUCT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T15:43:52.000,05 BRONX,2032070040,BRONX,1009707,251921,MOBILE,Unspecified,BRONX,40.858103058610766,-73.90797228726721,"{'latitude': '40.858103058610766', 'longitude': '-73.90797228726721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802865,2023-09-13T12:12:15.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11692,605 BEACH   69 STREET,BEACH   69 STREET,,,,,ADDRESS,ARVERNE,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-20T00:00:00.000,14 QUEENS,4160470031,QUEENS,1040183,156870,UNKNOWN,Unspecified,QUEENS,40.597071662471215,-73.79859109537108,"{'latitude': '40.597071662471215', 'longitude': '-73.79859109537108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809028,2023-09-13T12:12:05.000,2023-09-14T21:04:22.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10019,204 WEST   55 STREET,WEST   55 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   55 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T21:04:30.000,05 MANHATTAN,1010260037,MANHATTAN,989413,217758,ONLINE,Unspecified,MANHATTAN,40.76437032700372,-73.9813618922139,"{'latitude': '40.76437032700372', 'longitude': '-73.9813618922139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808262,2023-09-13T12:11:58.000,2023-09-13T12:46:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,155 89 STREET,89 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,89 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:46:34.000,10 BROOKLYN,3060600049,BROOKLYN,974349,165985,MOBILE,Unspecified,BROOKLYN,40.62226143045919,-74.03566589396915,"{'latitude': '40.62226143045919', 'longitude': '-74.03566589396915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810060,2023-09-13T12:11:54.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:20:49.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",
58801190,2023-09-13T12:11:43.000,2023-09-18T15:17:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11214,1806 BATH AVENUE,BATH AVENUE,18 AVENUE,BAY   19 STREET,18 AVENUE,BAY   19 STREET,ADDRESS,BROOKLYN,BATH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T06:58:07.000,11 BROOKLYN,3064360030,BROOKLYN,982601,159239,ONLINE,Unspecified,BROOKLYN,40.603750430584086,-74.00593846593378,"{'latitude': '40.603750430584086', 'longitude': '-74.00593846593378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807602,2023-09-13T12:11:38.000,2023-09-14T14:20:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,82 WEST  126 STREET,WEST  126 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  126 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-14T14:20:17.000,10 MANHATTAN,1017230067,MANHATTAN,999730,233678,MOBILE,Unspecified,MANHATTAN,40.80805441939937,-73.9440814861813,"{'latitude': '40.80805441939937', 'longitude': '-73.9440814861813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800846,2023-09-13T12:11:34.000,2023-09-13T12:44:02.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10034,5105 BROADWAY,BROADWAY,10 AVENUE,WEST  219 STREET,10 AVENUE,WEST  219 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:44:07.000,12 MANHATTAN,,MANHATTAN,1008108,256792,MOBILE,Unspecified,MANHATTAN,40.871476937002626,-73.91373536881262,"{'latitude': '40.871476937002626', 'longitude': '-73.91373536881262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808002,2023-09-13T12:11:34.000,2023-09-13T15:58:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10021,710 PARK AVENUE,PARK AVENUE,EAST   69 STREET,EAST   70 STREET,EAST   69 STREET,EAST   70 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T15:58:31.000,08 MANHATTAN,1013840037,MANHATTAN,993957,219655,PHONE,Unspecified,MANHATTAN,40.769573278561154,-73.96495559748628,"{'latitude': '40.769573278561154', 'longitude': '-73.96495559748628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808523,2023-09-13T12:11:29.000,2023-09-22T14:57:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,11226,55 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,14 BROOKLYN,3050640092,BROOKLYN,995989,177437,PHONE,Unspecified,BROOKLYN,40.653692477421174,-73.95769324445949,"{'latitude': '40.653692477421174', 'longitude': '-73.95769324445949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808014,2023-09-13T12:11:27.000,2023-09-13T12:34:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,111 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,AVENUE OF THE AMERICAS,WEST BROADWAY,ADDRESS,NEW YORK,FRANKLIN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:35:00.000,01 MANHATTAN,1001770024,MANHATTAN,982614,201057,ONLINE,Unspecified,MANHATTAN,40.718531597835465,-74.00590179601694,"{'latitude': '40.718531597835465', 'longitude': '-74.00590179601694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807974,2023-09-13T12:11:20.000,2023-09-13T13:43:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,719 68 STREET,68 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:43:23.000,10 BROOKLYN,3058580053,BROOKLYN,980035,169327,ONLINE,Unspecified,BROOKLYN,40.63143904783904,-74.01518557854992,"{'latitude': '40.63143904783904', 'longitude': '-74.01518557854992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802326,2023-09-13T12:11:15.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802458,2023-09-13T12:11:05.000,2023-09-14T15:23:19.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11230,1171 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-14T06:00:40.000,12 BROOKLYN,3065320057,BROOKLYN,992668,165177,ONLINE,Unspecified,BROOKLYN,40.62004517228306,-73.9696772523637,"{'latitude': '40.62004517228306', 'longitude': '-73.9696772523637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802063,2023-09-13T12:11:02.000,2023-09-26T21:37:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10027,148 WEST  124 STREET,WEST  124 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1019080054,MANHATTAN,998820,233540,PHONE,Unspecified,MANHATTAN,40.80767719518998,-73.94736898433382,"{'latitude': '40.80767719518998', 'longitude': '-73.94736898433382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801368,2023-09-13T12:11:00.000,2023-09-13T16:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11230,1148 EAST   10 STREET,EAST   10 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-13T16:10:00.000,12 BROOKLYN,3065350026,BROOKLYN,993826,165557,PHONE,Unspecified,BROOKLYN,40.621087017097835,-73.96550544483138,"{'latitude': '40.621087017097835', 'longitude': '-73.96550544483138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804003,2023-09-13T12:11:00.000,2023-09-19T05:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11236,108-83 SEAVIEW AVENUE,SEAVIEW AVENUE,E 108 ST,DEAD END,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and made a repair.,2023-09-19T05:10:00.000,18 BROOKLYN,,BROOKLYN,1017263,172252,PHONE,Unspecified,BROOKLYN,40.63940702964262,-73.88104827562364,"{'latitude': '40.63940702964262', 'longitude': '-73.88104827562364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
