unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58880915,2023-09-20T09:04:15.000,2023-09-20T12:16:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,160-33 75 AVENUE,75 AVENUE,160 STREET,162 STREET,160 STREET,162 STREET,ADDRESS,FRESH MEADOWS,75 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T12:16:19.000,08 QUEENS,4068330006,QUEENS,1037357,204111,MOBILE,Unspecified,QUEENS,40.72675482066475,-73.80839510606191,"{'latitude': '40.72675482066475', 'longitude': '-73.80839510606191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871274,2023-09-20T09:04:08.000,2023-09-23T02:05:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,515 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,09 MANHATTAN,1018820020,MANHATTAN,994021,231956,PHONE,Unspecified,MANHATTAN,40.80333616261588,-73.96470665072458,"{'latitude': '40.80333616261588', 'longitude': '-73.96470665072458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876556,2023-09-20T09:04:04.000,2023-09-23T02:05:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,515 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,09 MANHATTAN,1018820020,MANHATTAN,994021,231956,PHONE,Unspecified,MANHATTAN,40.80333616261588,-73.96470665072458,"{'latitude': '40.80333616261588', 'longitude': '-73.96470665072458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871925,2023-09-20T09:03:55.000,2023-09-21T12:52:40.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11234,2243 RYDER STREET,RYDER STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,RYDER STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-21T04:44:03.000,18 BROOKLYN,3085560020,BROOKLYN,1005155,160487,PHONE,Unspecified,BROOKLYN,40.60715143083125,-73.92471196498015,"{'latitude': '40.60715143083125', 'longitude': '-73.92471196498015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875316,2023-09-20T09:03:51.000,2023-09-25T20:16:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,4925 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1022410024,MANHATTAN,1005883,255340,ONLINE,Unspecified,MANHATTAN,40.86749737554386,-73.92178510212796,"{'latitude': '40.86749737554386', 'longitude': '-73.92178510212796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876876,2023-09-20T09:03:34.000,2023-09-26T12:51:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,10065,773 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 60 STREET,EAST 61 STREET,EAST   60 STREET,EAST   61 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T09:03:34.000,08 MANHATTAN,1013950050,MANHATTAN,993249,217308,MOBILE,Unspecified,MANHATTAN,40.763132120660664,-73.9675147750426,"{'latitude': '40.763132120660664', 'longitude': '-73.9675147750426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877130,2023-09-20T09:03:31.000,2023-09-22T15:48:26.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11208,110 MC KINLEY AVENUE,MC KINLEY AVENUE,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,MC KINLEY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-22T05:15:13.000,05 BROOKLYN,3041650026,BROOKLYN,1019829,186840,ONLINE,Unspecified,BROOKLYN,40.679437899759044,-73.8717255612284,"{'latitude': '40.679437899759044', 'longitude': '-73.8717255612284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876776,2023-09-20T09:03:23.000,2023-09-20T10:53:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,78-16 COOPER AVENUE,COOPER AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,RIDGEWOOD,COOPER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:53:39.000,05 QUEENS,4038030014,QUEENS,1019390,197171,PHONE,Unspecified,QUEENS,40.70779582739245,-73.87325441102347,"{'latitude': '40.70779582739245', 'longitude': '-73.87325441102347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870991,2023-09-20T09:03:00.000,2023-09-20T15:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Flasher,,10314,,,,,KLONDIKE AVENUE,MERRY MOUNT STREET,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T15:55:00.000,02 STATEN ISLAND,,STATEN ISLAND,940035,154328,UNKNOWN,Unspecified,STATEN ISLAND,40.59016060059748,-74.15919707762035,"{'latitude': '40.59016060059748', 'longitude': '-74.15919707762035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58880707,2023-09-20T09:02:44.000,2023-09-20T09:42:49.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:42:53.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871443,2023-09-20T09:02:34.000,2023-09-20T09:17:03.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T09:17:06.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871444,2023-09-20T09:02:30.000,2023-09-20T09:16:28.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T09:16:25.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878301,2023-09-20T09:02:24.000,2023-09-21T13:04:51.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11207,2569 ATLANTIC AVENUE,ATLANTIC AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-21T13:04:54.000,05 BROOKLYN,3036670039,BROOKLYN,1012146,185438,PHONE,Unspecified,BROOKLYN,40.67561727558281,-73.89943117408012,"{'latitude': '40.67561727558281', 'longitude': '-73.89943117408012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873607,2023-09-20T09:02:22.000,2023-09-20T09:43:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11225,303 CROWN STREET,CROWN STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T09:43:43.000,09 BROOKLYN,3012900071,BROOKLYN,998184,182009,PHONE,Unspecified,BROOKLYN,40.666238426558266,-73.94977313053612,"{'latitude': '40.666238426558266', 'longitude': '-73.94977313053612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879765,2023-09-20T09:02:21.000,2023-09-20T12:01:54.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10016,300 EAST   35 STREET,EAST   35 STREET,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,ADDRESS,NEW YORK,EAST   35 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-20T12:01:59.000,06 MANHATTAN,1009400001,MANHATTAN,991093,210845,ONLINE,Unspecified,MANHATTAN,40.74539475974916,-73.97530423289716,"{'latitude': '40.74539475974916', 'longitude': '-73.97530423289716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876557,2023-09-20T09:02:19.000,2023-09-22T02:04:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871445,2023-09-20T09:02:19.000,2023-09-20T09:15:35.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T09:15:38.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875075,2023-09-20T09:02:07.000,2023-09-20T09:17:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,235 24 STREET,24 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,24 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:17:46.000,07 BROOKLYN,3006480043,BROOKLYN,984825,180222,PHONE,Unspecified,BROOKLYN,40.661344453405526,-73.99792749178044,"{'latitude': '40.661344453405526', 'longitude': '-73.99792749178044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873316,2023-09-20T09:02:00.000,2023-09-20T17:44:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T17:44:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58874672,2023-09-20T09:02:00.000,2023-09-27T07:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10451,300 EAST  143 STREET,EAST  143 STREET,MORRIS AVE,ALEXANDER AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T07:45:00.000,01 BRONX,2023250001,BRONX,1005298,236089,ONLINE,Unspecified,BRONX,40.81466043118502,-73.92396060890404,"{'latitude': '40.81466043118502', 'longitude': '-73.92396060890404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58872023,2023-09-20T09:02:00.000,2023-09-21T11:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11201,214 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY ST,FULTON ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:20:00.000,02 BROOKLYN,3001457502,BROOKLYN,988583,191263,ONLINE,Unspecified,BROOKLYN,40.69164846490154,-73.9843752006855,"{'latitude': '40.69164846490154', 'longitude': '-73.9843752006855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58878436,2023-09-20T09:02:00.000,2023-09-25T14:49:07.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,10040,901 WEST  190 STREET,WEST  190 STREET,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T04:33:48.000,12 MANHATTAN,1021790500,MANHATTAN,1002025,251568,ONLINE,Unspecified,MANHATTAN,40.85715298860454,-73.9357438397069,"{'latitude': '40.85715298860454', 'longitude': '-73.9357438397069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874526,2023-09-20T09:01:50.000,2023-09-26T13:53:19.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,10023,17 WEST   67 STREET,WEST   67 STREET,CENTRAL PARK EXIT WEST   67 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   67 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   67 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T22:06:00.000,07 MANHATTAN,1011200017,MANHATTAN,990059,221032,ONLINE,Unspecified,MANHATTAN,40.77335620496737,-73.97902704286648,"{'latitude': '40.77335620496737', 'longitude': '-73.97902704286648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877573,2023-09-20T09:01:46.000,2023-09-20T09:11:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11231,313 UNION STREET,UNION STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:11:11.000,06 BROOKLYN,3004280059,BROOKLYN,985563,187808,ONLINE,Unspecified,BROOKLYN,40.68216624487436,-73.99526599486158,"{'latitude': '40.68216624487436', 'longitude': '-73.99526599486158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877686,2023-09-20T09:01:42.000,2023-09-20T09:07:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-09 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:04:07.000,12 QUEENS,4101480001,QUEENS,1041408,192609,ONLINE,Unspecified,QUEENS,40.69515940246868,-73.79387719182293,"{'latitude': '40.69515940246868', 'longitude': '-73.79387719182293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880869,2023-09-20T09:01:38.000,2023-09-21T16:19:41.000,DOT,Department of Transportation,Ferry Complaint,Delays,Ferry,,,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-09-21T16:19:45.000,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
