unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58902086,2023-09-22T22:16:18.000,2023-09-22T22:44:18.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10454,132 LOCUST AVENUE,LOCUST AVENUE,EAST  134 STREET,EAST  135 STREET,EAST  134 STREET,EAST  135 STREET,ADDRESS,BRONX,LOCUST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:44:22.000,01 BRONX,,BRONX,1009345,230777,MOBILE,Unspecified,BRONX,40.800069897384915,-73.90936001681992,"{'latitude': '40.800069897384915', 'longitude': '-73.90936001681992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902039,2023-09-22T22:16:11.000,2023-09-22T22:23:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,57 HALE AVENUE,HALE AVENUE,FORCE TUBE AVENUE,RIDGEWOOD AVENUE,FORCE TUBE AVENUE,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,HALE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:23:41.000,05 BROOKLYN,3039150002,BROOKLYN,1017296,188483,PHONE,Unspecified,BROOKLYN,40.68395737562919,-73.88084982182153,"{'latitude': '40.68395737562919', 'longitude': '-73.88084982182153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892779,2023-09-22T22:15:59.000,2023-09-23T10:11:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,64 STREET,64 STREET,62 AVENUE,64 STREET,62 AVENUE,64 STREET,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:11:36.000,05 QUEENS,,QUEENS,1012533,199568,MOBILE,Unspecified,QUEENS,40.7143995934852,-73.89797665860704,"{'latitude': '40.7143995934852', 'longitude': '-73.89797665860704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895081,2023-09-22T22:15:57.000,2023-09-22T23:27:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11201,8 REMSEN STREET,REMSEN STREET,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,ADDRESS,BROOKLYN,REMSEN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T23:27:58.000,02 BROOKLYN,3002510006,BROOKLYN,984801,192510,MOBILE,Unspecified,BROOKLYN,40.69507223494248,-73.9980129918118,"{'latitude': '40.69507223494248', 'longitude': '-73.9980129918118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896882,2023-09-22T22:15:51.000,2023-09-23T02:45:19.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,217-08 114 ROAD,114 ROAD,217 STREET,219 STREET,217 STREET,219 STREET,ADDRESS,CAMBRIA HEIGHTS,114 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T02:45:23.000,13 QUEENS,4112620001,QUEENS,1056721,194830,MOBILE,Unspecified,QUEENS,40.701143353682404,-73.73863194599797,"{'latitude': '40.701143353682404', 'longitude': '-73.73863194599797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892683,2023-09-22T22:15:46.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10019,524 WEST   57 STREET,WEST   57 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,In Progress,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.",2023-11-10T10:37:41.000,04 MANHATTAN,1010850041,MANHATTAN,987000,219715,UNKNOWN,Unspecified,MANHATTAN,40.769742864682605,-73.9900718708196,"{'latitude': '40.769742864682605', 'longitude': '-73.9900718708196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898206,2023-09-22T22:15:45.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10014,555 WEST STREET,WEST STREET,GANSEVOORT STREET,LITTLE WEST   12 STREET,GANSEVOORT STREET,LITTLE WEST   12 STREET,ADDRESS,NEW YORK,WEST STREET,In Progress,,,02 MANHATTAN,1006440001,MANHATTAN,981673,208881,UNKNOWN,Unspecified,MANHATTAN,40.740006341850844,-74.00929940730671,"{'latitude': '40.740006341850844', 'longitude': '-74.00929940730671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893565,2023-09-22T22:15:33.000,2023-09-22T23:27:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,115 WILSON AVENUE,WILSON AVENUE,STARR STREET,WILLOUGHBY AVENUE,STARR STREET,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:27:40.000,04 BROOKLYN,3031970005,BROOKLYN,1004618,194743,MOBILE,Unspecified,BROOKLYN,40.701177876117356,-73.92654247898402,"{'latitude': '40.701177876117356', 'longitude': '-73.92654247898402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895073,2023-09-22T22:15:20.000,2023-09-22T22:27:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,941 SIMPSON STREET,SIMPSON STREET,EAST  163 STREET,FIRE ACCESS LANE,EAST  163 STREET,FIRE ACCESS LANE,ADDRESS,BRONX,SIMPSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:27:52.000,02 BRONX,2027240001,BRONX,1013906,238436,MOBILE,Unspecified,BRONX,40.821077578928175,-73.89285243637929,"{'latitude': '40.821077578928175', 'longitude': '-73.89285243637929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897856,2023-09-22T22:15:18.000,2023-09-22T22:27:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,941 SIMPSON STREET,SIMPSON STREET,EAST  163 STREET,FIRE ACCESS LANE,EAST  163 STREET,FIRE ACCESS LANE,ADDRESS,BRONX,SIMPSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:27:49.000,02 BRONX,2027240001,BRONX,1013906,238436,MOBILE,Unspecified,BRONX,40.821077578928175,-73.89285243637929,"{'latitude': '40.821077578928175', 'longitude': '-73.89285243637929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892425,2023-09-22T22:15:13.000,2023-09-29T09:38:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11210,1404 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,17 BROOKLYN,3049950030,BROOKLYN,999421,171853,PHONE,Unspecified,BROOKLYN,40.63836039124625,-73.94533705303573,"{'latitude': '40.63836039124625', 'longitude': '-73.94533705303573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892389,2023-09-22T22:15:13.000,2023-09-29T09:38:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11210,1404 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,17 BROOKLYN,3049950030,BROOKLYN,999421,171853,PHONE,Unspecified,BROOKLYN,40.63836039124625,-73.94533705303573,"{'latitude': '40.63836039124625', 'longitude': '-73.94533705303573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896883,2023-09-22T22:15:12.000,2023-09-23T02:52:08.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,120-56 224 STREET,224 STREET,120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,224 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T02:52:12.000,13 QUEENS,4128080104,QUEENS,1056445,190128,MOBILE,Unspecified,QUEENS,40.68823976674885,-73.73967773478644,"{'latitude': '40.68823976674885', 'longitude': '-73.73967773478644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894866,2023-09-22T22:15:11.000,2023-09-22T22:22:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,382 TOMPKINS AVENUE,TOMPKINS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:22:56.000,03 BROOKLYN,3018290042,BROOKLYN,999751,188581,MOBILE,Unspecified,BROOKLYN,40.684274477877466,-73.94410956695003,"{'latitude': '40.684274477877466', 'longitude': '-73.94410956695003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902035,2023-09-22T22:14:56.000,2023-09-22T22:56:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,570 WEST  172 STREET,WEST  172 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:56:13.000,12 MANHATTAN,1021280012,MANHATTAN,1001606,246482,MOBILE,Unspecified,MANHATTAN,40.8431942611118,-73.9372716792551,"{'latitude': '40.8431942611118', 'longitude': '-73.9372716792551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899788,2023-09-22T22:14:53.000,2023-11-03T10:04:16.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11209,8915 5 AVENUE,5 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Transportation inspected the condition and determined that it is in compliance with its standards.,2023-11-03T10:04:21.000,10 BROOKLYN,3060670005,BROOKLYN,976525,165015,PHONE,Unspecified,BROOKLYN,40.619601147364584,-74.02782628492785,"{'latitude': '40.619601147364584', 'longitude': '-74.02782628492785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894449,2023-09-22T22:14:43.000,2023-09-23T12:32:58.000,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Sidewalk,11385,78-58 78 STREET,78 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,78 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:33:03.000,05 QUEENS,4038260034,QUEENS,1019739,195617,ONLINE,Unspecified,QUEENS,40.70352907527864,-73.87200380350343,"{'latitude': '40.70352907527864', 'longitude': '-73.87200380350343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899717,2023-09-22T22:14:42.000,2023-09-23T02:55:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11106,31-12 30 STREET,30 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,30 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T02:55:35.000,01 QUEENS,4005880043,QUEENS,1005112,217706,PHONE,Unspecified,QUEENS,40.76420449347777,-73.92468966076648,"{'latitude': '40.76420449347777', 'longitude': '-73.92468966076648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894150,2023-09-22T22:14:41.000,2023-09-23T10:14:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,62 AVENUE,62 AVENUE,62 AVENUE,64 STREET,62 AVENUE,64 STREET,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:14:45.000,05 QUEENS,,QUEENS,1012533,199568,MOBILE,Unspecified,QUEENS,40.7143995934852,-73.89797665860704,"{'latitude': '40.7143995934852', 'longitude': '-73.89797665860704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895231,2023-09-22T22:14:36.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10075,425 EAST   80 STREET,EAST   80 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,08 MANHATTAN,1015600010,MANHATTAN,997771,220762,PHONE,Unspecified,MANHATTAN,40.77260669357364,-73.95118399487549,"{'latitude': '40.77260669357364', 'longitude': '-73.95118399487549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900368,2023-09-22T22:14:36.000,2023-09-22T23:18:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,85-15 96 STREET,96 STREET,85 AVENUE,85 ROAD,85 AVENUE,85 ROAD,ADDRESS,WOODHAVEN,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T23:18:43.000,09 QUEENS,4088920112,QUEENS,1025944,193188,PHONE,Unspecified,QUEENS,40.696834986371876,-73.84963965426934,"{'latitude': '40.696834986371876', 'longitude': '-73.84963965426934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897805,2023-09-22T22:14:21.000,2023-09-22T23:11:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,32W WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:11:40.000,05 BRONX,2028700031,BRONX,1009469,250355,MOBILE,Unspecified,BRONX,40.853805541823256,-73.9088385542645,"{'latitude': '40.853805541823256', 'longitude': '-73.9088385542645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901382,2023-09-22T22:14:11.000,2023-09-23T10:37:05.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11385,2120 HIMROD STREET,HIMROD STREET,GRANDVIEW AVENUE,TONSOR STREET,GRANDVIEW AVENUE,TONSOR STREET,ADDRESS,RIDGEWOOD,HIMROD STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-23T10:37:09.000,05 QUEENS,4033680086,QUEENS,1009520,198316,ONLINE,Unspecified,QUEENS,40.71097227245402,-73.9088499396011,"{'latitude': '40.71097227245402', 'longitude': '-73.9088499396011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897653,2023-09-22T22:13:43.000,2023-09-22T23:30:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,291 EVERGREEN AVENUE,EVERGREEN AVENUE,STANHOPE STREET,HIMROD STREET,STANHOPE STREET,HIMROD STREET,ADDRESS,BROOKLYN,EVERGREEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:30:23.000,04 BROOKLYN,3032650001,BROOKLYN,1005019,192466,ONLINE,Unspecified,BROOKLYN,40.69492711184422,-73.92510328809595,"{'latitude': '40.69492711184422', 'longitude': '-73.92510328809595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895079,2023-09-22T22:13:42.000,2023-09-22T23:03:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2395 MORRIS AVENUE,MORRIS AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:03:50.000,05 BRONX,2031840071,BRONX,1011767,252804,ONLINE,Unspecified,BRONX,40.860520446445896,-73.90052171519056,"{'latitude': '40.860520446445896', 'longitude': '-73.90052171519056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892224,2023-09-22T22:13:36.000,2023-09-22T23:30:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1111 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:30:45.000,04 BROOKLYN,3031970053,BROOKLYN,1004868,194816,MOBILE,Unspecified,BROOKLYN,40.70137766499458,-73.92564062688722,"{'latitude': '40.70137766499458', 'longitude': '-73.92564062688722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893539,2023-09-22T22:13:36.000,2023-09-22T22:24:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,190 YORK STREET,YORK STREET,BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,ADDRESS,BROOKLYN,YORK STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:24:56.000,02 BROOKLYN,3000680001,BROOKLYN,988838,194807,ONLINE,Unspecified,BROOKLYN,40.70137579240106,-73.98345325660519,"{'latitude': '40.70137579240106', 'longitude': '-73.98345325660519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
