unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58915370,2023-09-24T14:47:00.000,2023-10-03T10:09:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10025,2508 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,PHONE,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912935,2023-09-24T14:47:00.000,2023-10-03T10:09:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,2508 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,PHONE,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914566,2023-09-24T14:47:00.000,2023-10-03T10:09:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,2508 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,PHONE,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914543,2023-09-24T14:47:00.000,2023-10-03T10:09:07.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10025,2508 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,PHONE,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914629,2023-09-24T14:46:52.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,3230 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,12 BRONX,2045970021,BRONX,1021274,257092,UNKNOWN,Unspecified,BRONX,40.87225493792927,-73.8661287701622,"{'latitude': '40.87225493792927', 'longitude': '-73.8661287701622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916199,2023-09-24T14:46:46.000,2023-09-25T16:09:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,790 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1022225,183607,PHONE,Unspecified,BROOKLYN,40.67055409879978,-73.8631053928292,"{'latitude': '40.67055409879978', 'longitude': '-73.8631053928292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915639,2023-09-24T14:46:14.000,2023-09-26T12:15:41.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11204,5923 17 AVENUE,17 AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,BROOKLYN,17 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-26T04:59:38.000,12 BROOKLYN,3055110001,BROOKLYN,987287,166532,ONLINE,Unspecified,BROOKLYN,40.62376784306467,-73.98905971498074,"{'latitude': '40.62376784306467', 'longitude': '-73.98905971498074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912375,2023-09-24T14:45:32.000,2023-09-24T20:23:57.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11214,32 BAY   23 STREET,BAY   23 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   23 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T20:24:01.000,11 BROOKLYN,3063730066,BROOKLYN,984319,159455,MOBILE,Unspecified,BROOKLYN,40.604343459733144,-73.99975151134703,"{'latitude': '40.604343459733144', 'longitude': '-73.99975151134703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911959,2023-09-24T14:45:19.000,2023-09-24T14:47:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T14:47:28.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,
58913027,2023-09-24T14:45:09.000,2023-09-24T14:45:09.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,11377,50-02 50 AVENUE,50 AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,BLOCKFACE,QUEENS,50 AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-24T14:45:09.000,02 QUEENS,,QUEENS,1011930,207811,ONLINE,Unspecified,QUEENS,40.737026517684846,-73.90011791314339,"{'latitude': '40.737026517684846', 'longitude': '-73.90011791314339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916122,2023-09-24T14:44:41.000,2023-09-24T14:47:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,239 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T14:47:58.000,12 MANHATTAN,1022370008,MANHATTAN,1004183,254831,MOBILE,Unspecified,MANHATTAN,40.866104328280535,-73.92793302506863,"{'latitude': '40.866104328280535', 'longitude': '-73.92793302506863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910142,2023-09-24T14:44:26.000,2023-09-24T16:03:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,901 TROY AVENUE,TROY AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:03:25.000,17 BROOKLYN,3048980059,BROOKLYN,1001980,176427,PHONE,Unspecified,BROOKLYN,40.650910279637834,-73.93610464835628,"{'latitude': '40.650910279637834', 'longitude': '-73.93610464835628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914866,2023-09-24T14:44:00.000,2023-09-25T06:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10033,800 WEST  176 STREET,WEST  176 STREET,FT WASHINGTON AVE,S PINEHURST AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T06:26:00.000,12 MANHATTAN,,MANHATTAN,1000739,247986,ONLINE,Unspecified,MANHATTAN,40.847323960059555,-73.94040150458879,"{'latitude': '40.847323960059555', 'longitude': '-73.94040150458879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58910774,2023-09-24T14:44:00.000,2023-09-25T12:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11101,11-25 46 ROAD,46 ROAD,11 ST,21 ST,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:26:00.000,02 QUEENS,4000550013,QUEENS,998168,210916,ONLINE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58911742,2023-09-24T14:43:53.000,2023-09-24T16:28:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1779 EAST    8 STREET,EAST    8 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T16:28:07.000,15 BROOKLYN,3066650077,BROOKLYN,994122,159941,PHONE,Unspecified,BROOKLYN,40.60567193208983,-73.96444740780004,"{'latitude': '40.60567193208983', 'longitude': '-73.96444740780004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911704,2023-09-24T14:43:51.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10467,3525 WILLET AVENUE,WILLET AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T00:00:00.000,12 BRONX,2046420063,BRONX,1021008,259281,UNKNOWN,Unspecified,BRONX,40.87826417312078,-73.86707856010332,"{'latitude': '40.87826417312078', 'longitude': '-73.86707856010332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915352,2023-09-24T14:43:43.000,2023-09-26T14:17:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030,134 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-26T00:00:00.000,10 MANHATTAN,1020430004,MANHATTAN,999494,238436,ONLINE,Unspecified,MANHATTAN,40.82111420730099,-73.94492318386848,"{'latitude': '40.82111420730099', 'longitude': '-73.94492318386848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911478,2023-09-24T14:43:38.000,2023-09-26T12:19:52.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11219,1233 44 STREET,44 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,44 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T04:43:01.000,12 BROOKLYN,3056047504,BROOKLYN,986868,171957,ONLINE,Unspecified,BROOKLYN,40.638658454705464,-73.99056698797935,"{'latitude': '40.638658454705464', 'longitude': '-73.99056698797935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916035,2023-09-24T14:43:22.000,2023-09-24T14:57:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,2973 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T14:57:34.000,10 MANHATTAN,1021060003,MANHATTAN,1001859,241821,MOBILE,Unspecified,MANHATTAN,40.83040066866275,-73.93636951990395,"{'latitude': '40.83040066866275', 'longitude': '-73.93636951990395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910606,2023-09-24T14:43:13.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,10036,7 WEST   45 STREET,WEST   45 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   45 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:56:34.000,05 MANHATTAN,1012610030,MANHATTAN,989763,214591,PHONE,Unspecified,MANHATTAN,40.755677512640965,-73.98010101119715,"{'latitude': '40.755677512640965', 'longitude': '-73.98010101119715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914290,2023-09-24T14:43:00.000,2023-09-24T21:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Flasher,,11229,,,,,GERRITSEN AVENUE,SEBA AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T21:22:00.000,15 BROOKLYN,,BROOKLYN,1006203,153910,UNKNOWN,Unspecified,BROOKLYN,40.589096368302314,-73.92095903427312,"{'latitude': '40.589096368302314', 'longitude': '-73.92095903427312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58912543,2023-09-24T14:42:53.000,2023-09-24T15:06:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,54 WEST  192 STREET,WEST  192 STREET,GRAND AVENUE,AQUEDUCT AVENUE WEST,GRAND AVENUE,AQUEDUCT AVENUE WEST,ADDRESS,BRONX,WEST  192 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T15:06:50.000,07 BRONX,2032140034,BRONX,1011631,254989,MOBILE,Unspecified,BRONX,40.8665180297217,-73.901004449207,"{'latitude': '40.8665180297217', 'longitude': '-73.901004449207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911886,2023-09-24T14:42:37.000,2023-09-24T15:02:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,43-07 25 AVENUE,25 AVENUE,43 STREET,44 STREET,43 STREET,44 STREET,ADDRESS,ASTORIA,25 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T15:02:19.000,01 QUEENS,4006890051,QUEENS,1009421,218642,ONLINE,Unspecified,QUEENS,40.76676235186464,-73.90913098172398,"{'latitude': '40.76676235186464', 'longitude': '-73.90913098172398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914105,2023-09-24T14:41:42.000,2023-09-24T16:15:26.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11234,AVENUE U,AVENUE U,AVENUE U,EAST   54 STREET,AVENUE U,EAST   54 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:15:30.000,18 BROOKLYN,,BROOKLYN,1006349,161949,MOBILE,Unspecified,BROOKLYN,40.611161422088095,-73.9204070676407,"{'latitude': '40.611161422088095', 'longitude': '-73.9204070676407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911411,2023-09-24T14:41:24.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11209,237 79 STREET,79 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,79 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:29.000,10 BROOKLYN,3059680069,BROOKLYN,975767,168421,ONLINE,Unspecified,BROOKLYN,40.628949210247846,-74.03056096297946,"{'latitude': '40.628949210247846', 'longitude': '-74.03056096297946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913272,2023-09-24T14:41:06.000,2023-09-24T15:13:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10314,188 GANSEVOORT BOULEVARD,GANSEVOORT BOULEVARD,SOUTH GANNON AVENUE,WESTWOOD AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,ADDRESS,STATEN ISLAND,GANSEVOORT BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:13:21.000,02 STATEN ISLAND,5007610016,STATEN ISLAND,948946,160633,ONLINE,Unspecified,STATEN ISLAND,40.607506503440284,-74.12714582784005,"{'latitude': '40.607506503440284', 'longitude': '-74.12714582784005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912125,2023-09-24T14:40:50.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,10 RICHMOND PLAZA,RICHMOND PLAZA,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-06T00:00:00.000,05 BRONX,2028820229,BRONX,1005583,249550,UNKNOWN,Unspecified,BRONX,40.851606301604434,-73.92288819061721,"{'latitude': '40.851606301604434', 'longitude': '-73.92288819061721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
