unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58913690,2023-09-25T01:36:02.000,2023-09-25T01:53:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11372,37-71 79 STREET,79 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:53:28.000,03 QUEENS,4012900047,QUEENS,1015554,212210,ONLINE,Unspecified,QUEENS,40.74908858017093,-73.887020405856,"{'latitude': '40.74908858017093', 'longitude': '-73.887020405856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,79 STREET,,,,,,,
58914716,2023-09-25T01:35:34.000,2023-09-25T02:14:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,1808 PHELAN PLACE,PHELAN PLACE,ADDRESS,BRONX,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-25T02:14:44.000,05 BRONX,2028790072,BRONX,1007178,249862,MOBILE,Unspecified,BRONX,40.85245865076131,-73.91712172420739,"{'latitude': '40.85245865076131', 'longitude': '-73.91712172420739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST TREMONT AVENUE,BILLINGSLEY TERRACE,WEST TREMONT AVENUE,BILLINGSLEY TERRACE,PHELAN PLACE,,,,,,,
58911404,2023-09-25T01:35:32.000,2023-09-25T02:17:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,850 42 STREET,42 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:17:07.000,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,40.64491693382068,-73.99793520898986,"{'latitude': '40.64491693382068', 'longitude': '-73.99793520898986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,42 STREET,,,,,,,
58912138,2023-09-25T01:34:45.000,2023-09-25T02:40:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,41-31 71 STREET,71 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:40:40.000,02 QUEENS,4013110025,QUEENS,1013615,210369,PHONE,Unspecified,QUEENS,40.744042152524266,-73.89402650223676,"{'latitude': '40.744042152524266', 'longitude': '-73.89402650223676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,WOODSIDE AVENUE,41 AVENUE,WOODSIDE AVENUE,71 STREET,,,,,,,
58916024,2023-09-25T01:34:44.000,2023-09-25T01:38:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:38:26.000,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,ONLINE,Unspecified,BROOKLYN,40.682147031318635,-73.99526239073904,"{'latitude': '40.682147031318635', 'longitude': '-73.99526239073904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,UNION STREET,,,,,,,
58915282,2023-09-25T01:34:20.000,2023-09-25T01:35:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,501 WEST  176 STREET,WEST  176 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:35:09.000,12 MANHATTAN,1021320047,MANHATTAN,1002713,247117,MOBILE,Unspecified,MANHATTAN,40.84493490433767,-73.93326899608343,"{'latitude': '40.84493490433767', 'longitude': '-73.93326899608343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  176 STREET,,,,,,,
58910603,2023-09-25T01:32:34.000,2023-09-25T02:13:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,85-27 GRAND AVENUE,GRAND AVENUE,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:13:16.000,04 QUEENS,4024740076,QUEENS,1017127,207228,ONLINE,Unspecified,QUEENS,40.73540853627728,-73.88136763284476,"{'latitude': '40.73540853627728', 'longitude': '-73.88136763284476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNEELAND AVENUE,SIMONSON STREET,KNEELAND AVENUE,SIMONSON STREET,GRAND AVENUE,,,,,,,
58910209,2023-09-25T01:31:01.000,2023-09-25T01:50:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,303 WEST  127 STREET,WEST  127 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:50:23.000,10 MANHATTAN,1019547501,MANHATTAN,997966,234962,ONLINE,Unspecified,MANHATTAN,40.811581557329646,-73.95045097086839,"{'latitude': '40.811581557329646', 'longitude': '-73.95045097086839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,WEST  127 STREET,,,,,,,
58916325,2023-09-25T01:28:27.000,2023-09-25T03:22:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,185-15 73 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T03:22:26.000,08 QUEENS,4071150041,QUEENS,1043714,206165,MOBILE,Unspecified,QUEENS,40.73235208186702,-73.78544160341653,"{'latitude': '40.73235208186702', 'longitude': '-73.78544160341653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",185 STREET,186 STREET,185 STREET,186 STREET,73 AVENUE,,,,,,,
58915010,2023-09-25T01:28:24.000,2023-09-25T01:55:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,535 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:55:43.000,03 BROOKLYN,3016130001,BROOKLYN,1004359,191356,ONLINE,Unspecified,BROOKLYN,40.6918819439907,-73.9274866780833,"{'latitude': '40.6918819439907', 'longitude': '-73.9274866780833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PATCHEN AVENUE,BROADWAY,PATCHEN AVENUE,BROADWAY,VAN BUREN STREET,,,,,,,
58914637,2023-09-25T01:28:14.000,2023-09-25T03:22:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,185-15 73 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T03:22:19.000,08 QUEENS,4071150041,QUEENS,1043714,206165,MOBILE,Unspecified,QUEENS,40.73235208186702,-73.78544160341653,"{'latitude': '40.73235208186702', 'longitude': '-73.78544160341653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",185 STREET,186 STREET,185 STREET,186 STREET,73 AVENUE,,,,,,,
58914717,2023-09-25T01:28:11.000,2023-09-25T02:55:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10451,3205 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T02:55:21.000,04 BRONX,2024210036,BRONX,1007346,239875,ONLINE,Unspecified,BRONX,40.825046812414584,-73.9165488433176,"{'latitude': '40.825046812414584', 'longitude': '-73.9165488433176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  161 STREET,TELLER AVENUE,EAST  161 STREET,TELLER AVENUE,PARK AVENUE,,,,,,,
58920490,2023-09-25T01:27:58.000,2023-10-10T08:44:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11358,189-14 CROCHERON AVENUE,CROCHERON AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,11 QUEENS,4053070024,QUEENS,1041738,217417,PHONE,Unspecified,QUEENS,40.76324896922996,-73.79247520915811,"{'latitude': '40.76324896922996', 'longitude': '-73.79247520915811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58921527,2023-09-25T01:27:58.000,2023-10-10T08:44:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11358,189-14 CROCHERON AVENUE,CROCHERON AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,11 QUEENS,4053070024,QUEENS,1041738,217417,PHONE,Unspecified,QUEENS,40.76324896922996,-73.79247520915811,"{'latitude': '40.76324896922996', 'longitude': '-73.79247520915811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911868,2023-09-25T01:27:17.000,2023-09-25T01:34:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,19-29 23 AVENUE,23 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:34:24.000,01 QUEENS,4008910065,QUEENS,1006596,223071,ONLINE,Unspecified,QUEENS,40.778926385475245,-73.9193146899519,"{'latitude': '40.778926385475245', 'longitude': '-73.9193146899519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 STREET,21 STREET,19 STREET,21 STREET,23 AVENUE,,,,,,,
58912226,2023-09-25T01:27:13.000,2023-09-25T02:10:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,739 EAST  182 STREET,EAST  182 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:10:09.000,06 BRONX,2030990008,BRONX,1015934,248879,ONLINE,Unspecified,BRONX,40.84973352976152,-73.88547592179606,"{'latitude': '40.84973352976152', 'longitude': '-73.88547592179606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLINTON AVENUE,PROSPECT AVENUE,CLINTON AVENUE,PROSPECT AVENUE,EAST  182 STREET,,,,,,,
58911720,2023-09-25T01:25:25.000,2023-09-25T01:27:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,643 47 STREET,47 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T01:27:23.000,07 BROOKLYN,3007580061,BROOKLYN,982760,174218,MOBILE,Unspecified,BROOKLYN,40.64486467611424,-74.00536917311904,"{'latitude': '40.64486467611424', 'longitude': '-74.00536917311904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,47 STREET,,,,,,,
58913687,2023-09-25T01:25:00.000,2023-09-25T02:08:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11102,23-42 30 DRIVE,30 DRIVE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:08:40.000,01 QUEENS,4005700043,QUEENS,1004333,218889,MOBILE,Unspecified,QUEENS,40.76745332529529,-73.92749825955569,"{'latitude': '40.76745332529529', 'longitude': '-73.92749825955569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,30 DRIVE,,,,,,,
58916032,2023-09-25T01:24:55.000,2023-09-25T01:50:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,222 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:50:28.000,01 BROOKLYN,3030540020,BROOKLYN,1000904,197281,ONLINE,Unspecified,BROOKLYN,40.70815185639058,-73.93993079847355,"{'latitude': '40.70815185639058', 'longitude': '-73.93993079847355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MESEROLE STREET,MONTROSE AVENUE,MESEROLE STREET,MONTROSE AVENUE,BUSHWICK AVENUE,,,,,,,
58913099,2023-09-25T01:24:53.000,2023-09-25T07:44:44.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10010,348 EAST   23 STREET,EAST   23 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-25T07:44:48.000,06 MANHATTAN,1009287505,MANHATTAN,989889,207913,PHONE,Unspecified,MANHATTAN,40.73734799961051,-73.97965181761771,"{'latitude': '40.73734799961051', 'longitude': '-73.97965181761771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   23 STREET,,,,,,,
58915577,2023-09-25T01:24:53.000,2023-09-25T02:01:35.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10010,348 EAST   23 STREET,EAST   23 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T02:01:44.000,06 MANHATTAN,1009287505,MANHATTAN,989889,207913,PHONE,Unspecified,MANHATTAN,40.73734799961051,-73.97965181761771,"{'latitude': '40.73734799961051', 'longitude': '-73.97965181761771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   23 STREET,,,,,,,
58916394,2023-09-25T01:24:45.000,2023-09-25T02:18:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3445 HOLLAND AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:18:04.000,12 BRONX,2046290050,BRONX,1021650,258500,MOBILE,Unspecified,BRONX,40.87611787495612,-73.86476137313596,"{'latitude': '40.87611787495612', 'longitude': '-73.86476137313596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAGENTA STREET,EAST GUN HILL ROAD,MAGENTA STREET,EAST GUN HILL ROAD,HOLLAND AVENUE,,,,,,,
58915472,2023-09-25T01:24:14.000,2023-09-25T03:26:01.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11370,30-12 79 STREET,79 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T03:26:05.000,03 QUEENS,4011270011,QUEENS,1014964,216391,ONLINE,Unspecified,QUEENS,40.7605664219791,-73.88913068015577,"{'latitude': '40.7605664219791', 'longitude': '-73.88913068015577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,79 STREET,,,,,,,
58911395,2023-09-25T01:24:05.000,2023-09-25T02:18:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,72 PLACE,72 PLACE,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T02:18:59.000,05 QUEENS,,QUEENS,1018261,195139,MOBILE,Unspecified,QUEENS,40.70222288301098,-73.87733683062822,"{'latitude': '40.70222288301098', 'longitude': '-73.87733683062822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 PLACE,MYRTLE AVENUE,72 PLACE,MYRTLE AVENUE,,,,,,,,
58913847,2023-09-25T01:23:40.000,2023-09-25T04:18:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,37-11 97 STREET,97 STREET,ADDRESS,CORONA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T04:18:57.000,03 QUEENS,4017600061,QUEENS,1020355,213051,PHONE,Unspecified,QUEENS,40.751378611158074,-73.86968857504003,"{'latitude': '40.751378611158074', 'longitude': '-73.86968857504003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,97 STREET,,,,,,,
58914438,2023-09-25T01:23:27.000,2023-09-25T01:34:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2316 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:34:13.000,12 MANHATTAN,1021320064,MANHATTAN,1002607,246904,MOBILE,Unspecified,MANHATTAN,40.84435050298375,-73.93365269588018,"{'latitude': '40.84435050298375', 'longitude': '-73.93365269588018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,AMSTERDAM AVENUE,,,,,,,
58914355,2023-09-25T01:23:19.000,2023-09-25T01:54:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1926 CROTONA AVENUE,CROTONA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T01:54:49.000,06 BRONX,,BRONX,1014240,247091,ONLINE,Unspecified,BRONX,40.84483191649575,-73.89160699635663,"{'latitude': '40.84483191649575', 'longitude': '-73.89160699635663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAIRMOUNT PLACE,EAST TREMONT AVENUE,FAIRMOUNT PLACE,EAST TREMONT AVENUE,CROTONA AVENUE,,,,,,,
