unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58944439,2023-09-27T07:29:38.000,2023-09-27T11:10:34.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,213 WEST   40 STREET,WEST   40 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:10:37.000,05 MANHATTAN,1010120025,MANHATTAN,987421,214358,ONLINE,Unspecified,MANHATTAN,40.7550391370205,-73.9885544914898,"{'latitude': '40.7550391370205', 'longitude': '-73.9885544914898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   40 STREET,,,,,,,,
58938383,2023-09-27T07:29:02.000,2023-09-27T08:26:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,46-16 76 STREET,76 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T08:26:39.000,04 QUEENS,4015290073,QUEENS,1015220,208926,MOBILE,Unspecified,QUEENS,40.74007600524696,-73.88824096895387,"{'latitude': '40.74007600524696', 'longitude': '-73.88824096895387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 AVENUE,47 AVENUE,46 AVENUE,47 AVENUE,76 STREET,,,,,,,,
58939515,2023-09-27T07:29:00.000,2023-10-03T14:15:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11216,948 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T14:15:00.000,08 BROOKLYN,3012170011,BROOKLYN,996650,185822,ONLINE,Unspecified,BROOKLYN,40.6767065375365,-73.95529561264702,"{'latitude': '40.6767065375365', 'longitude': '-73.95529561264702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVE,BEDFORD AVE,,,,N/A,,,,,,,
58944470,2023-09-27T07:28:58.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11201,78 CONGRESS STREET,CONGRESS STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,06 BROOKLYN,3002990013,BROOKLYN,984285,190473,UNKNOWN,Unspecified,BROOKLYN,40.689481157528014,-73.99987379409238,"{'latitude': '40.689481157528014', 'longitude': '-73.99987379409238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58936818,2023-09-27T07:28:49.000,2023-09-29T05:33:45.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11417,104-07 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T05:33:52.000,10 QUEENS,4095080047,QUEENS,1029508,187818,PHONE,Unspecified,QUEENS,40.68207808807897,-73.83682296639265,"{'latitude': '40.68207808807897', 'longitude': '-73.83682296639265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",104 STREET,105 STREET,104 STREET,105 STREET,LIBERTY AVENUE,,,,,,,,
58939399,2023-09-27T07:28:30.000,2023-09-27T12:45:45.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10308,346 TANGLEWOOD DRIVE,TANGLEWOOD DRIVE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T12:45:50.000,03 STATEN ISLAND,5045100045,STATEN ISLAND,943564,144308,ONLINE,Unspecified,STATEN ISLAND,40.56267460970903,-74.14643055251186,"{'latitude': '40.56267460970903', 'longitude': '-74.14643055251186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COUNTRY WOODS LANE,IRONWOOD STREET,COUNTRY WOODS LANE,IRONWOOD STREET,TANGLEWOOD DRIVE,,,,,,,,
58938351,2023-09-27T07:28:18.000,2023-09-27T11:09:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11208,984 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T11:09:22.000,05 BROOKLYN,3040500019,BROOKLYN,1016866,183857,MOBILE,Unspecified,BROOKLYN,40.671261657493304,-73.88242260967283,"{'latitude': '40.671261657493304', 'longitude': '-73.88242260967283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELTON STREET,LINWOOD STREET,ELTON STREET,LINWOOD STREET,SUTTER AVENUE,,,,,,,,
58943614,2023-09-27T07:28:08.000,2023-09-27T09:09:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,19-02 21 ROAD,21 ROAD,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:09:30.000,01 QUEENS,4008920018,QUEENS,1007391,224288,PHONE,Unspecified,QUEENS,40.7822646811028,-73.91643997180769,"{'latitude': '40.7822646811028', 'longitude': '-73.91643997180769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 STREET,21 STREET,19 STREET,21 STREET,21 ROAD,,,,,,,,
58945716,2023-09-27T07:27:59.000,2023-10-02T12:07:22.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11249,GRAND STREET,GRAND STREET,INTERSECTION,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-30T12:45:04.000,01 BROOKLYN,,BROOKLYN,994099,200039,ONLINE,Unspecified,BROOKLYN,40.71573210109785,-73.96447166925978,"{'latitude': '40.71573210109785', 'longitude': '-73.96447166925978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND STREET,WYTHE AVENUE,GRAND STREET,WYTHE AVENUE,,,,,,,,,
58938182,2023-09-27T07:27:56.000,2023-09-27T12:23:43.000,DOT,Department of Transportation,Street Condition,Dumpster - Construction Waste,Street,10027,231 WEST  124 STREET,WEST  124 STREET,ADDRESS,NEW YORK,Closed,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",2023-09-27T12:23:49.000,10 MANHATTAN,1019300044,MANHATTAN,998119,233934,ONLINE,Unspecified,MANHATTAN,40.80875974422553,-73.94990038267342,"{'latitude': '40.80875974422553', 'longitude': '-73.94990038267342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  124 STREET,,,,,,,,
58936652,2023-09-27T07:27:55.000,2023-10-02T11:18:47.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11004,260-21 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,GLEN OAKS,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-02T11:18:50.000,13 QUEENS,4087720001,QUEENS,1065154,208066,PHONE,Unspecified,QUEENS,40.7373997050971,-73.70805929105727,"{'latitude': '40.7373997050971', 'longitude': '-73.70805929105727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",260 STREET,261 STREET,260 STREET,261 STREET,HILLSIDE AVENUE,,,,,,,,
58938487,2023-09-27T07:27:55.000,2023-09-27T08:26:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,421 EAST    3 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T08:26:19.000,12 BROOKLYN,3053550064,BROOKLYN,990622,173001,PHONE,Unspecified,BROOKLYN,40.64152210599472,-73.97703982706847,"{'latitude': '40.64152210599472', 'longitude': '-73.97703982706847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,EAST    3 STREET,,,,,,,,
58945257,2023-09-27T07:27:53.000,2023-10-20T06:57:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10024,564 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,07 MANHATTAN,1012350031,MANHATTAN,991344,226574,ONLINE,Unspecified,MANHATTAN,40.78856658827549,-73.97438179564189,"{'latitude': '40.78856658827549', 'longitude': '-73.97438179564189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58942202,2023-09-27T07:27:31.000,2023-09-27T08:34:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2175 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T08:34:14.000,15 BROOKLYN,3073450048,BROOKLYN,995664,156815,MOBILE,Unspecified,BROOKLYN,40.597089845636205,-73.95889939888315,"{'latitude': '40.597089845636205', 'longitude': '-73.95889939888315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE U,AVENUE V,AVENUE U,AVENUE V,HOMECREST AVENUE,,,,,,,,
58944193,2023-09-27T07:27:11.000,2023-10-12T09:54:06.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11209,7224 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-12T09:54:18.000,10 BROOKLYN,3059100046,BROOKLYN,978860,168874,PHONE,Unspecified,BROOKLYN,40.6301950215638,-74.01941844434643,"{'latitude': '40.6301950215638', 'longitude': '-74.01941844434643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,73 STREET,72 STREET,73 STREET,6 AVENUE,,,,,,,,
58942257,2023-09-27T07:26:21.000,2023-09-27T09:20:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10304,42 AUSTIN PLACE,AUSTIN PLACE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:20:27.000,01 STATEN ISLAND,5005800034,STATEN ISLAND,960367,169336,PHONE,Unspecified,STATEN ISLAND,40.63143255787774,-74.08604441132711,"{'latitude': '40.63143255787774', 'longitude': '-74.08604441132711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VICTORY BOULEVARD,NATALIE COURT,VICTORY BOULEVARD,NATALIE COURT,AUSTIN PLACE,,,,,,,,
58938654,2023-09-27T07:26:09.000,2023-09-27T08:28:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11354,MAIN STREET,MAIN STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T08:28:44.000,07 QUEENS,,QUEENS,1030801,217286,MOBILE,Unspecified,QUEENS,40.76295376154211,-73.83195726744324,"{'latitude': '40.76295376154211', 'longitude': '-73.83195726744324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAIN STREET,NORTHERN BOULEVARD,MAIN STREET,NORTHERN BOULEVARD,,,,,,,,,
58936515,2023-09-27T07:26:02.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10001,250 WEST   25 STREET,WEST   25 STREET,ADDRESS,NEW YORK,In Progress,,,04 MANHATTAN,1007740019,MANHATTAN,985315,211059,UNKNOWN,Unspecified,MANHATTAN,40.745984719578225,-73.99615647749074,"{'latitude': '40.745984719578225', 'longitude': '-73.99615647749074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   25 STREET,,,,,,,,
58935758,2023-09-27T07:26:00.000,2023-09-29T11:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11211,198 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-29T11:40:00.000,01 BROOKLYN,3030580100,BROOKLYN,998018,196607,ONLINE,Unspecified,BROOKLYN,40.70630684728705,-73.9503416683064,"{'latitude': '40.70630684728705', 'longitude': '-73.9503416683064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHNSON AVE,MONTROSE AVE,,,,,,,,,,,
58942142,2023-09-27T07:26:00.000,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10312,,,INTERSECTION,STATEN ISLAND,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2023-09-27T08:15:00.000,02 STATEN ISLAND,,STATEN ISLAND,936500,143901,PHONE,Unspecified,STATEN ISLAND,40.56152224988719,-74.1718512388755,"{'latitude': '40.56152224988719', 'longitude': '-74.1718512388755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ARTHUR KILL ROAD,DRUMGOOLE ROAD WEST,,,,,,,,,
58940824,2023-09-27T07:26:00.000,2023-10-11T21:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10305,,,INTERSECTION,STATEN ISLAND,Closed,"The Department of Environmental Protection inspected your complaint and repaired the problem. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-11T21:00:00.000,01 STATEN ISLAND,,STATEN ISLAND,966780,162811,PHONE,Unspecified,STATEN ISLAND,40.613537769446744,-74.06292311667235,"{'latitude': '40.613537769446744', 'longitude': '-74.06292311667235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,NEW LANE,SCARBORO AVENUE,,,,,,,,,
58936812,2023-09-27T07:25:59.000,2023-09-28T04:49:28.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,601 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T04:49:34.000,04 MANHATTAN,1007630034,MANHATTAN,986728,214531,ONLINE,Unspecified,MANHATTAN,40.755514199378474,-73.99105576400845,"{'latitude': '40.755514199378474', 'longitude': '-73.99105576400845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   39 STREET,WEST   40 STREET,WEST   39 STREET,WEST   40 STREET,8 AVENUE,,,,,,,,
58945402,2023-09-27T07:25:52.000,2023-09-27T08:05:02.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11207,428 SHEFFIELD AVENUE,SHEFFIELD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T08:05:00.000,05 BROOKLYN,3037870001,BROOKLYN,1013234,182136,ONLINE,Unspecified,BROOKLYN,40.666550535755505,-73.89552298968123,"{'latitude': '40.666550535755505', 'longitude': '-73.89552298968123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,SHEFFIELD AVENUE,,,,,,,,
58944056,2023-09-27T07:25:43.000,2023-09-27T08:05:38.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10036,460 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T08:05:44.000,04 MANHATTAN,1010517502,MANHATTAN,985746,215892,ONLINE,Unspecified,MANHATTAN,40.759250017655226,-73.99459994854693,"{'latitude': '40.759250017655226', 'longitude': '-73.99459994854693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYER AVENUE,10 AVENUE,DYER AVENUE,10 AVENUE,WEST   42 STREET,,,,,,,,
58940037,2023-09-27T07:25:37.000,2023-11-13T08:49:34.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10457,1665 MONROE AVENUE,MONROE AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-13T00:00:00.000,04 BRONX,2027920014,BRONX,1010039,246559,ONLINE,Unspecified,BRONX,40.84338500179767,-73.90679272475734,"{'latitude': '40.84338500179767', 'longitude': '-73.90679272475734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58938767,2023-09-27T07:25:37.000,2023-11-13T08:49:34.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10457,1665 MONROE AVENUE,MONROE AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-13T00:00:00.000,04 BRONX,2027920014,BRONX,1010039,246559,ONLINE,Unspecified,BRONX,40.84338500179767,-73.90679272475734,"{'latitude': '40.84338500179767', 'longitude': '-73.90679272475734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58940059,2023-09-27T07:25:37.000,2023-11-13T08:49:34.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10457,1665 MONROE AVENUE,MONROE AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-13T00:00:00.000,04 BRONX,2027920014,BRONX,1010039,246559,ONLINE,Unspecified,BRONX,40.84338500179767,-73.90679272475734,"{'latitude': '40.84338500179767', 'longitude': '-73.90679272475734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
