unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58847453,2023-09-15T10:10:13.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11236,1636 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,In Progress,This request required re-assignment to a new DOT unit.,2023-10-12T11:56:45.000,18 BROOKLYN,3082930063,BROOKLYN,1013381,169402,PHONE,Unspecified,BROOKLYN,40.63159800992201,-73.89504810295243,"{'latitude': '40.63159800992201', 'longitude': '-73.89504810295243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE N,SEAVIEW AVENUE,,AVENUE N,SEAVIEW AVENUE,EAST   91 STREET,,,,,,
58866412,2023-09-15T10:10:12.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11231,KANE STREET,KANE STREET,BLOCKFACE,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T11:00:01.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,2023-09-28T10:59:56.000,TIFFANY PLACE,HICKS STREET,,TIFFANY PLACE,HICKS STREET,,,,,,,
58832850,2023-09-15T10:09:57.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T03:50:56.000,0 Unspecified,,Unspecified,1028143,178418,ONLINE,Unspecified,Unspecified,40.65628410259793,-73.84180564801981,"{'latitude': '40.65628410259793', 'longitude': '-73.84180564801981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:26:36.000,,,,,,,,,,,,
58821781,2023-09-15T10:09:51.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11205,11 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,02 BROOKLYN,3020720052,BROOKLYN,991736,191283,PHONE,Unspecified,BROOKLYN,40.691701254974184,-73.97300546007224,"{'latitude': '40.691701254974184', 'longitude': '-73.97300546007224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58821740,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T17:34:30.000,,,,,,,,,,,,
58821007,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:01:41.000,,,,,,,,,,,,
58823597,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T17:34:29.000,,,,,,,,,,,,
58820953,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:01:41.000,,,,,,,,,,,,
58825312,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:01:40.000,,,,,,,,,,,,
58823567,2023-09-15T10:09:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,17 BROOKLYN,3046710030,BROOKLYN,1007343,179050,PHONE,Unspecified,BROOKLYN,40.65809747702477,-73.9167685043516,"{'latitude': '40.65809747702477', 'longitude': '-73.9167685043516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T17:34:29.000,,,,,,,,,,,,
58858561,2023-09-15T10:09:37.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:14.000,0 Unspecified,,Unspecified,,195713,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58823576,2023-09-15T10:09:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11105,18-21 DITMARS BOULEVARD,DITMARS BOULEVARD,ADDRESS,ASTORIA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,01 QUEENS,4008960022,QUEENS,1006620,224246,PHONE,Unspecified,QUEENS,40.78215138733043,-73.91922412032389,"{'latitude': '40.78215138733043', 'longitude': '-73.91922412032389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58819657,2023-09-15T10:09:22.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10012,128 WEST HOUSTON STREET,WEST HOUSTON STREET,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,02 MANHATTAN,1005250032,MANHATTAN,983898,204365,UNKNOWN,Unspecified,MANHATTAN,40.72761140149759,-74.00126999709673,"{'latitude': '40.72761140149759', 'longitude': '-74.00126999709673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,,,2023-11-14T07:29:10.000,,,,
58860332,2023-09-15T10:09:22.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Other (Explain Below),,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:14.000,0 Unspecified,,Unspecified,990714,215028,ONLINE,Unspecified,Unspecified,40.75687632214713,-73.9766679885756,"{'latitude': '40.75687632214713', 'longitude': '-73.9766679885756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58860851,2023-09-15T10:09:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T10:51:26.000,0 Unspecified,,Unspecified,1007769,,ONLINE,Unspecified,Unspecified,,,,2023-09-15T10:52:04.000,,,,,,,,,,,,
58820652,2023-09-15T10:08:47.000,DOB,Department of Buildings,Investigations and Discipline (IAD),Plumbing Work - Unlicensed/Illegal/Improper Work In Progress,,10039,147 WEST  147 STREET,WEST  147 STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,10 MANHATTAN,,MANHATTAN,1001702,238921,UNKNOWN,Unspecified,MANHATTAN,40.82244130842944,-73.93694438571184,"{'latitude': '40.82244130842944', 'longitude': '-73.93694438571184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:00.000,,,,,,,,,,,,
58860213,2023-09-15T10:08:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:27:35.000,0 Unspecified,,Unspecified,988072,210797,MOBILE,Unspecified,Unspecified,40.74526483344517,-73.98620677525459,"{'latitude': '40.74526483344517', 'longitude': '-73.98620677525459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:27:31.000,,,,,,,,,,,,
58822219,2023-09-15T10:08:23.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10012,190 SULLIVAN STREET,SULLIVAN STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,02 MANHATTAN,1005260064,MANHATTAN,984048,204675,UNKNOWN,Unspecified,MANHATTAN,40.72846228059458,-74.00072881445783,"{'latitude': '40.72846228059458', 'longitude': '-74.00072881445783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T00:00:00.000,,,N/A,,,,,2023-10-15T10:08:23.000,,,,
58870147,2023-09-15T10:08:16.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11434,159-18 134 AVENUE,134 AVENUE,ADDRESS,JAMAICA,Closed,An inspection of the property was conducted and it passed with minor violations found.,2023-09-15T10:08:16.000,12 QUEENS,4122980009,QUEENS,1045846,184328,PHONE,Unspecified,QUEENS,40.67240024306608,-73.77794867082658,"{'latitude': '40.67240024306608', 'longitude': '-73.77794867082658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:08:16.000,159 STREET,160 STREET,,159 STREET,160 STREET,134 AVENUE,,,,,,
58856743,2023-09-15T10:08:09.000,DOE,Department of Education,School Maintenance,Plumbing Problem,School,10002,123 RIDGE STREET,RIDGE STREET,ADDRESS,NEW YORK,Closed,The Department of Education completed the work and corrected the condition.,2023-11-14T14:45:37.000,03 MANHATTAN,1003440001,MANHATTAN,988947,201319,PHONE,Unspecified,MANHATTAN,40.71924962920413,-73.98305560226707,"{'latitude': '40.71924962920413', 'longitude': '-73.98305560226707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T14:45:34.000,RIVINGTON STREET,STANTON STREET,,RIVINGTON STREET,STANTON STREET,RIDGE STREET,,,,,,
58860373,2023-09-15T10:08:06.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,1010344,250230,MOBILE,Unspecified,Unspecified,40.853459911532816,-73.90567609999701,"{'latitude': '40.853459911532816', 'longitude': '-73.90567609999701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58862316,2023-09-15T10:07:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11222,109 JAVA STREET,JAVA STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-11T16:00:41.000,01 BROOKLYN,3025400066,BROOKLYN,996321,205762,MOBILE,Unspecified,BROOKLYN,40.731437595299994,-73.9564459777519,"{'latitude': '40.731437595299994', 'longitude': '-73.9564459777519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T16:00:25.000,FRANKLIN STREET,MANHATTAN AVENUE,,FRANKLIN STREET,MANHATTAN AVENUE,JAVA STREET,,,,,,
58860735,2023-09-15T10:07:45.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-18T20:35:25.000,Unspecified BRONX,,BRONX,1004801,240930,MOBILE,Unspecified,BRONX,40.827948773847346,-73.92574127710843,"{'latitude': '40.827948773847346', 'longitude': '-73.92574127710843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,4,,Passageway,
58869236,2023-09-15T10:07:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:58:48.000,0 Unspecified,,Unspecified,,194827,PHONE,Unspecified,Unspecified,,,,2023-09-15T10:58:44.000,,,,,,,,,,,,
58861100,2023-09-15T10:07:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T10:50:43.000,0 Unspecified,,Unspecified,963834,161415,MOBILE,Unspecified,Unspecified,40.60969973987448,-74.07352973870165,"{'latitude': '40.60969973987448', 'longitude': '-74.07352973870165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:50:39.000,,,,,,,,,,,,
58828807,2023-09-15T10:07:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T04:36:09.000,0 Unspecified,,Unspecified,1009961,,MOBILE,Unspecified,Unspecified,,,,2023-09-16T04:36:05.000,,,,,,,,,,,,
58869275,2023-09-15T10:07:22.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:42:15.000,0 Unspecified,,Unspecified,1013021,240876,ONLINE,Unspecified,Unspecified,40.82777760825964,-73.89603948878481,"{'latitude': '40.82777760825964', 'longitude': '-73.89603948878481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:42:11.000,,,,,,,,,,,,
58857377,2023-09-15T10:07:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:41:55.000,0 Unspecified,,Unspecified,982726,197938,PHONE,Unspecified,Unspecified,40.70997070760049,-74.00549705499954,"{'latitude': '40.70997070760049', 'longitude': '-74.00549705499954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:41:51.000,,,,,,,,,,,,
