unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58810808,2023-09-14T03:59:36.000,2023-09-14T04:30:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10465,4240 EAST TREMONT AVENUE,EAST TREMONT AVENUE,MILTON PLACE,HARDING AVENUE,MILTON PLACE,HARDING AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T04:30:38.000,10 BRONX,BRONX,1035207,236854,ONLINE,Unspecified,BRONX,40.816638246949644,-73.81590380215393,"{'latitude': '40.816638246949644', 'longitude': '-73.81590380215393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST TREMONT AVENUE,2055890081,,,,,,,
58816703,2023-09-14T03:59:14.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10462,2061 ST RAYMONDS AVENUE,ST RAYMONDS AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,09 BRONX,BRONX,1024314,244433,PHONE,Unspecified,BRONX,40.837496530880365,-73.85521242577732,"{'latitude': '40.837496530880365', 'longitude': '-73.85521242577732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2039437501,,,,,,,
58816505,2023-09-14T03:58:49.000,2023-09-14T04:38:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:38:45.000,09 MANHATTAN,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  137 STREET,1020020061,,,,,,,
58814803,2023-09-14T03:57:40.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T09:27:16.000,Unspecified QUEENS,QUEENS,1020492,206393,MOBILE,Unspecified,QUEENS,40.733103520922796,-73.8692299843164,"{'latitude': '40.733103520922796', 'longitude': '-73.8692299843164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,R,M R to Forest Hills,Platform,,
58815877,2023-09-14T03:54:55.000,2023-09-14T04:05:29.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10012,251 MERCER STREET,MERCER STREET,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T04:05:31.000,02 MANHATTAN,MANHATTAN,985521,204657,MOBILE,Unspecified,MANHATTAN,40.72841278597895,-73.99541424510747,"{'latitude': '40.72841278597895', 'longitude': '-73.99541424510747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MERCER STREET,1005350036,,,,,,,
58815277,2023-09-14T03:52:07.000,2023-09-14T04:48:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,105 KINGS HIGHWAY,KINGS HIGHWAY,78 STREET,STILLWELL AVENUE,78 STREET,STILLWELL AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T04:48:48.000,11 BROOKLYN,BROOKLYN,987640,160130,MOBILE,Unspecified,BROOKLYN,40.60619554884312,-73.98779130572284,"{'latitude': '40.60619554884312', 'longitude': '-73.98779130572284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,KINGS HIGHWAY,3062537502,,,,,,,
58815283,2023-09-14T03:50:34.000,2023-09-14T03:58:19.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10009,212 EAST    7 STREET,EAST    7 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T03:58:21.000,03 MANHATTAN,MANHATTAN,989805,203245,PHONE,Unspecified,MANHATTAN,40.724535536632715,-73.97995878317604,"{'latitude': '40.724535536632715', 'longitude': '-73.97995878317604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    7 STREET,1003890024,,,,,,,
58818760,2023-09-14T03:50:19.000,2023-09-14T04:33:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,102-10 LARUE AVENUE,LARUE AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:33:18.000,04 QUEENS,QUEENS,1023668,209015,ONLINE,Unspecified,QUEENS,40.74028666945947,-73.85775485451593,"{'latitude': '40.74028666945947', 'longitude': '-73.85775485451593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,LARUE AVENUE,4019410006,,,,,,,
58816162,2023-09-14T03:50:00.000,2023-09-14T17:40:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11385,784 SENECA AVENUE,SENECA AVENUE,MADISON ST,PUTNAM AVE,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T17:40:00.000,05 QUEENS,QUEENS,1010337,194956,ONLINE,Unspecified,QUEENS,40.70174749935749,-73.90591600215159,"{'latitude': '40.70174749935749', 'longitude': '-73.90591600215159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,,4034600031,N/A,,,,,,
58818394,2023-09-14T03:49:57.000,2023-10-15T00:01:39.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,11103,25-12 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-15T00:01:45.000,01 QUEENS,QUEENS,1008625,218941,PHONE,Unspecified,QUEENS,40.767585259528396,-73.9120035094514,"{'latitude': '40.767585259528396', 'longitude': '-73.9120035094514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,STEINWAY STREET,4006540067,,,,,,,
58818432,2023-09-14T03:47:00.000,2023-09-14T17:40:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11385,784 SENECA AVENUE,SENECA AVENUE,MADISON ST,PUTNAM AVE,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T17:40:00.000,05 QUEENS,QUEENS,1010337,194956,ONLINE,Unspecified,QUEENS,40.70174749935749,-73.90591600215159,"{'latitude': '40.70174749935749', 'longitude': '-73.90591600215159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,,4034600031,N/A,,,,,,
58814085,2023-09-14T03:46:30.000,2023-09-14T04:00:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,105-28 PINEGROVE STREET,PINEGROVE STREET,105 AVENUE,106 AVENUE,105 AVENUE,106 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T04:01:01.000,12 QUEENS,QUEENS,1037560,191371,MOBILE,Unspecified,QUEENS,40.691785403387634,-73.80776357573158,"{'latitude': '40.691785403387634', 'longitude': '-73.80776357573158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,PINEGROVE STREET,4100420016,,,,,,,
58816793,2023-09-14T03:44:56.000,2023-09-14T05:04:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,80-65 88 ROAD,88 ROAD,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T05:04:11.000,09 QUEENS,QUEENS,1023228,190568,ONLINE,Unspecified,QUEENS,40.689656081013716,-73.85944946047425,"{'latitude': '40.689656081013716', 'longitude': '-73.85944946047425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN,88 ROAD,4089160049,,,,,,,
58812880,2023-09-14T03:44:32.000,2023-09-14T04:06:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,13-30 GRANDVIEW TERRACE,GRANDVIEW TERRACE,CAFFREY AVENUE,DEAD END,CAFFREY AVENUE,DEAD END,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T04:06:16.000,14 QUEENS,QUEENS,1054292,158016,ONLINE,Unspecified,QUEENS,40.600116915484215,-73.74777442699622,"{'latitude': '40.600116915484215', 'longitude': '-73.74777442699622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,GRANDVIEW TERRACE,4156210135,,,,,,,
58817061,2023-09-14T03:41:47.000,2023-09-14T04:14:04.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T04:14:10.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,7 AVENUE,1020260029,,,,,,,
58817622,2023-09-14T03:40:20.000,2023-09-14T04:20:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10474,631B BARRETTO STREET,BARRETTO STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:20:07.000,02 BRONX,BRONX,1015012,235351,ONLINE,Unspecified,BRONX,40.81260634370696,-73.88887058679673,"{'latitude': '40.81260634370696', 'longitude': '-73.88887058679673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BARRETTO STREET,2027650356,,,,,,,
58814212,2023-09-14T03:39:54.000,2023-09-14T04:04:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1030 EAST  165 STREET,EAST  165 STREET,BEND,HALL PLACE,BEND,HALL PLACE,ADDRESS,Closed,Your complaint has been received by the Police Department and additional information will be available later.,2023-09-14T04:05:05.000,02 BRONX,BRONX,1012614,239640,ONLINE,Unspecified,BRONX,40.824386458865725,-73.8975153576264,"{'latitude': '40.824386458865725', 'longitude': '-73.8975153576264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  165 STREET,2027000009,,,,,,,
58818552,2023-09-14T03:39:14.000,2023-09-14T04:18:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10302,HATFIELD PLACE,HATFIELD PLACE,PORT RICHMOND AVENUE,HATFIELD PLACE,PORT RICHMOND AVENUE,HATFIELD PLACE,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T04:18:47.000,01 STATEN ISLAND,STATEN ISLAND,946193,169847,MOBILE,Unspecified,STATEN ISLAND,40.63278558819451,-74.13711256388538,"{'latitude': '40.63278558819451', 'longitude': '-74.13711256388538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58818579,2023-09-14T03:39:05.000,2023-09-14T05:22:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 AVENUE,85 STREET,87 AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T05:22:54.000,09 QUEENS,QUEENS,1023399,191374,ONLINE,Unspecified,QUEENS,40.69186760765792,-73.85882816977646,"{'latitude': '40.69186760765792', 'longitude': '-73.85882816977646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58814799,2023-09-14T03:37:03.000,2023-09-14T04:20:22.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11211,341 BROADWAY,BROADWAY,SOUTH 9 STREET,KEAP STREET,SOUTH    9 STREET,KEAP STREET,ADDRESS,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-14T04:20:22.000,01 BROOKLYN,BROOKLYN,996421,197150,MOBILE,Unspecified,BROOKLYN,40.7077995946547,-73.9561007348627,"{'latitude': '40.7077995946547', 'longitude': '-73.9561007348627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BROADWAY,3024620027,,,,,,,
58812406,2023-09-14T03:36:55.000,2023-09-25T12:41:34.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11102,21-21 24 DRIVE,24 DRIVE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-25T12:41:37.000,01 QUEENS,QUEENS,1005722,221779,ONLINE,Unspecified,QUEENS,40.775382353477745,-73.92247459252029,"{'latitude': '40.775382353477745', 'longitude': '-73.92247459252029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,24 DRIVE,4008740145,,,,,,,
58819087,2023-09-14T03:36:32.000,2023-09-14T05:03:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10033,1316 RIVERSIDE DRIVE,RIVERSIDE DRIVE,GW BRDG BIKE AND PEDESTRIAN PATH,PLAZA LAFAYETTE,GW BRDG BIKE AND PEDESTRIAN PATH,PLAZA LAFAYETTE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:03:52.000,12 MANHATTAN,MANHATTAN,1000068,249098,MOBILE,Unspecified,MANHATTAN,40.850377298544856,-73.94282416947152,"{'latitude': '40.850377298544856', 'longitude': '-73.94282416947152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RIVERSIDE DRIVE,1021770218,,,,,,,
58816327,2023-09-14T03:35:45.000,2023-09-14T03:55:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11220,6801 SHORE ROAD,SHORE ROAD,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T03:56:01.000,10 BROOKLYN,BROOKLYN,974360,172309,MOBILE,Unspecified,BROOKLYN,40.63961948472626,-74.0356355366244,"{'latitude': '40.63961948472626', 'longitude': '-74.0356355366244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SHORE ROAD,3058590015,,,,,,,
58818761,2023-09-14T03:35:29.000,2023-09-14T04:05:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,8816 19 AVENUE,19 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:05:16.000,11 BROOKLYN,BROOKLYN,982917,158518,ONLINE,Unspecified,BROOKLYN,40.60177148538306,-74.00480032775042,"{'latitude': '40.60177148538306', 'longitude': '-74.00480032775042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,19 AVENUE,3064380001,,,,,,,
58811592,2023-09-14T03:35:00.000,2023-09-16T14:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Locking Device Request (Use Comments) (WC5),,10452,,,,,WEST 163 STREET,WOODYCREST AVENUE,INTERSECTION,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-16T14:30:00.000,04 BRONX,BRONX,1004019,242369,ONLINE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,,,,,,
58817426,2023-09-14T03:34:56.000,2023-09-14T05:04:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10468,2850 WEBB AVENUE,WEBB AVENUE,WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:04:59.000,08 BRONX,BRONX,1011725,257442,MOBILE,Unspecified,BRONX,40.87325046884873,-73.90065453583262,"{'latitude': '40.87325046884873', 'longitude': '-73.90065453583262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WEBB AVENUE,2032500065,,,,,,,
58813991,2023-09-14T03:34:31.000,2023-09-14T05:22:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 ROAD,85 STREET,87 ROAD,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:22:38.000,09 QUEENS,QUEENS,1023465,191134,ONLINE,Unspecified,QUEENS,40.6912085716942,-73.85859157037166,"{'latitude': '40.6912085716942', 'longitude': '-73.85859157037166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58816483,2023-09-14T03:34:26.000,2023-09-14T04:11:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1560 METROPOLITAN AVENUE,METROPOLITAN AVENUE,PINE DRIVE,MAPLE DRIVE,PINE DRIVE,MAPLE DRIVE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:11:15.000,09 BRONX,BRONX,1023568,245254,ONLINE,Unspecified,BRONX,40.83975328726189,-73.85790358274001,"{'latitude': '40.83975328726189', 'longitude': '-73.85790358274001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,METROPOLITAN AVENUE,2039437501,,,,,,,
58814070,2023-09-14T03:33:42.000,2023-09-14T04:01:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,105-28 PINEGROVE STREET,PINEGROVE STREET,105 AVENUE,106 AVENUE,105 AVENUE,106 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T04:01:05.000,12 QUEENS,QUEENS,1037560,191371,MOBILE,Unspecified,QUEENS,40.691785403387634,-73.80776357573158,"{'latitude': '40.691785403387634', 'longitude': '-73.80776357573158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,PINEGROVE STREET,4100420016,,,,,,,
