unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58861516,2023-09-19T10:28:13.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11206,17 MONTROSE AVENUE,MONTROSE AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:38:52.000,01 BROOKLYN,3030490046,BROOKLYN,998272,196768,MOBILE,Unspecified,BROOKLYN,40.70674835535232,-73.94942520771451,"{'latitude': '40.70674835535232', 'longitude': '-73.94942520771451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:38:48.000,NEW MONTROSE AVENUE,LORIMER STREET,NEW MONTROSE AVENUE,LORIMER STREET,MONTROSE AVENUE,,,,,,
58860176,2023-09-19T10:28:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11237,150 WILSON AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,04 BROOKLYN,3032180033,BROOKLYN,1005005,194448,PHONE,Unspecified,BROOKLYN,40.700367271201046,-73.9251476670331,"{'latitude': '40.700367271201046', 'longitude': '-73.9251476670331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T19:49:47.000,,,,,,,,,,,
58869859,2023-09-19T10:28:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10002,137 RIVINGTON STREET,RIVINGTON STREET,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 MANHATTAN,1003530060,MANHATTAN,988027,201399,PHONE,Unspecified,MANHATTAN,40.719469650571455,-73.98637445148556,"{'latitude': '40.719469650571455', 'longitude': '-73.98637445148556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T12:58:16.000,,,,,,,,,,,
58858076,2023-09-19T10:28:02.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10002,137 RIVINGTON STREET,RIVINGTON STREET,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 MANHATTAN,1003530060,MANHATTAN,988027,201399,PHONE,Unspecified,MANHATTAN,40.719469650571455,-73.98637445148556,"{'latitude': '40.719469650571455', 'longitude': '-73.98637445148556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T12:58:17.000,,,,,,,,,,,
58865664,2023-09-19T10:28:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11229,1656 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T10:54:41.000,15 BROOKLYN,,BROOKLYN,996313,161432,ONLINE,Unspecified,BROOKLYN,40.609761709680065,-73.95655417351479,"{'latitude': '40.609761709680065', 'longitude': '-73.95655417351479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:54:36.000,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,EAST   17 STREET,,,,,,
58859159,2023-09-19T10:28:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10065,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T21:05:00.000,08 MANHATTAN,,MANHATTAN,992423,217930,UNKNOWN,Unspecified,MANHATTAN,40.76484015232737,-73.97049577160053,"{'latitude': '40.76484015232737', 'longitude': '-73.97049577160053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T21:05:00.000,MADISON AVENUE,EAST 61 STREET,,,,,,,,,
58868551,2023-09-19T10:27:46.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10308,88 EAST MACON AVENUE,EAST MACON AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the requested items.,2023-09-20T09:50:55.000,03 STATEN ISLAND,5054940273,STATEN ISLAND,938985,142798,ONLINE,Unspecified,STATEN ISLAND,40.55850776566109,-74.16290041547744,"{'latitude': '40.55850776566109', 'longitude': '-74.16290041547744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:43:49.000,ARMSTRONG AVENUE,CORTELYOU AVENUE,ARMSTRONG AVENUE,CORTELYOU AVENUE,EAST MACON AVENUE,,,,,,
58861449,2023-09-19T10:27:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,81-21 166 STREET,166 STREET,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T18:15:56.000,08 QUEENS,4070270043,QUEENS,1039348,201936,PHONE,Unspecified,QUEENS,40.72077281052696,-73.80122960214466,"{'latitude': '40.72077281052696', 'longitude': '-73.80122960214466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T18:15:51.000,81 AVENUE,GOETHALS AVENUE,81 AVENUE,GOETHALS AVENUE,166 STREET,,,,,,
58865058,2023-09-19T10:27:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10301,91 STATEN ISLAND BOULEVARD,STATEN ISLAND BOULEVARD,ADDRESS,STATEN ISLAND,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T11:25:11.000,02 STATEN ISLAND,5006830216,STATEN ISLAND,955672,160533,MOBILE,Unspecified,STATEN ISLAND,40.60725626802701,-74.10292203174552,"{'latitude': '40.60725626802701', 'longitude': '-74.10292203174552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:25:06.000,BEEBE STREET,DEAD END,BEEBE STREET,DEAD END,STATEN ISLAND BOULEVARD,,,,,,
58862247,2023-09-19T10:27:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,3 COMSTOCK AVENUE,COMSTOCK AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:44:03.000,01 STATEN ISLAND,5016460101,STATEN ISLAND,940632,164684,PHONE,Unspecified,STATEN ISLAND,40.61858862189229,-74.15711444858607,"{'latitude': '40.61858862189229', 'longitude': '-74.15711444858607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:44:00.000,JULES DRIVE,ZECK COURT,JULES DRIVE,ZECK COURT,COMSTOCK AVENUE,,,,,,
58861329,2023-09-19T10:27:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11354,33-08 FARRINGTON STREET,FARRINGTON STREET,ADDRESS,FLUSHING,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:01:26.000,07 QUEENS,4049490008,QUEENS,1030627,218537,PHONE,Unspecified,QUEENS,40.76638834174315,-73.8325767508389,"{'latitude': '40.76638834174315', 'longitude': '-73.8325767508389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:01:21.000,33 AVENUE,35 AVENUE,33 AVENUE,35 AVENUE,FARRINGTON STREET,,,,,,
58870080,2023-09-19T10:26:50.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10314,403 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T11:28:51.000,02 STATEN ISLAND,5023980226,STATEN ISLAND,940863,151573,ONLINE,Unspecified,STATEN ISLAND,40.58260277764684,-74.15619816410137,"{'latitude': '40.58260277764684', 'longitude': '-74.15619816410137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MERCURY LANE,WELLINGTON COURT,MERCURY LANE,WELLINGTON COURT,RICHMOND HILL ROAD,,,,,,
58864595,2023-09-19T10:26:48.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,87 AVENUE A,AVENUE A,ADDRESS,NEW YORK,,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-02T08:07:22.000,03 MANHATTAN,1004327501,MANHATTAN,988643,203496,ONLINE,Unspecified,MANHATTAN,40.72522512408558,-73.98415085936391,"{'latitude': '40.72522512408558', 'longitude': '-73.98415085936391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-02T08:07:13.000,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,AVENUE A,,,,"87 AVENUE A, MANHATTAN (NEW YORK), NY, 10009",,
58865172,2023-09-19T10:26:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11106,14-30 BROADWAY,BROADWAY,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T14:30:13.000,01 QUEENS,4005290002,QUEENS,1002865,218295,ONLINE,Unspecified,QUEENS,40.765826162648885,-73.93279953674481,"{'latitude': '40.765826162648885', 'longitude': '-73.93279953674481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:30:25.000,14 STREET,21 STREET,14 STREET,21 STREET,BROADWAY,,,,,,
58857427,2023-09-19T10:26:36.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11378,54 AVENUE,54 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:34:28.000,05 QUEENS,,QUEENS,1013189,204876,PHONE,Unspecified,QUEENS,40.72896663979192,-73.89558749396495,"{'latitude': '40.72896663979192', 'longitude': '-73.89558749396495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:34:24.000,54 AVENUE,69 STREET,54 AVENUE,69 STREET,,,,,,,
58867704,2023-09-19T10:26:28.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10009,2N D AVENUE,D AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T10:47:00.000,03 MANHATTAN,,MANHATTAN,990162,201604,PHONE,Unspecified,MANHATTAN,40.72003115704984,-73.97867224729696,"{'latitude': '40.72003115704984', 'longitude': '-73.97867224729696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:47:02.000,COLUMBIA STREET,EAST    3 STREET,COLUMBIA STREET,EAST    3 STREET,AVENUE D,,,,,,
58870146,2023-09-19T10:26:25.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,10309,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-21T11:57:33.000,03 STATEN ISLAND,,STATEN ISLAND,923302,137930,PHONE,Unspecified,STATEN ISLAND,40.54505215562192,-74.21929658628301,"{'latitude': '40.54505215562192', 'longitude': '-74.21929658628301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:57:30.000,BLOOMINGDALE ROAD,CORRELL AVENUE,BLOOMINGDALE ROAD,CORRELL AVENUE,,,,,,,
58859128,2023-09-19T10:26:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10011,169 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2023-09-19T11:30:00.000,04 MANHATTAN,1007950001,MANHATTAN,985064,209657,PHONE,Unspecified,MANHATTAN,40.74213660674161,-73.9970624914366,"{'latitude': '40.74213660674161', 'longitude': '-73.9970624914366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:30:00.000,,,W 19 ST,W 20 ST,,,,,,,
58866893,2023-09-19T10:26:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10308,646 ARMSTRONG AVENUE,ARMSTRONG AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-20T11:25:00.000,03 STATEN ISLAND,5054830061,STATEN ISLAND,939689,139817,PHONE,Unspecified,STATEN ISLAND,40.5503290699927,-74.16034721680286,"{'latitude': '40.5503290699927', 'longitude': '-74.16034721680286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:25:00.000,,,LAMOKA AVE,ESCANABA AVE,,,,,,,
58862646,2023-09-19T10:25:59.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,164 AVENUE A,AVENUE A,ADDRESS,NEW YORK,,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-15T11:50:32.000,03 MANHATTAN,1004040060,MANHATTAN,989239,204559,ONLINE,Unspecified,MANHATTAN,40.72814248426714,-73.98199981234417,"{'latitude': '40.72814248426714', 'longitude': '-73.98199981234417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-15T11:50:24.000,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,AVENUE A,,,,"164 AVENUE A, MANHATTAN (NEW YORK), NY, 10009",,
58868950,2023-09-19T10:25:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11106,10 STREET,10 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:29:59.000,01 QUEENS,,QUEENS,1000421,216191,PHONE,Unspecified,QUEENS,40.76005603403595,-73.94162747649037,"{'latitude': '40.76005603403595', 'longitude': '-73.94162747649037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:29:57.000,10 STREET,37 AVENUE,10 STREET,37 AVENUE,,,,,,,
58867273,2023-09-19T10:25:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,64-21 65 LANE,65 LANE,ADDRESS,MIDDLE VILLAGE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:56:38.000,05 QUEENS,4036040026,QUEENS,1013627,198675,MOBILE,Unspecified,QUEENS,40.7119449582309,-73.89403424735764,"{'latitude': '40.7119449582309', 'longitude': '-73.89403424735764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:56:35.000,METROPOLITAN AVENUE,ADMIRAL AVENUE,METROPOLITAN AVENUE,ADMIRAL AVENUE,65 LANE,,,,,,
58866560,2023-09-19T10:25:43.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10006,48 GREENWICH STREET,GREENWICH STREET,ADDRESS,NEW YORK,,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-19T10:48:09.000,01 MANHATTAN,,MANHATTAN,980335,196795,MOBILE,Unspecified,MANHATTAN,40.70683270824332,-74.01412070690382,"{'latitude': '40.70683270824332', 'longitude': '-74.01412070690382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:48:09.000,HUGH L CAREY TUNNEL EXIT,EDGAR STREET,HUGH L CAREY TUNNEL EXIT,EDGAR STREET,GREENWICH STREET,,,,,,
58894163,2023-09-19T10:25:38.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11691,15-01 REDFERN AVENUE,REDFERN AVENUE,ADDRESS,FAR ROCKAWAY,,In Progress,,,14 QUEENS,,QUEENS,1053322,161327,MOBILE,Redfern Playground,QUEENS,40.60921251187535,-73.75123357782971,"{'latitude': '40.60921251187535', 'longitude': '-73.75123357782971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BEACH   12 STREET,HASSOCK STREET,BEACH   12 STREET,HASSOCK STREET,REDFERN AVENUE,,,,,,
58855579,2023-09-19T10:25:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6802 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:51:37.000,10 BROOKLYN,3058670025,BROOKLYN,980246,169103,ONLINE,Unspecified,BROOKLYN,40.63082431308697,-74.01442526605275,"{'latitude': '40.63082431308697', 'longitude': '-74.01442526605275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:51:33.000,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,8 AVENUE,,,,,,
58868313,2023-09-19T10:25:32.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10040,101 DYCKMAN STREET,DYCKMAN STREET,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T10:34:29.000,12 MANHATTAN,1022170051,MANHATTAN,1005038,253255,PHONE,Unspecified,MANHATTAN,40.86177671471692,-73.92484669631368,"{'latitude': '40.86177671471692', 'longitude': '-73.92484669631368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T10:34:26.000,NAGLE AVENUE,POST AVENUE,NAGLE AVENUE,POST AVENUE,DYCKMAN STREET,,,,,,
