unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp,taxi_company_borough
58975223,2023-09-30T10:07:22.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10456,530 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-12T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,UNKNOWN,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58974453,2023-09-30T10:07:11.000,2023-09-30T11:52:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8784 BAY   16 STREET,BAY   16 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T11:52:05.000,11 BROOKLYN,3064330041,BROOKLYN,982013,159464,PHONE,Unspecified,BROOKLYN,40.604367880823034,-74.00805607711297,"{'latitude': '40.604367880823034', 'longitude': '-74.00805607711297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,BAY   16 STREET,,,,,
59436724,2023-09-30T10:07:09.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10472,1750 EAST  172 STREET,EAST  172 STREET,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,09 BRONX,2037840021,BRONX,1020529,242652,PHONE,Unspecified,BRONX,40.83262456596203,-73.86890067543244,"{'latitude': '40.83262456596203', 'longitude': '-73.86890067543244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ROSEDALE AVENUE,COMMONWEALTH AVENUE,ROSEDALE AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,,,,,
58975772,2023-09-30T10:06:56.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11101,36-03 GREENPOINT AVENUE,GREENPOINT AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-01T00:00:00.000,02 QUEENS,4002360009,QUEENS,1003695,208008,UNKNOWN,Unspecified,QUEENS,40.7375891729008,-73.92983297085527,"{'latitude': '40.7375891729008', 'longitude': '-73.92983297085527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
59438503,2023-09-30T10:06:54.000,2023-11-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11432,89-20 161 STREET,161 STREET,ADDRESS,JAMAICA,Closed,,2023-11-09T00:00:00.000,12 QUEENS,4097580035,QUEENS,1039753,196589,PHONE,Unspecified,QUEENS,40.70609407732761,-73.79981262069354,"{'latitude': '40.70609407732761', 'longitude': '-73.79981262069354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,161 STREET,,,,,
58971533,2023-09-30T10:06:49.000,2023-10-11T13:43:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BROOKLYN,3012210053,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58976942,2023-09-30T10:06:49.000,2023-10-11T13:43:02.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BROOKLYN,3012210053,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
59435144,2023-09-30T10:06:43.000,2023-10-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-30T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
59460582,2023-09-30T10:06:42.000,2023-10-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-30T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
59448560,2023-09-30T10:06:42.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-05T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
59441770,2023-09-30T10:06:42.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-05T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
59459700,2023-09-30T10:06:41.000,2023-10-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-30T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
59441547,2023-09-30T10:06:36.000,2023-10-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11207,255 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-30T00:00:00.000,05 BROOKLYN,3037380010,BROOKLYN,1013178,183887,PHONE,Unspecified,BROOKLYN,40.67135681977855,-73.89571733558985,"{'latitude': '40.67135681977855', 'longitude': '-73.89571733558985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,PENNSYLVANIA AVENUE,,,,,
58977910,2023-09-30T10:06:35.000,2023-09-30T15:27:12.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11369,25-08 87 STREET,87 STREET,ADDRESS,EAST ELMHURST,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T12:58:26.000,03 QUEENS,,QUEENS,1016932,217337,ONLINE,Unspecified,QUEENS,40.76315589070565,-73.88202213606044,"{'latitude': '40.76315589070565', 'longitude': '-73.88202213606044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,25 AVENUE,30 AVENUE,25 AVENUE,30 AVENUE,87 STREET,,,,,
59449601,2023-09-30T10:06:26.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11355,41-24 KISSENA BOULEVARD,KISSENA BOULEVARD,ADDRESS,FLUSHING,Closed,,2023-10-02T00:00:00.000,07 QUEENS,4050430011,QUEENS,1031698,215497,ONLINE,Unspecified,QUEENS,40.75803865624499,-73.82873185511492,"{'latitude': '40.75803865624499', 'longitude': '-73.82873185511492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,41 AVENUE,BARCLAY AVENUE,41 AVENUE,BARCLAY AVENUE,KISSENA BOULEVARD,,,,,
59442094,2023-09-30T10:06:12.000,2023-09-30T14:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11354,147-24 34 AVENUE,34 AVENUE,ADDRESS,FLUSHING,Closed,,2023-09-30T14:05:00.000,07 QUEENS,4049960072,QUEENS,1034374,218940,ONLINE,Unspecified,QUEENS,40.76747401921116,-73.8190469284018,"{'latitude': '40.76747401921116', 'longitude': '-73.8190469284018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,147 PLACE,148 STREET,147 PLACE,148 STREET,34 AVENUE,,,,,
58974443,2023-09-30T10:05:53.000,2023-09-30T11:55:20.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T11:55:25.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,Bronx River Pkwy,E 233rd St (Exit 10),,,,,,,,North/Westchester County Bound,Ramp,
58977405,2023-09-30T10:05:49.000,2023-10-16T20:30:40.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10462,1628 GLOVER STREET,GLOVER STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,10 BRONX,2039900031,BRONX,1025123,244814,PHONE,Unspecified,BRONX,40.83853855660058,-73.85228645858174,"{'latitude': '40.83853855660058', 'longitude': '-73.85228645858174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58970332,2023-09-30T10:05:48.000,2023-10-16T20:30:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,1628 GLOVER STREET,GLOVER STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,10 BRONX,2039900031,BRONX,1025123,244814,PHONE,Unspecified,BRONX,40.83853855660058,-73.85228645858174,"{'latitude': '40.83853855660058', 'longitude': '-73.85228645858174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58971474,2023-09-30T10:05:48.000,2023-10-16T20:30:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10462,1628 GLOVER STREET,GLOVER STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,10 BRONX,2039900031,BRONX,1025123,244814,PHONE,Unspecified,BRONX,40.83853855660058,-73.85228645858174,"{'latitude': '40.83853855660058', 'longitude': '-73.85228645858174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58971413,2023-09-30T10:05:45.000,2023-10-03T20:30:46.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10473,213 HUSSON AVENUE,HUSSON AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,09 BRONX,2034590068,BRONX,1025432,234480,ONLINE,Unspecified,BRONX,40.81017326616537,-73.8512331719502,"{'latitude': '40.81017326616537', 'longitude': '-73.8512331719502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
59452556,2023-09-30T10:05:28.000,2023-09-30T13:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11356,14-29 128 STREET,128 STREET,ADDRESS,COLLEGE POINT,Closed,,2023-09-30T13:25:00.000,07 QUEENS,4040950020,QUEENS,1028476,225328,ONLINE,Unspecified,QUEENS,40.78503884394616,-73.84029725295662,"{'latitude': '40.78503884394616', 'longitude': '-73.84029725295662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,14 AVENUE,18 AVENUE,14 AVENUE,18 AVENUE,128 STREET,,,,,
59443425,2023-09-30T10:05:25.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10473,213 HUSSON AVENUE,HUSSON AVENUE,ADDRESS,BRONX,Closed,,2023-10-03T00:00:00.000,09 BRONX,2034590068,BRONX,1025432,234480,ONLINE,Unspecified,BRONX,40.81017326616537,-73.8512331719502,"{'latitude': '40.81017326616537', 'longitude': '-73.8512331719502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,GILDERSLEEVE AVENUE,DEAD END,GILDERSLEEVE AVENUE,DEAD END,HUSSON AVENUE,,,,,
59449232,2023-09-30T10:05:05.000,2023-09-30T10:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Highway,Highway,,,,,,Closed,,2023-09-30T10:40:00.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,Bronx River Pkwy,E 233 St (Exit 10) - Westchester County,,,,,,,,North/Westchester County Bound,Roadway,
58968240,2023-09-30T10:05:00.000,2023-10-03T16:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11691,2280 JAYDEE COURT,JAYDEE COURT,ADDRESS,FAR ROCKAWAY,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T16:35:00.000,14 QUEENS,4156630039,QUEENS,1051407,160644,PHONE,Unspecified,QUEENS,40.60735254426908,-73.75813730682398,"{'latitude': '40.60735254426908', 'longitude': '-73.75813730682398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DEAD END,GIPSON ST,,,,,,,,
58970787,2023-09-30T10:05:00.000,2023-09-30T11:20:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11201,218 FRONT STREET,FRONT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T11:20:00.000,02 BROOKLYN,3000550020,BROOKLYN,988770,195147,PHONE,Unspecified,BROOKLYN,40.70230904771051,-73.98369827220098,"{'latitude': '40.70230904771051', 'longitude': '-73.98369827220098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BRIDGE ST,GOLD ST,,,,,,,,
58974394,2023-09-30T10:05:00.000,2023-10-03T10:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10001,440 WEST   34 STREET,WEST   34 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-03T10:38:00.000,04 MANHATTAN,1007310065,MANHATTAN,984848,213987,ONLINE,Unspecified,MANHATTAN,40.75402138468292,-73.99784159271596,"{'latitude': '40.75402138468292', 'longitude': '-73.99784159271596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,DYER AVE,LINCOLN TUNNEL APPR,,,,,,,,
58972217,2023-09-30T10:04:52.000,2023-09-30T12:27:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2468 EAST   27 STREET,EAST   27 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T12:27:55.000,15 BROOKLYN,3074220734,BROOKLYN,1000014,155014,MOBILE,Unspecified,BROOKLYN,40.59213979430257,-73.94323971711967,"{'latitude': '40.59213979430257', 'longitude': '-73.94323971711967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,EAST   27 STREET,,,,,
59442184,2023-09-30T10:04:46.000,2023-10-03T16:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11691,2280 JAYDEE COURT,JAYDEE COURT,ADDRESS,FAR ROCKAWAY,Closed,,2023-10-03T16:35:00.000,14 QUEENS,4156630039,QUEENS,1051407,160644,PHONE,Unspecified,QUEENS,40.60735254426908,-73.75813730682398,"{'latitude': '40.60735254426908', 'longitude': '-73.75813730682398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DEAD END,GIPSON STREET,DEAD END,GIPSON STREET,JAYDEE COURT,,,,,
58973420,2023-09-30T10:04:39.000,2023-09-30T10:16:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10309,77 EXCELSIOR AVENUE,EXCELSIOR AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-30T06:16:06.000,03 STATEN ISLAND,5067510042,STATEN ISLAND,926585,129065,MOBILE,Unspecified,STATEN ISLAND,40.52074140365808,-74.20740856733494,"{'latitude': '40.52074140365808', 'longitude': '-74.20740856733494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BAYVIEW AVENUE,WOODVALE AVENUE,BAYVIEW AVENUE,WOODVALE AVENUE,EXCELSIOR AVENUE,,,,,
58969452,2023-09-30T10:04:35.000,2023-09-30T12:04:55.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10005,90 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,N/A,2023-09-30T12:04:58.000,01 MANHATTAN,,MANHATTAN,980998,197113,ONLINE,Unspecified,MANHATTAN,40.7077058116168,-74.01172953773968,"{'latitude': '40.7077058116168', 'longitude': '-74.01172953773968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,RECTOR STREET,WALL STREET,RECTOR STREET,WALL STREET,BROADWAY,,,,,
