unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58931394,2023-09-27T00:01:52.000,2023-09-27T00:43:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10036,607 10 AVENUE,10 AVENUE,WEST   43 STREET,WEST   44 STREET,WEST   43 STREET,WEST   44 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:43:29.000,04 MANHATTAN,1010720036,MANHATTAN,985734,216451,MOBILE,Unspecified,MANHATTAN,40.760784331398966,-73.99464314107244,"{'latitude': '40.760784331398966', 'longitude': '-73.99464314107244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58925940,2023-09-27T00:01:43.000,2023-09-27T00:37:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,BROOKLYN,SHORE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:37:52.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931088,2023-09-27T00:01:15.000,2023-09-27T00:12:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,LENOX AVENUE,LENOX AVENUE,LENOX AVENUE,WEST  115 STREET,LENOX AVENUE,WEST  115 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:12:27.000,10 MANHATTAN,,MANHATTAN,998041,231228,ONLINE,Unspecified,MANHATTAN,40.801332642391955,-73.95018770411934,"{'latitude': '40.801332642391955', 'longitude': '-73.95018770411934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932866,2023-09-27T00:01:13.000,2023-09-27T02:14:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1237 COLLEGE AVENUE,COLLEGE AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:14:44.000,04 BRONX,2024390069,BRONX,1008395,243089,MOBILE,Unspecified,BRONX,40.8338655128177,-73.9127470003725,"{'latitude': '40.8338655128177', 'longitude': '-73.9127470003725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928439,2023-09-27T00:00:58.000,2023-09-27T00:40:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,437 HERKIMER STREET,HERKIMER STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:40:23.000,03 BROOKLYN,3018640044,BROOKLYN,1001126,186689,ONLINE,Unspecified,BROOKLYN,40.67907885449808,-73.93915660433757,"{'latitude': '40.67907885449808', 'longitude': '-73.93915660433757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934539,2023-09-27T00:00:53.000,2023-09-27T01:09:12.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11210,AVENUE J,AVENUE J,AVENUE J,BROOKLYN AVENUE,AVENUE J,BROOKLYN AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:09:20.000,18 BROOKLYN,,BROOKLYN,1000556,167838,MOBILE,Unspecified,BROOKLYN,40.627338052767016,-73.94125721328119,"{'latitude': '40.627338052767016', 'longitude': '-73.94125721328119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930993,2023-09-27T00:00:48.000,2023-09-27T00:34:40.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10461,3392 EAST TREMONT AVENUE,EAST TREMONT AVENUE,MEYERS STREET,BRUCKNER BOULEVARD,MEYERS STREET,BRUCKNER BOULEVARD,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:34:44.000,10 BRONX,2053060030,BRONX,1031707,242989,ONLINE,Unspecified,BRONX,40.83349654172049,-73.82850509006694,"{'latitude': '40.83349654172049', 'longitude': '-73.82850509006694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926410,2023-09-27T00:00:15.000,2023-10-04T08:11:12.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026,241 WEST  116 STREET,WEST  116 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T00:00:15.000,10 MANHATTAN,1019220011,MANHATTAN,996935,232173,ONLINE,Unspecified,MANHATTAN,40.803928064932066,-73.95418072613347,"{'latitude': '40.803928064932066', 'longitude': '-73.95418072613347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934911,2023-09-27T00:00:13.000,2023-09-27T00:49:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:50:04.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58925962,2023-09-27T00:00:09.000,2023-09-27T01:10:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3200 PERRY AVENUE,PERRY AVENUE,EAST  205 STREET,EAST  206 STREET,EAST  205 STREET,EAST  206 STREET,ADDRESS,BRONX,PERRY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:10:40.000,07 BRONX,2033460008,BRONX,1018241,257968,ONLINE,Unspecified,BRONX,40.87467148748306,-73.87709102001565,"{'latitude': '40.87467148748306', 'longitude': '-73.87709102001565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944150,2023-09-27T00:00:00.000,2023-09-27T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11201,80 COURT STREET,COURT STREET,LIVINGSTON STREET,SCHERMERHORN STREET,LIVINGSTON STREET,SCHERMERHORN STREET,ADDRESS,BROOKLYN,COURT STREET,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-10-02T09:15:03.000,02 BROOKLYN,3002680048,BROOKLYN,986593,191173,PHONE,Unspecified,BROOKLYN,40.69140218621899,-73.99155117252796,"{'latitude': '40.69140218621899', 'longitude': '-73.99155117252796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939070,2023-09-27T00:00:00.000,2023-09-27T13:29:45.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11221,1310 BROADWAY,BROADWAY,RALPH AVENUE,GROVE STREET,RALPH AVENUE,GROVE STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-27T13:29:45.000,03 BROOKLYN,3014780003,BROOKLYN,1005349,190871,PHONE,Unspecified,BROOKLYN,40.69054842655874,-73.92391824565124,"{'latitude': '40.69054842655874', 'longitude': '-73.92391824565124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939069,2023-09-27T00:00:00.000,2023-09-28T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11372,81-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-10-02T09:16:28.000,03 QUEENS,4011770038,QUEENS,1015815,214544,ONLINE,Unspecified,QUEENS,40.755493885913104,-73.886067472927,"{'latitude': '40.755493885913104', 'longitude': '-73.886067472927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938180,2023-09-27T00:00:00.000,2023-09-28T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Correctional Facility - City,10474,1 HALLECK STREET,HALLECK STREET,DEAD END,BEND,DEAD END,BEND,ADDRESS,BRONX,HALLECK STREET,Closed,The Health Departmentâs Office of Environmental Investigations has determined this case was an isolated incident. The Departmentâs Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. All food establishments are inspected annually. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,2023-09-28T12:15:27.000,02 BRONX,2027800073,BRONX,1017982,231963,PHONE,Unspecified,BRONX,40.80329638867021,-73.87815833609109,"{'latitude': '40.80329638867021', 'longitude': '-73.87815833609109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940367,2023-09-27T00:00:00.000,2023-09-27T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10025,945 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 106 STREET,WEST 107 STREET,WEST  106 STREET,WEST  107 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-10-02T09:14:26.000,07 MANHATTAN,1018420003,MANHATTAN,994586,230556,PHONE,Unspecified,MANHATTAN,40.799492903227524,-73.962667997337,"{'latitude': '40.799492903227524', 'longitude': '-73.962667997337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934156,2023-09-26T23:59:58.000,2023-09-27T02:14:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1237 COLLEGE AVENUE,COLLEGE AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:14:39.000,04 BRONX,2024390069,BRONX,1008395,243089,MOBILE,Unspecified,BRONX,40.8338655128177,-73.9127470003725,"{'latitude': '40.8338655128177', 'longitude': '-73.9127470003725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934890,2023-09-26T23:59:57.000,2023-09-27T00:26:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,105 LINCOLN ROAD,LINCOLN ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,LINCOLN ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T00:26:20.000,09 BROOKLYN,3013270072,BROOKLYN,995618,180122,MOBILE,Unspecified,BROOKLYN,40.66106269651012,-73.95902578298613,"{'latitude': '40.66106269651012', 'longitude': '-73.95902578298613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932949,2023-09-26T23:59:42.000,2023-09-27T00:21:09.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T00:21:17.000,Unspecified BROOKLYN,,BROOKLYN,989660,190023,ONLINE,Unspecified,BROOKLYN,40.68824435758577,-73.98049253424185,"{'latitude': '40.68824435758577', 'longitude': '-73.98049253424185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4,Platform,,,
58929018,2023-09-26T23:59:37.000,2023-09-27T03:07:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,44 WILSON AVENUE,WILSON AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T03:07:46.000,04 BROOKLYN,3031570031,BROOKLYN,1003829,195325,ONLINE,Unspecified,BROOKLYN,40.70277711007218,-73.92938632693719,"{'latitude': '40.70277711007218', 'longitude': '-73.92938632693719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927184,2023-09-26T23:59:23.000,2023-09-27T00:42:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2960 DECATUR AVENUE,DECATUR AVENUE,BEDFORD PARK BOULEVARD,EAST  201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:42:18.000,07 BRONX,2032800007,BRONX,1016421,255658,MOBILE,Unspecified,BRONX,40.86833807209636,-73.88368309082192,"{'latitude': '40.86833807209636', 'longitude': '-73.88368309082192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932344,2023-09-26T23:59:16.000,2023-09-27T00:06:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,1040 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:06:56.000,09 BROOKLYN,3012730019,BROOKLYN,996070,183228,ONLINE,Unspecified,BROOKLYN,40.66958738422389,-73.95739117288831,"{'latitude': '40.66958738422389', 'longitude': '-73.95739117288831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931212,2023-09-26T23:59:09.000,2023-10-11T21:24:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,1604 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BRONX,2039437501,BRONX,1023866,245409,PHONE,Unspecified,BRONX,40.84017738474189,-73.85682568823603,"{'latitude': '40.84017738474189', 'longitude': '-73.85682568823603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926119,2023-09-26T23:59:09.000,2023-10-11T21:24:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,1604 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,09 BRONX,2039437501,BRONX,1023866,245409,PHONE,Unspecified,BRONX,40.84017738474189,-73.85682568823603,"{'latitude': '40.84017738474189', 'longitude': '-73.85682568823603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933890,2023-09-26T23:59:09.000,2023-10-11T21:24:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10462,1604 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,09 BRONX,2039437501,BRONX,1023866,245409,PHONE,Unspecified,BRONX,40.84017738474189,-73.85682568823603,"{'latitude': '40.84017738474189', 'longitude': '-73.85682568823603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929829,2023-09-26T23:59:07.000,2023-09-28T09:29:15.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11233,1843 ATLANTIC AVENUE,ATLANTIC AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,03 BROOKLYN,3017120001,BROOKLYN,1005179,185970,PHONE,Unspecified,BROOKLYN,40.677096708058734,-73.92454647808289,"{'latitude': '40.677096708058734', 'longitude': '-73.92454647808289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932012,2023-09-26T23:58:57.000,2023-09-27T00:22:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10001,312 11 AVENUE,11 AVENUE,WEST   29 STREET,WEST   30 STREET,WEST   29 STREET,WEST   30 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T00:23:04.000,04 MANHATTAN,1007010062,MANHATTAN,983150,213630,MOBILE,Unspecified,MANHATTAN,40.75304146205967,-74.00397025599806,"{'latitude': '40.75304146205967', 'longitude': '-74.00397025599806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
