unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58876916,2023-09-20T18:02:42.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11414,163-35 CROSSBAY BOULEVARD,CROSSBAY BOULEVARD,ADDRESS,HOWARD BEACH,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:44.000,10 QUEENS,4142010079,QUEENS,1029191,176790,PHONE,Unspecified,QUEENS,40.65181034892037,-73.83803941797298,"{'latitude': '40.65181034892037', 'longitude': '-73.83803941797298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",163 AVENUE,164 AVENUE,163 AVENUE,164 AVENUE,CROSS BAY BOULEVARD,,,,,,,
58880966,2023-09-20T18:02:13.000,2023-09-27T14:19:17.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11356,22-19 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,ADDRESS,COLLEGE POINT,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-27T14:19:22.000,07 QUEENS,4041980112,QUEENS,1026890,223387,ONLINE,Unspecified,QUEENS,40.77971911665796,-73.84603670168703,"{'latitude': '40.77971911665796', 'longitude': '-73.84603670168703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,COLLEGE POINT BOULEVARD,,,,,,,
58878733,2023-09-20T18:02:08.000,2023-09-20T19:27:30.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11229,1815 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T19:27:35.000,15 BROOKLYN,3068210275,BROOKLYN,996536,159911,MOBILE,Unspecified,BROOKLYN,40.605586570194475,-73.95575378891145,"{'latitude': '40.605586570194475', 'longitude': '-73.95575378891145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,EAST   17 STREET,,,,,,,
58873345,2023-09-20T18:02:00.000,2023-09-27T03:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222,65 ECKFORD STREET,ECKFORD STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T03:15:00.000,01 BROOKLYN,3026980026,BROOKLYN,998645,202331,ONLINE,Unspecified,BROOKLYN,40.722016860099544,-73.94806796979645,"{'latitude': '40.722016860099544', 'longitude': '-73.94806796979645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ENGERT AVE,DRIGGS AVE,,,,N/A,,,,,,
58874738,2023-09-20T18:01:35.000,2023-09-20T18:53:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11106,35 STREET,35 STREET,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T18:53:09.000,01 QUEENS,,QUEENS,1004945,214946,MOBILE,Unspecified,QUEENS,40.756629396590256,-73.92530101496108,"{'latitude': '40.756629396590256', 'longitude': '-73.92530101496108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,35 STREET,35 AVENUE,35 STREET,,,,,,,,
58871180,2023-09-20T18:01:33.000,2023-09-20T18:44:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,874 42 STREET,42 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:44:54.000,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,40.64468636458384,-73.9975604560498,"{'latitude': '40.64468636458384', 'longitude': '-73.9975604560498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,42 STREET,,,,,,,
58876290,2023-09-20T18:01:24.000,2023-09-20T18:49:18.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11232,853 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:49:20.000,07 BROOKLYN,3006770006,BROOKLYN,983781,178611,PHONE,Unspecified,BROOKLYN,40.65692261903963,-74.00169033378634,"{'latitude': '40.65692261903963', 'longitude': '-74.00169033378634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31 STREET,32 STREET,31 STREET,32 STREET,4 AVENUE,,,,,,,
58877708,2023-09-20T18:00:53.000,2023-09-20T23:58:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,718 EAST  232 STREET,EAST  232 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T23:58:20.000,12 BRONX,2048450053,BRONX,1023823,264461,ONLINE,Unspecified,BRONX,40.892469458412954,-73.8568685852999,"{'latitude': '40.892469458412954', 'longitude': '-73.8568685852999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,EAST  232 STREET,,,,,,,
58871135,2023-09-20T18:00:44.000,2023-09-20T18:07:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11211,209 HOOPER STREET,HOOPER STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:07:43.000,01 BROOKLYN,3022000044,BROOKLYN,996203,196163,ONLINE,Unspecified,BROOKLYN,40.70509081005525,-73.95688878535275,"{'latitude': '40.70509081005525', 'longitude': '-73.95688878535275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEE AVENUE,MARCY AVENUE,LEE AVENUE,MARCY AVENUE,HOOPER STREET,,,,,,,
58878354,2023-09-20T18:00:33.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11201,BRIDGE STREET,BRIDGE STREET,INTERSECTION,BROOKLYN,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T21:18:22.000,02 BROOKLYN,,BROOKLYN,988475,194830,PHONE,Unspecified,BROOKLYN,40.7014391027751,-73.98476241125312,"{'latitude': '40.7014391027751', 'longitude': '-73.98476241125312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIDGE STREET,YORK STREET,BRIDGE STREET,YORK STREET,,,,,,,,
58873594,2023-09-20T17:59:37.000,2023-09-20T20:01:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,73-19 69 STREET,69 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T20:01:20.000,05 QUEENS,4037060005,QUEENS,1016869,194573,MOBILE,Unspecified,QUEENS,40.700674587651235,-73.88235991611774,"{'latitude': '40.700674587651235', 'longitude': '-73.88235991611774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COOPER AVENUE,LUTHER ROAD,COOPER AVENUE,LUTHER ROAD,69 STREET,,,,,,,
58875547,2023-09-20T17:59:23.000,2023-09-20T17:59:23.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10037,1951 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-20T17:59:23.000,11 MANHATTAN,1017807501,MANHATTAN,1001965,234099,PHONE,Unspecified,MANHATTAN,40.80920574885756,-73.9360068715282,"{'latitude': '40.80920574885756', 'longitude': '-73.9360068715282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 131 STREET,HARLEM RIVER DRIVE SB EN PRK AVE,EAST  131 STREET,HARLEM RIVER DRIVE SB EN PRK AVE,PARK AVENUE,,,,,,,
58875700,2023-09-20T17:59:18.000,2023-09-21T13:26:34.000,DOT,Department of Transportation,Outdoor Dining,Barrier Condition,Street,10002,61 RIVINGTON STREET,RIVINGTON STREET,ADDRESS,NEW YORK,Closed,The Department of Transportation determined that this issue is not within its jurisdiction. It was referred to the New York City Police Department.,2023-09-21T13:26:39.000,03 MANHATTAN,1004157503,MANHATTAN,986946,201827,PHONE,Unspecified,MANHATTAN,40.720644802936015,-73.99027399352833,"{'latitude': '40.720644802936015', 'longitude': '-73.99027399352833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELDRIDGE STREET,ALLEN STREET,ELDRIDGE STREET,ALLEN STREET,RIVINGTON STREET,,,,,,,
58876983,2023-09-20T17:59:16.000,2023-11-20T14:53:13.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11201,96 BOERUM PLACE,BOERUM PLACE,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-11-20T14:53:21.000,02 BROOKLYN,3002790037,BROOKLYN,986700,190110,MOBILE,Unspecified,BROOKLYN,40.688484466933886,-73.9911657185037,"{'latitude': '40.688484466933886', 'longitude': '-73.9911657185037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,BOERUM PLACE,,,,,,,
58875794,2023-09-20T17:59:09.000,2023-09-21T06:02:57.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11230,1087 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation removed the items.,2023-09-21T06:03:05.000,14 BROOKLYN,3067210018,BROOKLYN,996101,166669,MOBILE,Unspecified,BROOKLYN,40.6241364733732,-73.95730851543023,"{'latitude': '40.6241364733732', 'longitude': '-73.95730851543023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE J,AVENUE K,AVENUE J,AVENUE K,EAST   19 STREET,,,,,,,
58878608,2023-09-20T17:59:00.000,2023-09-22T11:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11433,109-14 164 PLACE,164 PLACE,ADDRESS,JAMAICA,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T11:30:00.000,12 QUEENS,4101820013,QUEENS,1042983,192649,PHONE,Unspecified,QUEENS,40.695258880363916,-73.78819711011934,"{'latitude': '40.695258880363916', 'longitude': '-73.78819711011934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",109 AVE,110 AVE,,,,,,,,,,
58871494,2023-09-20T17:58:53.000,2023-09-20T19:46:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,78-25 83 STREET,83 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:46:15.000,05 QUEENS,4038340095,QUEENS,1021437,196133,MOBILE,Unspecified,QUEENS,40.70493839932008,-73.86587688149933,"{'latitude': '40.70493839932008', 'longitude': '-73.86587688149933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,83 STREET,,,,,,,
58877187,2023-09-20T17:58:42.000,2023-10-02T13:13:12.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Street,11375,117-13 UNION TURNPIKE,UNION TURNPIKE,ADDRESS,FOREST HILLS,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-10-02T13:13:15.000,06 QUEENS,4033110029,QUEENS,1029760,198714,ONLINE,Unspecified,QUEENS,40.71198372845732,-73.83584076473674,"{'latitude': '40.71198372845732', 'longitude': '-73.83584076473674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARKWOOD PLACE,BURNS STREET,MARKWOOD PLACE,BURNS STREET,UNION TURNPIKE,,,,,,,
58878651,2023-09-20T17:58:41.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11222,922 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,01 BROOKLYN,3025590008,BROOKLYN,996902,205531,UNKNOWN,Unspecified,BROOKLYN,40.7308027450085,-73.9543500752311,"{'latitude': '40.7308027450085', 'longitude': '-73.9543500752311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,2023-11-14T07:42:06.000
58875539,2023-09-20T17:58:38.000,2023-10-02T10:56:20.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11421,87-42 95 STREET,95 STREET,ADDRESS,WOODHAVEN,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T10:56:25.000,09 QUEENS,4089350027,QUEENS,1025770,192075,PHONE,Unspecified,QUEENS,40.69378088215268,-73.85027400680057,"{'latitude': '40.69378088215268', 'longitude': '-73.85027400680057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,95 STREET,,,,,,,
58879355,2023-09-20T17:58:38.000,2023-09-20T22:26:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10470,249 EAST  235 STREET,EAST  235 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T22:26:53.000,12 BRONX,2033760077,BRONX,1020489,266258,PHONE,Unspecified,BRONX,40.89741596838211,-73.86891757075293,"{'latitude': '40.89741596838211', 'longitude': '-73.86891757075293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEPLER AVENUE,KATONAH AVENUE,KEPLER AVENUE,KATONAH AVENUE,EAST  235 STREET,,,,,,,
58879705,2023-09-20T17:58:23.000,2023-10-10T11:38:35.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10027,2252 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-10T11:38:40.000,10 MANHATTAN,1019380033,MANHATTAN,999513,235747,ONLINE,Unspecified,MANHATTAN,40.813733625948544,-73.94486065208109,"{'latitude': '40.813733625948544', 'longitude': '-73.94486065208109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  132 STREET,WEST  133 STREET,WEST  132 STREET,WEST  133 STREET,7 AVENUE,,,,,,,
58874887,2023-09-20T17:58:20.000,2023-09-20T18:14:21.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10025,655 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:14:25.000,07 MANHATTAN,1012227501,MANHATTAN,991913,227589,ONLINE,Unspecified,MANHATTAN,40.79135201532358,-73.97232583677796,"{'latitude': '40.79135201532358', 'longitude': '-73.97232583677796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   91 STREET,WEST   92 STREET,WEST   91 STREET,WEST   92 STREET,AMSTERDAM AVENUE,,,,,,,
58880152,2023-09-20T17:58:20.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10467,3602 HOLLAND AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,12 BRONX,2046610040,BRONX,1021913,259528,UNKNOWN,Unspecified,BRONX,40.87893829518889,-73.86380458551783,"{'latitude': '40.87893829518889', 'longitude': '-73.86380458551783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58872499,2023-09-20T17:58:17.000,2023-09-20T18:07:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1042 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:07:28.000,14 BROOKLYN,3051250064,BROOKLYN,995885,174533,MOBILE,Unspecified,BROOKLYN,40.64572176581079,-73.95807306439274,"{'latitude': '40.64572176581079', 'longitude': '-73.95807306439274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,FLATBUSH AVENUE,,,,,,,
