unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp
58956097,2023-09-29T08:44:00.000,2023-09-30T10:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11230,,,,,INTERSECTION,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T10:40:00.000,14 BROOKLYN,,BROOKLYN,995978,169861,PHONE,Unspecified,BROOKLYN,40.63289800370129,-73.95774605818278,"{'latitude': '40.63289800370129', 'longitude': '-73.95774605818278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN AVENUE,GLENWOOD ROAD,,,,,,,,,
58959199,2023-09-29T08:44:00.000,2023-09-29T20:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11225,270 MAPLE STREET,MAPLE STREET,ROGERS AVE,NOSTRAND AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T20:35:00.000,09 BROOKLYN,3050330029,BROOKLYN,997609,180007,PHONE,Unspecified,BROOKLYN,40.6607442668461,-73.9518497572326,"{'latitude': '40.6607442668461', 'longitude': '-73.9518497572326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58962229,2023-09-29T08:44:00.000,2023-09-30T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11226,,,,,INTERSECTION,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T10:00:00.000,14 BROOKLYN,,BROOKLYN,993256,175246,PHONE,Unspecified,BROOKLYN,40.647681860232865,-73.9675457611391,"{'latitude': '40.647681860232865', 'longitude': '-73.9675457611391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARGYLE ROAD,CHURCH AVENUE,,,,,,,,,
58960730,2023-09-29T08:44:00.000,2023-09-30T12:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11223,1726 WEST   11 STREET,WEST   11 STREET,QUENTIN RD,HIGHLAWN AVE,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T12:35:00.000,11 BROOKLYN,3066450017,BROOKLYN,988734,159544,PHONE,Unspecified,BROOKLYN,40.60458661242466,-73.9838517799393,"{'latitude': '40.60458661242466', 'longitude': '-73.9838517799393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965303,2023-09-29T08:44:00.000,2023-09-29T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11223,1729 WEST   12 STREET,WEST   12 STREET,QUENTIN RD,HIGHLAWN AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:15:00.000,11 BROOKLYN,3066450079,BROOKLYN,988484,159496,PHONE,Unspecified,BROOKLYN,40.604454985183196,-73.9847521345008,"{'latitude': '40.604454985183196', 'longitude': '-73.9847521345008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963789,2023-09-29T08:44:00.000,2023-09-29T16:35:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),11004,,,,,INTERSECTION,QUEENS,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T16:35:00.000,13 QUEENS,,QUEENS,1063099,214507,ONLINE,Unspecified,QUEENS,40.75509710056178,-73.71539915769026,"{'latitude': '40.75509710056178', 'longitude': '-73.71539915769026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",73 AVENUE,267 STREET,,,,,,,,,
58965120,2023-09-29T08:44:00.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11201,117 ADAMS STREET,ADAMS STREET,PROSPECT ST,BEND,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-29T10:30:00.000,02 BROOKLYN,3000760001,BROOKLYN,987394,194536,ONLINE,Unspecified,BROOKLYN,40.700632591688354,-73.98866120725366,"{'latitude': '40.700632591688354', 'longitude': '-73.98866120725366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58957715,2023-09-29T08:44:00.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11215,343 4 AVENUE,4 AVENUE,3 ST,5 ST,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T10:30:00.000,06 BROOKLYN,3009817501,BROOKLYN,988053,184562,ONLINE,Unspecified,BROOKLYN,40.67325598910393,-73.98629016268904,"{'latitude': '40.67325598910393', 'longitude': '-73.98629016268904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58962152,2023-09-29T08:44:00.000,2023-09-29T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11214,127 BAY   29 STREET,BAY   29 STREET,BENSON AVE,BATH AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:45:00.000,11 BROOKLYN,3064140020,BROOKLYN,985016,157814,PHONE,Unspecified,BROOKLYN,40.59983921533098,-73.99724160191862,"{'latitude': '40.59983921533098', 'longitude': '-73.99724160191862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58959200,2023-09-29T08:44:00.000,2023-09-30T16:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11228,1572 BATH AVENUE,BATH AVENUE,BAY 11 ST,16 AVE,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T16:00:00.000,11 BROOKLYN,3064290042,BROOKLYN,981133,160398,ONLINE,Unspecified,BROOKLYN,40.60693125428726,-74.01122563994099,"{'latitude': '40.60693125428726', 'longitude': '-74.01122563994099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963676,2023-09-29T08:44:00.000,2023-09-29T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11214,153 BAY   26 STREET,BAY   26 STREET,BENSON AVE,BATH AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:30:00.000,11 BROOKLYN,3064117501,BROOKLYN,984299,158166,ONLINE,Unspecified,BROOKLYN,40.60080541694496,-73.99982354639438,"{'latitude': '40.60080541694496', 'longitude': '-73.99982354639438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960636,2023-09-29T08:44:00.000,2023-09-29T10:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11214,198 BAY   29 STREET,BAY   29 STREET,BATH AVE,CROPSEY AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:05:00.000,11 BROOKLYN,3064467501,BROOKLYN,984598,157298,PHONE,Unspecified,BROOKLYN,40.59842292603598,-73.99874686400672,"{'latitude': '40.59842292603598', 'longitude': '-73.99874686400672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963675,2023-09-29T08:44:00.000,2023-09-29T19:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11225,193 OCEAN AVENUE,OCEAN AVENUE,E LAKE DR,EAST DR,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T19:55:00.000,09 BROOKLYN,3050260007,BROOKLYN,994694,178924,PHONE,Unspecified,BROOKLYN,40.65777558855762,-73.96235805472939,"{'latitude': '40.65777558855762', 'longitude': '-73.96235805472939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59452732,2023-09-29T08:43:55.000,2023-09-29T20:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11225,209 HAWTHORNE STREET,HAWTHORNE STREET,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T20:15:00.000,09 BROOKLYN,,BROOKLYN,997065,178872,PHONE,Unspecified,BROOKLYN,40.65762974601843,-73.9538126693255,"{'latitude': '40.65762974601843', 'longitude': '-73.9538126693255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,Street,HAWTHORNE STREET,,,,,,,
59442196,2023-09-29T08:43:55.000,2023-10-04T11:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11040,270-03 HILLSIDE AVENUE,HILLSIDE AVENUE,LANGDALE STREET,NASSAU CNTY BOUNDARY,ADDRESS,NEW HYDE PARK,Closed,,2023-10-04T11:40:00.000,13 QUEENS,,QUEENS,1067281,208697,ONLINE,Unspecified,QUEENS,40.73911192095033,-73.70037631858673,"{'latitude': '40.73911192095033', 'longitude': '-73.70037631858673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LANGDALE STREET,NASSAU CNTY BOUNDARY,Sewer,HILLSIDE AVENUE,,,,,,,
58964833,2023-09-29T08:43:53.000,2023-09-29T10:42:37.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-29T08:43:53.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  123 STREET,EAST  124 STREET,3+ Family Apt. Building,2 AVENUE,,,,,,,
58964884,2023-09-29T08:43:46.000,2023-09-29T10:11:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10033,55 OVERLOOK TERRACE,OVERLOOK TERRACE,WEST  186 STREET,WEST  187 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T10:11:27.000,12 MANHATTAN,,MANHATTAN,1001874,250511,MOBILE,Unspecified,MANHATTAN,40.854252142727745,-73.93629247951372,"{'latitude': '40.854252142727745', 'longitude': '-73.93629247951372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  186 STREET,WEST  187 STREET,Street/Sidewalk,OVERLOOK TERRACE,,,,,,,
58968070,2023-09-29T08:43:43.000,2023-10-04T09:24:12.000,DOT,Department of Transportation,Street Condition,Defective Hardware,11375,113-15 76 ROAD,76 ROAD,113 STREET,GRAND CENTRAL PARKWAY,ADDRESS,FOREST HILLS,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-04T09:24:18.000,06 QUEENS,,QUEENS,1030322,200935,ONLINE,Unspecified,QUEENS,40.71807692290203,-73.83379837768705,"{'latitude': '40.71807692290203', 'longitude': '-73.83379837768705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",113 STREET,GRAND CENTRAL PARKWAY,Street,76 ROAD,,,,,,,
59438846,2023-09-29T08:43:41.000,2023-09-29T20:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11225,270 MAPLE STREET,MAPLE STREET,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T20:35:00.000,09 BROOKLYN,3050330029,BROOKLYN,997609,180007,PHONE,Unspecified,BROOKLYN,40.6607442668461,-73.9518497572326,"{'latitude': '40.6607442668461', 'longitude': '-73.9518497572326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROGERS AVENUE,NOSTRAND AVENUE,Street,MAPLE STREET,,,,,,,
59445794,2023-09-29T08:43:40.000,2023-10-01T09:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11412,119-25 199 STREET,199 STREET,119 AVENUE,120 AVENUE,ADDRESS,SAINT ALBANS,Closed,,2023-10-01T09:30:00.000,12 QUEENS,4126550042,QUEENS,1053061,191115,PHONE,Unspecified,QUEENS,40.690975799920984,-73.75186968588652,"{'latitude': '40.690975799920984', 'longitude': '-73.75186968588652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",119 AVENUE,120 AVENUE,Street,199 STREET,,,,,,,
59436007,2023-09-29T08:43:32.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11237,185 STANHOPE STREET,STANHOPE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3032570041,BROOKLYN,1006000,194158,ONLINE,Unspecified,BROOKLYN,40.6995688996517,-73.92156016549174,"{'latitude': '40.6995688996517', 'longitude': '-73.92156016549174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILSON AVENUE,KNICKERBOCKER AVENUE,Apartment,STANHOPE STREET,,,,,,,
59442033,2023-09-29T08:43:29.000,2023-09-29T19:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11225,193 OCEAN AVENUE,OCEAN AVENUE,EAST LAKE DRIVE,EAST DRIVE,ADDRESS,BROOKLYN,Closed,,2023-09-29T19:55:00.000,09 BROOKLYN,,BROOKLYN,994694,178924,PHONE,Unspecified,BROOKLYN,40.65777558855762,-73.96235805472939,"{'latitude': '40.65777558855762', 'longitude': '-73.96235805472939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST LAKE DRIVE,EAST DRIVE,Sewer,OCEAN AVENUE,,,,,,,
58963165,2023-09-29T08:43:16.000,2023-09-29T08:46:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:46:14.000,08 QUEENS,,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,Street/Sidewalk,PARSONS BOULEVARD,,,,,,,
58966470,2023-09-29T08:43:14.000,2023-09-29T09:07:41.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,11222,1077 MANHATTAN AVENUE,MANHATTAN AVENUE,EAGLE STREET,DUPONT STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T09:07:37.000,01 BROOKLYN,3024950046,BROOKLYN,996683,207238,ONLINE,Unspecified,BROOKLYN,40.735488350353734,-73.95513709884712,"{'latitude': '40.735488350353734', 'longitude': '-73.95513709884712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAGLE STREET,DUPONT STREET,Street/Sidewalk,MANHATTAN AVENUE,,,,,,,
59452491,2023-09-29T08:43:00.000,2023-09-29T10:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11214,198 BAY   29 STREET,BAY   29 STREET,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:05:00.000,11 BROOKLYN,3064467501,BROOKLYN,984598,157298,PHONE,Unspecified,BROOKLYN,40.59842292603598,-73.99874686400672,"{'latitude': '40.59842292603598', 'longitude': '-73.99874686400672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATH AVENUE,CROPSEY AVENUE,Sewer,BAY   29 STREET,,,,,,,
58959448,2023-09-29T08:43:00.000,2023-09-29T17:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11212,,,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T17:15:00.000,17 BROOKLYN,,BROOKLYN,1006423,179690,UNKNOWN,Unspecified,BROOKLYN,40.659856487091254,-73.92008225026589,"{'latitude': '40.659856487091254', 'longitude': '-73.92008225026589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGS HIGHWAY,EAST 96 STREET,,,N/A,,,,,,
58965617,2023-09-29T08:43:00.000,2023-09-29T11:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11215,,,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T11:40:00.000,07 BROOKLYN,,BROOKLYN,986095,181537,UNKNOWN,Unspecified,BROOKLYN,40.66495366388236,-73.99334959205616,"{'latitude': '40.66495366388236', 'longitude': '-73.99334959205616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,17 STREET,,,N/A,,,,,,
59459672,2023-09-29T08:42:51.000,2023-09-30T10:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11230,GLENWOOD ROAD,GLENWOOD ROAD,GLENWOOD ROAD,OCEAN AVENUE,INTERSECTION,,Closed,,2023-09-30T10:40:00.000,14 BROOKLYN,,BROOKLYN,995978,169861,PHONE,Unspecified,BROOKLYN,40.63289800370129,-73.95774605818278,"{'latitude': '40.63289800370129', 'longitude': '-73.95774605818278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLENWOOD ROAD,OCEAN AVENUE,Street,,,,,,,,
59439265,2023-09-29T08:42:32.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10033,712 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021760042,MANHATTAN,1001692,248833,PHONE,Unspecified,MANHATTAN,40.84964689338934,-73.93695474139341,"{'latitude': '40.84964689338934', 'longitude': '-73.93695474139341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,FORT WASHINGTON AVENUE,Apartment,WEST  180 STREET,,,,,,,
