unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58898582,2023-09-22T08:17:20.000,2023-10-03T06:34:41.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,11427,207-23 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,QUEENS VILLAGE,Closed,The Department of Sanitation collected the requested items.,2023-09-25T06:13:08.000,08 QUEENS,4105890048,QUEENS,1051201,202324,ONLINE,Unspecified,QUEENS,40.72175600894736,-73.7584653040884,"{'latitude': '40.72175600894736', 'longitude': '-73.7584653040884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",207 STREET,208 STREET,207 STREET,208 STREET,HILLSIDE AVENUE,,,,,,,
58893948,2023-09-22T08:17:13.000,2023-09-27T08:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,,80 STREET,80 STREET,BLOCKFACE,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T08:20:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,58 AVENUE,HORACE HARDING EXPRESSWAY,,,,N/A,,,,,,
58898138,2023-09-22T08:17:10.000,2023-09-22T14:05:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10466,3919 LACONIA AVENUE,LACONIA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:05:13.000,12 BRONX,,BRONX,1025651,260931,PHONE,Unspecified,BRONX,40.88277234504184,-73.85027873494472,"{'latitude': '40.88277234504184', 'longitude': '-73.85027873494472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  222 STREET,EAST  223 STREET,EAST  222 STREET,EAST  223 STREET,LACONIA AVENUE,,,,,,,
58894566,2023-09-22T08:17:04.000,2023-09-22T08:17:04.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11205,264 FLUSHING AVENUE,FLUSHING AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,02 BROOKLYN,3018770023,BROOKLYN,993848,193455,UNKNOWN,Unspecified,BROOKLYN,40.69766085258846,-73.96538648716566,"{'latitude': '40.69766085258846', 'longitude': '-73.96538648716566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58897081,2023-09-22T08:16:58.000,2023-09-23T14:19:58.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11201,80 HOYT STREET,HOYT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T10:53:11.000,02 BROOKLYN,3001760029,BROOKLYN,987912,189968,ONLINE,Unspecified,BROOKLYN,40.68809429106024,-73.98679553077359,"{'latitude': '40.68809429106024', 'longitude': '-73.98679553077359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATE STREET,ATLANTIC AVENUE,STATE STREET,ATLANTIC AVENUE,HOYT STREET,,,,,,,
58896974,2023-09-22T08:16:27.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019,800 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T10:37:53.000,05 MANHATTAN,1010240029,MANHATTAN,989155,217055,ONLINE,Unspecified,MANHATTAN,40.76244092009588,-73.9822937690551,"{'latitude': '40.76244092009588', 'longitude': '-73.9822937690551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 52 STREET,WEST 53 STREET,WEST   52 STREET,WEST   53 STREET,7 AVENUE,,,,,,,
58902290,2023-09-22T08:16:17.000,2023-09-22T09:03:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,506 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T09:03:14.000,03 MANHATTAN,1004060009,MANHATTAN,989691,205058,ONLINE,Unspecified,MANHATTAN,40.72951185090941,-73.98036860417936,"{'latitude': '40.72951185090941', 'longitude': '-73.98036860417936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST   13 STREET,,,,,,,
58897863,2023-09-22T08:16:15.000,2023-09-22T08:47:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,2259 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T08:47:53.000,05 BRONX,2031710031,BRONX,1011528,251532,ONLINE,Unspecified,BRONX,40.857029932100616,-73.90139091361746,"{'latitude': '40.857029932100616', 'longitude': '-73.90139091361746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,CRESTON AVENUE,,,,,,,
58901010,2023-09-22T08:15:58.000,2023-10-12T12:03:16.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11426,244-32 85 ROAD,85 ROAD,ADDRESS,BELLEROSE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-12T12:03:22.000,13 QUEENS,4086100020,QUEENS,1061204,206205,PHONE,Unspecified,QUEENS,40.73232699535021,-73.72233398737453,"{'latitude': '40.73232699535021', 'longitude': '-73.72233398737453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS ISLAND PARKWAY,246 STREET,CROSS ISLAND PARKWAY,246 STREET,85 ROAD,,,,,,,
58896566,2023-09-22T08:15:43.000,2023-10-30T17:30:44.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10455,678 ST ANNS AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-30T00:00:00.000,01 BRONX,2026170024,BRONX,1008821,237203,PHONE,Unspecified,BRONX,40.81770895117916,-73.91122911672561,"{'latitude': '40.81770895117916', 'longitude': '-73.91122911672561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58902807,2023-09-22T08:15:42.000,2023-09-23T11:45:55.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11234,2348 EAST   73 STREET,EAST   73 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T10:56:47.000,18 BROOKLYN,3084500063,BROOKLYN,1011597,163967,PHONE,Unspecified,BROOKLYN,40.61668576944372,-73.90149743348385,"{'latitude': '40.61668576944372', 'longitude': '-73.90149743348385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE W,AVENUE X,AVENUE W,AVENUE X,EAST   73 STREET,,,,,,,
58894706,2023-09-22T08:15:37.000,2023-09-22T08:34:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,167 BALTIC STREET,BALTIC STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T08:34:04.000,06 BROOKLYN,3003060047,BROOKLYN,984933,189663,MOBILE,Unspecified,BROOKLYN,40.68725786724697,-73.99753726397569,"{'latitude': '40.68725786724697', 'longitude': '-73.99753726397569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,BALTIC STREET,,,,,,,
58897144,2023-09-22T08:15:32.000,2023-10-07T11:42:09.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11233,22 DEWEY PLACE,DEWEY PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-30T11:26:56.000,03 BROOKLYN,3015590034,BROOKLYN,1006921,186028,PHONE,Unspecified,BROOKLYN,40.677251614943785,-73.91826600385089,"{'latitude': '40.677251614943785', 'longitude': '-73.91826600385089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,DEWEY PLACE,,,,,,,
58894375,2023-09-22T08:15:12.000,2023-10-02T12:12:54.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10465,96 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T15:57:49.000,10 BRONX,2054550060,BRONX,1035908,235971,ONLINE,Unspecified,BRONX,40.81421059314448,-73.81337805049827,"{'latitude': '40.81421059314448', 'longitude': '-73.81337805049827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUNSET TRAIL,CATALPA PLACE,SUNSET TRAIL,CATALPA PLACE,HOLLYWOOD AVENUE,,,,,,,
58902422,2023-09-22T08:15:09.000,2023-09-27T12:01:16.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10036,529 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T08:15:09.000,04 MANHATTAN,1010717502,MANHATTAN,985145,216231,PHONE,Unspecified,MANHATTAN,40.76018056707231,-73.9967693091111,"{'latitude': '40.76018056707231', 'longitude': '-73.9967693091111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,WEST   42 STREET,,,,,,,
58899885,2023-09-22T08:15:02.000,2023-09-23T13:25:04.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11435,144-28 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,JAMAICA,Closed,The Department of Sanitation cleaned the location.,2023-09-22T22:33:57.000,12 QUEENS,4100430011,QUEENS,1037332,191745,ONLINE,Unspecified,QUEENS,40.69281331497549,-73.80858279646527,"{'latitude': '40.69281331497549', 'longitude': '-73.80858279646527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PINEGROVE STREET,INWOOD STREET,PINEGROVE STREET,INWOOD STREET,LIBERTY AVENUE,,,,,,,
58896215,2023-09-22T08:15:00.000,2023-09-22T10:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10027,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T10:45:00.000,09 MANHATTAN,,MANHATTAN,996358,235620,UNKNOWN,Unspecified,MANHATTAN,40.813389933961254,-73.95625868043503,"{'latitude': '40.813389933961254', 'longitude': '-73.95625868043503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AMSTERDAM AVENUE,WEST 125 STREET,,N/A,,,,,,
58898473,2023-09-22T08:14:46.000,2023-10-04T12:18:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11429,110-34 213 STREET,213 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T22:26:43.000,13 QUEENS,4111260050,QUEENS,1055205,197175,ONLINE,Unspecified,QUEENS,40.70759208531481,-73.74407468882394,"{'latitude': '40.70759208531481', 'longitude': '-73.74407468882394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",110 AVENUE,112 AVENUE,110 AVENUE,112 AVENUE,213 STREET,,,,,,,
58901558,2023-09-22T08:14:44.000,2023-09-22T09:06:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11216,1470 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T09:06:09.000,08 BROOKLYN,3012030014,BROOKLYN,1000124,186323,MOBILE,Unspecified,BROOKLYN,40.678076121115794,-73.94276999692946,"{'latitude': '40.678076121115794', 'longitude': '-73.94276999692946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANDREWS PLACE,KINGSTON AVENUE,ST ANDREWS PLACE,KINGSTON AVENUE,ATLANTIC AVENUE,,,,,,,
58895741,2023-09-22T08:14:40.000,2023-09-29T03:23:33.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,10471,358 WEST  262 STREET,WEST  262 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation collected the requested items.,2023-09-22T12:23:09.000,08 BRONX,2058841203,BRONX,1012034,271217,ONLINE,Unspecified,BRONX,40.91105748797448,-73.89948008310058,"{'latitude': '40.91105748797448', 'longitude': '-73.89948008310058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FIELDSTON ROAD,TYNDALL AVENUE,FIELDSTON ROAD,TYNDALL AVENUE,WEST  262 STREET,,,,,,,
58894633,2023-09-22T08:14:39.000,2023-09-22T10:06:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11356,11-15 130 STREET,130 STREET,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T10:06:56.000,07 QUEENS,4040100031,QUEENS,1029042,226221,MOBILE,Unspecified,QUEENS,40.7874870357853,-73.83824744300128,"{'latitude': '40.7874870357853', 'longitude': '-73.83824744300128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,130 STREET,,,,,,,
58901279,2023-09-22T08:14:39.000,2023-09-23T13:23:02.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11208,1120 GLENMORE AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T05:49:35.000,05 BROOKLYN,3042180010,BROOKLYN,1020931,186066,ONLINE,Unspecified,BROOKLYN,40.67730894937618,-73.86775669383678,"{'latitude': '40.67730894937618', 'longitude': '-73.86775669383678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,GLENMORE AVENUE,,,,,,,
58893448,2023-09-22T08:14:38.000,2023-09-22T08:59:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,142-11A 38 AVENUE,38 AVENUE,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T08:59:59.000,07 QUEENS,4050110044,QUEENS,1032271,216856,PHONE,Unspecified,QUEENS,40.76176566213498,-73.82665385419935,"{'latitude': '40.76176566213498', 'longitude': '-73.82665385419935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION STREET,BOWNE STREET,UNION STREET,BOWNE STREET,38 AVENUE,,,,,,,
58899624,2023-09-22T08:14:38.000,2023-09-26T17:08:33.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10461,1834 NARRAGANSETT AVENUE,NARRAGANSETT AVENUE,ADDRESS,BRONX,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T17:08:36.000,11 BRONX,2042040023,BRONX,1025994,250133,UNKNOWN,Unspecified,BRONX,40.85313355244001,-73.84910558947601,"{'latitude': '40.85313355244001', 'longitude': '-73.84910558947601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAKEWOOD PLACE,PINCHOT PLACE,LAKEWOOD PLACE,PINCHOT PLACE,NARRAGANSETT AVENUE,,,,,,,
58897059,2023-09-22T08:14:13.000,2023-09-25T13:31:43.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11201,25 JORALEMON STREET,JORALEMON STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T16:40:41.000,02 BROOKLYN,3002520001,BROOKLYN,984607,192047,ONLINE,Unspecified,BROOKLYN,40.693801417183764,-73.99871261632923,"{'latitude': '40.693801417183764', 'longitude': '-73.99871261632923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN QUEENS EXPRESSWAY,COLUMBIA PLACE,BROOKLYN QUEENS EXPRESSWAY,COLUMBIA PLACE,JORALEMON STREET,,,,,,,
58897514,2023-09-22T08:14:13.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11249,114 NORTH    7 STREET,NORTH    7 STREET,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,01 BROOKLYN,3023260017,BROOKLYN,995481,201202,UNKNOWN,Unspecified,BROOKLYN,40.71892261031668,-73.95948443627924,"{'latitude': '40.71892261031668', 'longitude': '-73.95948443627924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,2023-11-14T07:42:06.000,,,
58892975,2023-09-22T08:14:10.000,2023-09-23T14:16:05.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11238,35 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T09:51:14.000,08 BROOKLYN,3011720001,BROOKLYN,993231,184474,ONLINE,Unspecified,BROOKLYN,40.67301071017224,-73.96762356077525,"{'latitude': '40.67301071017224', 'longitude': '-73.96762356077525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLAZA ST EAST,UNDERHILL AVENUE,PLAZA ST EAST,UNDERHILL AVENUE,EASTERN PARKWAY,,,,,,,
58897072,2023-09-22T08:14:08.000,2023-09-23T10:24:31.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11209,247 76 STREET,76 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T06:28:51.000,10 BROOKLYN,3059390056,BROOKLYN,976068,169202,ONLINE,Unspecified,BROOKLYN,40.63109317340551,-74.02947752348369,"{'latitude': '40.63109317340551', 'longitude': '-74.02947752348369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,76 STREET,,,,,,,
