unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58933200,2023-09-26T00:47:00.000,2023-09-27T16:51:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10013,59 FRANKLIN STREET,FRANKLIN STREET,BENSON PL,CORTLANDT ALLY,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T16:51:00.000,01 MANHATTAN,1001710005,MANHATTAN,983465,200534,PHONE,Unspecified,MANHATTAN,40.717096204838214,-74.00283179101201,"{'latitude': '40.717096204838214', 'longitude': '-74.00283179101201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58922288,2023-09-26T00:46:15.000,2023-09-26T01:14:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10024,39 WEST   91 STREET,WEST   91 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   91 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:14:24.000,07 MANHATTAN,1012050006,MANHATTAN,993042,226735,PHONE,Unspecified,MANHATTAN,40.78900696394054,-73.96824968364199,"{'latitude': '40.78900696394054', 'longitude': '-73.96824968364199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930021,2023-09-26T00:46:04.000,2023-10-08T12:08:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11373,91-31 LAMONT AVENUE,LAMONT AVENUE,,,,,ADDRESS,ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,04 QUEENS,4015680040,QUEENS,1019123,210386,ONLINE,Unspecified,QUEENS,40.74406880836881,-73.87414896523073,"{'latitude': '40.74406880836881', 'longitude': '-73.87414896523073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919200,2023-09-26T00:45:56.000,2023-09-26T01:08:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11214,2349 BENSON AVENUE,BENSON AVENUE,BAY   35 STREET,24 AVENUE,BAY   35 STREET,24 AVENUE,ADDRESS,BROOKLYN,BENSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:08:04.000,11 BROOKLYN,3068630006,BROOKLYN,986531,157123,ONLINE,Unspecified,BROOKLYN,40.597942299709594,-73.99178625681185,"{'latitude': '40.597942299709594', 'longitude': '-73.99178625681185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920218,2023-09-26T00:45:54.000,2023-09-26T01:01:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:01:05.000,09 BRONX,2038670023,BRONX,1018491,242613,ONLINE,Unspecified,BRONX,40.83252565879467,-73.87626546717489,"{'latitude': '40.83252565879467', 'longitude': '-73.87626546717489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921217,2023-09-26T00:45:39.000,2023-09-26T01:05:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11212,290 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,MOTHER GASTON BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:05:45.000,16 BROOKLYN,3034890001,BROOKLYN,1009894,184229,MOBILE,Unspecified,BROOKLYN,40.67230565431294,-73.90755453003037,"{'latitude': '40.67230565431294', 'longitude': '-73.90755453003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925334,2023-09-26T00:45:35.000,2023-09-26T10:14:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,2889 EAST  195 STREET,EAST  195 STREET,MAYFLOWER AVENUE,HOBART AVENUE,MAYFLOWER AVENUE,HOBART AVENUE,ADDRESS,BRONX,EAST  195 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:14:57.000,10 BRONX,2042420039,BRONX,1030828,250151,MOBILE,Unspecified,BRONX,40.85315877850086,-73.8316317705385,"{'latitude': '40.85315877850086', 'longitude': '-73.8316317705385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920212,2023-09-26T00:45:07.000,2023-09-26T01:15:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,1310 AVENUE R,AVENUE R,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,ADDRESS,BROOKLYN,AVENUE R,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:15:22.000,15 BROOKLYN,3068190001,BROOKLYN,995532,159920,ONLINE,Unspecified,BROOKLYN,40.605612608448034,-73.95936953077799,"{'latitude': '40.605612608448034', 'longitude': '-73.95936953077799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921463,2023-09-26T00:44:56.000,2023-09-26T01:01:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11691,704 BEACH   19 STREET,BEACH   19 STREET,EVERDELL AVENUE,CRAWFORD COURT,EVERDELL AVENUE,CRAWFORD COURT,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:01:48.000,14 QUEENS,4155630083,QUEENS,1053179,158459,ONLINE,Unspecified,QUEENS,40.601341582235925,-73.75177786672309,"{'latitude': '40.601341582235925', 'longitude': '-73.75177786672309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918057,2023-09-26T00:44:45.000,2023-09-26T01:14:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:14:47.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58922149,2023-09-26T00:44:44.000,2023-09-26T12:05:12.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11208,234 CHESTNUT STREET,CHESTNUT STREET,FULTON STREET,DINSMORE PLACE,FULTON STREET,DINSMORE PLACE,ADDRESS,BROOKLYN,CHESTNUT STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T12:05:17.000,05 BROOKLYN,3041410027,BROOKLYN,1018853,187855,PHONE,Unspecified,BROOKLYN,40.68222771053316,-73.87523915758193,"{'latitude': '40.68222771053316', 'longitude': '-73.87523915758193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918463,2023-09-26T00:44:26.000,2023-09-26T02:36:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,1059 BRINSMADE AVENUE,BRINSMADE AVENUE,BARKLEY AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,BRINSMADE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T02:36:31.000,10 BRONX,2055360009,BRONX,1030931,241691,ONLINE,Unspecified,BRONX,40.82993804697331,-73.83131833929099,"{'latitude': '40.82993804697331', 'longitude': '-73.83131833929099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930649,2023-09-26T00:44:00.000,2023-10-03T19:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10034,4778 BROADWAY,BROADWAY,DYCKMAN ST,CUMMING ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) observed a violation of the NYC Air or Noise Code during the inspection. DEP issued a summons.,2023-10-03T19:30:00.000,12 MANHATTAN,1022330010,MANHATTAN,1004595,254727,ONLINE,Unspecified,MANHATTAN,40.86581794001009,-73.92644377175685,"{'latitude': '40.86581794001009', 'longitude': '-73.92644377175685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58924786,2023-09-26T00:43:13.000,2023-09-26T01:49:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,2065 GRAND CONCOURSE,GRAND CONCOURSE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-26T01:49:35.000,05 BRONX,2031600024,BRONX,1011036,250052,MOBILE,Unspecified,BRONX,40.85296928246686,-73.90317538994582,"{'latitude': '40.85296928246686', 'longitude': '-73.90317538994582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920003,2023-09-26T00:42:12.000,2023-09-26T01:16:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11236,1465 EAST  102 STREET,EAST  102 STREET,AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,ADDRESS,BROOKLYN,EAST  102 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:16:09.000,18 BROOKLYN,3083050018,BROOKLYN,1015719,171319,MOBILE,Unspecified,BROOKLYN,40.6368517662666,-73.8866159279111,"{'latitude': '40.6368517662666', 'longitude': '-73.8866159279111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920170,2023-09-26T00:42:03.000,2023-09-26T00:59:31.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11218,260 EAST    9 STREET,EAST    9 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:59:34.000,12 BROOKLYN,3053600031,BROOKLYN,992446,173282,PHONE,Unspecified,BROOKLYN,40.64229189057009,-73.97046708259296,"{'latitude': '40.64229189057009', 'longitude': '-73.97046708259296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919960,2023-09-26T00:41:56.000,2023-09-26T00:47:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,19 DONGAN PLACE,DONGAN PLACE,BROADWAY,ARDEN STREET,BROADWAY,ARDEN STREET,ADDRESS,NEW YORK,DONGAN PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T00:48:03.000,12 MANHATTAN,1021750113,MANHATTAN,1003847,253820,ONLINE,Unspecified,MANHATTAN,40.86333019283293,-73.92915077564976,"{'latitude': '40.86333019283293', 'longitude': '-73.92915077564976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919109,2023-09-26T00:41:48.000,2023-09-26T00:58:38.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Talking,House of Worship,10035,EAST  128 STREET,EAST  128 STREET,EAST  128 STREET,PARK AVENUE,EAST  128 STREET,PARK AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:58:42.000,11 MANHATTAN,,MANHATTAN,1001515,233286,ONLINE,Unspecified,MANHATTAN,40.80697518014938,-73.93763452823288,"{'latitude': '40.80697518014938', 'longitude': '-73.93763452823288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921239,2023-09-26T00:41:27.000,2023-09-26T01:02:54.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10034,4776 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:02:58.000,12 MANHATTAN,1022330005,MANHATTAN,1004578,254719,MOBILE,Unspecified,MANHATTAN,40.865796021610336,-73.92650525855984,"{'latitude': '40.865796021610336', 'longitude': '-73.92650525855984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58924752,2023-09-26T00:41:00.000,2023-09-26T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11432,,,,,GRAND CENTRAL PARKWAY,UTOPIA PARKWAY,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T01:40:00.000,08 QUEENS,,QUEENS,1042358,201710,UNKNOWN,Unspecified,QUEENS,40.72013323771417,-73.79037278029215,"{'latitude': '40.72013323771417', 'longitude': '-73.79037278029215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58923664,2023-09-26T00:40:50.000,2023-09-26T01:20:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,111 WADSWORTH AVENUE,WADSWORTH AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:20:39.000,12 MANHATTAN,1021620001,MANHATTAN,1001918,248309,MOBILE,Unspecified,MANHATTAN,40.84820821920662,-73.9361392305864,"{'latitude': '40.84820821920662', 'longitude': '-73.9361392305864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920664,2023-09-26T00:40:46.000,2023-09-26T10:02:04.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11436,143-20 115 AVENUE,115 AVENUE,143 STREET,144 STREET,143 STREET,144 STREET,ADDRESS,JAMAICA,115 AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T10:02:09.000,12 QUEENS,4119870008,QUEENS,1039819,188053,UNKNOWN,Unspecified,QUEENS,40.682664382392225,-73.79964499172824,"{'latitude': '40.682664382392225', 'longitude': '-73.79964499172824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916796,2023-09-26T00:40:09.000,2023-09-26T01:23:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,BUSHWICK AVENUE,BUSHWICK AVENUE,BUSHWICK AVENUE,VANBUREN STREET,BUSHWICK AVENUE,VANBUREN STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:23:30.000,04 BROOKLYN,,BROOKLYN,1005062,191879,PHONE,Unspecified,BROOKLYN,40.69331583237685,-73.92495003613136,"{'latitude': '40.69331583237685', 'longitude': '-73.92495003613136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58917307,2023-09-26T00:39:38.000,2023-09-26T03:30:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,28 AVENUE S,AVENUE S,WEST   13 STREET,WEST   12 STREET,WEST   13 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,AVENUE S,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T03:30:30.000,11 BROOKLYN,3070760002,BROOKLYN,988485,158034,ONLINE,Unspecified,BROOKLYN,40.600442091969384,-73.98474944985402,"{'latitude': '40.600442091969384', 'longitude': '-73.98474944985402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919150,2023-09-26T00:39:22.000,2023-09-26T01:01:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,BARBEY STREET,BARBEY STREET,BARBEY STREET,LIVONIA AVENUE,BARBEY STREET,LIVONIA AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:01:23.000,05 BROOKLYN,,BROOKLYN,1015933,181937,PHONE,Unspecified,BROOKLYN,40.66599507837377,-73.88579500048921,"{'latitude': '40.66599507837377', 'longitude': '-73.88579500048921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921467,2023-09-26T00:39:16.000,2023-09-26T00:51:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,2085 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  125 STREET,EAST  126 STREET,EAST  125 STREET,EAST  126 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T00:51:08.000,11 MANHATTAN,1017740051,MANHATTAN,1001683,232526,MOBILE,Unspecified,MANHATTAN,40.804888860293964,-73.93702964417822,"{'latitude': '40.804888860293964', 'longitude': '-73.93702964417822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
