unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58862830,2023-09-19T17:27:47.000,2023-09-19T17:52:04.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11436,140-19 FOCH BOULEVARD,FOCH BOULEVARD,140 STREET,141 STREET,140 STREET,141 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T17:52:08.000,12 QUEENS,QUEENS,1039394,186450,ONLINE,Unspecified,QUEENS,40.678267180443584,-73.80119044881643,"{'latitude': '40.678267180443584', 'longitude': '-73.80119044881643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,FOCH BOULEVARD,4119980095,,,,,,,,
58858440,2023-09-19T17:27:39.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11203,4709 FOSTER AVENUE,FOSTER AVENUE,SCHENECTADY AVENUE,EAST   48 STREET,SCHENECTADY AVENUE,EAST   48 STREET,ADDRESS,In Progress,,,17 BROOKLYN,BROOKLYN,1003174,172321,ONLINE,Unspecified,BROOKLYN,40.63963772751688,-73.93181323266474,"{'latitude': '40.63963772751688', 'longitude': '-73.93181323266474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FOSTER AVENUE,3047780045,,,,,,,,
58864185,2023-09-19T17:27:30.000,2023-09-20T01:57:47.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11235,1641 AVENUE X,AVENUE X,EAST   16 STREET,EAST   17 STREET,EAST   16 STREET,EAST   17 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T01:57:53.000,15 BROOKLYN,BROOKLYN,997080,155093,MOBILE,Unspecified,BROOKLYN,40.59236136606673,-73.95380380433107,"{'latitude': '40.59236136606673', 'longitude': '-73.95380380433107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE X,,,,,,,,,
58868277,2023-09-19T17:27:29.000,2023-09-29T11:35:17.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T11:35:16.000,55 BROOKLYN,BROOKLYN,991322,182426,MOBILE,Prospect Park,BROOKLYN,40.66739113906443,-73.97450763994523,"{'latitude': '40.66739113906443', 'longitude': '-73.97450763994523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,PROSPECT PARK WEST,3011170001,,,,,,,,
58864839,2023-09-19T17:27:26.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11234,1120 BERGEN AVENUE,BERGEN AVENUE,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,In Progress,,2023-05-27T08:24:48.000,18 BROOKLYN,BROOKLYN,1007807,168200,PHONE,Unspecified,BROOKLYN,40.628315352008336,-73.91513404862802,"{'latitude': '40.628315352008336', 'longitude': '-73.91513404862802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BERGEN AVENUE,3083437501,,,,,,,,
58862815,2023-09-19T17:27:19.000,2023-09-19T17:51:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10023,WEST   72 STREET,WEST   72 STREET,CENTRAL PARK WEST,WEST   72 STREET,CENTRAL PARK WEST,WEST   72 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T17:51:59.000,07 MANHATTAN,MANHATTAN,990910,222076,MOBILE,Unspecified,MANHATTAN,40.776221110771935,-73.97595353687147,"{'latitude': '40.776221110771935', 'longitude': '-73.97595353687147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58856625,2023-09-19T17:27:18.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11208,BERRIMAN STREET,BERRIMAN STREET,BERRIMAN STREET,GLENMORE AVENUE,BERRIMAN STREET,GLENMORE AVENUE,INTERSECTION,In Progress,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-21T13:33:29.000,05 BROOKLYN,BROOKLYN,1017481,185411,ONLINE,Unspecified,BROOKLYN,40.67552474735076,-73.88019793787082,"{'latitude': '40.67552474735076', 'longitude': '-73.88019793787082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58860765,2023-09-19T17:27:02.000,2023-09-20T04:31:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11237,1332 HALSEY STREET,HALSEY STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T04:31:15.000,04 BROOKLYN,BROOKLYN,1010208,192390,MOBILE,Unspecified,BROOKLYN,40.6947048107401,-73.90639113589906,"{'latitude': '40.6947048107401', 'longitude': '-73.90639113589906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HALSEY STREET,3034130080,,,,,,,,
58859456,2023-09-19T17:27:00.000,2023-09-25T17:40:00.000,DOT,Department of Transportation,Street Light Condition,Multiple St Lts Dayburning,,10009,TOMPKINS SQUARE PARK,TOMPKINS SQUARE PARK,10 ST E,7 ST E,,,PLACENAME,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T17:40:00.000,03 MANHATTAN,MANHATTAN,989319,203943,UNKNOWN,Unspecified,MANHATTAN,40.72645166887514,-73.98171163835781,"{'latitude': '40.72645166887514', 'longitude': '-73.98171163835781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1004030001,,,,,,,,
58865966,2023-09-19T17:26:52.000,2023-10-03T07:37:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11210,2325 FOSTER AVENUE,FOSTER AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,14 BROOKLYN,BROOKLYN,996736,171707,ONLINE,Unspecified,BROOKLYN,40.63796384442136,-73.95501170090334,"{'latitude': '40.63796384442136', 'longitude': '-73.95501170090334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3052240150,,,,,,,,
58856778,2023-09-19T17:26:45.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,,,,,,,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:22.000,0 Unspecified,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,
58855556,2023-09-19T17:26:41.000,2023-09-19T20:24:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10455,501 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRUCKNER EXPWY WB EN LEGGETT AVE,AUSTIN PLACE,BRUCKNER EXPWY WB EN LEGGETT AVE,AUSTIN PLACE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:25:02.000,02 BRONX,BRONX,1011097,234295,MOBILE,Unspecified,BRONX,40.80972068383194,-73.9030179503144,"{'latitude': '40.80972068383194', 'longitude': '-73.9030179503144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BRUCKNER BOULEVARD,2026020030,,,,,,,,
58855943,2023-09-19T17:26:37.000,2023-09-19T17:41:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,31-20 54 STREET,54 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:41:24.000,01 QUEENS,QUEENS,1009942,214847,ONLINE,Unspecified,QUEENS,40.756344558976046,-73.90726464156208,"{'latitude': '40.756344558976046', 'longitude': '-73.90726464156208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,54 STREET,4011310017,,,,,,,,
58858783,2023-09-19T17:26:26.000,2023-09-19T20:28:04.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11427,UNION TURNPIKE,UNION TURNPIKE,233 STREET,UNION TURNPIKE,233 STREET,UNION TURNPIKE,INTERSECTION,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T20:28:07.000,13 QUEENS,QUEENS,1056690,208073,MOBILE,N/A,QUEENS,40.737492293491655,-73.73860122391773,"{'latitude': '40.737492293491655', 'longitude': '-73.73860122391773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58865957,2023-09-19T17:26:17.000,2023-09-25T12:35:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11218,45 TEHAMA STREET,TEHAMA STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 BROOKLYN,BROOKLYN,989168,174070,PHONE,Unspecified,BROOKLYN,40.644457207866125,-73.98227823334946,"{'latitude': '40.644457207866125', 'longitude': '-73.98227823334946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3053090029,,,,,,,,
58860094,2023-09-19T17:26:09.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10457,1748 MONROE AVENUE,MONROE AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,05 BRONX,BRONX,1010107,247476,PHONE,Unspecified,BRONX,40.84590169752644,-73.90654342164052,"{'latitude': '40.84590169752644', 'longitude': '-73.90654342164052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2027980011,,,,,,,,
58858565,2023-09-19T17:26:08.000,2023-09-21T11:20:29.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-09-21T11:20:37.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,Long Island Expwy,East/Long Island Bound,East Hampton Blvd Douglaston Pkwy (Exit 30) - Little Neck Pkwy (Exit 32),Roadway
58860072,2023-09-19T17:26:04.000,2023-10-13T06:38:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11206,71 TROUTMAN STREET,TROUTMAN STREET,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,04 BROOKLYN,BROOKLYN,1003263,193817,PHONE,Unspecified,BROOKLYN,40.6986392383266,-73.93143192045405,"{'latitude': '40.6986392383266', 'longitude': '-73.93143192045405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3031710048,,,,,,,,
58859182,2023-09-19T17:25:57.000,2023-09-19T18:11:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,489 12 STREET,12 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T18:11:15.000,06 BROOKLYN,BROOKLYN,989868,181004,MOBILE,Unspecified,BROOKLYN,40.66348910688398,-73.97975004237959,"{'latitude': '40.66348910688398', 'longitude': '-73.97975004237959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,12 STREET,3010970069,,,,,,,,
58856347,2023-09-19T17:25:46.000,2023-09-22T09:42:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58858167,2023-09-19T17:25:46.000,2023-09-22T09:42:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58861961,2023-09-19T17:25:46.000,2023-09-22T09:42:52.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58862016,2023-09-19T17:25:46.000,2023-09-22T09:42:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58856209,2023-09-19T17:25:46.000,2023-09-22T09:42:53.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58867791,2023-09-19T17:25:46.000,2023-09-22T09:42:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58867942,2023-09-19T17:25:46.000,2023-09-22T09:42:53.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58858203,2023-09-19T17:25:46.000,2023-09-22T09:42:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10029,127 EAST  101 STREET,EAST  101 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,11 MANHATTAN,MANHATTAN,998289,226866,PHONE,Unspecified,MANHATTAN,40.78935974612215,-73.94930106137562,"{'latitude': '40.78935974612215', 'longitude': '-73.94930106137562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1016290011,,,,,,,,
58856963,2023-09-19T17:25:30.000,2023-10-10T09:55:10.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10036,1190 6 AVENUE,6 AVENUE,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T03:54:43.000,05 MANHATTAN,MANHATTAN,989238,215337,PHONE,Unspecified,MANHATTAN,40.75772540413981,-73.98199542760761,"{'latitude': '40.75772540413981', 'longitude': '-73.98199542760761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE OF THE AMERICAS,1012620076,,,,,,,,
