unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58859674,2023-09-14T23:00:21.000,2023-09-14T23:17:17.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10031,3468 BROADWAY,BROADWAY,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:17:23.000,09 MANHATTAN,1020730001,MANHATTAN,997515,239557,ONLINE,Unspecified,MANHATTAN,40.8241942280037,-73.95207112496449,"{'latitude': '40.8241942280037', 'longitude': '-73.95207112496449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869488,2023-09-14T23:00:17.000,2023-09-14T23:27:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,773 48 STREET,48 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,48 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:27:53.000,07 BROOKLYN,3007680047,BROOKLYN,983341,173425,ONLINE,Unspecified,BROOKLYN,40.64268814045124,-74.0032754491023,"{'latitude': '40.64268814045124', 'longitude': '-74.0032754491023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863719,2023-09-14T23:00:07.000,2023-09-14T23:35:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,167 LEWIS AVENUE,LEWIS AVENUE,LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,ADDRESS,BROOKLYN,LEWIS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:35:40.000,03 BROOKLYN,,BROOKLYN,1001819,191050,MOBILE,Unspecified,BROOKLYN,40.69104745152908,-73.93664674654414,"{'latitude': '40.69104745152908', 'longitude': '-73.93664674654414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857894,2023-09-14T23:00:06.000,2023-09-14T23:26:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,50W WEST    8 STREET,WEST    8 STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    8 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:26:28.000,02 MANHATTAN,,MANHATTAN,984634,206403,ONLINE,Unspecified,MANHATTAN,40.733205211333065,-73.9986144323159,"{'latitude': '40.733205211333065', 'longitude': '-73.9986144323159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865490,2023-09-14T23:00:01.000,2023-09-14T23:06:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,3424 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:06:13.000,09 MANHATTAN,1020710001,MANHATTAN,997239,239060,MOBILE,Unspecified,MANHATTAN,40.82283051428899,-73.95306932541597,"{'latitude': '40.82283051428899', 'longitude': '-73.95306932541597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813005,2023-09-14T23:00:00.000,2023-09-15T01:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10454,,,,,ST ANNS AVENUE,EAST 144 STREET,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-15T01:00:00.000,01 BRONX,,BRONX,1007822,234755,UNKNOWN,Unspecified,BRONX,40.81099260053105,-73.91484693052713,"{'latitude': '40.81099260053105', 'longitude': '-73.91484693052713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58813009,2023-09-14T23:00:00.000,2023-09-25T07:51:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11203,,,,,CLARENDON ROAD,EAST 57 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T07:51:00.000,17 BROOKLYN,,BROOKLYN,1005660,174224,UNKNOWN,Unspecified,BROOKLYN,40.644855391463516,-73.9228496676027,"{'latitude': '40.644855391463516', 'longitude': '-73.9228496676027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816585,2023-09-14T22:59:59.000,2023-09-16T11:36:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10001,125 WEST   31 STREET,WEST   31 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-16T00:00:00.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,ONLINE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812076,2023-09-14T22:59:59.000,2023-10-08T10:44:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10001,125 WEST   31 STREET,WEST   31 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,ONLINE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818978,2023-09-14T22:59:59.000,2023-09-16T11:36:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10001,125 WEST   31 STREET,WEST   31 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-16T00:00:00.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,ONLINE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855742,2023-09-14T22:59:53.000,2023-09-15T01:55:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,124 CORNELIA STREET,CORNELIA STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,CORNELIA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:56:03.000,04 BROOKLYN,3033820114,BROOKLYN,1007799,190901,MOBILE,Unspecified,BROOKLYN,40.69062458983994,-73.9150835899779,"{'latitude': '40.69062458983994', 'longitude': '-73.9150835899779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861503,2023-09-14T22:59:45.000,2023-09-15T00:09:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11423,89-17 182 PLACE,182 PLACE,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,HOLLIS,182 PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:09:39.000,12 QUEENS,4099220018,QUEENS,1045471,198737,MOBILE,Unspecified,QUEENS,40.71195209525112,-73.7791695773418,"{'latitude': '40.71195209525112', 'longitude': '-73.7791695773418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863536,2023-09-14T22:59:20.000,2023-09-14T23:07:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,3428 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:07:23.000,09 MANHATTAN,1020710001,MANHATTAN,997259,239095,MOBILE,Unspecified,MANHATTAN,40.822926549929285,-73.95299699539169,"{'latitude': '40.822926549929285', 'longitude': '-73.95299699539169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815578,2023-09-14T22:59:13.000,2023-09-18T08:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10461,,,,,BUTLER PLACE,SEABURY AVENUE,INTERSECTION,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T08:40:00.000,10 BRONX,,BRONX,1027738,244702,UNKNOWN,Unspecified,BRONX,40.838218659314784,-73.84283668918842,"{'latitude': '40.838218659314784', 'longitude': '-73.84283668918842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58869630,2023-09-14T22:59:11.000,2023-09-14T23:15:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,2663 HEATH AVENUE,HEATH AVENUE,KINGSBRIDGE TERRACE,WEST  193 STREET,KINGSBRIDGE TERRACE,WEST  193 STREET,ADDRESS,BRONX,HEATH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:15:43.000,07 BRONX,2032390004,BRONX,1010175,256156,MOBILE,Unspecified,BRONX,40.86972548354874,-73.90626407394844,"{'latitude': '40.86972548354874', 'longitude': '-73.90626407394844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58836845,2023-09-14T22:59:11.000,2023-09-16T15:20:03.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11418,130-39 92 AVENUE,92 AVENUE,130 STREET,132 STREET,130 STREET,132 STREET,ADDRESS,RICHMOND HILL,92 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-16T09:06:14.000,09 QUEENS,4093590036,QUEENS,1034239,193523,MOBILE,Unspecified,QUEENS,40.69771151300764,-73.81972313145707,"{'latitude': '40.69771151300764', 'longitude': '-73.81972313145707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815020,2023-09-14T22:59:00.000,2023-09-15T19:32:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019,1745 BROADWAY,BROADWAY,W 55 ST,W 56 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:32:00.000,05 MANHATTAN,1010277504,MANHATTAN,989222,218096,ONLINE,Unspecified,MANHATTAN,40.76529815917517,-73.98205114026108,"{'latitude': '40.76529815917517', 'longitude': '-73.98205114026108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58863537,2023-09-14T22:59:00.000,2023-09-14T23:09:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:09:38.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,ONLINE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810484,2023-09-14T22:59:00.000,2023-09-15T21:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10026,1840 7 AVENUE,7 AVENUE,W 111 ST,W 112 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T21:15:00.000,10 MANHATTAN,1018270032,MANHATTAN,996810,230869,ONLINE,Unspecified,MANHATTAN,40.80034912126777,-73.95463467575817,"{'latitude': '40.80034912126777', 'longitude': '-73.95463467575817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58868838,2023-09-14T22:58:52.000,2023-09-15T12:05:35.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10306,321 EDISON STREET,EDISON STREET,BURBANK AVENUE,BACHE AVENUE,BURBANK AVENUE,BACHE AVENUE,ADDRESS,STATEN ISLAND,EDISON STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-15T12:05:39.000,02 STATEN ISLAND,5036350001,STATEN ISLAND,953036,148360,ONLINE,Unspecified,STATEN ISLAND,40.57383495391269,-74.11235919181935,"{'latitude': '40.57383495391269', 'longitude': '-74.11235919181935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856059,2023-09-14T22:58:50.000,2023-09-14T23:07:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3424 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:07:08.000,09 MANHATTAN,1020710001,MANHATTAN,997239,239060,MOBILE,Unspecified,MANHATTAN,40.82283051428899,-73.95306932541597,"{'latitude': '40.82283051428899', 'longitude': '-73.95306932541597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863436,2023-09-14T22:58:47.000,2023-09-15T00:00:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10018,343 WEST   36 STREET,WEST   36 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:00:19.000,04 MANHATTAN,1007600018,MANHATTAN,985969,213989,PHONE,Unspecified,MANHATTAN,40.754026727300854,-73.99379548090039,"{'latitude': '40.754026727300854', 'longitude': '-73.99379548090039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859577,2023-09-14T22:58:43.000,2023-09-15T04:52:19.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10473,244 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,STANTON COURT,WHITE PLAINS ROAD,STANTON COURT,WHITE PLAINS ROAD,ADDRESS,BRONX,SOUNDVIEW AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T04:52:25.000,09 BRONX,2034560029,BRONX,1024234,234567,PHONE,Unspecified,BRONX,40.81041755979227,-73.85556032922301,"{'latitude': '40.81041755979227', 'longitude': '-73.85556032922301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856091,2023-09-14T22:58:34.000,2023-09-15T02:22:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,963 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:22:46.000,04 BRONX,2025110068,BRONX,1003966,242285,ONLINE,Unspecified,BRONX,40.831669762919574,-73.9287544719845,"{'latitude': '40.831669762919574', 'longitude': '-73.9287544719845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864614,2023-09-14T22:58:28.000,2023-09-15T02:28:45.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11105,22-51 29 STREET,29 STREET,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,ADDRESS,ASTORIA,29 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T02:28:59.000,01 QUEENS,4008440013,QUEENS,1008357,221927,MOBILE,Unspecified,QUEENS,40.775781780843964,-73.91296030776205,"{'latitude': '40.775781780843964', 'longitude': '-73.91296030776205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862683,2023-09-14T22:58:28.000,2023-09-15T11:04:58.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11105,22-51 29 STREET,29 STREET,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,ADDRESS,ASTORIA,29 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-15T11:05:03.000,01 QUEENS,4008440013,QUEENS,1008357,221927,MOBILE,Unspecified,QUEENS,40.775781780843964,-73.91296030776205,"{'latitude': '40.775781780843964', 'longitude': '-73.91296030776205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861823,2023-09-14T22:58:17.000,2023-09-14T23:35:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,265 VAN BUREN STREET,VAN BUREN STREET,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,VAN BUREN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:35:58.000,03 BROOKLYN,3016100082,BROOKLYN,1002031,191002,MOBILE,Unspecified,BROOKLYN,40.69091527924756,-73.9358824082717,"{'latitude': '40.69091527924756', 'longitude': '-73.9358824082717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
