unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough,road_ramp
58945015,2023-09-27T20:33:46.000,2023-09-27T22:30:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11432,87-93 PARSONS BOULEVARD,PARSONS BOULEVARD,HILLSIDE AVENUE,88 AVENUE,HILLSIDE AVENUE,88 AVENUE,ADDRESS,JAMAICA,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T22:30:28.000,12 QUEENS,QUEENS,1039044,196921,MOBILE,Unspecified,QUEENS,40.70700975556031,-73.80236712078214,"{'latitude': '40.70700975556031', 'longitude': '-73.80236712078214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941825,2023-09-27T20:33:43.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10017,340 EAST   45 STREET,EAST   45 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   45 STREET,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T09:05:10.000,06 MANHATTAN,MANHATTAN,992618,213004,ONLINE,Unspecified,MANHATTAN,40.75131935947687,-73.96979796001732,"{'latitude': '40.75131935947687', 'longitude': '-73.96979796001732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"340 EAST   45 STREET, MANHATTAN (NEW YORK), NY, 10017",,
58939991,2023-09-27T20:33:41.000,2023-09-27T20:35:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:35:50.000,14 BROOKLYN,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,40.64567510317057,-73.95806949019844,"{'latitude': '40.64567510317057', 'longitude': '-73.95806949019844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051250065,,,,,,,
58945096,2023-09-27T20:33:19.000,2023-10-19T07:05:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,2745 RESERVOIR AVENUE,RESERVOIR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-19T00:00:00.000,08 BRONX,BRONX,1012147,256066,ONLINE,Unspecified,BRONX,40.86947244907802,-73.899134377729,"{'latitude': '40.86947244907802', 'longitude': '-73.899134377729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032480033,,,,,,,
58938852,2023-09-27T20:33:09.000,2023-10-30T16:32:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10011,97 10 AVENUE,10 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-30T00:00:00.000,04 MANHATTAN,MANHATTAN,982256,210168,PHONE,Unspecified,MANHATTAN,40.74353898689776,-74.00719596483363,"{'latitude': '40.74353898689776', 'longitude': '-74.00719596483363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006887501,,,,,,,
58943922,2023-09-27T20:33:08.000,2023-09-28T08:40:08.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026,312 WEST  114 STREET,WEST  114 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,10 MANHATTAN,MANHATTAN,996210,231947,ONLINE,Unspecified,MANHATTAN,40.803308768196025,-73.95679988851664,"{'latitude': '40.803308768196025', 'longitude': '-73.95679988851664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018470066,,,,,,,
58941534,2023-09-27T20:33:04.000,2023-09-27T20:57:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,306 EAST   61 STREET,EAST   61 STREET,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:57:15.000,08 MANHATTAN,MANHATTAN,994479,216787,ONLINE,Unspecified,MANHATTAN,40.76170077227129,-73.9630754275603,"{'latitude': '40.76170077227129', 'longitude': '-73.9630754275603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014350044,,,,,,,
58940309,2023-09-27T20:33:04.000,2023-09-28T01:04:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11364,56-50 231 STREET,231 STREET,56 AVENUE,57 AVENUE,56 AVENUE,57 AVENUE,ADDRESS,OAKLAND GARDENS,231 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T01:04:55.000,11 QUEENS,QUEENS,1053730,214418,ONLINE,Unspecified,QUEENS,40.75493140435465,-73.74921673629375,"{'latitude': '40.75493140435465', 'longitude': '-73.74921673629375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937589,2023-09-27T20:32:57.000,2023-10-06T14:37:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10021,416 EAST   71 STREET,EAST   71 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 MANHATTAN,MANHATTAN,996464,218668,ONLINE,Unspecified,MANHATTAN,40.766861111817406,-73.95590657173557,"{'latitude': '40.766861111817406', 'longitude': '-73.95590657173557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014650038,,,,,,,
58943912,2023-09-27T20:32:49.000,2023-09-28T20:30:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,1870 HOBART AVENUE,HOBART AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,10 BRONX,BRONX,1030911,248609,ONLINE,Unspecified,BRONX,40.848926015095934,-73.83134247825568,"{'latitude': '40.848926015095934', 'longitude': '-73.83134247825568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2041950010,,,,,,,
58938977,2023-09-27T20:32:28.000,2023-09-27T20:57:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,306 EAST   61 STREET,EAST   61 STREET,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:57:28.000,08 MANHATTAN,MANHATTAN,994479,216787,ONLINE,Unspecified,MANHATTAN,40.76170077227129,-73.9630754275603,"{'latitude': '40.76170077227129', 'longitude': '-73.9630754275603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014350044,,,,,,,
58935722,2023-09-27T20:32:00.000,2023-09-29T11:24:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216,393 NOSTRAND AVENUE,NOSTRAND AVENUE,MADISON ST,PUTNAM AVE,,,ADDRESS,BROOKLYN,,Closed,,2023-09-29T11:24:00.000,03 BROOKLYN,BROOKLYN,998020,188592,ONLINE,Unspecified,BROOKLYN,40.684307532550434,-73.95035083971493,"{'latitude': '40.684307532550434', 'longitude': '-73.95035083971493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018230004,N/A,,,,,,
58942121,2023-09-27T20:32:00.000,2023-09-28T18:24:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11102,25-55 23 STREET,23 STREET,25 RD,ASTORIA BLVD,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-28T18:24:00.000,01 QUEENS,QUEENS,1005357,220766,ONLINE,Unspecified,QUEENS,40.772602814049584,-73.92379561890621,"{'latitude': '40.772602814049584', 'longitude': '-73.92379561890621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008720022,N/A,,,,,,
58943089,2023-09-27T20:31:58.000,2023-09-27T22:41:32.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11237,391 HARMAN STREET,HARMAN STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HARMAN STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T22:41:38.000,04 BROOKLYN,BROOKLYN,1007261,194977,MOBILE,Unspecified,BROOKLYN,40.70181367289989,-73.9170096626253,"{'latitude': '40.70181367289989', 'longitude': '-73.9170096626253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936705,2023-09-27T20:31:26.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10065,302 EAST   61 STREET,EAST   61 STREET,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,ADDRESS,NEW YORK,EAST   61 STREET,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-08T14:15:14.000,08 MANHATTAN,MANHATTAN,994441,216808,ONLINE,Unspecified,MANHATTAN,40.76175845575293,-73.96321256784213,"{'latitude': '40.76175845575293', 'longitude': '-73.96321256784213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"302 EAST   61 STREET, MANHATTAN (NEW YORK), NY, 10065",,
58944427,2023-09-27T20:31:19.000,2023-09-28T10:14:08.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11377,67-23 ROOSEVELT AVENUE,ROOSEVELT AVENUE,68 STREET,69 STREET,68 STREET,69 STREET,ADDRESS,WOODSIDE,ROOSEVELT AVENUE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-28T10:14:08.000,02 QUEENS,QUEENS,1012765,211176,ONLINE,Unspecified,QUEENS,40.74625994552111,-73.89709058938934,"{'latitude': '40.74625994552111', 'longitude': '-73.89709058938934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939752,2023-09-27T20:31:19.000,2023-09-27T20:44:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,1022 EAST   21 STREET,EAST   21 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:44:48.000,14 BROOKLYN,BROOKLYN,996495,168289,MOBILE,Unspecified,BROOKLYN,40.628582496792205,-73.9558862497118,"{'latitude': '40.628582496792205', 'longitude': '-73.9558862497118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075660082,,,,,,,
58943798,2023-09-27T20:31:11.000,2023-09-27T20:52:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,10 EASTERN PARKWAY,EASTERN PARKWAY,PLAZA ST EAST,UNDERHILL AVENUE,PLAZA ST EAST,UNDERHILL AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:52:47.000,55 BROOKLYN,BROOKLYN,993051,184491,ONLINE,Unspecified,BROOKLYN,40.67305755213034,-73.96827243720236,"{'latitude': '40.67305755213034', 'longitude': '-73.96827243720236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939426,2023-09-27T20:31:10.000,2023-09-28T04:14:37.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11215,305 5 AVENUE,5 AVENUE,2 STREET,3 STREET,2 STREET,3 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T04:14:41.000,06 BROOKLYN,BROOKLYN,988975,184528,ONLINE,Unspecified,BROOKLYN,40.673162222650404,-73.98296637118983,"{'latitude': '40.673162222650404', 'longitude': '-73.98296637118983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009750006,,,,,,,
58944881,2023-09-27T20:31:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11106,23-25 33 AVENUE,33 AVENUE,23 ST,25 ST,33 AVENUE,23 STREET,INTERSECTION,QUEENS,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-19T10:16:00.000,01 QUEENS,QUEENS,1003401,217584,UNKNOWN,Unspecified,QUEENS,40.76387350701014,-73.93086659422276,"{'latitude': '40.76387350701014', 'longitude': '-73.93086659422276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005660014,,,,,,,
58944401,2023-09-27T20:30:58.000,2023-10-07T11:25:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11208,1014 STANLEY AVENUE,STANLEY AVENUE,MILFORD STREET,LOGAN STREET,MILFORD STREET,LOGAN STREET,ADDRESS,BROOKLYN,STANLEY AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-10-07T11:25:29.000,05 BROOKLYN,BROOKLYN,1019713,181359,ONLINE,Unspecified,BROOKLYN,40.664394264660956,-73.87217261651786,"{'latitude': '40.664394264660956', 'longitude': '-73.87217261651786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937653,2023-09-27T20:30:54.000,2023-09-27T20:57:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,302 EAST   61 STREET,EAST   61 STREET,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,2 AVENUE,PEDESTRIAN AND BIKE PATH LINK,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:57:40.000,08 MANHATTAN,MANHATTAN,994441,216808,ONLINE,Unspecified,MANHATTAN,40.76175845575293,-73.96321256784213,"{'latitude': '40.76175845575293', 'longitude': '-73.96321256784213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014357501,,,,,,,
58939971,2023-09-27T20:30:50.000,2023-09-27T21:53:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-08 122 STREET,122 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,122 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:53:36.000,10 QUEENS,QUEENS,1033763,189585,MOBILE,Unspecified,QUEENS,40.68690531112666,-73.82146868453303,"{'latitude': '40.68690531112666', 'longitude': '-73.82146868453303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4095750010,,,,,,,
58943894,2023-09-27T20:30:45.000,2023-09-30T10:07:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10037,60 WEST  142 STREET,WEST  142 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-30T00:00:00.000,10 MANHATTAN,MANHATTAN,1001843,237298,PHONE,Unspecified,MANHATTAN,40.81798635263026,-73.93643919542686,"{'latitude': '40.81798635263026', 'longitude': '-73.93643919542686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017370059,,,,,,,
58941285,2023-09-27T20:30:32.000,2023-09-27T21:14:29.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,716 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:14:32.000,12 MANHATTAN,MANHATTAN,1001672,248838,ONLINE,Unspecified,MANHATTAN,40.84966065639281,-73.93702701969427,"{'latitude': '40.84966065639281', 'longitude': '-73.93702701969427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943459,2023-09-27T20:30:32.000,2023-09-27T21:23:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11210,1755 BROOKLYN AVENUE,BROOKLYN AVENUE,LIRR BAY RIDGE LINE,AVENUE I,LIRR BAY RIDGE LINE,AVENUE I,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:23:08.000,18 BROOKLYN,BROOKLYN,1000473,168882,ONLINE,Unspecified,BROOKLYN,40.63020376454049,-73.94155371341459,"{'latitude': '40.63020376454049', 'longitude': '-73.94155371341459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
