unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58817653,2023-09-14T14:18:07.000,2023-09-14T14:22:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10305,25 LANDIS AVENUE,LANDIS AVENUE,CHICAGO AVENUE,KNAUTH PLACE,CHICAGO AVENUE,KNAUTH PLACE,ADDRESS,STATEN ISLAND,LANDIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T14:22:59.000,02 STATEN ISLAND,5030870001,STATEN ISLAND,965112,158255,MOBILE,Unspecified,STATEN ISLAND,40.6010290398076,-74.06891797475676,"{'latitude': '40.6010290398076', 'longitude': '-74.06891797475676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814069,2023-09-14T14:18:06.000,2023-09-14T14:57:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,1449 37 STREET,37 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,37 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T14:58:01.000,12 BROOKLYN,3053490001,BROOKLYN,989293,172362,PHONE,Unspecified,BROOKLYN,40.63976904435418,-73.98182907883559,"{'latitude': '40.63976904435418', 'longitude': '-73.98182907883559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811140,2023-09-14T14:17:58.000,2023-09-14T14:26:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10456,3362 PARK AVENUE,PARK AVENUE,BROOK AVENUE,EAST  166 STREET,BROOK AVENUE,EAST  166 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:26:45.000,03 BRONX,2023870010,BRONX,1008872,241036,MOBILE,Unspecified,BRONX,40.828229302929806,-73.9110307975753,"{'latitude': '40.828229302929806', 'longitude': '-73.9110307975753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812501,2023-09-14T14:17:58.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11214,8514 18 AVENUE,18 AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,BROOKLYN,18 AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T18:49:26.000,11 BROOKLYN,3063430050,BROOKLYN,983659,160672,MOBILE,Unspecified,BROOKLYN,40.60768385671392,-74.00212846582532,"{'latitude': '40.60768385671392', 'longitude': '-74.00212846582532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810959,2023-09-14T14:17:49.000,2023-09-15T18:11:04.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814408,2023-09-14T14:17:49.000,2023-09-15T18:11:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818855,2023-09-14T14:17:49.000,2023-09-15T18:11:03.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816629,2023-09-14T14:17:49.000,2023-09-15T18:11:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817786,2023-09-14T14:17:49.000,2023-09-15T18:11:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815522,2023-09-14T14:17:49.000,2023-09-15T18:11:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810904,2023-09-14T14:17:49.000,2023-09-15T18:11:02.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813099,2023-09-14T14:17:49.000,2023-09-15T18:11:04.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10457,1510 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,04 BRONX,2028190005,BRONX,1008793,245691,PHONE,Unspecified,BRONX,40.841006147648265,-73.91129922391039,"{'latitude': '40.841006147648265', 'longitude': '-73.91129922391039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813166,2023-09-14T14:17:29.000,2023-09-17T17:43:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,646 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,09 BROOKLYN,3048130011,BROOKLYN,1001125,179774,PHONE,Unspecified,BROOKLYN,40.66009873052014,-73.93917752016444,"{'latitude': '40.66009873052014', 'longitude': '-73.93917752016444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816672,2023-09-14T14:17:29.000,2023-09-17T17:43:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,646 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,09 BROOKLYN,3048130011,BROOKLYN,1001125,179774,PHONE,Unspecified,BROOKLYN,40.66009873052014,-73.93917752016444,"{'latitude': '40.66009873052014', 'longitude': '-73.93917752016444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810942,2023-09-14T14:17:29.000,2023-09-17T17:43:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11203,646 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,09 BROOKLYN,3048130011,BROOKLYN,1001125,179774,PHONE,Unspecified,BROOKLYN,40.66009873052014,-73.93917752016444,"{'latitude': '40.66009873052014', 'longitude': '-73.93917752016444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817775,2023-09-14T14:17:29.000,2023-09-17T17:43:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11203,646 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,09 BROOKLYN,3048130011,BROOKLYN,1001125,179774,PHONE,Unspecified,BROOKLYN,40.66009873052014,-73.93917752016444,"{'latitude': '40.66009873052014', 'longitude': '-73.93917752016444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816690,2023-09-14T14:17:29.000,2023-09-17T17:43:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,646 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,09 BROOKLYN,3048130011,BROOKLYN,1001125,179774,PHONE,Unspecified,BROOKLYN,40.66009873052014,-73.93917752016444,"{'latitude': '40.66009873052014', 'longitude': '-73.93917752016444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818400,2023-09-14T14:17:28.000,2023-09-14T19:52:33.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10462,951 SACKET AVENUE,SACKET AVENUE,BOGART AVENUE,RADCLIFF AVENUE,BOGART AVENUE,RADCLIFF AVENUE,ADDRESS,BRONX,SACKET AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T19:52:38.000,11 BRONX,2040590027,BRONX,1024473,246613,MOBILE,Unspecified,BRONX,40.8434792646848,-73.85462474085627,"{'latitude': '40.8434792646848', 'longitude': '-73.85462474085627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812061,2023-09-14T14:17:23.000,2023-09-15T20:34:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2060 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,06 BRONX,2031180044,BRONX,1016117,247068,ONLINE,Unspecified,BRONX,40.84476221394078,-73.88482306296912,"{'latitude': '40.84476221394078', 'longitude': '-73.88482306296912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816599,2023-09-14T14:17:23.000,2023-09-15T20:34:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,2060 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,06 BRONX,2031180044,BRONX,1016117,247068,ONLINE,Unspecified,BRONX,40.84476221394078,-73.88482306296912,"{'latitude': '40.84476221394078', 'longitude': '-73.88482306296912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812024,2023-09-14T14:17:21.000,2023-10-02T16:24:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10029,234 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,1016650034,MANHATTAN,1001218,229793,PHONE,Unspecified,MANHATTAN,40.79738842999527,-73.93871619308209,"{'latitude': '40.79738842999527', 'longitude': '-73.93871619308209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817778,2023-09-14T14:17:21.000,2023-10-02T16:24:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10029,234 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,1016650034,MANHATTAN,1001218,229793,PHONE,Unspecified,MANHATTAN,40.79738842999527,-73.93871619308209,"{'latitude': '40.79738842999527', 'longitude': '-73.93871619308209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811004,2023-09-14T14:17:21.000,2023-10-02T16:24:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10029,234 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,1016650034,MANHATTAN,1001218,229793,PHONE,Unspecified,MANHATTAN,40.79738842999527,-73.93871619308209,"{'latitude': '40.79738842999527', 'longitude': '-73.93871619308209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817871,2023-09-14T14:17:21.000,2023-10-02T16:24:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10029,234 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,1016650034,MANHATTAN,1001218,229793,PHONE,Unspecified,MANHATTAN,40.79738842999527,-73.93871619308209,"{'latitude': '40.79738842999527', 'longitude': '-73.93871619308209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819397,2023-09-14T14:17:21.000,2023-09-23T13:49:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11213,52 ALBANY AVENUE,ALBANY AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T05:07:25.000,03 BROOKLYN,3018710045,BROOKLYN,1001299,186614,MOBILE,Unspecified,BROOKLYN,40.67887266502318,-73.93853307376283,"{'latitude': '40.67887266502318', 'longitude': '-73.93853307376283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815418,2023-09-14T14:17:21.000,2023-10-02T16:24:59.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10029,234 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 MANHATTAN,1016650034,MANHATTAN,1001218,229793,PHONE,Unspecified,MANHATTAN,40.79738842999527,-73.93871619308209,"{'latitude': '40.79738842999527', 'longitude': '-73.93871619308209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818886,2023-09-14T14:17:16.000,2023-09-22T16:34:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11217,67 HANSON PLACE,HANSON PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 BROOKLYN,3021140001,BROOKLYN,991212,189006,PHONE,Unspecified,BROOKLYN,40.68545184097977,-73.97489735861946,"{'latitude': '40.68545184097977', 'longitude': '-73.97489735861946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
