unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58906824,2023-09-23T17:56:39.000,2023-09-23T17:56:39.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11426,86-08 239 STREET,239 STREET,,,,,ADDRESS,BELLEROSE,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-23T00:00:00.000,13 QUEENS,4079550327,QUEENS,1059986,206084,UNKNOWN,Unspecified,QUEENS,40.7320053947891,-73.7267301175665,"{'latitude': '40.7320053947891', 'longitude': '-73.7267301175665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908951,2023-09-23T17:56:05.000,2023-09-23T18:24:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1455 78 STREET,78 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T18:24:48.000,11 BROOKLYN,3062450056,BROOKLYN,982631,163902,PHONE,Unspecified,BROOKLYN,40.61654941330102,-74.00583154627316,"{'latitude': '40.61654941330102', 'longitude': '-74.00583154627316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906240,2023-09-23T17:55:52.000,2023-09-23T18:44:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,WEST  182 STREET,WEST  182 STREET,WADSWORTH AVENUE,WEST  182 STREET,WADSWORTH AVENUE,WEST  182 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T18:44:39.000,12 MANHATTAN,,MANHATTAN,1002359,249114,MOBILE,Unspecified,MANHATTAN,40.85041681223638,-73.93454306783687,"{'latitude': '40.85041681223638', 'longitude': '-73.93454306783687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907119,2023-09-23T17:55:43.000,2023-10-02T18:44:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11235,3099 BRIGHTON    6 STREET,BRIGHTON    6 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,13 BROOKLYN,3086910033,BROOKLYN,994992,149498,PHONE,Unspecified,BROOKLYN,40.57700698029549,-73.96133083017038,"{'latitude': '40.57700698029549', 'longitude': '-73.96133083017038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907583,2023-09-23T17:55:19.000,2023-09-27T16:23:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10461,1721 HOBART AVENUE,HOBART AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,10 BRONX,2041700046,BRONX,1031121,247591,PHONE,Unspecified,BRONX,40.846130798064074,-73.83059054529365,"{'latitude': '40.846130798064074', 'longitude': '-73.83059054529365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908436,2023-09-23T17:55:10.000,2023-09-23T19:34:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,2740 FULTON STREET,FULTON STREET,WYONA STREET,BRADFORD STREET,WYONA STREET,BRADFORD STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T19:34:14.000,05 BROOKLYN,3036730021,BROOKLYN,1013758,186211,MOBILE,Unspecified,BROOKLYN,40.67773375801736,-73.89361631874753,"{'latitude': '40.67773375801736', 'longitude': '-73.89361631874753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907376,2023-09-23T17:55:00.000,,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,,,,,,CLARKSON AVE,KINGS CO HOSPITAL EX,INTERSECTION,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T17:55:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,
58906407,2023-09-23T17:54:57.000,2023-09-23T18:19:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,1115 WILLMOHR STREET,WILLMOHR STREET,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,WILLMOHR STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:19:08.000,17 BROOKLYN,3046700001,BROOKLYN,1007155,178733,ONLINE,Unspecified,BROOKLYN,40.65722787030104,-73.91744716788068,"{'latitude': '40.65722787030104', 'longitude': '-73.91744716788068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905631,2023-09-23T17:54:52.000,2023-09-23T19:41:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10453,137 WEST TREMONT AVENUE,WEST TREMONT AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,HARRISON AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,WEST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:41:49.000,05 BRONX,2028680081,BRONX,1007950,248976,MOBILE,Unspecified,BRONX,40.85002480608151,-73.91433429495969,"{'latitude': '40.85002480608151', 'longitude': '-73.91433429495969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906305,2023-09-23T17:54:00.000,2023-10-02T10:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11416,,,,,101 AVENUE,91 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T10:53:00.000,09 QUEENS,,QUEENS,1026013,188255,UNKNOWN,Unspecified,QUEENS,40.68329473170402,-73.84942140167243,"{'latitude': '40.68329473170402', 'longitude': '-73.84942140167243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909417,2023-09-23T17:53:38.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,11354,35-25 150 STREET,150 STREET,,,,,ADDRESS,FLUSHING,,Assigned,,2023-09-25T00:00:00.000,07 QUEENS,4050080005,QUEENS,1035424,218484,UNKNOWN,Unspecified,QUEENS,40.76621640436388,-73.81525979755139,"{'latitude': '40.76621640436388', 'longitude': '-73.81525979755139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909467,2023-09-23T17:53:37.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11220,6623 RIDGE BOULEVARD,RIDGE BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-25T00:00:00.000,10 BROOKLYN,3058410001,BROOKLYN,976715,172171,UNKNOWN,Unspecified,BROOKLYN,40.63924302079363,-74.02714987365891,"{'latitude': '40.63924302079363', 'longitude': '-74.02714987365891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58906221,2023-09-23T17:53:32.000,2023-09-23T19:24:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10312,155 RETFORD AVENUE,RETFORD AVENUE,SYCAMORE STREET,KOCH BOULEVARD,SYCAMORE STREET,KOCH BOULEVARD,ADDRESS,STATEN ISLAND,RETFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T19:24:19.000,03 STATEN ISLAND,5053320060,STATEN ISLAND,939284,135411,ONLINE,Unspecified,STATEN ISLAND,40.53823340897199,-74.16177527555607,"{'latitude': '40.53823340897199', 'longitude': '-74.16177527555607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908828,2023-09-23T17:53:02.000,2023-09-23T18:26:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,119 WEST  225 STREET,WEST  225 STREET,BROADWAY,MARBLE HILL AVENUE,BROADWAY,MARBLE HILL AVENUE,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T18:26:38.000,08 BRONX,1022150534,BRONX,1008872,257936,ONLINE,Unspecified,BRONX,40.87461476595362,-73.9109687313815,"{'latitude': '40.87461476595362', 'longitude': '-73.9109687313815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906628,2023-09-23T17:52:34.000,2023-09-23T17:52:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10460,930 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-23T17:52:34.000,03 BRONX,2029820023,BRONX,1015172,243702,MOBILE,Unspecified,BRONX,40.835526891502994,-73.88825409342327,"{'latitude': '40.835526891502994', 'longitude': '-73.88825409342327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906367,2023-09-23T17:52:20.000,2023-09-23T18:14:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,980 DEKALB AVENUE,DEKALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:14:34.000,03 BROOKLYN,3016020017,BROOKLYN,1001971,191806,ONLINE,Unspecified,BROOKLYN,40.693122193366726,-73.93609665085272,"{'latitude': '40.693122193366726', 'longitude': '-73.93609665085272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906271,2023-09-23T17:52:11.000,2023-09-23T18:34:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,3714 FILLMORE AVENUE,FILLMORE AVENUE,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,FILLMORE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T18:34:28.000,18 BROOKLYN,3085040046,BROOKLYN,1003064,162240,ONLINE,Unspecified,BROOKLYN,40.61196774078371,-73.93223768225623,"{'latitude': '40.61196774078371', 'longitude': '-73.93223768225623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908017,2023-09-23T17:52:01.000,2023-09-23T20:09:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,10 MONTIETH STREET,MONTIETH STREET,BUSHWICK AVENUE,STANWIX STREET,BUSHWICK AVENUE,STANWIX STREET,ADDRESS,BROOKLYN,MONTIETH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:09:40.000,04 BROOKLYN,3031410001,BROOKLYN,1001858,194806,MOBILE,Unspecified,BROOKLYN,40.701356718631786,-73.9364962950905,"{'latitude': '40.701356718631786', 'longitude': '-73.9364962950905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905719,2023-09-23T17:51:49.000,2023-09-23T19:30:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,97-18 42 AVENUE,42 AVENUE,97 PLACE,99 STREET,97 PLACE,99 STREET,ADDRESS,CORONA,42 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T19:30:34.000,04 QUEENS,4016150014,QUEENS,1021238,211395,MOBILE,Unspecified,QUEENS,40.746829664194124,-73.86651073369543,"{'latitude': '40.746829664194124', 'longitude': '-73.86651073369543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907834,2023-09-23T17:51:45.000,2023-09-23T20:06:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,31-33 106 STREET,106 STREET,ASTORIA BOULEVARD,32 AVENUE,ASTORIA BOULEVARD,32 AVENUE,ADDRESS,EAST ELMHURST,106 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:06:21.000,03 QUEENS,4016930022,QUEENS,1022123,216367,MOBILE,Unspecified,QUEENS,40.76047277984726,-73.86328877936197,"{'latitude': '40.76047277984726', 'longitude': '-73.86328877936197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909490,2023-09-23T17:51:41.000,2023-09-23T18:27:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,69 2 AVENUE,2 AVENUE,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,BROOKLYN,2 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:27:08.000,06 BROOKLYN,3010020001,BROOKLYN,986208,184511,MOBILE,Unspecified,BROOKLYN,40.673116605880715,-73.99294141328576,"{'latitude': '40.673116605880715', 'longitude': '-73.99294141328576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906135,2023-09-23T17:51:40.000,2023-09-23T18:41:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10301,144 HAMILTON AVENUE,HAMILTON AVENUE,DANIEL LOW TERRACE,CURTIS PLACE,DANIEL LOW TERRACE,CURTIS PLACE,ADDRESS,STATEN ISLAND,HAMILTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:41:04.000,01 STATEN ISLAND,5000300033,STATEN ISLAND,961347,174162,ONLINE,Unspecified,STATEN ISLAND,40.64468147981965,-74.08253010230403,"{'latitude': '40.64468147981965', 'longitude': '-74.08253010230403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906922,2023-09-23T17:51:29.000,2023-09-23T18:21:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,647 RUTLAND ROAD,RUTLAND ROAD,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:21:13.000,09 BROOKLYN,3048050069,BROOKLYN,1001167,179783,ONLINE,Unspecified,BROOKLYN,40.660123353387625,-73.93902611723942,"{'latitude': '40.660123353387625', 'longitude': '-73.93902611723942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907986,2023-09-23T17:51:18.000,2023-09-23T19:29:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,3212 LAFAYETTE AVENUE,LAFAYETTE AVENUE,VINCENT AVENUE,WILCOX AVENUE,VINCENT AVENUE,WILCOX AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:29:24.000,10 BRONX,2054730006,BRONX,1034303,242609,ONLINE,Unspecified,BRONX,40.83243922218774,-73.81912681093144,"{'latitude': '40.83243922218774', 'longitude': '-73.81912681093144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909083,2023-09-23T17:51:18.000,2023-09-23T18:13:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,7 BELL SLIP,BELL SLIP,COMMERCIAL STREET,DEAD END,COMMERCIAL STREET,DEAD END,ADDRESS,BROOKLYN,BELL SLIP,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T18:13:28.000,01 BROOKLYN,3024727501,BROOKLYN,995659,207764,MOBILE,Unspecified,BROOKLYN,40.736933470472415,-73.9588311801801,"{'latitude': '40.736933470472415', 'longitude': '-73.9588311801801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907132,2023-09-23T17:51:07.000,,DOT,Department of Transportation,Street Condition,Pothole,,11420,,,,,LEFFERTS BOULEVARD,LINDEN BOULEVARD,INTERSECTION,QUEENS,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-23T17:51:07.000,10 QUEENS,,QUEENS,1034038,186614,UNKNOWN,Unspecified,QUEENS,40.678749067245,-73.8204990590482,"{'latitude': '40.678749067245', 'longitude': '-73.8204990590482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58908875,2023-09-23T17:51:05.000,2023-09-23T19:09:45.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10467,3533 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  211 STREET,EAST  212 STREET,EAST  211 STREET,EAST  212 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:09:49.000,12 BRONX,2046430056,BRONX,1021314,259280,MOBILE,Unspecified,BRONX,40.878260148689385,-73.86597203379573,"{'latitude': '40.878260148689385', 'longitude': '-73.86597203379573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
