unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58892593,2023-09-22T10:18:37.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11415,118-60 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,KEW GARDENS,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-15T00:00:00.000,09 QUEENS,4033220024,QUEENS,1030480,196745,UNKNOWN,Unspecified,QUEENS,40.70657556706192,-73.8332571766487,"{'latitude': '40.70657556706192', 'longitude': '-73.8332571766487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897412,2023-09-22T10:18:34.000,2023-09-22T11:21:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11232,162 27 STREET,27 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,27 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:21:12.000,07 BROOKLYN,3006600020,BROOKLYN,984152,179749,ONLINE,Unspecified,BROOKLYN,40.660046190818136,-74.00035322061336,"{'latitude': '40.660046190818136', 'longitude': '-74.00035322061336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892408,2023-09-22T10:18:32.000,2023-09-27T14:02:46.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11216,778 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BROOKLYN,3012610030,BROOKLYN,997836,183661,PHONE,Unspecified,BROOKLYN,40.67077333830835,-73.95102421102389,"{'latitude': '40.67077333830835', 'longitude': '-73.95102421102389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902423,2023-09-22T10:18:32.000,2023-09-27T09:27:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,589 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 88 STREET,WEST 89 STREET,WEST   88 STREET,WEST   89 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T10:18:32.000,07 MANHATTAN,1012190001,MANHATTAN,991491,226827,ONLINE,Unspecified,MANHATTAN,40.789260886149705,-73.97385066924859,"{'latitude': '40.789260886149705', 'longitude': '-73.97385066924859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893444,2023-09-22T10:18:29.000,2023-09-22T17:09:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11237,929 HART STREET,HART STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:10:01.000,04 BROOKLYN,3032210051,BROOKLYN,1006216,195752,PHONE,Unspecified,BROOKLYN,40.70394352087419,-73.92077597806582,"{'latitude': '40.70394352087419', 'longitude': '-73.92077597806582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892760,2023-09-22T10:18:24.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11429,104-24 211 STREET,211 STREET,104 AVENUE,109 AVENUE,104 AVENUE,109 AVENUE,ADDRESS,QUEENS VILLAGE,211 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:07:49.000,13 QUEENS,4109200012,QUEENS,1054239,198358,MOBILE,Unspecified,QUEENS,40.71084682026059,-73.74754660662704,"{'latitude': '40.71084682026059', 'longitude': '-73.74754660662704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"104-24 211 STREET, QUEENS (QUEENS VILLAGE), NY, 11429",,
58894807,2023-09-22T10:18:23.000,2023-09-22T14:30:33.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11375,76-06 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,ADDRESS,FOREST HILLS,GRAND CENTRAL PARKWAY SR WEST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:30:31.000,06 QUEENS,4022670125,QUEENS,1030483,200954,PHONE,Unspecified,QUEENS,40.718128233333545,-73.83321745198282,"{'latitude': '40.718128233333545', 'longitude': '-73.83321745198282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896533,2023-09-22T10:18:19.000,2023-11-03T07:05:50.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11691,1256 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,14 QUEENS,4155330031,QUEENS,1054129,160954,PHONE,Unspecified,QUEENS,40.608182380329715,-73.74833100055571,"{'latitude': '40.608182380329715', 'longitude': '-73.74833100055571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892545,2023-09-22T10:18:19.000,2023-11-03T07:05:49.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11691,1256 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,14 QUEENS,4155330031,QUEENS,1054129,160954,PHONE,Unspecified,QUEENS,40.608182380329715,-73.74833100055571,"{'latitude': '40.608182380329715', 'longitude': '-73.74833100055571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893802,2023-09-22T10:18:19.000,2023-11-03T07:05:49.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11691,1256 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,14 QUEENS,4155330031,QUEENS,1054129,160954,PHONE,Unspecified,QUEENS,40.608182380329715,-73.74833100055571,"{'latitude': '40.608182380329715', 'longitude': '-73.74833100055571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899444,2023-09-22T10:18:19.000,2023-11-03T07:05:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11691,1256 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,14 QUEENS,4155330031,QUEENS,1054129,160954,PHONE,Unspecified,QUEENS,40.608182380329715,-73.74833100055571,"{'latitude': '40.608182380329715', 'longitude': '-73.74833100055571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896559,2023-09-22T10:18:19.000,2023-11-03T07:05:49.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11691,1256 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,14 QUEENS,4155330031,QUEENS,1054129,160954,PHONE,Unspecified,QUEENS,40.608182380329715,-73.74833100055571,"{'latitude': '40.608182380329715', 'longitude': '-73.74833100055571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895276,2023-09-22T10:18:15.000,2023-09-22T12:45:44.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11365,69 AVENUE,69 AVENUE,69 AVENUE,182 STREET,69 AVENUE,182 STREET,INTERSECTION,,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-22T12:45:47.000,08 QUEENS,,QUEENS,1042625,206692,ONLINE,Unspecified,QUEENS,40.73380581738621,-73.78936635276408,"{'latitude': '40.73380581738621', 'longitude': '-73.78936635276408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892010,2023-09-22T10:18:11.000,2023-09-22T14:59:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,1064 DUNCAN STREET,DUNCAN STREET,HONE AVENUE,LURTING AVENUE,HONE AVENUE,LURTING AVENUE,ADDRESS,BRONX,DUNCAN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T15:00:02.000,12 BRONX,2046120043,BRONX,1023843,257378,PHONE,Unspecified,BRONX,40.873028769326716,-73.85683811625246,"{'latitude': '40.873028769326716', 'longitude': '-73.85683811625246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895648,2023-09-22T10:18:10.000,2023-09-22T19:11:50.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,606 WEST  122 STREET,WEST  122 STREET,BROADWAY,CLAREMONT AVENUE,BROADWAY,CLAREMONT AVENUE,ADDRESS,NEW YORK,WEST  122 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T19:11:55.000,09 MANHATTAN,1019920013,MANHATTAN,994874,235128,MOBILE,Unspecified,MANHATTAN,40.81204144046833,-73.96162055178783,"{'latitude': '40.81204144046833', 'longitude': '-73.96162055178783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900139,2023-09-22T10:18:00.000,2023-09-22T18:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11220,,,,,5 AVENUE,44 STREET,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-22T18:25:00.000,07 BROOKLYN,,BROOKLYN,982357,175530,UNKNOWN,Unspecified,BROOKLYN,40.64846575564213,-74.00682174046591,"{'latitude': '40.64846575564213', 'longitude': '-74.00682174046591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58892651,2023-09-22T10:17:51.000,2023-11-06T13:24:17.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11435,144-19 107 AVENUE,107 AVENUE,PINEGROVE STREET,INWOOD STREET,PINEGROVE STREET,INWOOD STREET,ADDRESS,JAMAICA,107 AVENUE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-06T13:24:26.000,12 QUEENS,4100750026,QUEENS,1038187,190946,ONLINE,Unspecified,QUEENS,40.69061508030939,-73.8055060172403,"{'latitude': '40.69061508030939', 'longitude': '-73.8055060172403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895646,2023-09-22T10:17:48.000,2023-09-23T14:14:08.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11249,198 BEDFORD AVENUE,BEDFORD AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-22T23:01:29.000,01 BROOKLYN,3023270028,BROOKLYN,995827,200637,ONLINE,Unspecified,BROOKLYN,40.71737137518907,-73.95823722148779,"{'latitude': '40.71737137518907', 'longitude': '-73.95823722148779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897180,2023-09-22T10:17:41.000,2023-11-03T12:18:28.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11691,B   22 STREET,B   22 STREET,B   22 STREET,MOTT AVENUE,B   22 STREET,MOTT AVENUE,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-03T12:18:28.000,14 QUEENS,,QUEENS,1052559,159711,PHONE,Unspecified,QUEENS,40.60478285454511,-73.75399789247773,"{'latitude': '40.60478285454511', 'longitude': '-73.75399789247773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892815,2023-09-22T10:17:40.000,2023-09-27T15:14:34.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11221,719 MONROE STREET,MONROE STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,MONROE STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-27T15:14:38.000,03 BROOKLYN,3016370048,BROOKLYN,1004181,189963,PHONE,Unspecified,BROOKLYN,40.688058883570655,-73.9281326693256,"{'latitude': '40.688058883570655', 'longitude': '-73.9281326693256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896150,2023-09-22T10:17:14.000,2023-09-22T11:13:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,143-25 38 AVENUE,38 AVENUE,BOWNE STREET,PARSONS BOULEVARD,BOWNE STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,38 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T11:13:50.000,07 QUEENS,4050130059,QUEENS,1032954,217067,PHONE,Unspecified,QUEENS,40.762341065572045,-73.82418683951471,"{'latitude': '40.762341065572045', 'longitude': '-73.82418683951471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891795,2023-09-22T10:17:00.000,2023-11-08T12:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,11355,43-55 KISSENA BOULEVARD,KISSENA BOULEVARD,BEECH AVE,CHERRY AVE,,,ADDRESS,FLUSHING,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-11-08T12:00:00.000,07 QUEENS,4051867501,QUEENS,1033308,214197,PHONE,Unspecified,QUEENS,40.754461708185865,-73.82292990539125,"{'latitude': '40.754461708185865', 'longitude': '-73.82292990539125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900137,2023-09-22T10:17:00.000,2023-11-09T10:00:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10463,290 WEST  232 STREET,WEST  232 STREET,CORLEAR AVE,TIBBETT AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection sent a report to the complainant.,2023-11-09T10:00:00.000,08 BRONX,2057130107,BRONX,1010020,260523,ONLINE,Unspecified,BRONX,40.881711998726594,-73.90680770237587,"{'latitude': '40.881711998726594', 'longitude': '-73.90680770237587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901482,2023-09-22T10:17:00.000,2023-09-28T08:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10036,550 WEST   43 STREET,WEST   43 STREET,AMTRAK-NORTHEAST LINE,11 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T08:00:00.000,04 MANHATTAN,1010710054,MANHATTAN,985138,216550,PHONE,Unspecified,MANHATTAN,40.761056140938436,-73.99679453494748,"{'latitude': '40.761056140938436', 'longitude': '-73.99679453494748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58898155,2023-09-22T10:17:00.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,,,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,
