unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58811215,2023-09-14T16:25:54.000,2023-09-14T16:25:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11218,474 STRATFORD ROAD,STRATFORD ROAD,DORCHESTER ROAD,DITMAS AVENUE,DORCHESTER ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,STRATFORD ROAD,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-14T16:25:54.000,14 BROOKLYN,3051740014,BROOKLYN,993302,171271,ONLINE,Unspecified,BROOKLYN,40.636771292613105,-73.96738532778433,"{'latitude': '40.636771292613105', 'longitude': '-73.96738532778433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818146,2023-09-14T16:25:50.000,2023-09-14T17:08:18.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,205 GREENPOINT AVENUE,GREENPOINT AVENUE,MCGUINNESS BOULEVARD,NEWEL STREET,MCGUINNESS BOULEVARD,NEWEL STREET,ADDRESS,BROOKLYN,GREENPOINT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:08:21.000,01 BROOKLYN,3025600050,BROOKLYN,997815,205425,MOBILE,Unspecified,BROOKLYN,40.73051044794637,-73.95105607671246,"{'latitude': '40.73051044794637', 'longitude': '-73.95105607671246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812352,2023-09-14T16:25:46.000,2023-09-19T16:27:29.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10011,225 WEST   24 STREET,WEST   24 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,Closed,See notes for information.,2023-09-19T16:27:32.000,04 MANHATTAN,1007740019,MANHATTAN,985338,210757,PHONE,Unspecified,MANHATTAN,40.74515580245555,-73.99607352069437,"{'latitude': '40.74515580245555', 'longitude': '-73.99607352069437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"225 WEST   24 STREET, MANHATTAN (NEW YORK), NY, 10011",,,,
58815332,2023-09-14T16:25:43.000,2023-09-14T16:47:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10035,1486 5 AVENUE,5 AVENUE,EAST  119 STREET,EAST  120 STREET,EAST  119 STREET,EAST  120 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:47:23.000,10 MANHATTAN,1017180035,MANHATTAN,999510,231783,ONLINE,Unspecified,MANHATTAN,40.802853550120915,-73.94488050086633,"{'latitude': '40.802853550120915', 'longitude': '-73.94488050086633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811127,2023-09-14T16:25:38.000,2023-09-14T19:29:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229,2212 EAST   28 STREET,EAST   28 STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:29:07.000,15 BROOKLYN,3073850111,BROOKLYN,999992,156979,MOBILE,Unspecified,BROOKLYN,40.59753336182165,-73.94331435238847,"{'latitude': '40.59753336182165', 'longitude': '-73.94331435238847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817731,2023-09-14T16:25:38.000,2023-09-28T05:02:57.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815382,2023-09-14T16:25:35.000,2023-09-14T16:44:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,29 WEST KINGSBRIDGE ROAD,WEST KINGSBRIDGE ROAD,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,ADDRESS,BRONX,WEST KINGSBRIDGE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:44:51.000,07 BRONX,2032470002,BRONX,1012275,255426,ONLINE,Unspecified,BRONX,40.8677154399217,-73.89867425237192,"{'latitude': '40.8677154399217', 'longitude': '-73.89867425237192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815525,2023-09-14T16:25:25.000,2023-09-15T17:46:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11693,8400 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,14 QUEENS,4161310001,QUEENS,1037096,152590,PHONE,Unspecified,QUEENS,40.585342891917264,-73.80974049886493,"{'latitude': '40.585342891917264', 'longitude': '-73.80974049886493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818291,2023-09-14T16:25:18.000,2023-09-14T17:29:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11222,214 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,CALYER STREET,GREENPOINT AVENUE,CALYER STREET,GREENPOINT AVENUE,ADDRESS,BROOKLYN,MCGUINNESS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:29:37.000,01 BROOKLYN,3025770001,BROOKLYN,997834,205095,MOBILE,Unspecified,BROOKLYN,40.729604649658036,-73.95098818895912,"{'latitude': '40.729604649658036', 'longitude': '-73.95098818895912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818945,2023-09-14T16:25:08.000,2023-09-19T17:34:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11207,635 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BROOKLYN,3034360003,BROOKLYN,1010305,190501,PHONE,Unspecified,BROOKLYN,40.68951965988612,-73.90604864421584,"{'latitude': '40.68951965988612', 'longitude': '-73.90604864421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816626,2023-09-14T16:25:08.000,2023-09-19T17:34:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11207,635 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BROOKLYN,3034360003,BROOKLYN,1010305,190501,PHONE,Unspecified,BROOKLYN,40.68951965988612,-73.90604864421584,"{'latitude': '40.68951965988612', 'longitude': '-73.90604864421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813100,2023-09-14T16:25:08.000,2023-09-19T17:34:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11207,635 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BROOKLYN,3034360003,BROOKLYN,1010305,190501,PHONE,Unspecified,BROOKLYN,40.68951965988612,-73.90604864421584,"{'latitude': '40.68951965988612', 'longitude': '-73.90604864421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817868,2023-09-14T16:25:08.000,2023-09-19T17:34:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11207,635 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BROOKLYN,3034360003,BROOKLYN,1010305,190501,PHONE,Unspecified,BROOKLYN,40.68951965988612,-73.90604864421584,"{'latitude': '40.68951965988612', 'longitude': '-73.90604864421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817795,2023-09-14T16:25:08.000,2023-09-19T17:34:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11207,635 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BROOKLYN,3034360003,BROOKLYN,1010305,190501,PHONE,Unspecified,BROOKLYN,40.68951965988612,-73.90604864421584,"{'latitude': '40.68951965988612', 'longitude': '-73.90604864421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812551,2023-09-14T16:25:06.000,2023-09-18T11:07:16.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10011,205 7 AVENUE,7 AVENUE,WEST   21 STREET,WEST   22 STREET,WEST   21 STREET,WEST   22 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T12:09:04.000,04 MANHATTAN,1007970081,MANHATTAN,985297,210076,PHONE,Unspecified,MANHATTAN,40.74328663269633,-73.99622159145576,"{'latitude': '40.74328663269633', 'longitude': '-73.99622159145576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815911,2023-09-14T16:24:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211,341 BROADWAY,BROADWAY,SOUTH 9 STREET,KEAP STREET,SOUTH    9 STREET,KEAP STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T04:28:30.000,01 BROOKLYN,3024620027,BROOKLYN,996421,197150,MOBILE,Unspecified,BROOKLYN,40.7077995946547,-73.9561007348627,"{'latitude': '40.7077995946547', 'longitude': '-73.9561007348627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812517,2023-09-14T16:24:49.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211,341 BROADWAY,BROADWAY,SOUTH 9 STREET,KEAP STREET,SOUTH    9 STREET,KEAP STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T04:28:07.000,01 BROOKLYN,3024620027,BROOKLYN,996421,197150,MOBILE,Unspecified,BROOKLYN,40.7077995946547,-73.9561007348627,"{'latitude': '40.7077995946547', 'longitude': '-73.9561007348627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817614,2023-09-14T16:24:49.000,2023-09-14T17:19:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,679 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:19:35.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,ONLINE,Unspecified,BROOKLYN,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813946,2023-09-14T16:24:44.000,2023-09-14T17:08:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,266 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,KENT STREET,JAVA STREET,KENT STREET,JAVA STREET,ADDRESS,BROOKLYN,MCGUINNESS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:08:41.000,01 BROOKLYN,3025520001,BROOKLYN,997612,205698,MOBILE,Unspecified,BROOKLYN,40.73126007495423,-73.95178797942972,"{'latitude': '40.73126007495423', 'longitude': '-73.95178797942972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817071,2023-09-14T16:24:31.000,2023-09-14T18:32:34.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,11231,422 SMITH STREET,SMITH STREET,LUQUER STREET,NELSON STREET,LUQUER STREET,NELSON STREET,ADDRESS,BROOKLYN,SMITH STREET,Closed,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,2023-09-14T18:32:34.000,06 BROOKLYN,3004720048,BROOKLYN,985114,185780,ONLINE,Unspecified,BROOKLYN,40.67659989961685,-73.9968851187706,"{'latitude': '40.67659989961685', 'longitude': '-73.9968851187706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813481,2023-09-14T16:24:28.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,In Progress,,,11 MANHATTAN,1017770090,MANHATTAN,1002282,232875,ONLINE,Unspecified,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819493,2023-09-14T16:24:20.000,2023-09-19T14:53:56.000,DSNY,Department of Sanitation,Dead Animal,Squirrel,Sidewalk,11427,86-24 234 STREET,234 STREET,HILLSIDE AVENUE,WINCHESTER BOULEVARD,HILLSIDE AVENUE,WINCHESTER BOULEVARD,ADDRESS,QUEENS VILLAGE,234 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-15T09:41:31.000,13 QUEENS,4079420017,QUEENS,1057437,206403,PHONE,Unspecified,QUEENS,40.73290242618883,-73.73592386743243,"{'latitude': '40.73290242618883', 'longitude': '-73.73592386743243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810816,2023-09-14T16:24:16.000,2023-09-14T16:48:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,106 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:48:46.000,12 MANHATTAN,1021370126,MANHATTAN,999862,244901,ONLINE,Unspecified,MANHATTAN,40.8388581336567,-73.94357854933698,"{'latitude': '40.8388581336567', 'longitude': '-73.94357854933698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818244,2023-09-14T16:24:04.000,2023-09-15T12:41:52.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11106,30-09 BROADWAY,BROADWAY,30 STREET,31 STREET,30 STREET,31 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-15T12:41:44.000,01 QUEENS,4005890005,QUEENS,1004746,217004,ONLINE,Unspecified,QUEENS,40.762278541098084,-73.92601303458156,"{'latitude': '40.762278541098084', 'longitude': '-73.92601303458156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810586,2023-09-14T16:23:55.000,2023-09-14T16:41:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11104,41-16 GREENPOINT AVENUE,GREENPOINT AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,SUNNYSIDE,GREENPOINT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:41:06.000,02 QUEENS,4001970001,QUEENS,1005369,208921,ONLINE,Unspecified,QUEENS,40.74009129167331,-73.92378950030286,"{'latitude': '40.74009129167331', 'longitude': '-73.92378950030286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815253,2023-09-14T16:23:45.000,2023-09-14T18:15:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,3666 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST  215 STREET,EAST  216 STREET,EAST  215 STREET,EAST  216 STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T18:15:51.000,12 BRONX,2046860032,BRONX,1023388,259613,ONLINE,Unspecified,BRONX,40.87916517582972,-73.85847026277372,"{'latitude': '40.87916517582972', 'longitude': '-73.85847026277372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811909,2023-09-14T16:23:34.000,2023-09-14T16:57:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10065,345 EAST   64 STREET,EAST   64 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   64 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:57:11.000,08 MANHATTAN,1014390023,MANHATTAN,995065,217362,ONLINE,Unspecified,MANHATTAN,40.76327830175268,-73.96095916406479,"{'latitude': '40.76327830175268', 'longitude': '-73.96095916406479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
